ticker,945852Q UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.9512
2000-01-04,-2.1144
2000-01-05,-3.8754999999999997
2000-01-06,-0.1322
2000-01-07,-2.7796
2000-01-10,4.7651
2000-01-11,1.4945
2000-01-12,-2.7529
2000-01-13,0.5267
2000-01-14,2.4231
2000-01-18,2.8772
2000-01-19,4.6613
2000-01-20,2.6128
2000-01-21,2.5463
2000-01-24,-2.0316
2000-01-25,-0.2304
2000-01-26,0.9238
2000-01-27,0.2288
2000-01-28,-6.7352
2000-01-31,7.7722999999999995
2000-02-01,1.5899999999999999
2000-02-02,-1.1179000000000001
2000-02-03,-4.0136
2000-02-04,-2.768
2000-02-07,-4.1793
2000-02-08,3.0341
2000-02-09,0.6135
2000-02-10,-0.7317
2000-02-11,-4.7912
2000-02-14,-1.0323
2000-02-15,-1.6949
2000-02-16,0.0
2000-02-17,-1.4588999999999999
2000-02-18,-5.6528
2000-02-22,1.5692
2000-02-23,3.5112
2000-02-24,0.2714
2000-02-25,4.4655000000000005
2000-02-28,1.8135
2000-02-29,5.3435
2000-03-01,4.9517
2000-03-02,-1.7261
2000-03-03,1.0539
2000-03-06,3.4762
2000-03-07,4.8152
2000-03-08,-4.9145
2000-03-09,5.618
2000-03-10,1.5957
2000-03-13,0.5236
2000-03-14,-1.6667
2000-03-15,-2.3305
2000-03-16,-4.2299
2000-03-17,4.4168
2000-03-20,1.7354
2000-03-21,1.4925
2000-03-22,3.5714
2000-03-23,4.2596
2000-03-24,0.3891
2000-03-27,1.3566
2000-03-28,-2.7725
2000-03-29,2.2616
2000-03-30,-0.5769
2000-03-31,1.0638
2000-04-03,-5.0718
2000-04-04,-8.0645
2000-04-05,-1.2061
2000-04-06,2.2198
2000-04-07,3.9088000000000003
2000-04-10,-3.0303
2000-04-11,-3.8792999999999997
2000-04-12,-7.5112
2000-04-13,-7.3939
2000-04-14,-4.3194
2000-04-17,2.3256
2000-04-18,14.1711
2000-04-19,1.171
2000-04-20,-2.7778
2000-04-24,-2.6189999999999998
2000-04-25,2.8117
2000-04-26,-2.7348
2000-04-27,2.445
2000-04-28,5.0119
2000-05-01,3.5227
2000-05-02,0.1098
2000-05-03,-2.193
2000-05-04,3.9238
2000-05-05,2.9126
2000-05-08,-1.153
2000-05-09,-2.333
2000-05-10,-2.7144
2000-05-11,-3.5714
2000-05-12,-2.662
2000-05-15,0.7134
2000-05-16,2.7155
2000-05-17,4.8276
2000-05-18,0.9868
2000-05-19,-9.6634
