ticker,CBOE UF Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-16,-1.1682
2010-06-17,-1.804
2010-06-18,-1.6787999999999998
2010-06-21,2.9317
2010-06-22,2.3787
2010-06-23,2.3846
2010-06-24,-0.4479
2010-06-25,-3.5693
2010-06-28,1.9907
2010-06-29,-3.2022
2010-06-30,2.7095000000000002
2010-07-01,-6.9325
2010-07-02,1.7798
2010-07-06,-3.6269
2010-07-07,-1.7137
2010-07-08,-0.8547
2010-07-09,-0.1724
2010-07-12,-7.5993
2010-07-13,3.8505000000000003
2010-07-14,-1.8359
2010-07-15,-2.8236
2010-07-16,-0.1887
2010-07-19,0.0
2010-07-20,-1.4745
2010-07-21,1.6884000000000001
2010-07-22,1.9623
2010-07-23,0.4441
2010-07-26,-2.4687
2010-07-27,2.9467
2010-07-28,-0.5138
2010-07-29,-1.6968
2010-07-30,-0.5629
2010-08-02,3.5849
2010-08-03,-0.6557
2010-08-04,-1.9435
2010-08-05,-7.255
2010-08-06,-4.2339
2010-08-09,1.1789
2010-08-10,-4.2031
2010-08-11,-0.2172
2010-08-12,1.7849
2010-08-13,-1.5398
2010-08-16,-0.7819
2010-08-17,1.1821
2010-08-18,0.1731
2010-08-19,-0.6479
2010-08-20,-0.7826
2010-08-23,0.6792
2010-08-24,-5.3754
2010-08-25,-0.368
2010-08-26,-1.7082000000000002
2010-08-27,-2.1137
2010-08-30,-1.3436
2010-08-31,1.6537
2010-09-01,3.5885
2010-09-02,0.464
2010-09-03,2.448
2010-09-07,0.1353
2010-09-08,-0.9455
2010-09-09,-0.7727
2010-09-10,0.8246
2010-09-13,-0.7724
2010-09-14,1.6026
2010-09-15,0.4957
2010-09-16,0.0
2010-09-17,0.6726
2010-09-20,-2.6726
2010-09-21,-1.4645000000000001
2010-09-22,-1.3005
2010-09-23,-2.9176
2010-09-24,-0.1454
2010-09-27,2.0874
2010-09-28,1.379
2010-09-29,-2.5328
2010-09-30,-2.8874
2010-10-01,2.1308
2010-10-04,-1.3586
2010-10-05,2.4102
2010-10-06,-0.048
2010-10-07,-1.0091
2010-10-08,0.7767
2010-10-11,1.3969
2010-10-12,5.7482
2010-10-13,0.0449
2010-10-14,1.8859
2010-10-15,-0.5289
2010-10-18,2.4369
2010-10-19,-0.0433
2010-10-20,2.9424
2010-10-21,0.5885
2010-10-22,2.173
2010-10-25,-0.3681
2010-10-26,-0.5337
2010-10-27,-0.2889
2010-10-28,-0.745
2010-10-29,0.2085
2010-11-01,-1.9143
