ticker,MAR UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-22,-0.2046
2013-10-23,-0.6607
2013-10-24,2.3165
2013-10-25,-0.269
2013-10-28,-0.8766
2013-10-29,1.1338
2013-10-30,-0.8969
2013-10-31,1.991
2013-11-01,1.3975
2013-11-04,0.6126
2013-11-05,-0.3044
2013-11-06,1.0469
2013-11-07,-1.9426
2013-11-08,1.4748
2013-11-11,0.0217
2013-11-12,0.694
2013-11-13,0.5169
2013-11-14,0.5785
2013-11-15,0.1491
2013-11-18,-0.0638
2013-11-19,-1.0217
2013-11-20,-0.1511
2013-11-21,1.4051
2013-11-22,0.0213
2013-11-25,-0.6181
2013-11-26,1.1795
2013-11-27,-0.5299
2013-11-29,0.1918
2013-12-02,-1.1059
2013-12-03,-1.0323
2013-12-04,-0.239
2013-12-05,-0.6317
2013-12-06,1.3371
2013-12-09,0.7138
2013-12-10,0.0215
2013-12-11,-1.2025000000000001
2013-12-12,0.0217
2013-12-13,1.1951
2013-12-16,1.1166
2013-12-17,-0.5309
2013-12-18,2.199
2013-12-19,-0.3133
2013-12-20,0.8382
2013-12-23,0.3325
2013-12-24,0.8078
2013-12-26,0.4931
2013-12-27,-0.2658
2013-12-30,0.4715
2013-12-31,0.7141
2014-01-02,-0.8104
2014-01-03,-0.6332
2014-01-06,-0.4111
2014-01-07,0.4334
2014-01-08,0.9659
2014-01-09,-0.285
2014-01-10,0.592
2014-01-13,-1.0755
2014-01-14,1.2103
2014-01-15,0.9728
2014-01-16,1.4954
2014-01-17,0.1088
2014-01-21,0.3358
2014-01-22,0.7482
2014-01-23,-1.153
2014-01-24,-1.6212
2014-01-27,-1.4268
2014-01-28,1.3252
2014-01-29,-1.6901000000000002
2014-01-30,0.921
2014-01-31,-0.0203
2014-02-03,-3.7119999999999997
2014-02-04,1.0744
2014-02-05,-0.1876
2014-02-06,1.8167
2014-02-07,0.9844
2014-02-10,0.2437
2014-02-11,0.6686
2014-02-12,-0.0805
2014-02-13,0.9265
2014-02-14,2.8138
2014-02-18,-0.2717
2014-02-19,0.3114
2014-02-20,0.4851
2014-02-21,1.3902
2014-02-24,1.8282
2014-02-25,0.7294
2014-02-26,-0.4642
2014-02-27,0.7859
2014-02-28,0.687
2014-03-03,-1.7334
2014-03-04,1.0133
2014-03-05,0.1115
2014-03-06,1.3175
2014-03-07,0.348
2014-03-10,-1.0951
2014-03-11,-0.2768
2014-03-12,-0.0185
2014-03-13,-0.5923
2014-03-14,0.3165
