ticker,CNX UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.6173
2000-01-04,-1.8405
2000-01-05,1.25
2000-01-06,4.321
2000-01-07,2.9586
2000-01-10,0.5747
2000-01-11,-1.1429
2000-01-12,1.7341
2000-01-13,5.1136
2000-01-14,-0.5405
2000-01-18,1.6303999999999998
2000-01-19,-1.6042999999999998
2000-01-20,2.7174
2000-01-21,0.5291
2000-01-24,0.0
2000-01-25,-1.0526
2000-01-26,-7.9787
2000-01-27,6.3584
2000-01-28,5.4348
2000-01-31,0.0
2000-02-01,-1.5464
2000-02-02,1.5707
2000-02-03,1.0309
2000-02-04,-1.5306
2000-02-07,-1.5544
2000-02-08,3.9368
2000-02-09,4.1451
2000-02-10,-0.995
2000-02-11,-3.0151
2000-02-14,1.0363
2000-02-15,-1.0256
2000-02-16,1.5544
2000-02-17,-0.5102
2000-02-18,0.5128
2000-02-22,-0.5102
2000-02-23,-4.6154
2000-02-24,0.0
2000-02-25,-0.5376
2000-02-28,-1.6216
2000-02-29,2.1978
2000-03-01,-2.1505
2000-03-02,0.5495
2000-03-03,0.5464
2000-03-06,0.5435
2000-03-07,0.5405
2000-03-08,-1.6129
2000-03-09,1.0929
2000-03-10,-1.6216
2000-03-13,-0.5495
2000-03-14,0.5525
2000-03-15,0.5495
2000-03-16,-0.5464
2000-03-17,0.0
2000-03-20,-1.0989
2000-03-21,0.5556
2000-03-22,-2.7624
2000-03-23,1.1364
2000-03-24,-1.1236
2000-03-27,3.9773
2000-03-28,-3.2787
2000-03-29,-3.3898
2000-03-30,-1.1696
2000-03-31,0.0
2000-04-03,2.9586
2000-04-04,-0.5747
2000-04-05,1.1561
2000-04-06,0.5714
2000-04-07,0.0
2000-04-10,-5.6818
2000-04-11,2.4096
2000-04-12,-0.5882
2000-04-13,-3.5503
2000-04-14,1.8405
2000-04-17,1.2048
2000-04-18,-0.5952
2000-04-19,0.5988
2000-04-20,0.0
2000-04-24,-0.5952
2000-04-25,0.5988
2000-04-26,-2.3810000000000002
2000-04-27,-1.2195
2000-04-28,2.4691
2000-05-01,9.6386
2000-05-02,1.0989
2000-05-03,1.6303999999999998
2000-05-04,-3.2086
2000-05-05,3.3149
2000-05-08,-1.0695000000000001
2000-05-09,4.0432
2000-05-10,-3.1915
2000-05-11,-2.7473
2000-05-12,-2.8249
2000-05-15,-1.1628
2000-05-16,4.7059
2000-05-17,5.0562
2000-05-18,-3.7433
2000-05-19,3.3333
2000-05-22,3.2258
