ticker,2307532Q UQ Equity
2000-05-23,-8.0972
2000-05-24,16.0793
2000-05-25,-11.575
2000-05-26,6.0086
2000-05-30,12.9555
2000-05-31,1.6129
2000-06-01,3.7037
2000-06-02,2.0408
2000-06-05,-1.6667
2000-06-06,1.1864
2000-06-07,0.335
2000-06-08,1.3356
2000-06-09,5.9308
2000-06-12,-5.4432
2000-06-13,2.6316
2000-06-14,-4.3269
2000-06-15,1.8425
2000-06-16,-2.1382
2000-06-19,3.8655
2000-06-20,2.589
2000-06-21,-0.6309
2000-06-22,-3.8095
2000-06-23,0.9901
2000-06-26,5.5556
2000-06-27,-0.4644
2000-06-28,3.577
2000-06-29,-0.3003
2000-06-30,-1.6566
2000-07-03,1.8377
2000-07-05,0.3008
2000-07-06,3.4483
2000-07-07,-1.1594
2000-07-10,-0.8798
2000-07-11,2.2189
2000-07-12,4.3415
2000-07-13,-1.8031000000000001
2000-07-14,-0.1412
2000-07-17,-1.9802
2000-07-18,0.8658
2000-07-19,0.8584
2000-07-20,8.0851
2000-07-21,-1.706
2000-07-24,-0.534
2000-07-25,-0.6711
2000-07-26,-0.6757
2000-07-27,1.2245
2000-07-28,-44.4892
2000-07-31,-1.4527999999999999
2000-08-01,-1.7199
2000-08-02,-8.25
2000-08-03,3.8147
2000-08-04,-2.0997
2000-08-07,7.7748
2000-08-08,-8.209
2000-08-09,-3.794
2000-08-10,1.4085
2000-08-11,1.9444
2000-08-14,5.4496
2000-08-15,3.1008
2000-08-16,-7.5188
2000-08-17,0.813
2000-08-18,-2.1505
2000-08-21,-1.0989
2000-08-22,4.1667
2000-08-23,-2.4
2000-08-24,2.1858
2000-08-25,2.4064
2000-08-28,2.8721
2000-08-29,-2.5381
2000-08-30,-2.6042
2000-08-31,1.8717000000000001
2000-09-01,0.5249
2000-09-05,0.2611
2000-09-06,-1.8229
2000-09-07,0.5305
2000-09-08,-3.9577999999999998
2000-09-11,-0.2747
2000-09-12,0.2755
2000-09-13,1.0989
2000-09-14,-4.8913
2000-09-15,-0.8571
2000-09-18,-1.0086
2000-09-19,4.5123999999999995
2000-09-20,-3.8997
2000-09-21,-4.3478
2000-09-22,-6.0606
2000-09-25,3.2258
2000-09-26,-3.125
2000-09-27,-2.2580999999999998
2000-09-28,6.6007
2000-09-29,-4.9536
2000-10-02,-4.2345
2000-10-03,-0.2551
2000-10-04,1.6198000000000001
2000-10-05,-0.3356
2000-10-06,-5.7239
2000-10-09,0.3571
2000-10-10,-2.9359
2000-10-11,2.2915
2000-10-12,1.0753
2000-10-13,3.5461
2000-10-16,4.1096
2000-10-17,-1.6447
2000-10-18,-3.3445
2000-10-19,4.4983
2000-10-20,-2.649
2000-10-23,6.4626
2000-10-24,10.2236
2000-10-25,-7.8261
2000-10-26,6.9182
2000-10-27,-40.0
2000-10-30,1.9607999999999999
2000-10-31,-0.4808
2000-11-01,1.5699999999999998
2000-11-02,2.7348
2000-11-03,-0.9259
2000-11-06,-1.4019
2000-11-07,-1.4218
2000-11-08,-1.9231
2000-11-09,-7.3529
2000-11-10,-0.5291
2000-11-13,4.7872
2000-11-14,5.0761
2000-11-15,0.0
2000-11-16,-1.4493
2000-11-17,1.9607999999999999
2000-11-20,-3.3654
2000-11-21,2.4876
2000-11-22,-3.8834999999999997
2000-11-24,8.0808
2000-11-27,-5.1402
2000-11-28,-3.202
2000-11-29,-1.7812000000000001
2000-11-30,-2.5907
2000-12-01,7.4468
2000-12-04,-4.4554
2000-12-05,9.3264
2000-12-06,-3.3175
2000-12-07,0.4902
2000-12-08,5.3659
2000-12-11,0.9259
2000-12-12,-6.422
2000-12-13,-6.8627
2000-12-14,-5.7895
2000-12-15,-7.8212
2000-12-18,1.2121
2000-12-19,0.0
2000-12-20,-4.1916
2000-12-21,-0.625
2000-12-22,8.805
2000-12-26,-2.3121
2000-12-27,8.8757
2000-12-28,4.8913
2000-12-29,2.5907
2001-01-02,-7.5758
2001-01-03,8.7432
2001-01-04,4.0201
2001-01-05,0.9662
2001-01-08,-0.9569
2001-01-09,4.3478
2001-01-10,-3.2407
2001-01-11,11.0048
2001-01-12,5.6034
2001-01-16,-6.5306
2001-01-17,5.6769
2001-01-18,5.7851
2001-01-19,4.6875
2001-01-22,-1.8657
2001-01-23,10.9316
2001-01-24,-0.9426
2001-01-25,-1.3841
2001-01-26,0.3509
2001-01-29,1.3986
2001-01-30,-3.4483
2001-01-31,-6.4286
2001-02-01,-11.4504
2001-02-02,-5.6034
2001-02-05,-5.0228
2001-02-06,4.3269
2001-02-07,-5.53
2001-02-08,6.3415
2001-02-09,-2.7523
2001-02-12,-0.9434
2001-02-13,-3.3333
2001-02-14,-2.4631
2001-02-15,5.5556
2001-02-16,-3.3493
2001-02-20,-1.4851
2001-02-21,-1.005
2001-02-22,1.0152
2001-02-23,-3.0151
2001-02-26,6.7358
2001-02-27,-4.8544
2001-02-28,-0.5102
2001-03-01,-4.1026
2001-03-02,8.0214
2001-03-05,2.9703
2001-03-06,4.8077
2001-03-07,0.9174
2001-03-08,2.2727
2001-03-09,-3.5556
2001-03-12,-9.2166
2001-03-13,10.1523
2001-03-14,0.4608
2001-03-15,2.7523
2001-03-16,-3.5714
2001-03-19,0.0
2001-03-20,-3.7037
2001-03-21,-3.3654
2001-03-22,5.4726
2001-03-23,6.1321
2001-03-26,-6.6667
2001-03-27,2.8571
2001-03-28,-5.5556
2001-03-29,-1.9607999999999999
2001-03-30,3.125
2001-04-02,-5.4545
2001-04-03,-6.6667
2001-04-04,2.1978
2001-04-05,6.9892
2001-04-06,-4.5226
2001-04-09,7.5368
2001-04-10,4.1504
2001-04-11,5.188
2001-04-12,2.5018000000000002
2001-04-16,-1.3947
2001-04-17,-0.1414
2001-04-18,7.0822
2001-04-19,1.7196
2001-04-20,-1.1703999999999999
2001-04-23,-7.5
2001-04-24,-0.0711
2001-04-25,4.3416
2001-04-26,1.9782
2001-04-27,1.6722000000000001
2001-04-30,-6.9079
2001-05-01,1.8375
2001-05-02,2.0125
2001-05-03,2.0408
2001-05-04,10.0667
2001-05-07,2.1199
2001-05-08,-1.0676
2001-05-09,-0.5995
2001-05-10,-0.3016
2001-05-11,1.8149
2001-05-14,0.4159
2001-05-15,0.0592
2001-05-16,4.4352
2001-05-17,-0.3964
2001-05-18,5.4008
2001-05-21,3.1284
2001-05-22,-3.0335
2001-05-23,0.1618
2001-05-24,0.9693
2001-05-25,-2.6667
2001-05-29,-4.1644
2001-05-30,-7.5472
2001-05-31,0.4329
2001-06-01,4.4951
2001-06-04,-1.0607
2001-06-05,-0.0596
2001-06-06,-3.5161
2001-06-07,-1.4205999999999999
2001-06-08,-0.5639
2001-06-11,-5.23
2001-06-12,0.7314
2001-06-13,0.5941
2001-06-14,-3.8058
2001-06-15,-2.5239000000000003
2001-06-18,-4.1288
2001-06-19,2.4088
2001-06-20,0.3564
2001-06-21,1.4205
2001-06-22,-1.1905000000000001
2001-06-25,-1.1339
2001-06-26,-3.9427
2001-06-27,2.6866
2001-06-28,1.0174
2001-06-29,13.3094
2001-07-02,-4.1905
2001-07-03,-0.5302
2001-07-05,-0.4664
2001-07-06,-3.1459
2001-07-09,0.8984
2001-07-10,-8.4247
2001-07-11,-2.3186
2001-07-12,4.7473
2001-07-13,0.731
2001-07-16,-3.5559
2001-07-17,-2.6336
2001-07-18,-1.8547
2001-07-19,2.0472
2001-07-20,-2.0833
2001-07-23,-2.2853
2001-07-24,-1.6129
2001-07-25,1.8033000000000001
2001-07-26,1.6103
2001-07-27,4.7544
2001-07-30,0.9834
2001-07-31,0.0
2001-08-01,2.5468
2001-08-02,-0.5844
2001-08-03,1.9838
2001-08-06,-1.3689
2001-08-07,1.4609
2001-08-08,-2.3038
2001-08-09,0.2948
2001-08-10,-1.5430000000000001
2001-08-13,2.3881
2001-08-14,1.6764000000000001
2001-08-15,0.2151
2001-08-16,-0.0715
2001-08-17,-1.4316
2001-08-20,-0.3631
2001-08-21,-1.2391
2001-08-22,1.845
2001-08-23,0.7246
2001-08-24,3.0935
2001-08-27,-0.4885
2001-08-28,0.9818
2001-08-29,0.6944
2001-08-30,-1.2414
2001-08-31,-3.4218
2001-09-04,2.3138
2001-09-05,-1.7668
2001-09-06,-6.1151
2001-09-07,-2.6054
2001-09-10,1.8883
2001-09-17,-4.6332
2001-09-18,-4.6154
2001-09-19,-2.4618
2001-09-20,-1.8277
2001-09-21,-6.4716000000000005
2001-09-24,12.6066
2001-09-25,-1.431
2001-09-26,-1.4518
2001-09-27,-0.3466
2001-09-28,1.5652
2001-10-01,4.4521
2001-10-02,5.7377
2001-10-03,-1.0078
2001-10-04,1.0963
2001-10-05,1.6266
2001-10-08,-2.439
2001-10-09,0.2344
2001-10-10,2.3383
2001-10-11,6.5499
2001-10-12,0.0715
2001-10-15,-5.1429
2001-10-16,1.6566
2001-10-17,-3.6296
2001-10-18,0.6918
2001-10-19,0.7634
2001-10-22,3.2576
2001-10-23,-1.0271
2001-10-24,-0.7413
2001-10-25,4.0329
2001-10-26,-1.9383
2001-10-29,-3.0015
2001-10-30,-3.6226000000000003
2001-10-31,0.7831
2001-11-01,4.662
2001-11-02,0.6682
2001-11-05,0.6637
2001-11-06,3.4432
2001-11-07,1.4163999999999999
2001-11-08,-0.838
2001-11-09,1.4085
2001-11-12,-3.6111
2001-11-13,3.5303
2001-11-14,2.1573
2001-11-15,2.9292
2001-11-16,-5.2945
2001-11-19,-1.4675
2001-11-20,-2.0567
2001-11-21,-1.3034
2001-11-23,2.4945
2001-11-26,-0.3579
2001-11-27,1.6522999999999999
2001-11-28,-2.6855
2001-11-29,1.7429000000000001
2001-11-30,-1.7844
2001-12-03,-0.3634
2001-12-04,4.7411
2001-12-05,4.3872
2001-12-06,1.1341
2001-12-07,0.6596
2001-12-10,-1.3761
2001-12-11,-0.3322
2001-12-12,0.2
2001-12-13,-2.6612999999999998
2001-12-14,-2.9392
2001-12-17,3.2958
2001-12-18,1.1044
2001-12-19,-2.5624000000000002
2001-12-20,-0.8997
2001-12-21,-0.1397
2001-12-24,1.3986
2001-12-26,0.0
2001-12-27,3.1034
2001-12-28,-0.7358
2001-12-31,-2.5606
2002-01-02,1.7288999999999999
2002-01-03,3.3311
2002-01-04,3.0263
2002-01-07,-0.0639
2002-01-08,2.3642
2002-01-09,-0.7491
2002-01-10,-1.0692
2002-01-11,-1.335
2002-01-14,1.2887
2002-01-15,-2.2901
2002-01-16,-2.9948
2002-01-17,5.5705
2002-01-18,-3.6872
2002-01-22,-1.3201
2002-01-23,0.9365
2002-01-24,-0.729
2002-01-25,0.9346
2002-01-28,-0.5952
2002-01-29,-0.2661
2002-01-30,1.6678
2002-01-31,-0.3281
2002-02-01,-6.5174
2002-02-04,-2.8169
2002-02-05,-4.2029
2002-02-06,-3.2526
2002-02-07,-0.7819
2002-02-08,2.4429
2002-02-11,0.0769
2002-02-12,-0.0769
2002-02-13,1.6923
2002-02-14,-1.7398
2002-02-15,0.077
2002-02-19,-3.7692
2002-02-20,1.8385
2002-02-21,0.0785
2002-02-22,1.0196
2002-02-25,1.2422
2002-02-26,0.6902
2002-02-27,-0.6093
2002-02-28,0.3065
2002-03-01,3.285
2002-03-04,3.9201
2002-03-05,-0.9964
2002-03-06,3.5945
2002-03-07,1.7349
2002-03-08,0.5457
2002-03-11,-0.2714
2002-03-12,-1.7687
2002-03-13,-1.9391
2002-03-14,1.0593
2002-03-15,2.7254
2002-03-18,0.4082
2002-03-19,2.3035
2002-03-20,-0.5298
2002-03-21,-0.7324
2002-03-22,-0.6707
2002-03-25,-1.4855
2002-03-26,-2.2618
2002-03-27,-1.0519
2002-03-28,4.7484
2002-04-01,-3.2476
2002-04-02,-0.6993
2002-04-03,-3.5915
2002-04-04,-0.7305
2002-04-05,-2.5018000000000002
2002-04-08,-1.283
2002-04-09,1.682
2002-04-10,-0.2256
2002-04-11,-2.4868
2002-04-12,2.0866
2002-04-15,0.3028
2002-04-16,4.8302
2002-04-17,-1.9438
2002-04-18,-2.0558
2002-04-19,-2.024
2002-04-22,1.6832
2002-04-23,-0.7524
2002-04-24,-1.0614
2002-04-25,-2.069
2002-04-26,-1.4085
2002-04-29,-0.7143
2002-04-30,2.7178
2002-05-01,-0.6226
2002-05-02,-1.3312
2002-05-03,0.6349
2002-05-06,-1.3407
2002-05-07,1.0392
2002-05-08,5.7753
2002-05-09,-0.374
2002-05-10,-2.2523
2002-05-13,4.4547
2002-05-14,0.6618
2002-05-15,4.4558
2002-05-16,-0.6294
2002-05-17,1.1963
2002-05-20,-2.3644
2002-05-21,-1.4957
2002-05-22,1.1569
2002-05-23,2.1444
2002-05-24,-2.5892
2002-05-28,0.9339
2002-05-29,-1.0676
2002-05-30,0.4317
2002-05-31,0.0
2002-06-03,-2.7221
2002-06-04,-1.1046
2002-06-05,-1.4147
2002-06-06,0.0
2002-06-07,-1.284
2002-06-10,0.9946
2002-06-11,-1.5152
2002-06-12,0.5385
2002-06-13,-0.5356
2002-06-14,-3.4615
2002-06-17,4.3825
2002-06-18,-2.1374
2002-06-19,1.8721
2002-06-20,0.9954
2002-06-21,-4.2456
2002-06-24,1.1876
2002-06-25,-3.5994
2002-06-26,0.6494
2002-06-27,2.2580999999999998
2002-06-28,-0.3943
2002-07-01,-0.3959
2002-07-02,-1.1924
2002-07-03,-1.5286
2002-07-05,8.3333
2002-07-08,-0.4525
2002-07-09,-4.5455
2002-07-10,-2.7778
2002-07-11,-0.7347
2002-07-12,0.9868
2002-07-15,-1.3844
2002-07-16,-2.4773
2002-07-17,-0.3387
2002-07-18,-4.503
2002-07-19,-1.4235
2002-07-22,-2.6173
2002-07-23,-2.873
2002-07-24,-0.4771
2002-07-25,-3.7392
2002-07-26,0.0
2002-07-29,9.2629
2002-07-30,6.1987
2002-07-31,-6.0086
2002-08-01,-1.5525
2002-08-02,5.2876
2002-08-05,-5.022
2002-08-06,3.7106
2002-08-07,4.7406
2002-08-08,3.5013
2002-08-09,0.4125
2002-08-12,0.493
2002-08-13,-2.453
2002-08-14,6.7058
2002-08-15,-1.8068
2002-08-16,1.6800000000000002
2002-08-19,1.7309
2002-08-20,-1.0828
2002-08-21,1.6419000000000001
2002-08-22,0.0
2002-08-23,-3.0769
2002-08-26,0.873
2002-08-27,-1.8096
2002-08-28,-2.2436
2002-08-29,2.459
2002-08-30,0.08
2002-09-03,-7.514
2002-09-04,2.2472
2002-09-05,-2.705
2002-09-06,2.4327
2002-09-09,-1.4419
2002-09-10,1.2909
2002-09-11,0.2549
2002-09-12,-2.9661
2002-09-13,1.6594
2002-09-16,-2.5773
2002-09-17,-0.97
2002-09-18,-0.2671
2002-09-19,-4.1964
2002-09-20,0.1864
2002-09-23,-5.0233
2002-09-24,-0.6856
2002-09-25,0.0
2002-09-26,-1.3807
2002-09-27,-1.8
2002-09-30,-2.6477
2002-10-01,3.7657
2002-10-02,-1.9153
2002-10-03,2.0555
2002-10-04,-3.0211
2002-10-07,-0.9346
2002-10-08,-0.9434
2002-10-09,-1.2698
2002-10-10,0.7503
2002-10-11,3.9362
2002-10-14,0.7165
2002-10-15,6.3008
2002-10-16,-4.1491
2002-10-17,6.0243
2002-10-18,1.8815
2002-10-21,2.6776999999999997
2002-10-22,-0.6295
2002-10-23,2.5339
2002-10-24,-2.8244
2002-10-25,0.7266
2002-10-28,-0.8115
2002-10-29,-2.7273
2002-10-30,0.6542
2002-10-31,19.9629
2002-11-01,5.9597999999999995
2002-11-04,3.7253
2002-11-05,2.6761
2002-11-06,2.4005
2002-11-07,-3.215
2002-11-08,-0.2076
2002-11-11,-3.8141
2002-11-12,6.3446
2002-11-13,1.0169
2002-11-14,1.2081
2002-11-15,0.2653
2002-11-18,-0.3307
2002-11-19,1.3935
2002-11-20,0.7853
2002-11-21,3.8961
2002-11-22,1.25
2002-11-25,0.3704
2002-11-26,-2.091
2002-11-27,2.1357
2002-11-29,-0.984
2002-12-02,1.4285999999999999
2002-12-03,-5.5113
2002-12-04,-3.3701
2002-12-05,0.2683
2002-12-06,3.6789
2002-12-09,-3.5484
2002-12-10,2.9431000000000003
2002-12-11,-0.5848
2002-12-12,0.5882
2002-12-13,2.1442
2002-12-16,1.3359
2002-12-17,-0.7533
2002-12-18,-2.8463000000000003
2002-12-19,0.3255
2002-12-20,-5.9053
2002-12-23,6.0
2002-12-24,-2.147
2002-12-26,0.1995
2002-12-27,-1.5262
2002-12-30,2.4933
2002-12-31,-0.3945
2003-01-02,5.9406
2003-01-03,2.3053
2003-01-06,2.3143000000000002
2003-01-07,1.1905000000000001
2003-01-08,-1.4118
2003-01-09,-8.6516
2003-01-10,-0.5225
2003-01-13,1.8385
2003-01-14,2.1921
2003-01-15,5.9306
2003-01-16,-0.4169
2003-01-17,-2.5718
2003-01-21,-2.8238
2003-01-22,0.4422
2003-01-23,2.3899
2003-01-24,-2.7641
2003-01-27,-2.1478
2003-01-28,2.1304
2003-01-29,3.6662
2003-01-30,-5.9146
2003-01-31,0.8425
2003-02-03,2.5707
2003-02-04,-2.8822
2003-02-05,-4.0
2003-02-06,2.8898
2003-02-07,-2.2861000000000002
2003-02-10,0.2674
2003-02-11,0.0
2003-02-12,-0.5333
2003-02-13,-0.8043
2003-02-14,2.4324
2003-02-18,4.1557
2003-02-19,-0.8866
2003-02-20,0.7029
2003-02-21,2.1574
2003-02-24,-3.4161
2003-02-25,-0.0643
2003-02-26,-3.668
2003-02-27,3.674
2003-02-28,0.7732
2003-03-03,-2.8133
2003-03-04,0.1974
2003-03-05,1.4445000000000001
2003-03-06,-2.9773
2003-03-07,-2.0013
2003-03-10,-2.1784
2003-03-11,-0.4871
2003-03-12,-0.4895
2003-03-13,6.6058
2003-03-14,-0.1978
2003-03-17,5.8785
2003-03-18,1.4971999999999999
2003-03-19,-0.3688
2003-03-20,0.1851
2003-03-21,0.4926
2003-03-24,-6.5564
2003-03-25,3.6721
2003-03-26,-0.6958
2003-03-27,-4.8408
2003-03-28,-3.8822
2003-03-31,-0.8357
2003-04-01,-0.1404
2003-04-02,2.0394
2003-04-03,-1.4473
2003-04-04,-0.6294
2003-04-07,1.2667
2003-04-08,-1.7372999999999998
2003-04-09,-2.1216
2003-04-10,2.4566
2003-04-11,0.3526
2003-04-14,4.6381
2003-04-15,0.2686
2003-04-16,-2.6792
2003-04-17,5.7811
2003-04-21,-2.4073
2003-04-22,3.2667
2003-04-23,-2.3241
2003-04-24,0.1322
2003-04-25,-2.9043
2003-04-28,5.7783999999999995
2003-04-29,-0.3213
2003-04-30,0.4513
2003-05-01,2.3106999999999998
2003-05-02,3.4504
2003-05-05,-0.7884
2003-05-06,-0.3667
2003-05-07,-2.454
2003-05-08,0.1258
2003-05-09,1.6332
2003-05-12,-0.2472
2003-05-13,0.6196
2003-05-14,-1.7241
2003-05-15,0.3759
2003-05-16,1.186
2003-05-19,-7.2795
2003-05-20,0.4657
2003-05-21,0.0
2003-05-22,2.4503
2003-05-23,-1.4867
2003-05-27,2.8871
2003-05-28,-0.8929
2003-05-29,-1.5444
2003-05-30,1.3725
2003-06-02,0.3224
2003-06-03,1.5424
2003-06-04,5.6962
2003-06-05,1.6766
2003-06-06,0.7656
2003-06-09,-3.8632
2003-06-10,0.5532
2003-06-11,0.8464
2003-06-12,-0.2998
2003-06-13,-3.6681
2003-06-16,5.4994
2003-06-17,-3.201
2003-06-18,0.2445
2003-06-19,0.8537
2003-06-20,1.8742
2003-06-23,-1.4243000000000001
2003-06-24,-2.047
2003-06-25,-0.9834
2003-06-26,2.1726
2003-06-27,-2.0656
2003-06-30,-3.2878
2003-07-01,2.8865
2003-07-02,-0.3117
2003-07-03,-1.4384000000000001
2003-07-07,4.0609
2003-07-08,0.7927
2003-07-09,-0.7864
2003-07-10,-1.8293
2003-07-11,2.9193
2003-07-14,3.1986
2003-07-15,-0.4094
2003-07-16,-1.9378
2003-07-17,-3.5928
2003-07-18,1.7391
2003-07-21,-0.7326
2003-07-22,-0.3075
2003-07-23,1.4189
2003-07-24,-1.4599
2003-07-25,3.5185
2003-07-28,0.5367
2003-07-29,1.72
2003-07-30,-2.1574
2003-07-31,3.8737
2003-08-01,-3.6718
2003-08-04,-1.2507
2003-08-05,-1.4475
2003-08-06,-2.3868
2003-08-07,-0.9404
2003-08-08,-0.3797
2003-08-11,0.1906
2003-08-12,0.8244
2003-08-13,0.8176
2003-08-14,0.5614
2003-08-15,11.4764
2003-08-18,1.4469
2003-08-19,2.4136
2003-08-20,-2.5174
2003-08-21,-0.7143
2003-08-22,-1.3341
2003-08-25,-0.507
2003-08-26,-0.0566
2003-08-27,-0.9632
2003-08-28,2.746
2003-08-29,-0.2227
2003-09-02,1.1719
2003-09-03,-1.4892
2003-09-04,3.0795
2003-09-05,0.0543
2003-09-08,1.0858
2003-09-09,-2.3093
2003-09-10,-4.7279
2003-09-11,4.1546
2003-09-12,-1.385
2003-09-15,-0.6742
2003-09-16,1.2443
2003-09-17,-0.3911
2003-09-18,1.0095
2003-09-19,2.3876
2003-09-22,-1.5727
2003-09-23,1.708
2003-09-24,-4.117
2003-09-25,-0.791
2003-09-26,-1.4806
2003-09-29,1.5029
2003-09-30,-2.3918
2003-10-01,1.6919
2003-10-02,-2.1801
2003-10-03,1.5836000000000001
2003-10-06,0.4042
2003-10-07,0.115
2003-10-08,-1.0339
2003-10-09,2.1474
2003-10-10,-0.0568
2003-10-13,1.7055
2003-10-14,-1.2856
2003-10-15,1.9819
2003-10-16,2.6097
2003-10-17,-3.842
2003-10-20,2.0822
2003-10-21,-0.3859
2003-10-22,-3.7631
2003-10-23,-1.6676
2003-10-24,-0.4678
2003-10-27,0.1763
2003-10-28,4.3988
2003-10-29,-0.6742
2003-10-30,1.2443
2003-10-31,13.0168
2003-11-03,4.9432
2003-11-04,0.2826
2003-11-05,-0.7985
2003-11-06,5.2083
2003-11-07,0.18
2003-11-10,-1.5723
2003-11-11,-1.0041
2003-11-12,2.9507
2003-11-13,-1.5674000000000001
2003-11-14,-2.5023
2003-11-17,-2.0065
2003-11-18,-1.5238
2003-11-19,2.5145
2003-11-20,-1.4151
2003-11-21,0.8134
2003-11-24,3.7494
2003-11-25,1.4692
2003-11-26,-0.181
2003-11-28,-0.9066
2003-12-01,4.5746
2003-12-02,-1.4436
2003-12-03,-0.1332
2003-12-04,0.1778
2003-12-05,-1.7746
2003-12-08,-0.4517
2003-12-09,-0.9528
2003-12-10,0.0916
2003-12-11,4.8513
2003-12-12,0.0873
2003-12-15,0.2181
2003-12-16,1.9582000000000002
2003-12-17,-0.6829
2003-12-18,3.352
2003-12-19,-0.5405
2003-12-22,1.1288
2003-12-23,0.0
2003-12-24,-0.6614
2003-12-26,0.1248
2003-12-29,1.8288
2003-12-30,-1.0204
2003-12-31,0.8247
2004-01-02,-0.4908
2004-01-05,3.0826000000000002
2004-01-06,0.3589
2004-01-07,0.7946
2004-01-08,2.0891
2004-01-09,-3.1274
2004-01-12,-0.0399
2004-01-13,-1.3557000000000001
2004-01-14,2.1019
2004-01-15,4.1568
2004-01-16,4.0289
2004-01-20,-3.3247999999999998
2004-01-21,-2.6833
2004-01-22,-1.5922
2004-01-23,-0.3552
2004-01-26,0.7129
2004-01-27,-2.3594
2004-01-28,-2.1345
2004-01-29,0.823
2004-01-30,1.1837
2004-02-02,1.1698
2004-02-03,0.2791
2004-02-04,-0.9145
2004-02-05,5.4173
2004-02-06,-11.3818
2004-02-09,-2.9210000000000003
2004-02-10,6.0619
2004-02-11,0.8344
2004-02-12,-0.9102
2004-02-13,0.2505
2004-02-17,0.2499
2004-02-18,0.0415
2004-02-19,-0.4568
2004-02-20,-2.5866
2004-02-23,-2.9122
2004-02-24,-0.664
2004-02-25,0.3119
2004-02-26,-0.0444
2004-02-27,0.5333
2004-03-01,-1.061
2004-03-02,1.0277
2004-03-03,-0.1327
2004-03-04,2.2143
2004-03-05,-0.4766
2004-03-08,-1.1754
2004-03-09,0.2203
2004-03-10,-1.4945
2004-03-11,-2.5435
2004-03-12,3.022
2004-03-15,-0.7556
2004-03-16,-1.9704000000000002
2004-03-17,2.1014
2004-03-18,-0.4474
2004-03-19,-2.5169
2004-03-22,-0.4149
2004-03-23,-2.1759
2004-03-24,-0.6152
2004-03-25,3.9524
2004-03-26,-0.2749
2004-03-29,3.1695
2004-03-30,1.1576
2004-03-31,1.2764
2004-04-01,2.3033
2004-04-02,5.7349
2004-04-05,-0.4419
2004-04-06,-0.0807
2004-04-07,-0.0808
2004-04-08,-0.6063
2004-04-12,1.6673
2004-04-13,-3.0
2004-04-14,0.2887
2004-04-15,-1.1924
2004-04-16,-0.2497
2004-04-19,0.8344
2004-04-20,-2.3997
2004-04-21,1.0598
2004-04-22,3.9849
2004-04-23,1.0891
2004-04-26,-4.15
2004-04-27,-0.6245
2004-04-28,-0.9217
2004-04-29,-2.1564
2004-04-30,-19.3604
2004-05-03,-0.0536
2004-05-04,-2.7346
2004-05-05,0.9923
2004-05-06,-2.6747
2004-05-07,-1.5143
2004-05-10,-2.9613
2004-05-11,0.5282
2004-05-12,-2.2767
2004-05-13,-0.7168
2004-05-14,1.444
2004-05-17,-0.3559
2004-05-18,-1.0119
2004-05-19,2.1046
2004-05-20,-0.1767
2004-05-21,1.3569
