ticker,1683997D UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.2451
2000-01-04,-8.3538
2000-01-05,7.1046
2000-01-06,-3.8798
2000-01-07,-3.776
2000-01-10,-4.4655000000000005
2000-01-11,-2.9745
2000-01-12,-2.3358
2000-01-13,3.1390000000000002
2000-01-14,2.029
2000-01-18,-4.4033999999999995
2000-01-19,1.0401
2000-01-20,2.9412000000000003
2000-01-21,0.0
2000-01-24,-5.0
2000-01-25,1.3534
2000-01-26,-4.1543
2000-01-27,-6.9658999999999995
2000-01-28,-0.8319
2000-01-31,3.1879
2000-02-01,1.3008
2000-02-02,-2.0867
2000-02-03,0.9836
2000-02-04,0.0
2000-02-07,-2.2727
2000-02-08,-1.495
2000-02-09,-4.0472
2000-02-10,9.0949
2000-02-11,-4.9536999999999995
2000-02-14,-1.1864
2000-02-15,3.9451
2000-02-16,0.33
2000-02-17,7.0724
2000-02-18,-1.5361
2000-02-22,-0.624
2000-02-23,3.9246
2000-02-24,2.4169
2000-02-25,-2.6549
2000-02-28,-0.6061
2000-02-29,-0.4573
2000-03-01,5.3982
2000-03-02,4.4679
2000-03-03,2.9207
2000-03-06,1.0811
2000-03-07,-2.1390000000000002
2000-03-08,2.5956
2000-03-09,7.4567
2000-03-10,1.6109
2000-03-13,6.8293
2000-03-14,2.1689
2000-03-15,-4.0223
2000-03-16,2.4447
2000-03-17,2.6136
2000-03-20,2.2148
2000-03-21,0.5417
2000-03-22,0.2155
2000-03-23,-1.0753
2000-03-24,-1.8477999999999999
2000-03-27,2.5471
2000-03-28,-3.4557
2000-03-29,-3.6913
2000-03-30,-3.0197
2000-03-31,3.3533
2000-04-03,-1.0429
2000-04-04,1.7564
2000-04-05,-0.7192
2000-04-06,-4.3755
2000-04-07,7.0303
2000-04-10,-1.359
2000-04-11,1.837
2000-04-12,-7.3281
2000-04-13,0.6083
2000-04-14,-7.8597
2000-04-17,2.3622
2000-04-18,3.5897
2000-04-19,-1.8564
2000-04-20,0.7566
2000-04-24,-4.3805
2000-04-25,7.0681
2000-04-26,-2.2005
2000-04-27,3.5
2000-04-28,-3.1401
2000-05-01,1.8702999999999999
2000-05-02,-2.448
2000-05-03,-1.0038
2000-05-04,-4.1825
2000-05-05,5.5556
2000-05-08,-3.8847
2000-05-09,-2.3468
2000-05-10,-4.0053
2000-05-11,-0.5563
2000-05-12,11.6084
2000-05-15,1.3784
2000-05-16,-1.3597000000000001
2000-05-17,-1.5038
2000-05-18,-2.5445
