ticker,WLTW UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-01-06,-4.6567
2016-01-07,-4.1924
2016-01-08,1.4527999999999999
2016-01-11,-1.4149
2016-01-12,0.5045
2016-01-13,-2.3367
2016-01-14,1.3558
2016-01-15,-1.6174
2016-01-19,-1.9106
2016-01-20,-0.9784
2016-01-21,0.6404
2016-01-22,1.7727
2016-01-25,-1.6347
2016-01-26,0.7991
2016-01-27,-0.2613
2016-01-28,1.6891
2016-01-29,1.6787999999999998
2016-02-01,0.0262
2016-02-02,-3.441
2016-02-03,3.1567
2016-02-04,1.4555
2016-02-05,-1.4605000000000001
2016-02-08,-2.5083
2016-02-09,-0.4588
2016-02-10,-2.8287
2016-02-11,-0.3627
2016-02-12,0.6627
2016-02-16,2.717
2016-02-17,0.4243
2016-02-18,0.3236
2016-02-19,-1.138
2016-02-22,2.4563
2016-02-23,-1.0173
2016-02-24,-0.2949
2016-02-25,1.1832
2016-02-26,-0.1152
2016-02-29,0.5055
2016-03-01,1.9325999999999999
2016-03-02,1.0995
2016-03-03,0.1884
2016-03-04,0.1624
2016-03-07,-0.2048
2016-03-08,-0.2052
2016-03-09,-0.1885
2016-03-10,0.2833
2016-03-11,3.2529
2016-03-14,0.0083
2016-03-15,0.058
2016-03-16,0.0994
2016-03-17,2.6568
2016-03-18,-2.2253
2016-03-21,0.1484
2016-03-22,0.0165
2016-03-23,-1.7206000000000001
2016-03-24,0.0251
2016-03-28,-0.5778
2016-03-29,-0.219
2016-03-30,0.6442
2016-03-31,-0.0674
2016-04-01,1.0703
2016-04-04,-1.9011
2016-04-05,-3.0429
2016-04-06,1.2273
2016-04-07,-1.6714
2016-04-08,-0.1145
2016-04-11,1.0846
2016-04-12,1.0031
2016-04-13,1.9
2016-04-14,-0.2288
2016-04-15,0.6201
2016-04-18,2.3723
2016-04-19,0.3464
2016-04-20,0.5178
2016-04-21,0.5723
2016-04-22,0.6341
2016-04-25,-0.3958
2016-04-26,0.8921
2016-04-27,0.2331
2016-04-28,-0.4331
2016-04-29,0.6041
2016-05-02,0.8487
2016-05-03,0.2461
2016-05-04,0.2297
2016-05-05,0.8692
2016-05-06,-4.7783
2016-05-09,1.5466
2016-05-10,1.6768999999999998
2016-05-11,-1.0358
2016-05-12,-0.2576
2016-05-13,-0.7426
2016-05-16,0.7644
2016-05-17,-0.4035
2016-05-18,1.5072
2016-05-19,-0.1197
2016-05-20,0.3597
2016-05-23,0.3026
2016-05-24,0.532
2016-05-25,-0.1264
