ticker,PGR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.3333
2000-01-04,-3.6250999999999998
2000-01-05,2.3853
2000-01-06,-0.3584
2000-01-07,1.7086000000000001
2000-01-10,-1.9452
2000-01-11,-0.2705
2000-01-12,0.4521
2000-01-13,2.7903000000000002
2000-01-14,-1.6637
2000-01-18,-0.8014
2000-01-19,-1.167
2000-01-20,-3.3606
2000-01-21,-1.5038
2000-01-24,0.6679
2000-01-25,-2.9384
2000-01-26,-0.1953
2000-01-27,1.272
2000-01-28,-3.9614000000000003
2000-01-31,0.2012
2000-02-01,-0.4016
2000-02-02,-1.4113
2000-02-03,-1.5337
2000-02-04,0.1038
2000-02-07,0.0
2000-02-08,-0.9336
2000-02-09,-3.9791
2000-02-10,-2.6172
2000-02-11,-3.2475
2000-02-14,-3.4722
2000-02-15,7.6739
2000-02-16,1.4477
2000-02-17,1.3172
2000-02-18,-3.0336
2000-02-22,1.7877
2000-02-23,0.1098
2000-02-24,-2.6316
2000-02-25,-1.6892
2000-02-28,4.0092
2000-02-29,4.8458
2000-03-01,-1.8908
2000-03-02,-4.2827
2000-03-03,-1.1186
2000-03-06,-3.8462
2000-03-07,-1.5293999999999999
2000-03-08,-2.6237
2000-03-09,-1.4742
2000-03-10,-0.7481
2000-03-13,-1.1307
2000-03-14,6.0991
2000-03-15,10.5389
2000-03-16,10.4009
2000-03-17,-1.3739
2000-03-20,-4.2786
2000-03-21,9.8753
2000-03-22,-0.0946
2000-03-23,4.4508
2000-03-24,0.3626
2000-03-27,-2.8907
2000-03-28,3.7209
2000-03-29,4.574
2000-03-30,7.6329
2000-03-31,-3.0279
2000-04-03,2.8759
2000-04-04,0.5591
2000-04-05,-1.6680000000000001
2000-04-06,-0.5654
2000-04-07,-1.5434999999999999
2000-04-10,-0.33
2000-04-11,0.8278
2000-04-12,1.642
2000-04-13,-1.0501
2000-04-14,-8.2449
2000-04-17,-1.2456
2000-04-18,4.0541
2000-04-19,-12.5541
2000-04-20,-2.3762
2000-04-24,4.7667
2000-04-25,8.4221
2000-04-26,-5.7143
2000-04-27,-3.4091
2000-04-28,2.6471
2000-05-01,1.7191999999999998
2000-05-02,-2.1596
2000-05-03,0.3839
2000-05-04,2.5813
2000-05-05,0.466
2000-05-08,0.8349
2000-05-09,0.644
2000-05-10,-0.5484
2000-05-11,4.0441
2000-05-12,3.3569
2000-05-15,12.735
2000-05-16,4.7763
2000-05-17,-4.631
2000-05-18,1.7450999999999999
