ticker,WFM UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.1779
2000-01-04,-2.18
2000-01-05,-2.66
2000-01-06,3.3973
2000-01-07,-0.7143
2000-01-10,0.5036
2000-01-11,2.5054
2000-01-12,-0.5587
2000-01-13,4.3539
2000-01-14,-2.961
2000-01-18,-1.5257
2000-01-19,6.9014
2000-01-20,-1.9763
2000-01-21,-3.4946
2000-01-24,-1.8106
2000-01-25,-1.4184
2000-01-26,1.1511
2000-01-27,0.9957
2000-01-28,-0.1408
2000-01-31,3.8082000000000003
2000-02-01,0.5435
2000-02-02,0.1351
2000-02-03,0.4049
2000-02-04,-1.6129
2000-02-07,-0.8197
2000-02-08,-1.2397
2000-02-09,-2.371
2000-02-10,0.5714
2000-02-11,-3.9773
2000-02-14,-3.2544
2000-02-15,0.9174
2000-02-16,-0.6061
2000-02-17,-1.0671
2000-02-18,-8.4746
2000-02-22,3.7037
2000-02-23,2.9221
2000-02-24,-4.7318999999999996
2000-02-25,0.3311
2000-02-28,1.3201
2000-02-29,-1.0586
2000-03-01,-1.5638
2000-03-02,0.2508
2000-03-03,1.5013
2000-03-06,-1.3969
2000-03-07,0.3333
2000-03-08,-0.6645
2000-03-09,6.1873
2000-03-10,1.5748
2000-03-13,1.7054
2000-03-14,-0.9146
2000-03-15,8.461500000000001
2000-03-16,-0.1418
2000-03-17,0.0
2000-03-20,-5.3977
2000-03-21,2.4024
2000-03-22,2.0528
2000-03-23,-1.8678
2000-03-24,0.2928
2000-03-27,-2.1898
2000-03-28,7.1642
2000-03-29,0.5571
2000-03-30,0.831
2000-03-31,-8.9286
2000-04-03,7.6923
2000-04-04,0.2801
2000-04-05,-4.1899
2000-04-06,-0.4373
2000-04-07,5.4173
2000-04-10,1.6667
2000-04-11,5.0546
2000-04-12,-5.8518
2000-04-13,3.8674
2000-04-14,-3.8564
2000-04-17,-1.9364
2000-04-18,-1.2694
2000-04-19,-1.1429
2000-04-20,0.4335
2000-04-24,-1.295
2000-04-25,2.6239
2000-04-26,-1.9886
2000-04-27,1.1594
2000-04-28,-2.4355
2000-05-01,2.3495
2000-05-02,-7.891
2000-05-03,2.8037
2000-05-04,2.1212
2000-05-05,2.0772
2000-05-08,-0.2907
2000-05-09,6.7055
2000-05-10,-8.1967
2000-05-11,-4.3155
2000-05-12,-0.9331
2000-05-15,-0.6279
2000-05-16,0.9479
2000-05-17,0.0
2000-05-18,-1.0955
2000-05-19,-2.5316
2000-05-22,-3.2468
