ticker,ALGN UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-29,4.3321
2001-01-30,-6.5744
2001-01-31,-20.0
2001-02-01,5.0926
2001-02-02,-0.4405
2001-02-05,0.0
2001-02-06,-0.885
2001-02-07,-6.6964
2001-02-08,0.0
2001-02-09,-8.134
2001-02-12,-7.8125
2001-02-13,3.3898
2001-02-14,1.6393
2001-02-15,10.2151
2001-02-16,1.9512
2001-02-20,-2.3923
2001-02-21,-3.4314
2001-02-22,-1.6497000000000002
2001-02-23,-8.645199999999999
2001-02-26,-18.6441
2001-02-27,-15.9722
2001-02-28,-0.8264
2001-03-01,0.8333
2001-03-02,-0.8264
2001-03-05,-10.8333
2001-03-06,12.1495
2001-03-07,4.1667
2001-03-08,8.4
2001-03-09,-4.059
2001-03-12,4.6154
2001-03-13,11.7647
2001-03-14,7.8947
2001-03-15,-7.9268
2001-03-16,-12.5828
2001-03-19,7.5758
2001-03-20,-7.7465
2001-03-21,0.0
2001-03-22,-5.3435
2001-03-23,0.8065
2001-03-26,-4.0
2001-03-27,-1.25
2001-03-28,2.1097
2001-03-29,-4.1322
2001-03-30,0.0
2001-04-02,0.0
2001-04-03,-7.7586
2001-04-04,-1.8692
2001-04-05,0.0
2001-04-06,0.9524
2001-04-09,-1.1320999999999999
2001-04-10,9.1603
2001-04-11,-7.6923
2001-04-12,-9.0909
2001-04-16,-9.1667
2001-04-17,6.422
2001-04-18,25.5172
2001-04-19,-1.7856999999999998
2001-04-20,-13.986
2001-04-23,8.1301
2001-04-24,25.2632
2001-04-25,-3.9616
2001-04-26,10.0
2001-04-27,-0.5682
2001-04-30,0.0
2001-05-01,-2.8571
2001-05-02,2.9412000000000003
2001-05-03,-0.5714
2001-05-04,-1.1494
2001-05-07,2.3256
2001-05-08,7.9545
2001-05-09,-3.6842
2001-05-10,-2.8415
2001-05-11,-1.0124
2001-05-14,4.5455
2001-05-15,6.5217
2001-05-16,3.3673
2001-05-17,8.1935
2001-05-18,0.8212
2001-05-21,8.1448
2001-05-22,1.0042
2001-05-23,-0.4971
2001-05-24,-3.7469
2001-05-25,-12.1972
2001-05-29,-1.9704000000000002
2001-05-30,-7.0352
2001-05-31,8.1081
2001-06-01,0.5
2001-06-04,0.995
2001-06-05,0.9852
2001-06-06,-3.4146
2001-06-07,-3.5354
2001-06-08,-2.6178
2001-06-11,-0.4301
2001-06-12,-4.1037
2001-06-13,1.3514
2001-06-14,-0.1111
2001-06-15,-1.0011
2001-06-18,1.3483
