ticker,TWTR UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-11-07,72.6923
2013-11-08,-7.2383
2013-11-11,3.0012
2013-11-12,-2.331
2013-11-13,1.6705999999999999
2013-11-14,4.9061
2013-11-15,-1.5887
2013-11-18,-6.4575
2013-11-19,1.4827
2013-11-20,-1.6766
2013-11-21,2.4604
2013-11-22,-2.5202
2013-11-25,-4.7317
2013-11-26,2.8674
2013-11-27,1.7919
2013-11-29,1.6381000000000001
2013-12-02,-1.9003999999999999
2013-12-03,1.4468
2013-12-04,5.6079
2013-12-05,4.4175
2013-12-06,-1.4687000000000001
2013-12-09,9.3215
2013-12-10,5.7998
2013-12-11,0.6732
2013-12-12,5.7126
2013-12-13,6.6329
2013-12-16,-4.0508
2013-12-17,-0.2826
2013-12-18,-1.6652
2013-12-19,3.5669
2013-12-20,4.3834
2013-12-23,7.5487
2013-12-24,8.3979
2013-12-26,4.7885
2013-12-27,-13.0405
2013-12-30,-5.0824
2013-12-31,5.1892
2014-01-02,6.0487
2014-01-03,2.2222
2014-01-06,-3.9275
2014-01-07,-7.2862
2014-01-08,-3.5308
2014-01-09,-3.778
2014-01-10,-0.0876
2014-01-13,1.4386
2014-01-14,0.6745
2014-01-15,5.7722
2014-01-16,-1.6242
2014-01-17,2.6911
2014-01-21,0.5305
2014-01-22,-0.1439
2014-01-23,0.5766
2014-01-24,-1.6879
2014-01-27,-6.2034
2014-01-28,4.3688
2014-01-29,-1.638
2014-01-30,6.7620000000000005
2014-01-31,1.6228
2014-02-03,1.1628
2014-02-04,1.6398000000000001
2014-02-05,-0.5277
2014-02-06,-24.1625
2014-02-07,8.6348
2014-02-10,-2.6311
2014-02-11,2.0408
2014-02-12,5.2778
2014-02-13,-0.6684
2014-02-14,1.7177
2014-02-18,1.2883
2014-02-19,-4.6064
2014-02-20,2.036
2014-02-21,-1.2538
2014-02-24,-0.2504
2014-02-25,-1.4701
2014-02-26,1.6557
2014-02-27,-0.179
2014-02-28,-1.542
2014-03-03,-2.1854
2014-03-04,1.0613
2014-03-05,0.1842
2014-03-06,0.8275
2014-03-07,-2.371
2014-03-10,0.6538
2014-03-11,0.2598
2014-03-12,0.8886
2014-03-13,-1.7064
2014-03-14,-3.0801
2014-03-17,0.2504
2014-03-18,-1.7675
2014-03-19,0.2151
2014-03-20,-2.1858
2014-03-21,1.5962
2014-03-24,-4.2223
2014-03-25,-1.8249
2014-03-26,-7.2055
2014-03-27,4.2539
2014-03-28,2.1157
2014-03-31,-1.3319
