ticker,UA UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-03-24,-1.5181
2016-03-30,2.7649
2016-03-31,-0.6667
2016-04-01,-1.5101
2016-04-04,-0.8275
2016-04-05,0.8344
2016-04-06,2.2147
2016-04-07,-1.0476
2016-04-08,5.9192
2016-04-11,-5.8155
2016-04-12,0.4583
2016-04-13,0.3601
2016-04-14,1.0287
2016-04-15,-0.5446
2016-04-18,1.0
2016-04-19,1.3673
2016-04-20,-0.5581
2016-04-21,6.9457
2016-04-22,-1.4651
2016-04-25,-1.7753999999999999
2016-04-26,-0.7004
2016-04-27,-4.0728
2016-04-28,-0.6404
2016-04-29,-2.6021
2016-05-02,-1.299
2016-05-03,-0.3725
2016-05-04,-6.8046
2016-05-05,0.2675
2016-05-06,-2.9608
2016-05-09,-0.1924
2016-05-10,0.661
2016-05-11,-3.6115
2016-05-12,-0.1135
2016-05-13,-1.3639999999999999
2016-05-16,-0.4898
2016-05-17,-0.2027
2016-05-18,-0.7253
2016-05-19,1.841
2016-05-20,2.0947
2016-05-23,-2.1079
2016-05-24,2.1532999999999998
2016-05-25,-0.2811
2016-05-26,-1.5784
2016-05-27,0.4009
2016-05-31,-0.2567
2016-06-01,-3.5745
2016-06-02,1.4828000000000001
2016-06-03,-0.1753
2016-06-06,0.7026
2016-06-07,2.3256
2016-06-08,3.5227
2016-06-09,-0.8233
2016-06-10,-0.9685
2016-06-13,-2.4136
2016-06-14,-0.8074
2016-06-15,1.0756000000000001
2016-06-16,-3.7100999999999997
2016-06-17,1.9713
2016-06-20,1.8453
2016-06-21,0.4314
2016-06-22,-1.7182
2016-06-23,1.0198
2016-06-24,-3.3747
2016-06-27,-4.7761
2016-06-28,6.2696
2016-06-29,5.9292
2016-06-30,1.3645
2016-07-01,1.2088
2016-07-05,-3.6102
2016-07-06,2.1121
2016-07-07,1.7099
2016-07-08,-0.2711
2016-07-11,-0.571
2016-07-12,3.5548
2016-07-13,-1.7164000000000001
2016-07-14,-0.5373
2016-07-15,0.5673
2016-07-18,-0.0806
2016-07-19,-0.672
2016-07-20,-0.433
2016-07-21,1.3047
2016-07-22,0.5635
2016-07-25,3.4685
2016-07-26,-3.3007
2016-07-27,-4.1867
2016-07-28,-0.501
2016-07-29,-0.1399
2016-08-01,-0.5602
2016-08-02,-3.1268
2016-08-03,2.5589
2016-08-04,-0.3686
2016-08-05,2.9311
2016-08-08,-0.6635
2016-08-09,-1.0019
2016-08-10,-0.3936
2016-08-11,4.4877
