ticker,ANTM UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-10-30,13.6111
2001-10-31,2.3961
2001-11-01,0.6925
2001-11-02,1.7311
2001-11-05,-0.0233
2001-11-06,2.7046
2001-11-07,-1.8161
2001-11-08,-1.2717
2001-11-09,-1.6393
2001-11-12,2.0238
2001-11-13,-0.2334
2001-11-14,7.4854
2001-11-15,1.741
2001-11-16,0.107
2001-11-19,1.4957
2001-11-20,2.7368
2001-11-21,0.4303
2001-11-23,0.3469
2001-11-26,-1.2810000000000001
2001-11-27,0.103
2001-11-28,0.7202
2001-11-29,2.1655
2001-11-30,1.6797
2001-12-03,0.885
2001-12-04,0.3899
2001-12-05,-5.1262
2001-12-06,-0.7573
2001-12-07,0.2269
2001-12-10,-0.7202
2001-12-11,-0.1036
2001-12-12,-0.7054
2001-12-13,0.5015
2001-12-14,-0.2079
2001-12-17,2.6042
2001-12-18,0.1015
2001-12-19,-2.6369
2001-12-20,-2.2917
2001-12-21,-2.452
2001-12-24,-0.3279
2001-12-26,1.4254
2001-12-27,1.4054
2001-12-28,3.4115
2001-12-31,2.0619
2002-01-02,-1.4141
2002-01-03,-0.7172
2002-01-04,-1.2178
2002-01-07,-1.7551
2002-01-08,0.8082
2002-01-09,0.4219
2002-01-10,5.2521
2002-01-11,2.7944
2002-01-14,0.7767
2002-01-15,-2.3121
2002-01-16,0.572
2002-01-17,-1.2551
2002-01-18,1.2511999999999999
2002-01-22,1.5104
2002-01-23,0.9855
2002-01-24,1.0333
2002-01-25,2.0455
2002-01-28,-0.2413
2002-01-29,-1.0233
2002-01-30,-1.2782
2002-01-31,1.2947
2002-02-01,-0.094
2002-02-04,-1.7873999999999999
2002-02-05,3.908
2002-02-06,4.1667
2002-02-07,1.9468999999999999
2002-02-08,0.1736
2002-02-11,-0.26
2002-02-12,-1.1295
2002-02-13,-1.4938
2002-02-14,0.6423
2002-02-15,-0.5495
2002-02-19,-3.0838
2002-02-20,-0.6805
2002-02-21,2.8704
2002-02-22,1.4401
2002-02-25,1.2422
2002-02-26,2.1034
2002-02-27,-0.4635
2002-02-28,0.207
2002-03-01,-0.0861
2002-03-04,-4.3928
2002-03-05,-1.5314999999999999
2002-03-06,3.1107
2002-03-07,-0.1597
2002-03-08,-0.0178
2002-03-11,0.6222
2002-03-12,-0.1943
2002-03-13,0.1062
2002-03-14,-0.0884
2002-03-15,0.708
2002-03-18,2.4605
2002-03-19,-3.259
2002-03-20,0.0
2002-03-21,1.5957
2002-03-22,-0.8726
