ticker,CA UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-29,-0.1799
2008-04-30,-0.2703
2008-05-01,3.1617
2008-05-02,0.0876
2008-05-05,0.175
2008-05-06,0.8297
2008-05-07,-0.2599
2008-05-08,-0.5645
2008-05-09,-0.9607
2008-05-12,1.8519
2008-05-13,3.4199
2008-05-14,0.0
2008-05-15,1.5069
2008-05-16,3.0928
2008-05-19,-2.32
2008-05-20,-0.9419
2008-05-21,-1.943
2008-05-22,1.8971
2008-05-23,3.8477
2008-05-27,3.6254999999999997
2008-05-28,-0.1153
2008-05-29,0.8853
2008-05-30,1.2591
2008-06-02,-2.4868
2008-06-03,-1.391
2008-06-04,-0.0784
2008-06-05,0.3529
2008-06-06,-2.5401
2008-06-09,-0.0401
2008-06-10,-2.0056
2008-06-11,-2.8244
2008-06-12,0.337
2008-06-13,1.4274
2008-06-16,0.0415
2008-06-17,-0.8288
2008-06-18,-0.7104
2008-06-19,2.6094
2008-06-20,-3.4865
2008-06-23,1.615
2008-06-24,0.3346
2008-06-25,0.7086
2008-06-26,-3.9735
2008-06-27,0.3448
2008-06-30,-0.8162
2008-07-01,-0.0433
2008-07-02,-2.9896000000000003
2008-07-03,-0.4913
2008-07-07,0.4039
2008-07-08,-0.2682
2008-07-09,-1.255
2008-07-10,1.7248999999999999
2008-07-11,-1.1602000000000001
2008-07-14,0.0
2008-07-15,-2.2122
2008-07-16,3.2779
2008-07-17,4.6044
2008-07-18,1.4102999999999999
2008-07-21,-1.3906
2008-07-22,1.0684
2008-07-23,0.6342
2008-07-24,-4.2437
2008-07-25,2.7205
2008-07-28,-2.4776
2008-07-29,2.5843
2008-07-30,2.0495
2008-07-31,-0.1674
2008-08-01,-6.5801
2008-08-04,1.1216
2008-08-05,1.5972
2008-08-06,3.7118
2008-08-07,0.2105
2008-08-08,0.2941
2008-08-11,2.0109
2008-08-12,-0.5339
2008-08-13,0.4542
2008-08-14,0.4932
2008-08-15,0.7362
2008-08-18,-3.7353
2008-08-19,0.0422
2008-08-20,1.1383
2008-08-21,0.2501
2008-08-22,1.7879
2008-08-25,-1.634
2008-08-26,-1.2458
2008-08-27,1.3877
2008-08-28,0.6636
2008-08-29,-1.4833
2008-09-02,-0.8365
2008-09-03,-2.2775
2008-09-04,-4.2296
2008-09-05,-0.4056
2008-09-08,0.3167
2008-09-09,-3.2025
2008-09-10,1.2582
2008-09-11,0.9664
2008-09-12,-1.0939
2008-09-15,-1.2442
2008-09-16,2.0999
