ticker,LLL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.0541
2000-01-04,-1.7214
2000-01-05,2.0701
2000-01-06,-0.624
2000-01-07,-0.7849
2000-01-10,1.2658
2000-01-11,-3.5937
2000-01-12,0.9724
2000-01-13,-4.3339
2000-01-14,4.1946
2000-01-18,-1.7713
2000-01-19,-1.1475
2000-01-20,-1.8242
2000-01-21,-2.8716
2000-01-24,1.2174
2000-01-25,-1.8900000000000001
2000-01-26,5.7793
2000-01-27,5.1325
2000-01-28,3.9370000000000003
2000-01-31,-2.4242
2000-02-01,1.8634
2000-02-02,5.4878
2000-02-03,1.7341
2000-02-04,0.5682
2000-02-07,1.6949
2000-02-08,2.0833
2000-02-09,0.1361
2000-02-10,-1.6303999999999998
2000-02-11,-0.8287
2000-02-14,-2.2284
2000-02-15,-0.1425
2000-02-16,0.428
2000-02-17,0.0
2000-02-18,-3.125
2000-02-22,0.7331
2000-02-23,-0.1456
2000-02-24,0.1458
2000-02-25,0.5822
2000-02-28,-2.7496
2000-02-29,1.3393
2000-03-01,1.3216
2000-03-02,2.029
2000-03-03,0.5682
2000-03-06,-0.2825
2000-03-07,6.6572
2000-03-08,-9.0305
2000-03-09,1.8978000000000002
2000-03-10,2.149
2000-03-13,-1.4025
2000-03-14,0.0
2000-03-15,0.2845
2000-03-16,5.5319
2000-03-17,2.4194
2000-03-20,3.6745
2000-03-21,-1.1392
2000-03-22,2.1767
2000-03-23,-0.1253
2000-03-24,-0.5019
2000-03-27,-2.1438
2000-03-28,-5.1546
2000-03-29,0.9511
2000-03-30,-0.5384
2000-03-31,12.5846
2000-04-03,-11.0577
2000-04-04,-1.3514
2000-04-05,2.6027
2000-04-06,6.8091
2000-04-07,0.25
2000-04-10,-3.1172
2000-04-11,-1.1583
2000-04-12,-2.3438
2000-04-13,0.2667
2000-04-14,-3.7234
2000-04-17,5.663
2000-04-18,4.7059
2000-04-19,-0.3745
2000-04-20,0.5013
2000-04-24,-0.4988
2000-04-25,6.1404
2000-04-26,2.7155
2000-04-27,-2.4138
2000-04-28,0.3534
2000-05-01,1.5258
2000-05-02,-5.2023
2000-05-03,-0.4878
2000-05-04,3.0637
2000-05-05,1.0702
2000-05-08,0.5882
2000-05-09,-1.0526
2000-05-10,1.182
2000-05-11,6.6589
2000-05-12,1.5333999999999999
2000-05-15,0.1079
2000-05-16,-1.9397
2000-05-17,0.1099
2000-05-18,-1.0977
2000-05-19,-3.7736
2000-05-22,-3.6909
