ticker,DAL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-04-27,-8.2492
2007-04-30,-2.1999
2007-05-01,-2.6406
2007-05-02,2.4611
2007-05-03,1.5686
2007-05-04,1.2548
2007-05-07,-2.9552
2007-05-08,-3.5855
2007-05-09,0.8151
2007-05-10,-0.4548
2007-05-11,-2.0305
2007-05-14,-2.1244
2007-05-15,-3.6527
2007-05-16,0.7692
2007-05-17,3.7077
2007-05-18,1.5247000000000002
2007-05-21,-1.6054
2007-05-22,2.5263
2007-05-23,-1.3860000000000001
2007-05-24,-0.9891
2007-05-25,-1.367
2007-05-29,1.7591
2007-05-30,-0.5762
2007-05-31,0.3688
2007-06-01,2.6247
2007-06-04,-3.6317
2007-06-05,0.5839
2007-06-06,-0.1055
2007-06-07,-2.3772
2007-06-08,1.8939
2007-06-11,-2.3898
2007-06-12,0.1088
2007-06-13,1.3043
2007-06-14,1.3948
2007-06-15,-0.1058
2007-06-18,-1.8008
2007-06-19,1.7799
2007-06-20,2.5967000000000002
2007-06-21,0.7748
2007-06-22,1.2301
2007-06-25,-1.6202999999999999
2007-06-26,0.3088
2007-06-27,-0.3592
2007-06-28,1.2873
2007-06-29,0.1525
2007-07-02,-0.6091
2007-07-03,3.4219
2007-07-05,1.3333
2007-07-06,1.5107
2007-07-09,2.4004
2007-07-10,-3.188
2007-07-11,-2.5666
2007-07-12,1.5408
2007-07-13,0.3426
2007-07-16,2.1463
2007-07-17,1.1939
2007-07-18,0.8495
2007-07-19,0.6551
2007-07-20,-0.5114
2007-07-23,-1.3551
2007-07-24,1.0422
2007-07-25,-2.5785
2007-07-26,-6.8335
2007-07-27,-3.9773
2007-07-30,-2.9048
2007-07-31,-1.2742
2007-08-01,2.9741999999999997
2007-08-02,2.8883
2007-08-03,-0.9534
2007-08-06,-3.6364
2007-08-07,2.3862
2007-08-08,0.2168
2007-08-09,-3.3532
2007-08-10,-1.7348
2007-08-13,-1.5375999999999999
2007-08-14,-1.8508
2007-08-15,-7.1892
2007-08-16,1.0794
2007-08-17,0.5025
2007-08-20,0.5
2007-08-21,10.1368
2007-08-22,2.2021
2007-08-23,-0.5525
2007-08-24,1.3333
2007-08-27,-2.9605
2007-08-28,-1.9774
2007-08-29,0.0576
2007-08-30,-2.1889
2007-08-31,-0.5889
2007-09-04,3.8507
2007-09-05,0.5134
2007-09-06,2.5539
2007-09-07,-2.4903
2007-09-10,-1.0216
2007-09-11,1.4335
2007-09-12,-3.0526
2007-09-13,2.5656
