ticker,CTAS UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.6471
2000-01-04,-4.067
2000-01-05,1.1222
2000-01-06,0.5549
2000-01-07,5.0276
2000-01-10,2.2767
2000-01-11,-5.8219
2000-01-12,-2.7879
2000-01-13,8.3541
2000-01-14,0.4603
2000-01-18,1.3746
2000-01-19,-5.9887
2000-01-20,-1.4423
2000-01-21,-3.9024
2000-01-24,-0.3807
2000-01-25,-3.6943
2000-01-26,0.9259
2000-01-27,-0.2621
2000-01-28,-5.6505
2000-01-31,4.3872
2000-02-01,-0.7338
2000-02-02,3.828
2000-02-03,1.4323000000000001
2000-02-04,1.4121000000000001
2000-02-07,-8.1013
2000-02-08,-3.8567
2000-02-09,-2.4355
2000-02-10,-5.4332
2000-02-11,-3.5714
2000-02-14,2.657
2000-02-15,2.2745
2000-02-16,-3.2209
2000-02-17,2.8526
2000-02-18,-7.8582
2000-02-22,-2.5084
2000-02-23,-0.1715
2000-02-24,4.9828
2000-02-25,0.491
2000-02-28,0.8143
2000-02-29,3.231
2000-03-01,2.0344
2000-03-02,-0.4601
2000-03-03,1.6949
2000-03-06,-1.6667
2000-03-07,-1.3867
2000-03-08,0.0781
2000-03-09,2.1077
2000-03-10,1.6055000000000001
2000-03-13,-2.9345
2000-03-14,-1.8605
2000-03-15,13.2701
2000-03-16,21.3389
2000-03-17,-5.8621
2000-03-20,-6.044
2000-03-21,9.3567
2000-03-22,-0.5348
2000-03-23,0.5376
2000-03-24,4.9911
2000-03-27,-1.0187
2000-03-28,-1.0292
2000-03-29,-3.4662
2000-03-30,3.5907
2000-03-31,8.6655
2000-04-03,-0.319
2000-04-04,3.36
2000-04-05,-5.0697
2000-04-06,-1.8345
2000-04-07,3.4884
2000-04-10,-4.6549
2000-04-11,1.6835
2000-04-12,0.3311
2000-04-13,0.9901
2000-04-14,-11.7647
2000-04-17,18.1481
2000-04-18,-5.6426
2000-04-19,-3.6545
2000-04-20,4.4828
2000-04-24,2.6403
2000-04-25,8.3601
2000-04-26,-10.6825
2000-04-27,6.3123000000000005
2000-04-28,-0.9375
2000-05-01,0.3155
2000-05-02,-5.8176
2000-05-03,-1.0017
2000-05-04,2.8668
2000-05-05,3.4426
2000-05-08,-1.7433
2000-05-09,2.5806
2000-05-10,-1.1006
2000-05-11,0.9539
2000-05-12,0.9449
2000-05-15,2.6521
2000-05-16,9.1185
2000-05-17,-6.1281
2000-05-18,-4.451
2000-05-19,0.4658
2000-05-22,2.1638
