ticker,NOV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.7729
2000-01-04,-2.5641
2000-01-05,1.7544
2000-01-06,3.8792999999999997
2000-01-07,7.0539
2000-01-10,-0.7752
2000-01-11,0.0
2000-01-12,-4.2969
2000-01-13,4.0816
2000-01-14,1.9607999999999999
2000-01-18,3.8462
2000-01-19,10.7407
2000-01-20,-1.3378
2000-01-21,9.8305
2000-01-24,1.2346
2000-01-25,4.5732
2000-01-26,-0.2915
2000-01-27,-7.6023
2000-01-28,-3.481
2000-01-31,-1.6393
2000-02-01,2.0
2000-02-02,1.9607999999999999
2000-02-03,0.0
2000-02-04,-2.8846
2000-02-07,3.9604
2000-02-08,-0.9524
2000-02-09,-1.6026
2000-02-10,22.8013
2000-02-11,-0.2653
2000-02-14,-6.117
2000-02-15,3.966
2000-02-16,1.0899
2000-02-17,-1.6173
2000-02-18,-1.3699
2000-02-22,0.2778
2000-02-23,-2.7701000000000002
2000-02-24,2.849
2000-02-25,-0.831
2000-02-28,1.9553
2000-02-29,6.3014
2000-03-01,-1.2887
2000-03-02,11.7493
2000-03-03,-3.0374
2000-03-06,-1.6867
2000-03-07,-0.2451
2000-03-08,-2.7027
2000-03-09,1.5152
2000-03-10,-1.4925
2000-03-13,1.0101
2000-03-14,-0.75
2000-03-15,-4.2821
2000-03-16,11.5789
2000-03-17,-1.4151
2000-03-20,-3.3493
2000-03-21,2.2277
2000-03-22,12.348700000000001
2000-03-23,-2.1552
2000-03-24,5.2863
2000-03-27,-2.0921
2000-03-28,-0.8547
2000-03-29,8.1897
2000-03-30,-2.988
2000-03-31,1.4374
2000-04-03,-2.834
2000-04-04,-6.875
2000-04-05,-6.0403
2000-04-06,3.5714
2000-04-07,11.0345
2000-04-10,-4.3478
2000-04-11,-0.6494
2000-04-12,3.268
2000-04-13,-5.4852
2000-04-14,-2.4554
2000-04-17,-8.6957
2000-04-18,5.5138
2000-04-19,-1.6627
2000-04-20,3.8647
2000-04-24,0.2326
2000-04-25,-10.4408
2000-04-26,-4.9223
2000-04-27,3.5422000000000002
2000-04-28,0.7895
2000-05-01,4.4386
2000-05-02,0.0
2000-05-03,-1.5
2000-05-04,1.2690000000000001
2000-05-05,1.2530999999999999
2000-05-08,-0.9901
2000-05-09,3.5
2000-05-10,1.9324
2000-05-11,8.5308
2000-05-12,-4.3668
2000-05-15,2.7397
2000-05-16,0.4444
2000-05-17,1.1062
2000-05-18,-6.3457
2000-05-19,3.271
2000-05-22,-4.9774
