ticker,RCL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.9569
2000-01-04,-3.3693
2000-01-05,6.1367
2000-01-06,1.9710999999999999
2000-01-07,1.5464
2000-01-10,5.4569
2000-01-11,0.361
2000-01-12,0.3597
2000-01-13,2.509
2000-01-14,3.8462
2000-01-18,-0.8979
2000-01-19,0.453
2000-01-20,-1.2401
2000-01-21,-1.8265
2000-01-24,-2.7907
2000-01-25,0.3589
2000-01-26,4.8868
2000-01-27,-1.9318
2000-01-28,-4.7509
2000-01-31,-3.7713
2000-02-01,-4.1719
2000-02-02,-0.9235
2000-02-03,2.6631
2000-02-04,-1.0376
2000-02-07,-6.291
2000-02-08,0.6993
2000-02-09,0.0
2000-02-10,0.0
2000-02-11,-7.2222
2000-02-14,-12.5749
2000-02-15,2.5685000000000002
2000-02-16,-0.5008
2000-02-17,1.1745
2000-02-18,-2.8192
2000-02-22,1.1945000000000001
2000-02-23,-1.0118
2000-02-24,-5.9625
2000-02-25,-1.8115999999999999
2000-02-28,0.5092
2000-02-29,4.2357
2000-03-01,-18.1979
2000-03-02,-3.4557
2000-03-03,3.132
2000-03-06,0.6508
2000-03-07,-3.8792999999999997
2000-03-08,-3.1390000000000002
2000-03-09,1.8519
2000-03-10,-2.2727
2000-03-13,-2.7907
2000-03-14,-0.4785
2000-03-15,3.8462
2000-03-16,16.6667
2000-03-17,-8.9286
2000-03-20,-1.3072
2000-03-21,5.9603
2000-03-22,-0.4167
2000-03-23,2.3013
2000-03-24,0.6135
2000-03-27,-1.2195
2000-03-28,1.2346
2000-03-29,-2.439
2000-03-30,-1.6667
2000-03-31,-5.0847
2000-04-03,-3.7946
2000-04-04,-1.8561
2000-04-05,-1.6548
2000-04-06,0.2404
2000-04-07,0.0
2000-04-10,-0.4796
2000-04-11,-3.6145
2000-04-12,-1.0
2000-04-13,1.2626
2000-04-14,-6.9825
2000-04-17,1.8767
2000-04-18,0.0
2000-04-19,3.1579
2000-04-20,0.0
2000-04-24,-7.9082
2000-04-25,-2.7701000000000002
2000-04-26,-2.2792
2000-04-27,-2.0408
2000-04-28,-0.8929
2000-05-01,0.9009
2000-05-02,2.0833
2000-05-03,6.9971
2000-05-04,4.3597
2000-05-05,-3.6554
2000-05-08,-0.271
2000-05-09,-1.3587
2000-05-10,-1.1019
2000-05-11,0.2786
2000-05-12,2.2222
2000-05-15,2.1739
2000-05-16,3.7234
2000-05-17,-2.5641
2000-05-18,2.6316
2000-05-19,-1.5385
