ticker,BMC UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,6.5676
2000-01-04,-9.6112
2000-01-05,-35.6331
2000-01-06,-9.71
2000-01-07,-3.6313
2000-01-10,6.6667
2000-01-11,4.212
2000-01-12,-0.5215
2000-01-13,2.7523
2000-01-14,1.4031
2000-01-18,2.7673
2000-01-19,-5.2632
2000-01-20,-1.938
2000-01-21,-6.1924
2000-01-24,0.1404
2000-01-25,-1.9635
2000-01-26,-9.8712
2000-01-27,-1.1111
2000-01-28,-3.8523
2000-01-31,1.1686
2000-02-01,4.6205
2000-02-02,-1.2618
2000-02-03,0.1597
2000-02-04,7.9745
2000-02-07,-3.1019
2000-02-08,8.2317
2000-02-09,-5.6338
2000-02-10,5.8209
2000-02-11,-2.9619
2000-02-14,-3.343
2000-02-15,1.0526
2000-02-16,-0.1488
2000-02-17,2.9806
2000-02-18,-3.6179
2000-02-22,0.9009
2000-02-23,-2.0833
2000-02-24,-2.7356
2000-02-25,-2.5
2000-02-28,8.9744
2000-02-29,8.2353
2000-03-01,8.6957
2000-03-02,-5.875
2000-03-03,1.992
2000-03-06,1.5625
2000-03-07,-3.9744
2000-03-08,5.2069
2000-03-09,4.4416
2000-03-10,0.9721
2000-03-13,0.2407
2000-03-14,-7.2029
2000-03-15,1.9405000000000001
2000-03-16,7.6142
2000-03-17,3.8914999999999997
2000-03-20,-6.4699
2000-03-21,5.9466
2000-03-22,1.7182
2000-03-23,-2.5901
2000-03-24,-2.3121
2000-03-27,4.142
2000-03-28,-5.1136
2000-03-29,-1.7964
2000-03-30,-6.2195
2000-03-31,2.7308
2000-04-03,-4.8101
2000-04-04,-6.383
2000-04-05,9.0909
2000-04-06,3.776
2000-04-07,-1.1292
2000-04-10,-3.1726
2000-04-11,-3.8007999999999997
2000-04-12,-7.6294
2000-04-13,-6.4897
2000-04-14,-1.5773000000000001
2000-04-17,11.6987
2000-04-18,-1.1478
2000-04-19,-5.5152
2000-04-20,3.533
2000-04-24,-9.9407
2000-04-25,7.5783000000000005
2000-04-26,9.0352
2000-04-27,2.1067
2000-04-28,3.0261
2000-05-01,0.1335
2000-05-02,-1.6
2000-05-03,0.0
2000-05-04,-2.5745
2000-05-05,-1.5299
2000-05-08,-3.1073
2000-05-09,-2.9154999999999998
2000-05-10,-2.1021
2000-05-11,4.4479
2000-05-12,0.8811
2000-05-15,4.9491
2000-05-16,-2.0804
2000-05-17,-0.8499
2000-05-18,1.4285999999999999
2000-05-19,-4.2254
