ticker,SOV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-07-11,-1.9607999999999999
2001-07-12,2.7199999999999998
2001-07-13,2.9595000000000002
2001-07-16,-2.2693
2001-07-17,0.0
2001-07-18,-0.4644
2001-07-19,-5.7543
2001-07-20,-0.9901
2001-07-23,-1.5833
2001-07-24,-2.7096
2001-07-25,-2.5239000000000003
2001-07-26,3.125
2001-07-27,1.4285999999999999
2001-07-30,-2.4808
2001-07-31,2.807
2001-08-01,-2.4744
2001-08-02,2.7997
2001-08-03,-2.9787
2001-08-06,0.4386
2001-08-07,-1.1354
2001-08-08,-1.6784
2001-08-09,-0.7188
2001-08-10,-0.2715
2001-08-13,2.3593
2001-08-14,0.0
2001-08-15,-1.5957
2001-08-16,2.1622
2001-08-17,0.0882
2001-08-20,-1.3216
2001-08-21,2.6786
2001-08-22,1.6522000000000001
2001-08-23,1.2831000000000001
2001-08-24,-4.8986
2001-08-27,-3.8188
2001-08-28,0.6464
2001-08-29,1.2844
2001-08-30,-2.1739
2001-08-31,2.5926
2001-09-04,-1.6245
2001-09-05,0.7339
2001-09-06,-3.8251
2001-09-07,-4.2614
2001-09-10,3.5608
2001-09-17,-6.3992
2001-09-18,2.7551
2001-09-19,-0.8937
2001-09-20,-9.7194
2001-09-21,-1.6648
2001-09-24,7.4492
2001-09-25,1.7856999999999998
2001-09-26,-4.4376
2001-09-27,2.3758
2001-09-28,0.211
2001-10-01,-1.0526
2001-10-02,0.0
2001-10-03,2.1277
2001-10-04,-2.0833
2001-10-05,-2.234
2001-10-08,-2.1763
2001-10-09,3.2258
2001-10-10,1.8319
2001-10-11,1.4815
2001-10-12,-6.3608
2001-10-15,-0.3341
2001-10-16,5.0279
2001-10-17,-4.1489
2001-10-18,-3.1077
2001-10-19,8.2474
2001-10-22,-0.1058
2001-10-23,1.0593
2001-10-24,2.6205
2001-10-25,1.6343
2001-10-26,-0.5025
2001-10-29,-5.5051
2001-10-30,2.7866999999999997
2001-10-31,3.2325
2001-11-01,1.2121
2001-11-02,0.499
2001-11-05,2.284
2001-11-06,3.7864
2001-11-07,0.3742
2001-11-08,-0.6524
2001-11-09,1.0319
2001-11-12,-1.1142
2001-11-13,5.7277000000000005
2001-11-14,-0.6217
2001-11-15,0.2681
2001-11-16,1.6934
2001-11-19,0.3506
2001-11-20,1.4847000000000001
2001-11-21,0.0
2001-11-23,-0.2582
2001-11-26,1.7256
2001-11-27,-2.1204
2001-11-28,-4.5927
2001-11-29,3.5422000000000002
