ticker,SNI UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-06-13,0.2588
2008-06-16,-0.8214
2008-06-17,1.7511
2008-06-18,-0.6977
2008-06-19,-2.9741999999999997
2008-06-20,-0.6276
2008-06-23,0.0486
2008-06-24,-1.2867
2008-06-25,0.123
2008-06-26,-2.2353
2008-06-27,-2.6633
2008-06-30,-1.0067
2008-07-01,3.6506
2008-07-02,5.0314
2008-07-03,-0.982
2008-07-07,-2.7576
2008-07-08,1.4925
2008-07-09,-1.9607999999999999
2008-07-10,1.5
2008-07-11,-1.0345
2008-07-14,2.0657
2008-07-15,-1.4874
2008-07-16,-0.4703
2008-07-17,3.7553
2008-07-18,-3.7872
2008-07-21,-4.559
2008-07-22,2.036
2008-07-23,2.1745
2008-07-24,2.028
2008-07-25,-0.2699
2008-07-28,-1.4764
2008-07-29,1.6484
2008-07-30,0.0491
2008-07-31,-0.442
2008-08-01,-1.0853
2008-08-04,1.7955
2008-08-05,4.4831
2008-08-06,-0.5158
2008-08-07,-3.6295
2008-08-08,0.9538
2008-08-11,0.7025
2008-08-12,1.4193
2008-08-13,0.3321
2008-08-14,1.4184
2008-08-15,-0.3497
2008-08-18,-2.4093999999999998
2008-08-19,-0.5992
2008-08-20,0.7716
2008-08-21,0.1675
2008-08-22,0.3822
2008-08-25,-2.4036
2008-08-26,1.8288
2008-08-27,-0.6585
2008-08-28,0.652
2008-08-29,-0.3359
2008-09-02,-0.0722
2008-09-03,-0.0482
2008-09-04,-2.9646
2008-09-05,-0.0497
2008-09-08,0.3479
2008-09-09,-2.2288
2008-09-10,0.5572
2008-09-11,3.2494
2008-09-12,-0.3415
2008-09-15,-2.6193
2008-09-16,4.0975
2008-09-17,-5.4335
2008-09-18,7.3034
2008-09-19,-0.9995
2008-09-22,-4.0385
2008-09-23,-0.0501
2008-09-24,-1.0025
2008-09-25,2.0
2008-09-26,-2.9288
2008-09-29,-7.2616
2008-09-30,0.1103
2008-10-01,1.2669000000000001
2008-10-02,-1.7949000000000002
2008-10-03,-0.7754
2008-10-06,-3.6003
2008-10-07,-3.7348
2008-10-08,-3.0977
2008-10-09,-10.924900000000001
2008-10-10,-5.7143
2008-10-13,11.1234
2008-10-14,0.9977
2008-10-15,-5.861
2008-10-16,-0.8045
2008-10-17,1.0226
2008-10-20,3.1065
2008-10-21,-0.8802
2008-10-22,-8.9481
2008-10-23,-8.2896
2008-10-24,-4.2945
2008-10-27,-8.5043
2008-10-28,22.1859
2008-10-29,5.1223
