ticker,MOS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-10-26,1.0667
2004-10-27,-1.0554
2004-10-28,-0.2667
2004-10-29,0.5348
2004-11-01,0.5319
2004-11-02,-0.2646
2004-11-03,2.6525
2004-11-04,2.4548
2004-11-05,2.459
2004-11-08,2.4
2004-11-09,-1.262
2004-11-10,-1.2173
2004-11-11,0.1232
2004-11-12,0.0
2004-11-15,-0.4308
2004-11-16,-1.6069
2004-11-17,2.1985
2004-11-18,0.4917
2004-11-19,-0.4281
2004-11-22,-0.3686
2004-11-23,0.185
2004-11-24,6.0308
2004-11-26,1.451
2004-11-29,-1.0297
2004-11-30,0.4624
2004-12-01,4.6605
2004-12-02,0.055
2004-12-03,0.8242
2004-12-06,-0.654
2004-12-07,-3.3461
2004-12-08,-1.2486
2004-12-09,1.2069
2004-12-10,-1.0789
2004-12-13,4.3628
2004-12-14,0.11
2004-12-15,0.2198
2004-12-16,-0.7127
2004-12-17,-5.3009
2004-12-20,-6.1808
2004-12-21,2.3617
2004-12-22,-0.7286
2004-12-23,0.4281
2004-12-27,0.7917
2004-12-28,-0.6042
2004-12-29,-0.5471
2004-12-30,-0.1834
2004-12-31,-0.0612
2005-01-03,-0.7353
2005-01-04,-5.4938
2005-01-05,-2.3514
2005-01-06,2.0736
2005-01-07,-0.8519
2005-01-10,1.3219
2005-01-11,-1.8265
2005-01-12,1.7276
2005-01-13,-0.0653
2005-01-14,1.4379
2005-01-18,2.6418
2005-01-19,0.3766
2005-01-20,-2.8768000000000002
2005-01-21,0.6439
2005-01-24,-1.5354999999999999
2005-01-25,-1.8843
2005-01-26,-0.3311
2005-01-27,2.0598
2005-01-28,2.6693
2005-01-31,4.629
2005-02-01,-0.2424
2005-02-02,-0.6075
2005-02-03,-1.5892
2005-02-04,1.1179999999999999
2005-02-07,-0.9214
2005-02-08,-0.806
2005-02-09,-0.3125
2005-02-10,0.1254
2005-02-11,0.5009
2005-02-14,-1.5575999999999999
2005-02-15,-0.1266
2005-02-16,1.3308
2005-02-17,0.7505
2005-02-18,0.6207
2005-02-22,-0.6786
2005-02-23,0.1863
2005-02-24,3.8438
2005-02-25,-0.6567
2005-02-28,-1.0817
2005-03-01,0.243
2005-03-02,1.697
2005-03-03,0.1192
2005-03-04,2.6189999999999998
2005-03-07,-1.1021
2005-03-08,-0.5865
2005-03-09,-0.531
2005-03-10,0.4152
2005-03-11,-0.4725
2005-03-14,1.1276
2005-03-15,-1.9952999999999999
2005-03-16,-1.3772
