ticker,1649858D UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-12-01,1.0401
2006-12-04,0.1797
2006-12-05,1.5169000000000001
2006-12-06,0.9158
2006-12-07,0.0
2006-12-08,0.7164
2006-12-11,0.2529
2006-12-12,0.6149
2006-12-13,-0.7679
2006-12-14,0.1579
2006-12-15,0.3942
2006-12-18,0.1885
2006-12-19,0.2195
2006-12-20,0.4536
2006-12-21,-1.2924
2006-12-22,-0.7257
2006-12-26,0.4132
2006-12-27,0.4431
2006-12-28,0.0473
2006-12-29,-1.4961
2007-01-03,1.7426
2007-01-04,-0.4578
2007-01-05,-1.2688
2007-01-08,-0.241
2007-01-09,-0.161
2007-01-10,-1.4677
2007-01-11,-0.4747
2007-01-12,-0.1645
2007-01-16,-0.5601
2007-01-17,0.1491
2007-01-18,-0.4797
2007-01-19,-0.133
2007-01-22,-0.4328
2007-01-23,1.2872
2007-01-24,0.7922
2007-01-25,-0.5076
2007-01-26,0.5267
2007-01-29,0.704
2007-01-30,3.2027
2007-01-31,0.8349
2007-02-01,1.9372
2007-02-02,0.0
2007-02-05,1.7625
2007-02-06,0.3464
2007-02-07,0.1501
2007-02-08,0.5095
2007-02-09,0.0298
2007-02-12,0.2832
2007-02-13,1.3377
2007-02-14,0.0293
2007-02-15,1.0264
2007-02-16,-0.1161
2007-02-20,0.1308
2007-02-21,-0.9578
2007-02-22,0.6593
2007-02-23,-0.655
2007-02-26,0.0
2007-02-27,-3.1209
2007-02-28,0.9074
2007-03-01,-1.1541
2007-03-02,0.0455
2007-03-05,-0.3941
2007-03-06,0.1674
2007-03-07,0.8203
2007-03-08,0.8739
2007-03-09,0.1494
2007-03-12,1.3274
2007-03-13,-2.149
2007-03-14,0.1203
2007-03-15,0.3005
2007-03-16,-0.5093
2007-03-19,0.7076
2007-03-20,0.0897
2007-03-21,0.7767
2007-03-22,-0.9782
2007-03-23,0.4191
2007-03-26,0.0149
2007-03-27,-0.6557
2007-03-28,-0.45
2007-03-29,0.4973
2007-03-30,-0.3899
2007-04-02,-0.3763
2007-04-03,0.3173
2007-04-04,-0.8927
2007-04-05,-0.0611
2007-04-09,-1.0694
2007-04-10,-0.5096
2007-04-11,-0.3415
2007-04-12,1.4017
2007-04-13,-0.2765
2007-04-16,2.0176
2007-04-17,-0.5737
2007-04-18,-0.334
2007-04-19,-0.3961
2007-04-20,1.7894999999999999
2007-04-23,-0.0301
2007-04-24,0.0902
2007-04-25,0.9161
2007-04-26,-0.4315
2007-04-27,0.0747
