ticker,HSP UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-04-21,0.7143
2004-04-22,2.8723
2004-04-23,0.3102
2004-04-26,2.3711
2004-04-27,0.7049
2004-04-28,-4.1667
2004-04-29,-1.3913
2004-04-30,0.388
2004-05-03,-4.9895
2004-05-04,-3.8462
2004-05-05,1.3462
2004-05-06,-0.3416
2004-05-07,1.5232
2004-05-10,0.9377
2004-05-11,-0.1858
2004-05-12,-0.968
2004-05-13,-0.7519
2004-05-14,0.0
2004-05-17,0.6818
2004-05-18,-0.3386
2004-05-19,0.0378
2004-05-20,-1.1320999999999999
2004-05-21,-2.0992
2004-05-24,-1.0526
2004-05-25,0.2364
2004-05-26,1.6509
2004-05-27,0.464
2004-05-28,-1.3087
2004-06-01,-0.351
2004-06-02,0.2348
2004-06-03,0.3514
2004-06-04,3.1128
2004-06-07,2.4528
2004-06-08,5.3407
2004-06-09,-2.2378
2004-06-10,-2.5393
2004-06-14,-1.6147
2004-06-15,1.6412
2004-06-16,1.7982
2004-06-17,0.9373
2004-06-18,0.4643
2004-06-21,-3.5549
2004-06-22,-0.1106
2004-06-23,1.2546
2004-06-24,2.0408
2004-06-25,-0.1429
2004-06-28,0.4292
2004-06-29,1.6381999999999999
2004-06-30,-3.2936
2004-07-01,-1.9565000000000001
2004-07-02,-0.037
2004-07-06,2.9945
2004-07-07,-1.005
2004-07-08,-1.6679
2004-07-09,-0.9956
2004-07-12,0.2235
2004-07-13,-1.3378
2004-07-14,-0.6403
2004-07-15,-0.1137
2004-07-16,-1.7078
2004-07-19,0.1931
2004-07-20,0.501
2004-07-21,-2.2239
2004-07-22,0.0
2004-07-23,-0.4314
2004-07-26,-1.1421999999999999
2004-07-27,3.1076
2004-07-28,1.932
2004-07-29,-1.4405000000000001
2004-07-30,-0.3462
2004-08-02,-1.8526
2004-08-03,-1.1011
2004-08-04,0.0
2004-08-05,-1.5905
2004-08-06,-1.6162
2004-08-09,1.6427
2004-08-10,9.697
2004-08-11,1.6575
2004-08-12,-0.2174
2004-08-13,1.3435000000000001
2004-08-16,1.254
2004-08-17,-0.5662
2004-08-18,-0.6406
2004-08-19,-0.4298
2004-08-20,0.1799
2004-08-23,-0.8977
2004-08-24,-0.942
2004-08-25,0.6584
2004-08-26,2.689
2004-08-27,-0.1062
2004-08-30,-2.4088
2004-08-31,0.5445
2004-09-01,-0.2527
2004-09-02,-0.1448
2004-09-03,1.6673
2004-09-07,3.2086
2004-09-08,-2.1416
2004-09-09,2.012
