ticker,NOVL UQ Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.8513
2000-01-04,-10.8553
2000-01-05,3.321
2000-01-06,-5.7143
2000-01-07,11.553
2000-01-10,2.8862
2000-01-11,-8.5809
2000-01-12,-1.444
2000-01-13,1.4652
2000-01-14,-2.7076000000000002
2000-01-18,-1.6698
2000-01-19,2.4528
2000-01-20,7.3665
2000-01-21,-1.5436999999999999
2000-01-24,-8.0139
2000-01-25,4.5455
2000-01-26,-3.6231999999999998
2000-01-27,-0.5639
2000-01-28,-8.6957
2000-01-31,10.559
2000-02-01,6.7416
2000-02-02,-0.8772
2000-02-03,3.0088
2000-02-04,-1.0309
2000-02-07,8.8542
2000-02-08,-0.638
2000-02-09,-5.297
2000-02-10,5.0847
2000-02-11,0.3226
2000-02-14,0.0
2000-02-15,-1.2862
2000-02-16,6.1889
2000-02-17,5.6748
2000-02-18,-20.7547
2000-02-22,-5.4945
2000-02-23,5.6202
2000-02-24,0.9174
2000-02-25,-6.7273
2000-02-28,1.5594999999999999
2000-02-29,1.5354999999999999
2000-03-01,0.9452
2000-03-02,-5.0562
2000-03-03,1.3807
2000-03-06,1.751
2000-03-07,0.7648
2000-03-08,-2.277
2000-03-09,0.3398
2000-03-10,-2.8544
2000-03-13,-0.3984
2000-03-14,-8.2
2000-03-15,0.2179
2000-03-16,4.5652
2000-03-17,-1.8711
2000-03-20,-10.8051
2000-03-21,16.8646
2000-03-22,3.0488
2000-03-23,3.7475
2000-03-24,0.0
2000-03-27,-4.5626999999999995
2000-03-28,-5.7769
2000-03-29,-2.3256
2000-03-30,-6.2771
2000-03-31,5.7737
2000-04-03,-7.4236
2000-04-04,-1.1792
2000-04-05,-9.0692
2000-04-06,-1.3123
2000-04-07,3.1915
2000-04-10,-7.2165
2000-04-11,0.0
2000-04-12,-3.8889
2000-04-13,2.0231
2000-04-14,-13.3144
2000-04-17,3.268
2000-04-18,11.3924
2000-04-19,-3.125
2000-04-20,-4.1056
2000-04-24,-0.3058
2000-04-25,5.2147
2000-04-26,-7.5802
2000-04-27,-3.1546
2000-04-28,2.2801
2000-05-01,-3.5032
2000-05-02,-7.2607
2000-05-03,-39.5018
2000-05-04,4.7059
2000-05-05,-1.1236
2000-05-08,-4.5455
2000-05-09,-4.7619
2000-05-10,0.3125
2000-05-11,4.6729
2000-05-12,-3.8689999999999998
2000-05-15,0.3096
2000-05-16,0.6173
2000-05-17,-1.8405
2000-05-18,-3.4375
2000-05-19,-6.1489
