ticker,MEL UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.5046
2000-01-04,-6.7961
2000-01-05,-0.4167
2000-01-06,6.6946
2000-01-07,0.7843
2000-01-10,-3.6965
2000-01-11,-4.0404
2000-01-12,1.4737
2000-01-13,6.0166
2000-01-14,8.0235
2000-01-18,-7.4275
2000-01-19,-3.7182
2000-01-20,1.0163
2000-01-21,2.4145
2000-01-24,-2.1611
2000-01-25,4.2169
2000-01-26,5.2023
2000-01-27,-0.1465
2000-01-28,-4.2435
2000-01-31,5.7803
2000-02-01,-0.1821
2000-02-02,-3.1022
2000-02-03,2.0716
2000-02-04,-3.5055
2000-02-07,0.7648
2000-02-08,2.0873
2000-02-09,-3.3457
2000-02-10,-2.8846
2000-02-11,-0.396
2000-02-14,-0.5964
2000-02-15,4.2
2000-02-16,-3.6468
2000-02-17,-1.7928
2000-02-18,-3.6511
2000-02-22,0.8421
2000-02-23,0.0
2000-02-24,-3.9666
2000-02-25,2.1739
2000-02-28,5.1064
2000-02-29,-2.4291
2000-03-01,-1.4523
2000-03-02,-1.8947
2000-03-03,1.073
2000-03-06,-0.8493
2000-03-07,-3.4261
2000-03-08,-3.3259
2000-03-09,1.1468
2000-03-10,0.0
2000-03-13,2.4943
2000-03-14,-0.885
2000-03-15,7.5893
2000-03-16,9.5436
2000-03-17,-2.0833
2000-03-20,-4.6422
2000-03-21,5.4767
2000-03-22,0.5769
2000-03-23,1.5295999999999998
2000-03-24,-5.0847
2000-03-27,-2.7778
2000-03-28,-2.449
2000-03-29,0.0
2000-03-30,-1.4644
2000-03-31,0.2123
2000-04-03,6.7797
2000-04-04,1.9841
2000-04-05,-3.3074
2000-04-06,-0.4024
2000-04-07,-3.0303
2000-04-10,4.375
2000-04-11,0.0
2000-04-12,5.1896
2000-04-13,0.3795
2000-04-14,-7.5614
2000-04-17,2.2495
2000-04-18,4.0
2000-04-19,-2.1154
2000-04-20,3.5362999999999998
2000-04-24,2.277
2000-04-25,1.4842
2000-04-26,-1.3675
2000-04-27,-1.6791
2000-04-28,-2.4668
2000-05-01,2.3346
2000-05-02,-0.3802
2000-05-03,-2.4809
2000-05-04,-3.3268
2000-05-05,2.0243
2000-05-08,2.3810000000000002
2000-05-09,0.5814
2000-05-10,-0.1927
2000-05-11,3.8609999999999998
2000-05-12,1.6729
2000-05-15,3.1079
2000-05-16,-1.5957
2000-05-17,0.0
2000-05-18,0.9009
2000-05-19,-1.4285999999999999
2000-05-22,1.9928
