ticker,ACN UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-07-20,-1.0547
2001-07-23,-0.0666
2001-07-24,-0.9333
2001-07-25,0.6057
2001-07-26,-3.01
2001-07-27,0.0
2001-07-30,1.3793
2001-07-31,1.7687
2001-08-01,3.6096
2001-08-02,-0.6452
2001-08-03,-1.6234
2001-08-06,-0.33
2001-08-07,2.649
2001-08-08,-3.2258
2001-08-09,3.3333
2001-08-10,-2.0
2001-08-13,-1.185
2001-08-14,-2.0653
2001-08-15,0.6122
2001-08-16,-5.0034
2001-08-17,3.3452
2001-08-20,5.7163
2001-08-21,0.7166
2001-08-22,-0.7762
2001-08-23,-0.5867
2001-08-24,0.9836
2001-08-27,0.5195
2001-08-28,-0.7752
2001-08-29,-2.2786
2001-08-30,-0.3997
2001-08-31,-0.3344
2001-09-04,3.2215
2001-09-05,-3.0559
2001-09-06,-2.7498
2001-09-07,0.1379
2001-09-10,4.3388
2001-09-17,-3.6304
2001-09-18,-0.3425
2001-09-19,-4.1237
2001-09-20,-7.1685
2001-09-21,-1.5444
2001-09-24,3.5294
2001-09-25,-3.0303
2001-09-26,-4.6875
2001-09-27,-2.8689
2001-09-28,7.5949
2001-10-01,-0.3922
2001-10-02,-1.1811
2001-10-03,3.1873
2001-10-04,4.1699
2001-10-05,0.4448
2001-10-08,-2.3616
2001-10-09,1.285
2001-10-10,2.0149
2001-10-11,10.8998
2001-10-12,9.1689
2001-10-15,5.7402
2001-10-16,-0.2857
2001-10-17,-2.6934
2001-10-18,-1.649
2001-10-19,0.8982
2001-10-22,3.8576
2001-10-23,0.6857
2001-10-24,0.681
2001-10-25,0.0
2001-10-26,-0.6764
2001-10-29,-0.3973
2001-10-30,-1.1396
2001-10-31,1.268
2001-11-01,4.2117
2001-11-02,-0.3277
2001-11-05,-0.8219
2001-11-06,-0.7182
2001-11-07,5.1753
2001-11-08,5.5556
2001-11-09,0.0
2001-11-12,-2.3058
2001-11-13,6.7214
2001-11-14,-2.8365
2001-11-15,0.1979
2001-11-16,3.9012000000000002
2001-11-19,4.5626999999999995
2001-11-20,-3.4091
2001-11-21,-4.2353
2001-11-23,0.9828
2001-11-26,4.6229
2001-11-27,4.6512
2001-11-28,-2.8889
2001-11-29,-1.9222000000000001
2001-11-30,5.4596
2001-12-03,1.3274
2001-12-04,5.6769
2001-12-05,10.124
2001-12-06,-1.5009000000000001
2001-12-07,-5.2952
2001-12-10,-1.0459
2001-12-11,0.6504
2001-12-12,1.6559
