ticker,SNV UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-4.717
2000-01-04,-4.6205
2000-01-05,1.0381
2000-01-06,3.4247
2000-01-07,1.6556
2000-01-10,-4.5603
2000-01-11,1.7065000000000001
2000-01-12,0.3356
2000-01-13,1.0033
2000-01-14,0.9934
2000-01-18,-0.9836
2000-01-19,-0.3311
2000-01-20,-3.9867
2000-01-21,0.692
2000-01-24,-4.1237
2000-01-25,3.2258
2000-01-26,3.125
2000-01-27,0.6734
2000-01-28,-2.3411
2000-01-31,4.1096
2000-02-01,0.0
2000-02-02,-1.9737
2000-02-03,0.6711
2000-02-04,-2.0
2000-02-07,-1.3605
2000-02-08,0.3448
2000-02-09,-2.7491
2000-02-10,-2.8269
2000-02-11,0.7273
2000-02-14,-1.444
2000-02-15,2.9304
2000-02-16,-0.3559
2000-02-17,-1.4285999999999999
2000-02-18,-3.6231999999999998
2000-02-22,0.3759
2000-02-23,0.3745
2000-02-24,-2.9851
2000-02-25,0.7692
2000-02-28,3.4351
2000-02-29,-3.321
2000-03-01,-0.7634
2000-03-02,-3.8462
2000-03-03,0.4
2000-03-06,-2.7888
2000-03-07,-2.0492
2000-03-08,-0.8368
2000-03-09,3.3755
2000-03-10,-2.449
2000-03-13,-2.9289
2000-03-14,3.4483
2000-03-15,7.9167
2000-03-16,9.6525
2000-03-17,0.7042
2000-03-20,-4.1958
2000-03-21,2.9196999999999997
2000-03-22,-0.7943
2000-03-23,1.7986
2000-03-24,1.4134
2000-03-27,0.6969
2000-03-28,-0.346
2000-03-29,1.3889
2000-03-30,-2.0548
2000-03-31,5.5944
2000-04-03,7.2848
2000-04-04,-2.1605
2000-04-05,-0.6309
2000-04-06,-0.6349
2000-04-07,-3.1949
2000-04-10,0.9901
2000-04-11,0.3268
2000-04-12,2.9316
2000-04-13,-2.2152
2000-04-14,-5.178
2000-04-17,1.7065000000000001
2000-04-18,2.6846
2000-04-19,-2.6144
2000-04-20,1.6779
2000-04-24,0.0
2000-04-25,4.9505
2000-04-26,-2.2013
2000-04-27,-4.8232
2000-04-28,0.3378
2000-05-01,3.7037
2000-05-02,1.2987
2000-05-03,-3.8462
2000-05-04,-1.0
2000-05-05,-2.6936
2000-05-08,2.4221
2000-05-09,0.3378
2000-05-10,-1.3468
2000-05-11,1.7065000000000001
2000-05-12,1.6779
2000-05-15,2.6403
2000-05-16,-1.2862
2000-05-17,-0.3257
2000-05-18,1.9607999999999999
2000-05-19,-3.8462
2000-05-22,3.3333
