ticker,MAS UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-0.7389
2000-01-04,-2.4814
2000-01-05,-4.0916
2000-01-06,1.0667
2000-01-07,3.6939
2000-01-10,-2.2901
2000-01-11,-1.5625
2000-01-12,-2.6455
2000-01-13,-0.2717
2000-01-14,0.8174
2000-01-18,0.5405
2000-01-19,0.8065
2000-01-20,-3.4667
2000-01-21,-0.2762
2000-01-24,-8.0332
2000-01-25,-5.4217
2000-01-26,0.3185
2000-01-27,4.4444
2000-01-28,-4.5593
2000-01-31,1.5924
2000-02-01,1.5674000000000001
2000-02-02,-1.2346
2000-02-03,-3.75
2000-02-04,-3.8961
2000-02-07,1.3514
2000-02-08,-2.3333
2000-02-09,-2.3891
2000-02-10,-3.1469
2000-02-11,-0.361
2000-02-14,7.971
2000-02-15,5.3690999999999995
2000-02-16,1.9108
2000-02-17,3.4375
2000-02-18,-4.5317
2000-02-22,-4.1139
2000-02-23,-0.9901
2000-02-24,-0.3333
2000-02-25,-1.3378
2000-02-28,-2.0339
2000-02-29,-1.0381
2000-03-01,1.7483
2000-03-02,-0.3436
2000-03-03,-2.7586
2000-03-06,-1.0638
2000-03-07,3.9427
2000-03-08,4.8276
2000-03-09,-3.9474
2000-03-10,0.6849
2000-03-13,2.7211
2000-03-14,-1.9868000000000001
2000-03-15,4.3919
2000-03-16,12.2977
2000-03-17,1.4409
2000-03-20,1.9886
2000-03-21,-0.5571
2000-03-22,-2.521
2000-03-23,4.5977
2000-03-24,1.9231
2000-03-27,-2.965
2000-03-28,-2.2222
2000-03-29,-1.4205
2000-03-30,0.2882
2000-03-31,-5.7471
2000-04-03,9.7561
2000-04-04,-2.2222
2000-04-05,2.25
2000-04-06,-2.5140000000000002
2000-04-07,0.0
2000-04-10,-0.8596
2000-04-11,5.4913
2000-04-12,7.9452
2000-04-13,-1.7766
2000-04-14,-3.1008
2000-04-17,-2.9333
2000-04-18,-2.1978
2000-04-19,1.4045
2000-04-20,-0.831
2000-04-24,0.2793
2000-04-25,-1.9499
2000-04-26,2.2727
2000-04-27,1.9444
2000-04-28,-2.1798
2000-05-01,0.8357
2000-05-02,0.5525
2000-05-03,-6.044
2000-05-04,-3.2164
2000-05-05,3.0211
2000-05-08,-2.9326
2000-05-09,1.5106000000000002
2000-05-10,-2.9762
2000-05-11,0.3067
2000-05-12,0.0
2000-05-15,0.6116
2000-05-16,1.8237
2000-05-17,0.0
2000-05-18,-4.1791
2000-05-19,-0.9346
2000-05-22,-0.3145
