ticker,LW UN Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-11-03,0.0
2016-11-04,-1.4706000000000001
2016-11-07,-1.4328
2016-11-08,2.9679
2016-11-09,-6.3529
2016-11-10,-4.7425
2016-11-11,-1.4506999999999999
2016-11-14,1.0037
2016-11-15,0.795
2016-11-16,4.1735
2016-11-17,2.5552
2016-11-18,0.5229
2016-11-21,-2.8764
2016-11-22,3.0246
2016-11-23,0.9786
2016-11-25,-1.3022
2016-11-28,0.4603
2016-11-29,1.3745
2016-11-30,0.8738
2016-12-01,-2.8973
2016-12-02,1.4765
2016-12-05,2.0006
2016-12-06,0.5052
2016-12-07,2.7499000000000002
2016-12-08,3.3957
2016-12-09,1.2524
2016-12-12,0.9621
2016-12-13,-0.4084
2016-12-14,-3.9092000000000002
2016-12-15,-2.1906
2016-12-16,2.5596
2016-12-19,-2.2121
2016-12-20,1.3631
2016-12-21,0.2003
2016-12-22,3.7407
2016-12-23,1.4313
2016-12-27,1.3296999999999999
2016-12-28,-0.2946
2016-12-29,1.4504000000000001
2016-12-30,0.2118
2017-01-03,-0.9511
2017-01-04,-1.3604
2017-01-05,-0.9735
2017-01-06,0.5735
2017-01-09,0.1629
2017-01-10,-0.1355
2017-01-11,0.1357
2017-01-12,0.1898
2017-01-13,0.7035
2017-01-17,-0.8866
2017-01-18,-0.6777
2017-01-19,0.8734
2017-01-20,0.4058
2017-01-23,-0.9162
2017-01-24,1.9581
2017-01-25,-2.1872
2017-01-26,-0.4159
2017-01-27,0.3028
2017-01-30,0.933
2017-01-31,1.5769
2017-02-01,1.0974
2017-02-02,1.7208999999999999
2017-02-03,1.2493
2017-02-06,0.874
2017-02-07,0.4332
2017-02-08,-0.6344
2017-02-09,-0.2043
2017-02-10,0.4862
2017-02-13,0.4074
2017-02-14,0.558
2017-02-15,-0.0504
2017-02-16,0.6813
2017-02-17,-0.7018
2017-02-21,0.0
2017-02-22,0.5805
2017-02-23,-0.8783
2017-02-24,0.2025
2017-02-27,-0.2527
2017-02-28,-0.7345
2017-03-01,1.9393
2017-03-02,0.6758
2017-03-03,0.4475
2017-03-06,0.0495
2017-03-07,0.7917
2017-03-08,-0.0491
2017-03-09,0.6385
2017-03-10,1.0249
2017-03-13,0.314
2017-03-14,1.6374
2017-03-15,0.3554
2017-03-16,-0.8735
2017-03-17,0.6192
2017-03-20,0.5444
2017-03-21,0.9181
2017-03-22,-1.003
2017-03-23,1.3431
2017-03-24,-0.7905
2017-03-27,0.6796
