ticker,ANDW UW Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.9802
2000-01-04,-3.0303
2000-01-05,0.3472
2000-01-06,4.1522
2000-01-07,7.309
2000-01-10,9.5975
2000-01-11,-6.7797
2000-01-12,7.2727
2000-01-13,5.0847
2000-01-14,-2.1505
2000-01-18,-0.2747
2000-01-19,3.5813
2000-01-20,5.0532
2000-01-21,-3.2911
2000-01-24,0.5236
2000-01-25,0.0
2000-01-26,1.8229
2000-01-27,0.0
2000-01-28,-3.3247999999999998
2000-01-31,-2.6455
2000-02-01,2.4457
2000-02-02,-1.061
2000-02-03,4.8257
2000-02-04,1.7903
2000-02-07,-3.0151
2000-02-08,-0.7772
2000-02-09,0.2611
2000-02-10,-3.3854
2000-02-11,-2.1563
2000-02-14,-5.5096
2000-02-15,4.3732
2000-02-16,-1.1173
2000-02-17,-4.5198
2000-02-18,-4.7337
2000-02-22,-0.6211
2000-02-23,5.3125
2000-02-24,-1.7804
2000-02-25,11.4804
2000-02-28,2.439
2000-02-29,4.7619
2000-03-01,4.0404
2000-03-02,4.6117
2000-03-03,2.0882
2000-03-06,7.7273
2000-03-07,0.4219
2000-03-08,-7.3529
2000-03-09,8.1633
2000-03-10,-4.1929
2000-03-13,-0.8753
2000-03-14,-2.8698
2000-03-15,-0.6818
2000-03-16,0.2288
2000-03-17,-2.7397
2000-03-20,-1.8779
2000-03-21,-0.4785
2000-03-22,3.3654
2000-03-23,3.2558
2000-03-24,-4.955
2000-03-27,-0.4739
2000-03-28,-2.3810000000000002
2000-03-29,-2.1951
2000-03-30,-11.7207
2000-03-31,3.3898
2000-04-03,0.8197
2000-04-04,2.71
2000-04-05,-7.9155999999999995
2000-04-06,5.7307
2000-04-07,2.168
2000-04-10,-4.244
2000-04-11,8.5873
2000-04-12,-5.6122
2000-04-13,1.6216
2000-04-14,-9.3085
2000-04-17,4.6921
2000-04-18,1.6806999999999999
2000-04-19,1.9284
2000-04-20,0.2703
2000-04-24,0.8086
2000-04-25,12.5668
2000-04-26,3.8005
2000-04-27,5.9497
2000-04-28,1.7279
2000-05-01,-0.6369
2000-05-02,-4.0598
2000-05-03,-3.5635
2000-05-04,3.4642
2000-05-05,2.6786
2000-05-08,-4.3478
2000-05-09,-3.1818
2000-05-10,-3.9906
2000-05-11,5.6235
2000-05-12,7.4074
2000-05-15,6.8966
2000-05-16,4.0323
2000-05-17,4.4574
2000-05-18,2.9685
2000-05-19,-5.2252
2000-05-22,0.0
2000-05-23,-3.0418
