date,CDW UW Equity
2014-05-20,-0.6118
2014-05-21,1.3679999999999999
2014-05-22,-5.0186
2014-05-23,1.2095
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,1.3005
2014-05-28,0.5899
2014-05-29,0.4484
2014-05-30,0.9959
2014-05-31,
2014-06-01,
2014-06-02,0.272
2014-06-03,0.2713
2014-06-04,0.6764
2014-06-05,0.7054
2014-06-06,0.3002
2014-06-07,
2014-06-08,
2014-06-09,0.6984
2014-06-10,0.5945
2014-06-11,0.0
2014-06-12,-0.5253
2014-06-13,0.6601
2014-06-14,
2014-06-15,
2014-06-16,0.7213
2014-06-17,1.9857
2014-06-18,-0.0319
2014-06-19,1.3729
2014-06-20,1.1024
2014-06-21,
2014-06-22,
2014-06-23,-0.3738
2014-06-24,-0.6879
2014-06-25,1.4484
2014-06-26,-0.5276
2014-06-27,-1.1544
2014-06-28,
2014-06-29,
2014-06-30,0.6313
2014-07-01,0.5332
2014-07-02,0.936
2014-07-03,0.4637
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-2.8923
2014-07-08,0.4436
2014-07-09,0.9621
2014-07-10,-0.3593
2014-07-11,-1.2857
2014-07-12,
2014-07-13,
2014-07-14,0.0635
2014-07-15,-1.0476
2014-07-16,0.5775
2014-07-17,-0.4466
2014-07-18,0.2083
2014-07-19,
2014-07-20,
2014-07-21,-0.5276
2014-07-22,0.1929
2014-07-23,0.0321
2014-07-24,0.5131
2014-07-25,-1.053
2014-07-26,
2014-07-27,
2014-07-28,-0.0322
2014-07-29,0.3871
2014-07-30,0.5141
2014-07-31,-1.2468
2014-08-01,0.2914
2014-08-02,
2014-08-03,
2014-08-04,-0.7747
2014-08-05,0.9109
2014-08-06,0.2901
2014-08-07,-1.5108000000000001
2014-08-08,0.6854
2014-08-09,
2014-08-10,
2014-08-11,0.6159
2014-08-12,0.741
2014-08-13,1.1832
2014-08-14,0.9482
2014-08-15,0.407
2014-08-16,
2014-08-17,
2014-08-18,1.9333
2014-08-19,0.9483
2014-08-20,-0.303
2014-08-21,0.9195
2014-08-22,-0.1206
2014-08-23,
2014-08-24,
2014-08-25,0.3623
2014-08-26,0.722
2014-08-27,-0.3286
2014-08-28,-1.2586
2014-08-29,0.2731
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,0.3027
2014-09-03,-4.3754
2014-09-04,-1.0098
2014-09-05,0.9245
2014-09-06,
2014-09-07,
2014-09-08,-0.0632
2014-09-09,-0.6953
2014-09-10,-0.191
2014-09-11,-0.4145
2014-09-12,0.4643
2014-09-13,
2014-09-14,
2014-09-15,-1.7689
2014-09-16,0.584
2014-09-17,1.0645
2014-09-18,1.4363000000000001
2014-09-19,0.0944
2014-09-20,
2014-09-21,
2014-09-22,-1.6033
2014-09-23,-2.5879
2014-09-24,1.5743
2014-09-25,-2.0342
2014-09-26,0.7581
2014-09-27,
2014-09-28,
2014-09-29,0.2617
2014-09-30,1.3051
2014-10-01,-2.2222
2014-10-02,-0.8564
2014-10-03,2.0598
2014-10-04,
2014-10-05,
2014-10-06,-0.4883
2014-10-07,-1.4066
2014-10-08,0.0664
2014-10-09,-1.1936
2014-10-10,-2.651
2014-10-11,
2014-10-12,
2014-10-13,-2.2578
2014-10-14,0.2292
2014-10-15,0.0352
2014-10-16,-0.6331
2014-10-17,2.8319
2014-10-18,
2014-10-19,
2014-10-20,-0.3442
2014-10-21,2.9016
2014-10-22,-0.9063
2014-10-23,1.2195
2014-10-24,0.2677
2014-10-25,
2014-10-26,
2014-10-27,-0.3004
2014-10-28,1.5735000000000001
2014-10-29,-1.1206
2014-10-30,0.4333
2014-10-31,2.3565
2014-11-01,
2014-11-02,
2014-11-03,0.7134
2014-11-04,-0.0644
2014-11-05,0.9343
2014-11-06,3.6706
2014-11-07,0.3387
2014-11-08,
2014-11-09,
2014-11-10,0.4909
2014-11-11,-0.4885
2014-11-12,-0.3682
2014-11-13,0.308
2014-11-14,1.1667
2014-11-15,
2014-11-16,
2014-11-17,-0.2428
2014-11-18,1.1256
2014-11-19,-1.0229
2014-11-20,0.0304
2014-11-21,2.0283
2014-11-22,
2014-11-23,
2014-11-24,4.1779
2014-11-25,0.0286
2014-11-26,0.4582
2014-11-27,
2014-11-28,0.0
2014-11-29,
2014-11-30,
2014-12-01,-1.8529
2014-12-02,-0.1162
2014-12-03,-2.3553
2014-12-04,1.6677
2014-12-05,0.6444
2014-12-06,
2014-12-07,
2014-12-08,-1.1932
2014-12-09,0.5891
2014-12-10,-0.4392
2014-12-11,0.3235
2014-12-12,0.645
2014-12-13,
2014-12-14,
2014-12-15,-3.2625
2014-12-16,0.1506
2014-12-17,1.8641
2014-12-18,2.3022
2014-12-19,0.577
2014-12-20,
2014-12-21,
2014-12-22,0.6311
2014-12-23,1.5108000000000001
2014-12-24,0.3931
2014-12-25,
2014-12-26,0.4755
2014-12-27,
2014-12-28,
2014-12-29,-0.529
2014-12-30,-1.0915
2014-12-31,-0.481
2015-01-01,
2015-01-02,-0.8814
2015-01-03,
2015-01-04,
2015-01-05,-1.0614
2015-01-06,-1.4497
2015-01-07,2.0888
2015-01-08,2.5072
2015-01-09,0.3936
2015-01-10,
2015-01-11,
2015-01-12,0.0
2015-01-13,1.5962
2015-01-14,-2.1224
2015-01-15,-0.3661
2015-01-16,1.1023
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-0.7269
2015-01-21,-0.169
2015-01-22,0.8181
2015-01-23,0.0
2015-01-24,
2015-01-25,
2015-01-26,-0.1399
2015-01-27,-3.0261
2015-01-28,-0.1156
2015-01-29,0.5496
2015-01-30,-1.4384000000000001
2015-01-31,
2015-02-01,
2015-02-02,0.0292
2015-02-03,2.918
2015-02-04,-0.3969
2015-02-05,0.9394
2015-02-06,1.4664
2015-02-07,
2015-02-08,
2015-02-09,0.1946
2015-02-10,0.9709
2015-02-11,-1.1264
2015-02-12,1.1392
2015-02-13,1.7308
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,1.7823
2015-02-18,0.6633
2015-02-19,-0.3954
2015-02-20,-0.1058
2015-02-21,
2015-02-22,
2015-02-23,0.7881
2015-02-24,0.2896
2015-02-25,-0.1575
2015-02-26,0.3681
2015-02-27,-1.4147
2015-02-28,
2015-03-01,
2015-03-02,0.9833
2015-03-03,0.4737
2015-03-04,-0.3929
2015-03-05,-0.7363
2015-03-06,-0.9536
2015-03-07,
2015-03-08,
2015-03-09,-0.214
2015-03-10,-2.4926
2015-03-11,-0.7697
2015-03-12,-1.4681
2015-03-13,1.0683
2015-03-14,
2015-03-15,
2015-03-16,1.0848
2015-03-17,-0.2201
2015-03-18,1.3237999999999999
2015-03-19,1.5787
2015-03-20,1.2058
2015-03-21,
2015-03-22,
2015-03-23,0.556
2015-03-24,-0.3949
2015-03-25,-1.216
2015-03-26,-1.0704
2015-03-27,2.2992
2015-03-28,
2015-03-29,
2015-03-30,-0.1851
2015-03-31,-1.351
2015-04-01,-1.3426
2015-04-02,-0.1905
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.6818
2015-04-07,0.7042
2015-04-08,2.071
2015-04-09,1.1067
2015-04-10,0.1303
2015-04-11,
2015-04-12,
2015-04-13,0.1301
2015-04-14,-1.1437
2015-04-15,1.1307
2015-04-16,-0.702
2015-04-17,-0.9427
2015-04-18,
2015-04-19,
2015-04-20,1.2688
2015-04-21,1.0702
2015-04-22,0.5424
2015-04-23,0.2312
2015-04-24,-0.3844
2015-04-25,
2015-04-26,
2015-04-27,-0.3602
2015-04-28,0.0
2015-04-29,-0.3615
2015-04-30,-0.6997
2015-05-01,0.9134
2015-05-02,
2015-05-03,
2015-05-04,0.3879
2015-05-05,0.1288
2015-05-06,-0.5917
2015-05-07,-4.3219
2015-05-08,-0.7303
2015-05-09,
2015-05-10,
2015-05-11,0.0272
2015-05-12,0.5993
2015-05-13,0.1625
2015-05-14,1.0273
2015-05-15,0.5619
2015-05-16,
2015-05-17,
2015-05-18,-0.1064
2015-05-19,-2.0511
2015-05-20,-0.136
2015-05-21,1.2187000000000001
2015-05-22,-0.1887
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-1.6473
2015-05-27,1.2356
2015-05-28,0.217
2015-05-29,0.406
2015-05-30,
2015-05-31,
2015-06-01,-0.2695
2015-06-02,-0.3243
2015-06-03,0.244
2015-06-04,-1.3254000000000001
2015-06-05,0.2741
2015-06-06,
2015-06-07,
2015-06-08,-0.4921
2015-06-09,0.4945
2015-06-10,1.4215
2015-06-11,-0.6199
2015-06-12,-0.4068
2015-06-13,
2015-06-14,
2015-06-15,-0.354
2015-06-16,-0.4373
2015-06-17,0.7274
2015-06-18,2.0302
2015-06-19,-1.7094
2015-06-20,
2015-06-21,
2015-06-22,0.462
2015-06-23,0.3516
2015-06-24,-1.5903
2015-06-25,-0.1096
2015-06-26,-3.2081
2015-06-27,
2015-06-28,
2015-06-29,-2.0397
2015-06-30,-0.8676
2015-07-01,1.0793
2015-07-02,-0.5772
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-0.9579
2015-07-07,0.7913
2015-07-08,-1.5993
2015-07-09,-0.2955
2015-07-10,0.5928
2015-07-11,
2015-07-12,
2015-07-13,1.2964
2015-07-14,1.2798
2015-07-15,-1.4647000000000001
2015-07-16,0.2623
2015-07-17,-0.7267
2015-07-18,
2015-07-19,
2015-07-20,-0.4685
2015-07-21,-0.7649
2015-07-22,1.3934
2015-07-23,0.0877
2015-07-24,-1.8113000000000001
2015-07-25,
2015-07-26,
2015-07-27,-0.8926
2015-07-28,3.5725
2015-07-29,1.5941999999999998
2015-07-30,1.1127
2015-07-31,1.3826
2015-08-01,
2015-08-02,
2015-08-03,7.5146
2015-08-04,1.2167
2015-08-05,1.5857
2015-08-06,-0.9819
2015-08-07,-1.0679
2015-08-08,
2015-08-09,
2015-08-10,0.9766
2015-08-11,0.2545
2015-08-12,-1.244
2015-08-13,-0.2057
2015-08-14,0.9274
2015-08-15,
2015-08-16,
2015-08-17,1.4038
2015-08-18,-0.7048
2015-08-19,0.0
2015-08-20,-2.0025
2015-08-21,-0.8859
2015-08-22,
2015-08-23,
2015-08-24,-2.1961
2015-08-25,0.3742
2015-08-26,5.1398
2015-08-27,1.5704
2015-08-28,-0.3242
2015-08-29,
2015-08-30,
2015-08-31,-0.5504
2015-09-01,-3.3711
2015-09-02,0.9893
2015-09-03,1.1859
2015-09-04,-1.4013
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,4.1344
2015-09-09,0.2481
2015-09-10,0.8663
2015-09-11,0.8589
2015-09-12,
2015-09-13,
2015-09-14,-0.0973
2015-09-15,1.2177
2015-09-16,0.6256
2015-09-17,-1.2912
2015-09-18,-1.0901
2015-09-19,
2015-09-20,
2015-09-21,-0.6613
2015-09-22,-0.5671
2015-09-23,0.3471
2015-09-24,0.2965
2015-09-25,0.4681
2015-09-26,
2015-09-27,
2015-09-28,-3.5557
2015-09-29,1.2459
2015-09-30,2.6118
2015-10-01,0.3671
2015-10-02,-1.0241
2015-10-03,
2015-10-04,
2015-10-05,2.9071
2015-10-06,0.1436
2015-10-07,1.8408
2015-10-08,-0.0939
2015-10-09,0.3994
2015-10-10,
2015-10-11,
2015-10-12,0.7255
2015-10-13,0.9526
2015-10-14,-0.2301
2015-10-15,0.5075
2015-10-16,0.8722
2015-10-17,
2015-10-18,
2015-10-19,0.4778
2015-10-20,-0.3623
2015-10-21,-0.6705
2015-10-22,2.6885
2015-10-23,-0.1114
2015-10-24,
2015-10-25,
2015-10-26,-1.1153
2015-10-27,-0.1805
2015-10-28,1.3785
2015-10-29,-0.2675
2015-10-30,-0.1118
2015-10-31,
2015-11-01,
2015-11-02,-0.1119
2015-11-03,-0.4032
2015-11-04,3.3063000000000002
2015-11-05,0.7185
2015-11-06,-5.7069
2015-11-07,
2015-11-08,
2015-11-09,-1.9716
2015-11-10,0.421
2015-11-11,0.1397
2015-11-12,-0.907
2015-11-13,-1.5489000000000002
2015-11-14,
2015-11-15,
2015-11-16,1.7402
2015-11-17,3.3037
2015-11-18,0.1361
2015-11-19,2.3783
2015-11-20,-0.2212
2015-11-21,
2015-11-22,
2015-11-23,-0.2938
2015-11-24,-1.5827
2015-11-25,0.1586
2015-11-26,
2015-11-27,-0.1583
2015-11-28,
2015-11-29,
2015-11-30,-2.2197
2015-12-01,2.3164
2015-12-02,-1.2452
2015-12-03,-0.3439
2015-12-04,2.6455
2015-12-05,
2015-12-06,
2015-12-07,-1.1654
2015-12-08,0.4535
2015-12-09,-1.7833
2015-12-10,0.7929
2015-12-11,-2.3601
2015-12-12,
2015-12-13,
2015-12-14,-0.327
2015-12-15,1.0544
2015-12-16,1.5303
2015-12-17,-2.512
2015-12-18,-0.6559
2015-12-19,
2015-12-20,
2015-12-21,-0.1651
2015-12-22,1.0864
2015-12-23,-0.0701
2015-12-24,0.4442
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-1.1406
2015-12-29,2.0485
2015-12-30,-0.2307
2015-12-31,-2.7752
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-2.5928
2016-01-05,-0.0488
2016-01-06,0.7818
2016-01-07,-3.7818
2016-01-08,-0.1008
2016-01-09,
2016-01-10,
2016-01-11,0.4792
2016-01-12,0.753
2016-01-13,-5.4559
2016-01-14,-0.3426
2016-01-15,-1.9302000000000001
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,0.4044
2016-01-20,-0.5102
2016-01-21,1.5655000000000001
2016-01-22,1.9134
2016-01-23,
2016-01-24,
2016-01-25,-1.043
2016-01-26,1.2385
2016-01-27,-1.9781
2016-01-28,-0.9294
2016-01-29,3.0555
2016-01-30,
2016-01-31,
2016-02-01,-0.6762
2016-02-02,-2.1995
2016-02-03,0.4552
2016-02-04,0.2399
2016-02-05,-3.6958
2016-02-06,
2016-02-07,
2016-02-08,-2.5124
2016-02-09,0.2832
2016-02-10,-1.8356
2016-02-11,-3.0783
2016-02-12,1.8403
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,5.6835
2016-02-17,2.3993
2016-02-18,1.0504
2016-02-19,1.8124
2016-02-20,
2016-02-21,
2016-02-22,1.9895
2016-02-23,-0.2888
2016-02-24,0.413
2016-02-25,0.8226
2016-02-26,-1.0454
2016-02-27,
2016-02-28,
2016-02-29,1.984
2016-03-01,1.9454
2016-03-02,-1.3879000000000001
2016-03-03,2.664
2016-03-04,-0.049
2016-03-05,
2016-03-06,
2016-03-07,-0.098
2016-03-08,-0.8581
2016-03-09,0.2473
2016-03-10,-0.962
2016-03-11,1.2204
2016-03-12,
2016-03-13,
2016-03-14,0.4429
2016-03-15,0.9799
2016-03-16,-0.1698
2016-03-17,-0.6075
2016-03-18,0.978
2016-03-19,
2016-03-20,
2016-03-21,-0.4116
2016-03-22,0.6565
2016-03-23,-1.7633
2016-03-24,-0.1475
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,0.2216
2016-03-29,1.9656
2016-03-30,0.0241
2016-03-31,-0.0241
2016-04-01,0.6265
2016-04-02,
2016-04-03,
2016-04-04,-0.7663
2016-04-05,-0.4344
2016-04-06,2.1813
2016-04-07,-1.186
2016-04-08,-0.24
2016-04-09,
2016-04-10,
2016-04-11,0.1444
2016-04-12,0.024
2016-04-13,1.4653
2016-04-14,-0.4498
2016-04-15,0.0476
2016-04-16,
2016-04-17,
2016-04-18,1.1172
2016-04-19,0.7522
2016-04-20,-1.1199
2016-04-21,-0.4719
2016-04-22,-0.2134
2016-04-23,
2016-04-24,
2016-04-25,-4.5617
2016-04-26,1.6181
2016-04-27,0.098
2016-04-28,-1.8111000000000002
2016-04-29,-4.0379
2016-04-30,
2016-05-01,
2016-05-02,-0.1818
2016-05-03,-0.2342
2016-05-04,6.0511
2016-05-05,-0.4427
2016-05-06,0.0988
2016-05-07,
2016-05-08,
2016-05-09,0.7157
2016-05-10,1.8868
2016-05-11,-0.1924
2016-05-12,0.2892
2016-05-13,-0.6487
2016-05-14,
2016-05-15,
2016-05-16,1.7896
2016-05-17,-1.3067
2016-05-18,1.3
2016-05-19,0.3089
2016-05-20,1.1372
2016-05-21,
2016-05-22,
2016-05-23,-1.6924000000000001
2016-05-24,0.0
2016-05-25,0.2628
2016-05-26,-0.2383
2016-05-27,0.215
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,1.4299
2016-06-01,0.1175
2016-06-02,0.0939
2016-06-03,0.1641
2016-06-04,
2016-06-05,
2016-06-06,-0.6086
2016-06-07,0.3297
2016-06-08,0.939
2016-06-09,-0.2558
2016-06-10,-0.1865
2016-06-11,
2016-06-12,
2016-06-13,-0.8876
2016-06-14,0.0
2016-06-15,-0.0707
2016-06-16,-3.7736
2016-06-17,-0.6863
2016-06-18,
2016-06-19,
2016-06-20,1.5053999999999998
2016-06-21,0.7537
2016-06-22,-0.1689
2016-06-23,0.8702
2016-06-24,-4.8886
2016-06-25,
2016-06-26,
2016-06-27,-1.0078
2016-06-28,0.8908
2016-06-29,0.2018
2016-06-30,0.9063
2016-07-01,0.5489
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-1.1166
2016-07-06,0.3513
2016-07-07,-0.075
2016-07-08,1.1762
2016-07-09,
2016-07-10,
2016-07-11,1.1872
2016-07-12,0.22
2016-07-13,-0.0732
2016-07-14,0.5858
2016-07-15,0.0971
2016-07-16,
2016-07-17,
2016-07-18,0.2667
2016-07-19,0.6528
2016-07-20,1.8977
2016-07-21,-0.1179
2016-07-22,-0.2596
2016-07-23,
2016-07-24,
2016-07-25,0.8519
2016-07-26,0.0939
2016-07-27,-0.1172
2016-07-28,0.1877
2016-07-29,0.5622
2016-07-30,
2016-07-31,
2016-08-01,0.2096
2016-08-02,-0.9066
2016-08-03,3.7298
2016-08-04,0.1809
2016-08-05,0.9707
2016-08-06,
2016-08-07,
2016-08-08,0.5813
2016-08-09,1.9115
2016-08-10,-0.3272
2016-08-11,-0.3939
2016-08-12,-0.5053
2016-08-13,
2016-08-14,
2016-08-15,0.0662
2016-08-16,-1.6108
2016-08-17,-0.1794
2016-08-18,0.8762
2016-08-19,-0.0668
2016-08-20,
2016-08-21,
2016-08-22,0.4457
2016-08-23,-0.0277
2016-08-24,0.0
2016-08-25,-0.267
2016-08-26,-1.3161
2016-08-27,
2016-08-28,
2016-08-29,0.7685
2016-08-30,0.5608
2016-08-31,-0.4015
2016-09-01,-0.6495
2016-09-02,0.9243
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,0.5361
2016-09-07,0.0889
2016-09-08,-0.6881
2016-09-09,-2.3468999999999998
2016-09-10,
2016-09-11,
2016-09-12,1.3504
2016-09-13,-0.9033
2016-09-14,0.3418
2016-09-15,1.3627
2016-09-16,0.605
2016-09-17,
2016-09-18,
2016-09-19,1.6481
2016-09-20,0.5697
2016-09-21,1.4161000000000001
2016-09-22,1.6971
2016-09-23,-2.2391
2016-09-24,
2016-09-25,
2016-09-26,-1.4477
2016-09-27,0.1316
2016-09-28,0.0
2016-09-29,-0.8321
2016-09-30,0.9715
2016-10-01,
2016-10-02,
2016-10-03,-0.2405
2016-10-04,0.6576
2016-10-05,-0.4355
2016-10-06,-0.4593
2016-10-07,-0.8789
2016-10-08,
2016-10-09,
2016-10-10,-0.266
2016-10-11,-1.6004
2016-10-12,0.8584
2016-10-13,0.0448
2016-10-14,-0.7835
2016-10-15,
2016-10-16,
2016-10-17,-0.2933
2016-10-18,0.2037
2016-10-19,-0.271
2016-10-20,-0.1359
2016-10-21,0.4535
2016-10-22,
2016-10-23,
2016-10-24,1.4221
2016-10-25,-0.3561
2016-10-26,0.4691
2016-10-27,-0.4446
2016-10-28,0.1117
2016-10-29,
2016-10-30,
2016-10-31,0.1785
2016-11-01,0.5344
2016-11-02,-2.8571
2016-11-03,0.342
2016-11-04,-0.6362
2016-11-05,
2016-11-06,
2016-11-07,3.5445
2016-11-08,-1.568
2016-11-09,-0.2019
2016-11-10,0.0225
2016-11-11,4.4954
2016-11-12,
2016-11-13,
2016-11-14,4.9258
2016-11-15,0.861
2016-11-16,2.9472
2016-11-17,2.5864000000000003
2016-11-18,-1.02
2016-11-19,
2016-11-20,
2016-11-21,0.6611
2016-11-22,-0.7533
2016-11-23,0.2733
2016-11-24,
2016-11-25,0.9346
2016-11-26,
2016-11-27,
2016-11-28,-0.2701
2016-11-29,0.1547
2016-11-30,-1.0429
2016-12-01,3.1226
2016-12-02,0.0
2016-12-03,
2016-12-04,
2016-12-05,-0.1703
2016-12-06,1.2133
2016-12-07,1.8168
2016-12-08,1.9132
2016-12-09,-3.556
