date,CSX UW Equity
2019-05-31,-0.7199
2019-06-01,
2019-06-02,
2019-06-03,0.0671
2019-06-04,2.8717
2019-06-05,1.7871000000000001
2019-06-06,-0.6664
2019-06-07,0.7225
2019-06-08,
2019-06-09,
2019-06-10,0.7685
2019-06-11,-0.089
2019-06-12,-0.4707
2019-06-13,-0.7542
2019-06-14,-0.6054
2019-06-15,
2019-06-16,
2019-06-17,-0.609
2019-06-18,1.3559
2019-06-19,-0.4502
2019-06-20,2.145
2019-06-21,-0.4807
2019-06-22,
2019-06-23,
2019-06-24,-1.4618
2019-06-25,-1.8447
2019-06-26,0.1183
2019-06-27,0.3544
2019-06-28,1.2034
2019-06-29,
2019-06-30,
2019-07-01,1.6284999999999998
2019-07-02,-0.4451
2019-07-03,0.511
2019-07-04,
2019-07-05,-0.3559
2019-07-06,
2019-07-07,
2019-07-08,-1.5051
2019-07-09,-0.6734
2019-07-10,-0.1565
2019-07-11,0.8749
2019-07-12,1.7217
2019-07-13,
2019-07-14,
2019-07-15,-0.1018
2019-07-16,1.3376000000000001
2019-07-17,-10.2703
2019-07-18,0.6304
2019-07-19,-2.1161
2019-07-20,
2019-07-21,
2019-07-22,0.8676
2019-07-23,-1.3818
2019-07-24,-1.0295
2019-07-25,0.4045
2019-07-26,-0.777
2019-07-27,
2019-07-28,
2019-07-29,0.9571
2019-07-30,0.8475
2019-07-31,0.2706
2019-08-01,-3.7216
2019-08-02,-0.9737
2019-08-03,
2019-08-04,
2019-08-05,-2.9946
2019-08-06,2.1195
2019-08-07,-0.9024
2019-08-08,1.29
2019-08-09,-0.2547
2019-08-10,
2019-08-11,
2019-08-12,-1.1116
2019-08-13,0.7899
2019-08-14,-2.6677
2019-08-15,-0.2632
2019-08-16,1.0557
2019-08-17,
2019-08-18,
2019-08-19,0.3073
2019-08-20,-0.7658
2019-08-21,0.8489
2019-08-22,1.2244
2019-08-23,-2.2982
2019-08-24,
2019-08-25,
2019-08-26,0.6345
2019-08-27,-0.9534
2019-08-28,1.5215
2019-08-29,2.0798
2019-08-30,0.7668
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-0.9997
2019-09-04,1.7332
2019-09-05,0.8296
2019-09-06,-0.7934
2019-09-07,
2019-09-08,
2019-09-09,2.266
2019-09-10,2.3750999999999998
2019-09-11,0.3961
2019-09-12,0.8172
2019-09-13,1.2858
2019-09-14,
2019-09-15,
2019-09-16,-0.1104
2019-09-17,-1.6715
2019-09-18,-0.0421
2019-09-19,-0.506
2019-09-20,-3.0654
2019-09-21,
2019-09-22,
2019-09-23,0.3498
2019-09-24,-0.334
2019-09-25,0.3497
2019-09-26,0.7986
2019-09-27,-0.7347
2019-09-28,
2019-09-29,
2019-09-30,0.5224
2019-10-01,-3.2482
2019-10-02,-1.1191
2019-10-03,1.0337
2019-10-04,-0.3659
2019-10-05,
2019-10-06,
2019-10-07,0.1199
2019-10-08,-1.3999
2019-10-09,0.5467
2019-10-10,1.0949
2019-10-11,3.1521
2019-10-12,
2019-10-13,
2019-10-14,-0.7096
2019-10-15,0.8897
2019-10-16,-0.2458
2019-10-17,1.1304
2019-10-18,-1.5907
2019-10-19,
2019-10-20,
2019-10-21,3.029
2019-10-22,2.1767
2019-10-23,-0.0415
2019-10-24,-0.8303
2019-10-25,0.921
2019-10-26,
2019-10-27,
2019-10-28,-1.1062
2019-10-29,-0.9648
2019-10-30,0.3106
2019-10-31,-1.0977999999999999
2019-11-01,2.8462
2019-11-02,
2019-11-03,
2019-11-04,1.6881
2019-11-05,0.5307
2019-11-06,-0.3249
2019-11-07,0.5975
2019-11-08,-0.0675
2019-11-09,
2019-11-10,
2019-11-11,-0.1756
2019-11-12,-1.5562
2019-11-13,-1.0997
2019-11-14,-0.1529
2019-11-15,-0.3202
2019-11-16,
2019-11-17,
2019-11-18,-0.8239
2019-11-19,-0.0141
2019-11-20,-2.042
2019-11-21,-0.23
2019-11-22,1.5994000000000002
2019-11-23,
2019-11-24,
2019-11-25,1.8153000000000001
2019-11-26,0.2229
2019-11-27,0.2502
2019-11-28,
2019-11-29,-0.4869
2019-11-30,
2019-12-01,
2019-12-02,-2.1387
2019-12-03,-0.4285
2019-12-04,1.0615
2019-12-05,0.2839
2019-12-06,0.8776
2019-12-07,
2019-12-08,
2019-12-09,-1.2067
2019-12-10,-0.0142
2019-12-11,1.8892
2019-12-12,0.7668
2019-12-13,0.6918
2019-12-14,
2019-12-15,
2019-12-16,0.0137
2019-12-17,-0.9479
2019-12-18,1.165
2019-12-19,-0.4798
2019-12-20,0.8128
2019-12-21,
2019-12-22,
2019-12-23,-0.6286
2019-12-24,0.3575
2019-12-25,
2019-12-26,-0.1507
2019-12-27,-0.0274
2019-12-28,
2019-12-29,
2019-12-30,-0.7001
2019-12-31,0.0276
2020-01-01,
2020-01-02,1.147
2020-01-03,-0.4099
2020-01-04,
2020-01-05,
2020-01-06,-0.5213
2020-01-07,0.6758
2020-01-08,0.5205
2020-01-09,0.4906
2020-01-10,-0.5153
2020-01-11,
2020-01-12,
2020-01-13,1.813
2020-01-14,-0.0402
2020-01-15,0.442
2020-01-16,2.3336
2020-01-17,-0.4431
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-2.055
2020-01-22,-0.294
2020-01-23,2.7208
2020-01-24,0.0783
2020-01-25,
2020-01-26,
2020-01-27,-1.9948000000000001
2020-01-28,1.3968
2020-01-29,1.7187000000000001
2020-01-30,0.3225
2020-01-31,-1.8514
2020-02-01,
2020-02-02,
2020-02-03,0.9955
2020-02-04,0.869
2020-02-05,0.5143
2020-02-06,0.1919
2020-02-07,-0.5746
2020-02-08,
2020-02-09,
2020-02-10,1.297
2020-02-11,-0.4564
2020-02-12,1.229
2020-02-13,0.4466
2020-02-14,-0.3131
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,-0.1005
2020-02-19,0.8301
2020-02-20,0.3493
2020-02-21,-1.1063
2020-02-22,
2020-02-23,
2020-02-24,-1.8854
2020-02-25,-3.1899
2020-02-26,-0.3441
2020-02-27,-3.6914
2020-02-28,-2.5183
2020-02-29,
2020-03-01,
2020-03-02,0.4258
2020-03-03,-2.6007
2020-03-04,4.4841
2020-03-05,-4.2222
2020-03-06,-1.0296
2020-03-07,
2020-03-08,
2020-03-09,-11.5165
2020-03-10,4.1232
2020-03-11,-7.2678
2020-03-12,-8.4034
2020-03-13,8.4816
2020-03-14,
2020-03-15,
2020-03-16,-15.5506
2020-03-17,10.8931
2020-03-18,-6.0634
2020-03-19,7.9262
2020-03-20,-9.3438
2020-03-21,
2020-03-22,
2020-03-23,-4.4315
2020-03-24,16.4499
2020-03-25,1.8559
2020-03-26,3.6087
2020-03-27,-3.8928000000000003
2020-03-28,
2020-03-29,
2020-03-30,3.0734
2020-03-31,-1.241
2020-04-01,-4.2757
2020-04-02,3.6645
2020-04-03,-0.1583
2020-04-04,
2020-04-05,
2020-04-06,7.9267
2020-04-07,-0.1959
2020-04-08,3.8757
2020-04-09,0.7557
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-3.7969
2020-04-14,1.5754000000000001
2020-04-15,-2.6383
2020-04-16,-0.4106
2020-04-17,3.5125
2020-04-18,
2020-04-19,
2020-04-20,-2.8198
2020-04-21,-2.4918
2020-04-22,2.3705
2020-04-23,0.9525
2020-04-24,3.823
2020-04-25,
2020-04-26,
2020-04-27,4.0583
2020-04-28,0.6626
2020-04-29,1.9447
2020-04-30,-2.8173
2020-05-01,-1.8572
2020-05-02,
2020-05-03,
2020-05-04,-1.9385
2020-05-05,0.0471
2020-05-06,-1.7877
2020-05-07,2.0597
2020-05-08,3.4262
2020-05-09,
2020-05-10,
2020-05-11,-0.3025
2020-05-12,-2.6551
2020-05-13,-2.8522
2020-05-14,1.0268
2020-05-15,-1.5404
2020-05-16,
2020-05-17,
2020-05-18,7.0806000000000004
2020-05-19,-0.6477
2020-05-20,3.6386
2020-05-21,-0.8192
2020-05-22,1.0767
2020-05-23,
2020-05-24,
2020-05-25,
2020-05-26,5.2678
2020-05-27,2.0238
2020-05-28,-2.8397
2020-05-29,0.4632
2020-05-30,
2020-05-31,
2020-06-01,-0.9989
2020-06-02,1.8556
2020-06-03,3.4497
2020-06-04,-0.8437
2020-06-05,1.4046
2020-06-06,
2020-06-07,
2020-06-08,-0.9989
2020-06-09,-0.9014
2020-06-10,-0.5023
2020-06-11,-6.8222000000000005
2020-06-12,1.8744
2020-06-13,
2020-06-14,
2020-06-15,0.8337
2020-06-16,0.2994
2020-06-17,-0.6538
2020-06-18,-0.6152
2020-06-19,-2.1304
2020-06-20,
2020-06-21,
2020-06-22,0.8972
2020-06-23,1.2099
2020-06-24,-2.7798
2020-06-25,1.0667
2020-06-26,-3.3861
2020-06-27,
2020-06-28,
2020-06-29,3.9295999999999998
2020-06-30,1.8102
2020-07-01,-2.1508
2020-07-02,0.9086
2020-07-03,
2020-07-04,
2020-07-05,
2020-07-06,2.0186
2020-07-07,-2.4626
2020-07-08,0.8465
2020-07-09,-1.7945
2020-07-10,-0.4716
2020-07-11,
2020-07-12,
2020-07-13,1.6287
2020-07-14,1.0198
2020-07-15,1.9037
2020-07-16,0.5802
2020-07-17,1.5337
2020-07-18,
2020-07-19,
2020-07-20,-0.8315
2020-07-21,1.2158
2020-07-22,1.1459
2020-07-23,-2.3615
2020-07-24,-0.2656
2020-07-25,
2020-07-26,
2020-07-27,0.3504
2020-07-28,-2.0813
2020-07-29,2.5963000000000003
2020-07-30,-2.3359
2020-07-31,1.5661
2020-08-01,
2020-08-02,
2020-08-03,-1.3877
2020-08-04,0.5828
2020-08-05,0.9469
2020-08-06,1.176
2020-08-07,0.9132
2020-08-08,
2020-08-09,
2020-08-10,1.5769
2020-08-11,1.4309
2020-08-12,-0.1464
2020-08-13,-1.3728
2020-08-14,0.3378
2020-08-15,
2020-08-16,
2020-08-17,0.9966
2020-08-18,-0.7734
2020-08-19,-0.4838
2020-08-20,-0.1891
2020-08-21,0.2977
2020-08-22,
2020-08-23,
2020-08-24,1.322
2020-08-25,0.9586
2020-08-26,-0.5539
2020-08-27,1.0343
2020-08-28,1.4963
2020-08-29,
2020-08-30,
2020-08-31,-0.7915
2020-09-01,2.0664
2020-09-02,-0.4613
2020-09-03,-2.6132999999999997
2020-09-04,-0.1851
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-0.3311
2020-09-09,1.8601999999999999
2020-09-10,-1.0957
2020-09-11,1.7805
2020-09-12,
2020-09-13,
2020-09-14,2.3196
2020-09-15,1.6591
2020-09-16,-1.1461000000000001
2020-09-17,0.189
2020-09-18,0.4151
2020-09-19,
2020-09-20,
2020-09-21,-2.8185000000000002
2020-09-22,0.4511
2020-09-23,-1.835
2020-09-24,0.1046
2020-09-25,1.9586999999999999
2020-09-26,
2020-09-27,
2020-09-28,1.6009
2020-09-29,-2.1808
2020-09-30,0.0902
2020-10-01,-1.0429
2020-10-02,0.3773
2020-10-03,
2020-10-04,
2020-10-05,0.7647
2020-10-06,-1.3121
2020-10-07,2.5678
2020-10-08,-1.2454
2020-10-09,0.9909
2020-10-10,
2020-10-11,
2020-10-12,1.3761
2020-10-13,-0.4651
2020-10-14,1.6164
2020-10-15,0.6959
2020-10-16,-1.1354
2020-10-17,
2020-10-18,
2020-10-19,-1.3232
2020-10-20,1.3662
2020-10-21,-1.7596
2020-10-22,3.8237
2020-10-23,-0.5384
2020-10-24,
2020-10-25,
2020-10-26,-2.977
2020-10-27,-0.989
2020-10-28,-2.766
2020-10-29,2.5813
2020-10-30,1.3481
2020-10-31,
2020-11-01,
2020-11-02,3.5723000000000003
2020-11-03,3.0088
2020-11-04,0.7243
2020-11-05,2.5934
2020-11-06,-0.9767
2020-11-07,
2020-11-08,
2020-11-09,2.3439
2020-11-10,3.6281
2020-11-11,-1.488
2020-11-12,-0.3443
2020-11-13,0.9696
2020-11-14,
2020-11-15,
2020-11-16,2.649
2020-11-17,-0.5376
2020-11-18,-1.2649
2020-11-19,0.4051
2020-11-20,-0.1745
2020-11-21,
2020-11-22,
2020-11-23,0.5681
2020-11-24,0.9287
2020-11-25,-0.7265
2020-11-26,
2020-11-27,-0.748
2020-11-28,
2020-11-29,
2020-11-30,-1.3583
2020-12-01,0.633
2020-12-02,0.0662
2020-12-03,-0.2757
2020-12-04,1.5703
2020-12-05,
2020-12-06,
2020-12-07,0.2014
2020-12-08,-0.5813
2020-12-09,0.2514
2020-12-10,-1.8860000000000001
2020-12-11,0.4778
2020-12-12,
2020-12-13,
2020-12-14,-1.6698
2020-12-15,1.462
2020-12-16,-1.2414
2020-12-17,1.6274
2020-12-18,0.1215
2020-12-19,
2020-12-20,
2020-12-21,-1.0699
2020-12-22,-0.1561
2020-12-23,0.134
2020-12-24,0.4238
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,0.6552
2020-12-29,-1.4453
2020-12-30,1.1194
2020-12-31,0.465
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,-3.0413
2021-01-05,1.6934
2021-01-06,2.6598
2021-01-07,2.3623
2021-01-08,1.9249
2021-01-09,
2021-01-10,
2021-01-11,0.1565
2021-01-12,-0.1042
2021-01-13,-1.3035999999999999
2021-01-14,-1.2151
2021-01-15,-0.0749
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,-0.8135
2021-01-20,0.5936
2021-01-21,-1.7166000000000001
2021-01-22,-4.3336
2021-01-23,
2021-01-24,
2021-01-25,0.2738
2021-01-26,-1.1948
