date,MA UN Equity
2006-11-11,
2006-11-12,
2006-11-13,8.2399
2006-11-14,-1.3982
2006-11-15,0.105
2006-11-16,-0.8185
2006-11-17,0.2857
2006-11-18,
2006-11-19,
2006-11-20,1.4769
2006-11-21,4.5847
2006-11-22,2.6441
2006-11-23,
2006-11-24,2.1499
2006-11-25,
2006-11-26,
2006-11-27,-6.1528
2006-11-28,1.778
2006-11-29,-1.5385
2006-11-30,2.5705999999999998
2006-12-01,-0.57
2006-12-02,
2006-12-03,
2006-12-04,-1.0774
2006-12-05,-0.8293
2006-12-06,-0.1209
2006-12-07,0.5548
2006-12-08,0.4213
2006-12-09,
2006-12-10,
2006-12-11,-0.999
2006-12-12,-3.3804
2006-12-13,0.0209
2006-12-14,-0.1775
2006-12-15,0.6172
2006-12-16,
2006-12-17,
2006-12-18,-3.4203
2006-12-19,4.8439
2006-12-20,0.1129
2006-12-21,-1.846
2006-12-22,0.6687
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,-1.2558
2006-12-27,4.4461
2006-12-28,-0.4126
2006-12-29,-0.4749
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,-2.1119
2007-01-04,4.9061
2007-01-05,-0.0791
2007-01-06,
2007-01-07,
2007-01-08,0.0198
2007-01-09,4.6102
2007-01-10,-0.8606
2007-01-11,0.7256
2007-01-12,-0.237
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,0.7126
2007-01-17,2.8679
2007-01-18,-6.007
2007-01-19,2.4783
2007-01-20,
2007-01-21,
2007-01-22,2.4564
2007-01-23,0.7434
2007-01-24,2.7765
2007-01-25,-3.1861
2007-01-26,0.6026
2007-01-27,
2007-01-28,
2007-01-29,1.1242
2007-01-30,0.9204
2007-01-31,0.7223
2007-02-01,0.3317
2007-02-02,-0.8578
2007-02-03,
2007-02-04,
2007-02-05,-0.6399
2007-02-06,0.2721
2007-02-07,1.2212
2007-02-08,2.5380000000000003
2007-02-09,-9.7089
2007-02-10,
2007-02-11,
2007-02-12,-1.4672
2007-02-13,2.5568
2007-02-14,3.1808
2007-02-15,0.0185
2007-02-16,0.2592
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,-0.4616
2007-02-21,-0.4916
2007-02-22,-1.2955999999999999
2007-02-23,-1.2559
2007-02-24,
2007-02-25,
2007-02-26,-0.4877
2007-02-27,-1.0186
2007-02-28,4.0583
2007-03-01,-0.8304
2007-03-02,-3.0389
2007-03-03,
2007-03-04,
2007-03-05,-2.0571
2007-03-06,3.0216
2007-03-07,-4.1062
2007-03-08,3.0485
2007-03-09,-0.3893
2007-03-10,
2007-03-11,
2007-03-12,0.8695
2007-03-13,0.5908
2007-03-14,1.579
2007-03-15,-0.2275
2007-03-16,0.0095
2007-03-17,
2007-03-18,
2007-03-19,1.5389
2007-03-20,0.5613
2007-03-21,2.9863
2007-03-22,-1.0208
2007-03-23,0.2647
2007-03-24,
2007-03-25,
2007-03-26,-1.2561
2007-03-27,-1.1338
2007-03-28,-0.5315
2007-03-29,0.4781
2007-03-30,-0.8863
2007-03-31,
2007-04-01,
2007-04-02,0.6777
2007-04-03,1.4678
2007-04-04,-1.078
2007-04-05,0.7462
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,0.3055
2007-04-10,1.5413999999999999
2007-04-11,-0.1818
2007-04-12,0.0091
2007-04-13,-0.3824
2007-04-14,
2007-04-15,
2007-04-16,0.0
2007-04-17,0.2285
2007-04-18,-0.4013
2007-04-19,0.1099
2007-04-20,0.7043
2007-04-21,
2007-04-22,
2007-04-23,-0.0545
2007-04-24,-1.763
2007-04-25,1.1471
2007-04-26,-0.7134
2007-04-27,5.1032
2007-04-28,
2007-04-29,
2007-04-30,-2.1209
2007-05-01,2.8385
2007-05-02,10.0131
2007-05-03,6.7036
2007-05-04,-0.1187
2007-05-05,
2007-05-06,
2007-05-07,-0.4084
2007-05-08,2.1922
2007-05-09,1.8242
2007-05-10,-0.5231
2007-05-11,0.0072
2007-05-12,
2007-05-13,
2007-05-14,-2.5067
2007-05-15,0.0665
2007-05-16,0.5538
2007-05-17,-0.0734
2007-05-18,1.4402
2007-05-19,
2007-05-20,
2007-05-21,1.0576
2007-05-22,-0.5591
2007-05-23,1.0092
2007-05-24,-0.8207
2007-05-25,0.0648
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,3.5881
2007-05-30,2.1311
2007-05-31,1.6448
2007-06-01,1.0364
2007-06-02,
2007-06-03,
2007-06-04,0.0993
2007-06-05,-1.3554
2007-06-06,-1.4611
2007-06-07,-5.1762
2007-06-08,2.9912
2007-06-09,
2007-06-10,
2007-06-11,-1.379
2007-06-12,2.6201
2007-06-13,3.434
2007-06-14,-0.0067
2007-06-15,4.8972
2007-06-16,
2007-06-17,
2007-06-18,4.4212
2007-06-19,0.3948
2007-06-20,-1.0952
2007-06-21,0.7525
2007-06-22,2.2709
2007-06-23,
2007-06-24,
2007-06-25,-3.8473
2007-06-26,-0.0803
2007-06-27,0.7477
2007-06-28,1.0734
2007-06-29,0.7525
2007-06-30,
2007-07-01,
2007-07-02,0.1869
2007-07-03,-2.3890000000000002
2007-07-04,
2007-07-05,-0.3082
2007-07-06,0.1175
2007-07-07,
2007-07-08,
2007-07-09,-0.42
2007-07-10,-1.7802
2007-07-11,-1.263
2007-07-12,7.3681
2007-07-13,0.7982
2007-07-14,
2007-07-15,
2007-07-16,0.2955
2007-07-17,-0.2769
2007-07-18,-0.2423
2007-07-19,-0.8292
2007-07-20,-1.2841
2007-07-21,
2007-07-22,
2007-07-23,1.4037
2007-07-24,-5.2685
2007-07-25,1.4675
2007-07-26,-1.4773
2007-07-27,-2.9549
2007-07-28,
2007-07-29,
2007-07-30,6.8558
2007-07-31,-2.3027
2007-08-01,-6.7164
2007-08-02,-4.92
2007-08-03,-7.9652
2007-08-04,
2007-08-05,
2007-08-06,4.8453
2007-08-07,4.8321
2007-08-08,2.5993
2007-08-09,-4.5534
2007-08-10,-2.0385
2007-08-11,
2007-08-12,
2007-08-13,-1.3078
2007-08-14,-2.2476
2007-08-15,-3.3553
2007-08-16,0.744
2007-08-17,5.3846
2007-08-18,
2007-08-19,
2007-08-20,0.6569
2007-08-21,1.6389
2007-08-22,3.3247999999999998
2007-08-23,-1.7469999999999999
2007-08-24,-1.7288999999999999
2007-08-25,
2007-08-26,
2007-08-27,-1.1299
2007-08-28,-4.434
2007-08-29,0.984
2007-08-30,-0.712
2007-08-31,3.4121
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,0.9125
2007-09-05,-1.9386999999999999
2007-09-06,-0.5828
2007-09-07,-3.3835
2007-09-08,
2007-09-09,
2007-09-10,-0.384
2007-09-11,1.8965
2007-09-12,3.5258000000000003
2007-09-13,1.9513
2007-09-14,-1.1828
2007-09-15,
2007-09-16,
2007-09-17,-0.8197
2007-09-18,6.6486
2007-09-19,2.5307
2007-09-20,0.0067
2007-09-21,-1.9731
2007-09-22,
2007-09-23,
2007-09-24,-2.934
2007-09-25,0.5131
2007-09-26,-0.0979
2007-09-27,3.6052
2007-09-28,-0.0203
2007-09-29,
2007-09-30,
2007-10-01,3.6494
2007-10-02,-0.2543
2007-10-03,2.5886
2007-10-04,2.9374000000000002
2007-10-05,0.5633
2007-10-06,
2007-10-07,
2007-10-08,-0.0616
2007-10-09,0.2033
2007-10-10,1.3092
2007-10-11,-1.808
2007-10-12,0.8465
2007-10-13,
2007-10-14,
2007-10-15,-3.2474
2007-10-16,-1.4628999999999999
2007-10-17,-0.5398
2007-10-18,-0.5756
2007-10-19,-1.3791
2007-10-20,
2007-10-21,
2007-10-22,-3.3047
2007-10-23,1.187
2007-10-24,-0.6944
2007-10-25,2.7699
2007-10-26,3.7323
2007-10-27,
2007-10-28,
2007-10-29,0.2038
2007-10-30,-0.1271
2007-10-31,20.6172
2007-11-01,-0.1108
2007-11-02,0.3697
2007-11-03,
2007-11-04,
2007-11-05,-2.1627
2007-11-06,7.2447
2007-11-07,0.0401
2007-11-08,-4.0305
2007-11-09,0.8149
2007-11-10,
2007-11-11,
2007-11-12,-5.7617
2007-11-13,3.8102
2007-11-14,-1.0805
2007-11-15,-1.0119
2007-11-16,-0.0054
2007-11-17,
2007-11-18,
2007-11-19,-1.6065
2007-11-20,0.1209
2007-11-21,-0.6589
2007-11-22,
2007-11-23,0.0995
2007-11-24,
2007-11-25,
2007-11-26,0.0607
2007-11-27,1.4624
2007-11-28,6.3853
2007-11-29,1.0941
2007-11-30,1.4716
2007-12-01,
2007-12-02,
2007-12-03,0.613
2007-12-04,-3.0166
2007-12-05,2.186
2007-12-06,2.974
2007-12-07,1.7377
2007-12-08,
2007-12-09,
2007-12-10,2.7958
2007-12-11,0.9468
2007-12-12,-1.6552
2007-12-13,4.3478
2007-12-14,-2.9749
2007-12-15,
2007-12-16,
2007-12-17,-5.3703
2007-12-18,-1.542
2007-12-19,5.2386
2007-12-20,-2.6326
2007-12-21,2.7086
2007-12-22,
2007-12-23,
2007-12-24,-0.1083
2007-12-25,
2007-12-26,-1.2446
2007-12-27,0.2626
2007-12-28,-0.0143
2007-12-29,
2007-12-30,
2007-12-31,2.4762
2008-01-01,
2008-01-02,-0.2416
2008-01-03,-1.1925
2008-01-04,-5.1527
2008-01-05,
2008-01-06,
2008-01-07,-0.338
2008-01-08,-1.8154
2008-01-09,-0.0711
2008-01-10,-0.3001
2008-01-11,-8.5821
2008-01-12,
2008-01-13,
2008-01-14,-0.5302
2008-01-15,-1.8068
2008-01-16,0.3029
2008-01-17,0.7691
2008-01-18,-1.2777
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,4.3237
2008-01-23,5.7364
2008-01-24,-0.4361
2008-01-25,0.8604
2008-01-26,
2008-01-27,
2008-01-28,-2.2902
2008-01-29,1.3016
2008-01-30,-1.2849
2008-01-31,9.5238
2008-02-01,4.0676
2008-02-02,
2008-02-03,
2008-02-04,0.2692
2008-02-05,-4.2685
2008-02-06,-0.885
2008-02-07,-1.9859
2008-02-08,2.3546
2008-02-09,
2008-02-10,
2008-02-11,0.2432
2008-02-12,-1.0237
2008-02-13,0.3725
2008-02-14,-1.2356
2008-02-15,1.8641999999999999
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,-0.8738
2008-02-20,1.9687000000000001
2008-02-21,-1.7962
2008-02-22,-0.489
2008-02-23,
2008-02-24,
2008-02-25,-2.472
2008-02-26,-1.295
2008-02-27,-2.3943
2008-02-28,1.8359
2008-02-29,-2.414
2008-03-01,
2008-03-02,
2008-03-03,-0.7579
2008-03-04,2.0736
2008-03-05,-0.7638
2008-03-06,-0.5288
2008-03-07,1.3264
2008-03-08,
2008-03-09,
2008-03-10,-0.5246
2008-03-11,2.2663
2008-03-12,4.1156
2008-03-13,2.8543
2008-03-14,-0.5102
2008-03-15,
2008-03-16,
2008-03-17,-3.4172000000000002
2008-03-18,4.3321
2008-03-19,-0.8847
2008-03-20,5.7536000000000005
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,-1.7606000000000002
2008-03-25,3.9169
2008-03-26,-0.9468
2008-03-27,-0.9648
2008-03-28,-1.4046
2008-03-29,
2008-03-30,
2008-03-31,2.477
2008-04-01,2.9643
2008-04-02,-2.5479000000000003
2008-04-03,3.352
2008-04-04,-2.0238
2008-04-05,
2008-04-06,
2008-04-07,-0.075
2008-04-08,2.3072
2008-04-09,-1.1751
2008-04-10,0.0743
2008-04-11,-0.1398
2008-04-12,
2008-04-13,
2008-04-14,-0.6562
2008-04-15,-1.0656
2008-04-16,2.577
2008-04-17,0.013
2008-04-18,1.3926
2008-04-19,
2008-04-20,
2008-04-21,0.9798
2008-04-22,-0.5847
2008-04-23,-0.2898
2008-04-24,2.3981
2008-04-25,-0.9017
2008-04-26,
2008-04-27,
2008-04-28,2.1526
2008-04-29,12.9814
2008-04-30,1.5257
2008-05-01,5.673
2008-05-02,-3.0278
2008-05-03,
2008-05-04,
2008-05-05,2.0208
2008-05-06,1.795
2008-05-07,-1.6925
2008-05-08,0.8247
2008-05-09,-2.2358000000000002
2008-05-10,
2008-05-11,
2008-05-12,1.1888
2008-05-13,-0.503
2008-05-14,-0.8102
2008-05-15,0.1082
2008-05-16,-1.1752
2008-05-17,
2008-05-18,
2008-05-19,-1.1997
2008-05-20,-0.8393
2008-05-21,0.3602
2008-05-22,-0.9869
2008-05-23,-0.9714
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,2.0277
2008-05-28,2.9165
2008-05-29,7.7068
2008-05-30,-0.1133
2008-05-31,
2008-06-01,
2008-06-02,3.6773
2008-06-03,-3.9375
2008-06-04,-3.2531
2008-06-05,2.9455
2008-06-06,-3.4067
2008-06-07,
2008-06-08,
2008-06-09,-1.4642
2008-06-10,-1.8359999999999999
2008-06-11,-2.3912
2008-06-12,1.8588
2008-06-13,2.834
2008-06-14,
2008-06-15,
2008-06-16,0.6873
2008-06-17,-0.7675
2008-06-18,0.3012
2008-06-19,-0.1672
2008-06-20,-2.9356999999999998
2008-06-21,
2008-06-22,
2008-06-23,-0.5246
2008-06-24,-0.761
2008-06-25,3.3598
2008-06-26,-4.8518
2008-06-27,-1.4543
2008-06-28,
2008-06-29,
2008-06-30,-2.2818
2008-07-01,-0.8173
2008-07-02,-2.9846
2008-07-03,-0.685
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-3.011
2008-07-08,7.3751
2008-07-09,-4.8628
2008-07-10,0.7761
2008-07-11,1.639
2008-07-12,
2008-07-13,
2008-07-14,0.0583
2008-07-15,-2.7689
2008-07-16,8.3197
2008-07-17,5.4572
2008-07-18,-1.7972000000000001
2008-07-19,
2008-07-20,
2008-07-21,-4.6144
2008-07-22,2.221
2008-07-23,-1.0407
2008-07-24,-4.6199
2008-07-25,1.9615
2008-07-26,
2008-07-27,
2008-07-28,-3.7374
2008-07-29,3.311
2008-07-30,3.2926
2008-07-31,-9.8179
2008-08-01,-2.8179
2008-08-02,
2008-08-03,
2008-08-04,-2.6763
2008-08-05,2.6806
2008-08-06,-2.1551
2008-08-07,-3.0172
2008-08-08,3.1689
2008-08-09,
2008-08-10,
2008-08-11,1.301
2008-08-12,-1.7989000000000002
2008-08-13,1.1173
2008-08-14,1.0193
2008-08-15,1.3014999999999999
2008-08-16,
2008-08-17,
2008-08-18,-0.4352
2008-08-19,0.2774
2008-08-20,1.991
2008-08-21,-0.8466
2008-08-22,0.1575
2008-08-23,
2008-08-24,
2008-08-25,-3.079
2008-08-26,1.0888
2008-08-27,0.0929
2008-08-28,2.3252
2008-08-29,0.0289
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-1.3812
2008-09-03,-4.0008
2008-09-04,-5.9226
2008-09-05,2.5042999999999997
2008-09-06,
2008-09-07,
2008-09-08,-0.9167
2008-09-09,-5.7928
2008-09-10,3.2027
2008-09-11,5.7566
2008-09-12,-0.789
2008-09-13,
2008-09-14,
2008-09-15,-5.3838
2008-09-16,1.4355
2008-09-17,-8.7612
2008-09-18,6.3983
2008-09-19,7.9845
2008-09-20,
2008-09-21,
2008-09-22,-10.1252
2008-09-23,-2.1642
2008-09-24,-1.8434
2008-09-25,-2.053
2008-09-26,-2.7789
2008-09-27,
2008-09-28,
2008-09-29,-9.2073
2008-09-30,5.5347
2008-10-01,-3.3779
2008-10-02,-6.5425
2008-10-03,0.0437
2008-10-04,
2008-10-05,
2008-10-06,4.5006
2008-10-07,-5.2028
2008-10-08,3.1443
2008-10-09,-4.7939
2008-10-10,-2.5625999999999998
2008-10-11,
2008-10-12,
2008-10-13,14.4288
2008-10-14,0.2707
2008-10-15,-11.7884
2008-10-16,2.0384
2008-10-17,0.0447
2008-10-18,
2008-10-19,
2008-10-20,-4.2169
2008-10-21,-0.2398
2008-10-22,-5.9087
2008-10-23,-3.4981999999999998
2008-10-24,-3.9558999999999997
2008-10-25,
2008-10-26,
2008-10-27,-3.269
2008-10-28,7.6454
2008-10-29,-0.2059
2008-10-30,3.1902
2008-10-31,5.5405
2008-11-01,
2008-11-02,
2008-11-03,-2.6586
2008-11-04,18.3126
2008-11-05,-8.441
2008-11-06,-8.0644
2008-11-07,3.0914
2008-11-08,
2008-11-09,
2008-11-10,-3.3033
2008-11-11,-0.945
2008-11-12,-3.5548
2008-11-13,7.7087
2008-11-14,-2.2519
2008-11-15,
2008-11-16,
2008-11-17,-5.5262
2008-11-18,4.1697
2008-11-19,-8.3876
2008-11-20,-6.5231
2008-11-21,4.5008
2008-11-22,
2008-11-23,
2008-11-24,3.896
2008-11-25,5.7732
2008-11-26,4.6742
2008-11-27,
2008-11-28,-0.1786
2008-11-29,
2008-11-30,
2008-12-01,-9.8486
2008-12-02,2.275
2008-12-03,2.9634
2008-12-04,-3.3855
2008-12-05,5.1399
2008-12-06,
2008-12-07,
2008-12-08,5.1242
2008-12-09,-2.7766
2008-12-10,1.2499
2008-12-11,-4.5793
2008-12-12,0.3252
2008-12-13,
2008-12-14,
2008-12-15,0.3458
2008-12-16,6.3249
2008-12-17,0.3916
2008-12-18,0.0874
2008-12-19,2.3722
2008-12-20,
2008-12-21,
2008-12-22,-4.6869
2008-12-23,-2.4656000000000002
2008-12-24,0.4307
2008-12-25,
2008-12-26,-0.914
2008-12-27,
2008-12-28,
2008-12-29,-1.1282
2008-12-30,-0.1794
2008-12-31,2.7608
2009-01-01,
2009-01-02,4.7926
2009-01-03,
2009-01-04,
2009-01-05,2.3234
2009-01-06,5.7158
2009-01-07,-6.0486
2009-01-08,0.4669
2009-01-09,-1.7934
2009-01-10,
2009-01-11,
2009-01-12,-1.333
2009-01-13,1.6212
2009-01-14,-3.4166
2009-01-15,-10.3235
2009-01-16,-1.5963
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-7.0504
2009-01-21,10.8407
2009-01-22,-2.4603
2009-01-23,-2.6387
2009-01-24,
2009-01-25,
2009-01-26,-1.8573
2009-01-27,2.9565
2009-01-28,5.4434000000000005
2009-01-29,-3.4191
2009-01-30,5.1824
2009-01-31,
2009-02-01,
2009-02-02,0.8838
2009-02-03,1.9857
2009-02-04,0.3221
2009-02-05,14.0492
2009-02-06,1.6642000000000001
2009-02-07,
2009-02-08,
2009-02-09,-0.2954
2009-02-10,-2.4997
2009-02-11,3.8045
2009-02-12,-1.3294000000000001
2009-02-13,0.0618
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-4.2063
2009-02-18,2.5469
2009-02-19,-2.8232
2009-02-20,2.2388
2009-02-21,
2009-02-22,
2009-02-23,-3.4365
2009-02-24,5.6954
2009-02-25,0.8061
2009-02-26,-4.2259
2009-02-27,1.4965
2009-02-28,
2009-03-01,
2009-03-02,-4.6827
2009-03-03,0.2523
2009-03-04,-0.351
2009-03-05,-2.3658
2009-03-06,-3.0493
2009-03-07,
2009-03-08,
2009-03-09,0.0
2009-03-10,4.2404
2009-03-11,-0.431
2009-03-12,6.2432
2009-03-13,0.7895
2009-03-14,
2009-03-15,
2009-03-16,-2.9183
2009-03-17,5.6542
2009-03-18,-1.6197
2009-03-19,-3.5368
2009-03-20,0.928
2009-03-21,
2009-03-22,
2009-03-23,4.7322
2009-03-24,-0.0061
2009-03-25,1.013
2009-03-26,3.2517
2009-03-27,-1.4186
2009-03-28,
2009-03-29,
2009-03-30,-2.6393
2009-03-31,2.717
2009-04-01,-4.4184
2009-04-02,3.4858000000000002
2009-04-03,5.0646
2009-04-04,
2009-04-05,
2009-04-06,-1.4479
2009-04-07,-3.3638
2009-04-08,1.0376
2009-04-09,3.0658
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,2.0874
2009-04-14,-5.6572
2009-04-15,-0.3853
2009-04-16,-2.2725
2009-04-17,0.8411
2009-04-18,
2009-04-19,
2009-04-20,-6.8748000000000005
2009-04-21,8.245
2009-04-22,-2.1902
2009-04-23,2.7866
2009-04-24,4.7443
2009-04-25,
2009-04-26,
2009-04-27,-4.3561
2009-04-28,1.2021
2009-04-29,6.3686
2009-04-30,2.9404
2009-05-01,-5.7509
2009-05-02,
2009-05-03,
2009-05-04,3.5223
2009-05-05,2.4694
2009-05-06,0.0109
2009-05-07,-1.4447
2009-05-08,2.3786
2009-05-09,
2009-05-10,
2009-05-11,-2.2153
2009-05-12,-1.5361
2009-05-13,-4.1751
2009-05-14,1.5167000000000002
2009-05-15,-0.1269
2009-05-16,
2009-05-17,
2009-05-18,0.156
2009-05-19,-3.8466
2009-05-20,1.7393
2009-05-21,1.2144
2009-05-22,-1.9395
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,0.1485
2009-05-27,-0.7295
2009-05-28,2.8259
2009-05-29,2.4519
2009-05-30,
2009-05-31,
2009-06-01,-1.4745
2009-06-02,-3.0737
2009-06-03,-0.5226
2009-06-04,0.5313
2009-06-05,-0.4276
2009-06-06,
2009-06-07,
2009-06-08,-1.0198
2009-06-09,1.3316
2009-06-10,3.2227
2009-06-11,-2.1025
2009-06-12,-1.7005
2009-06-13,
2009-06-14,
2009-06-15,-0.3532
2009-06-16,-1.7481
2009-06-17,0.428
2009-06-18,-0.5296
2009-06-19,-1.2485
2009-06-20,
2009-06-21,
2009-06-22,-2.8324
2009-06-23,2.1368
2009-06-24,0.5808
2009-06-25,1.9992999999999999
2009-06-26,2.8184
2009-06-27,
2009-06-28,
2009-06-29,-0.4499
2009-06-30,-0.4996
2009-07-01,-0.8786
2009-07-02,0.2653
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,0.3187
2009-07-07,-3.483
2009-07-08,-0.0932
2009-07-09,1.3068
2009-07-10,-1.3759000000000001
2009-07-11,
2009-07-12,
2009-07-13,3.0892
2009-07-14,0.2477
2009-07-15,3.8811999999999998
2009-07-16,3.4229
2009-07-17,0.8807
2009-07-18,
2009-07-19,
2009-07-20,0.8786
2009-07-21,-0.2646
2009-07-22,0.2984
2009-07-23,2.419
2009-07-24,-0.2152
2009-07-25,
2009-07-26,
2009-07-27,1.9734
2009-07-28,-1.1579
2009-07-29,0.8612
2009-07-30,2.9488
2009-07-31,-0.0412
2009-08-01,
2009-08-02,
2009-08-03,3.417
2009-08-04,1.216
2009-08-05,-0.0591
2009-08-06,-0.739
2009-08-07,1.4195
2009-08-08,
2009-08-09,
2009-08-10,-0.9788
2009-08-11,0.173
2009-08-12,0.8042
2009-08-13,-0.1713
2009-08-14,-0.6668
2009-08-15,
2009-08-16,
2009-08-17,-3.292
2009-08-18,1.1381000000000001
2009-08-19,-0.439
2009-08-20,2.8991
2009-08-21,2.0835
2009-08-22,
2009-08-23,
2009-08-24,-1.4572
2009-08-25,2.3013
2009-08-26,-1.0721
2009-08-27,-0.0435
2009-08-28,-1.4666000000000001
2009-08-29,
2009-08-30,
2009-08-31,-0.4618
2009-09-01,-0.9673
2009-09-02,-0.1096
2009-09-03,1.4717
2009-09-04,1.3029
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,0.6794
2009-09-09,1.3786
2009-09-10,0.6134
2009-09-11,-1.3185
2009-09-12,
2009-09-13,
2009-09-14,-0.3927
2009-09-15,2.904
2009-09-16,2.6772
2009-09-17,0.2002
2009-09-18,1.5304
2009-09-19,
2009-09-20,
2009-09-21,-0.4249
2009-09-22,0.8804
2009-09-23,-2.311
2009-09-24,-2.0284
2009-09-25,-4.7641
2009-09-26,
2009-09-27,
2009-09-28,1.6804999999999999
2009-09-29,-0.6726
2009-09-30,-2.2202
2009-10-01,-1.3554
2009-10-02,0.1404
2009-10-03,
2009-10-04,
2009-10-05,0.4207
2009-10-06,0.1097
2009-10-07,5.1308
2009-10-08,0.0284
2009-10-09,1.6401
2009-10-10,
2009-10-11,
2009-10-12,0.7369
2009-10-13,0.6296
2009-10-14,0.9753
2009-10-15,2.6791
2009-10-16,-0.6612
2009-10-17,
2009-10-18,
2009-10-19,0.7728
2009-10-20,-0.266
2009-10-21,0.2978
2009-10-22,1.5997
2009-10-23,0.2966
2009-10-24,
2009-10-25,
2009-10-26,-4.005
2009-10-27,-0.0906
2009-10-28,-0.0227
2009-10-29,3.3651
