date,DISCA UW Equity
2005-11-24,
2005-11-25,0.1898
2005-11-26,
2005-11-27,
2005-11-28,-0.5682
2005-11-29,0.0
2005-11-30,-0.8889
2005-12-01,0.1922
2005-12-02,-0.2558
2005-12-03,
2005-12-04,
2005-12-05,-0.7051
2005-12-06,-2.4532
2005-12-07,1.1913
2005-12-08,1.308
2005-12-09,-0.0646
2005-12-10,
2005-12-11,
2005-12-12,2.0672
2005-12-13,1.0759
2005-12-14,0.1879
2005-12-15,-2.8125
2005-12-16,3.3441
2005-12-17,
2005-12-18,
2005-12-19,-2.738
2005-12-20,-0.8957
2005-12-21,-0.9684
2005-12-22,-0.3911
2005-12-23,0.9162
2005-12-24,
2005-12-25,
2005-12-26,
2005-12-27,-0.7134
2005-12-28,-0.6532
2005-12-29,0.263
2005-12-30,-0.6557
2005-12-31,
2006-01-01,
2006-01-02,
2006-01-03,0.0
2006-01-04,0.9901
2006-01-05,-0.2614
2006-01-06,0.5898
2006-01-07,
2006-01-08,
2006-01-09,-0.3257
2006-01-10,0.1961
2006-01-11,-0.2609
2006-01-12,-0.1962
2006-01-13,-0.2621
2006-01-14,
2006-01-15,
2006-01-16,
2006-01-17,1.5769
2006-01-18,0.0
2006-01-19,0.3234
2006-01-20,-1.225
2006-01-21,
2006-01-22,
2006-01-23,0.5875
2006-01-24,0.0
2006-01-25,-0.5191
2006-01-26,0.4566
2006-01-27,0.7143
2006-01-28,
2006-01-29,
2006-01-30,-1.0316
2006-01-31,-1.2378
2006-02-01,-1.0554
2006-02-02,-2.8
2006-02-03,-0.0686
2006-02-04,
2006-02-05,
2006-02-06,-0.1373
2006-02-07,-0.8935
2006-02-08,3.4674
2006-02-09,-0.8043
2006-02-10,-2.0946
2006-02-11,
2006-02-12,
2006-02-13,-0.069
2006-02-14,-0.2072
2006-02-15,0.2076
2006-02-16,1.2431
2006-02-17,-1.0232
2006-02-18,
2006-02-19,
2006-02-20,
2006-02-21,-0.2757
2006-02-22,0.4147
2006-02-23,-0.0688
2006-02-24,-0.6887
2006-02-25,
2006-02-26,
2006-02-27,2.9126
2006-02-28,-1.6173
2006-03-01,0.9589
2006-03-02,-1.5604
2006-03-03,-0.2757
2006-03-04,
2006-03-05,
2006-03-06,-0.0691
2006-03-07,-0.6224
2006-03-08,-0.9743
2006-03-09,0.0703
2006-03-10,0.7725
2006-03-11,
2006-03-12,
2006-03-13,1.1847
2006-03-14,1.6529
2006-03-15,1.2873
2006-03-16,-1.7391
2006-03-17,-0.6807
2006-03-18,
2006-03-19,
2006-03-20,-0.6854
2006-03-21,-0.069
2006-03-22,-0.7597
2006-03-23,2.0877
2006-03-24,-1.3633
2006-03-25,
2006-03-26,
2006-03-27,0.5529
2006-03-28,0.0
2006-03-29,2.3368
2006-03-30,0.403
2006-03-31,0.3344
2006-04-01,
2006-04-02,
2006-04-03,-0.2667
2006-04-04,1.0695000000000001
2006-04-05,-0.5952
2006-04-06,0.0
2006-04-07,-0.2661
2006-04-08,
2006-04-09,
2006-04-10,-1.0007
2006-04-11,-0.7412
2006-04-12,0.2716
2006-04-13,-1.2864
2006-04-14,
2006-04-15,
2006-04-16,
2006-04-17,-0.9602
2006-04-18,0.9003
2006-04-19,0.1373
2006-04-20,0.6854
2006-04-21,0.1361
2006-04-22,
2006-04-23,
2006-04-24,-0.5438
2006-04-25,-0.2734
2006-04-26,-0.4112
2006-04-27,2.2023
2006-04-28,0.3367
2006-04-29,
2006-04-30,
2006-05-01,0.6711
2006-05-02,-1.8
2006-05-03,-1.9687999999999999
2006-05-04,0.277
2006-05-05,-0.4834
2006-05-06,
2006-05-07,
2006-05-08,0.0694
2006-05-09,-0.1387
2006-05-10,-0.9028
2006-05-11,0.0
2006-05-12,-1.822
2006-05-13,
2006-05-14,
2006-05-15,2.1413
2006-05-16,0.6289
2006-05-17,-2.3611
2006-05-18,-1.7069999999999999
2006-05-19,0.0
2006-05-20,
2006-05-21,
2006-05-22,-1.0854
2006-05-23,0.5121
2006-05-24,0.7278
2006-05-25,0.0
2006-05-26,0.2168
2006-05-27,
2006-05-28,
2006-05-29,
2006-05-30,-0.1442
2006-05-31,0.1444
2006-06-01,2.3792
2006-06-02,1.2676
2006-06-03,
2006-06-04,
2006-06-05,-2.6426
2006-06-06,0.0
2006-06-07,-1.2143
2006-06-08,-0.1446
2006-06-09,-0.2896
2006-06-10,
2006-06-11,
2006-06-12,0.0726
2006-06-13,0.8708
2006-06-14,-0.1439
2006-06-15,4.9712
2006-06-16,-2.1277
2006-06-17,
2006-06-18,
2006-06-19,0.6311
2006-06-20,0.5575
2006-06-21,1.2474
2006-06-22,-2.1903
2006-06-23,-0.14
2006-06-24,
2006-06-25,
2006-06-26,0.7708
2006-06-27,-1.0431
2006-06-28,0.9838
2006-06-29,3.3403
2006-06-30,-1.4815
2006-07-01,
2006-07-02,
2006-07-03,0.7519
2006-07-04,
2006-07-05,-1.3569
2006-07-06,-0.8941
2006-07-07,-0.9715
2006-07-08,
2006-07-09,
2006-07-10,-0.911
2006-07-11,-0.2122
2006-07-12,-0.4961
2006-07-13,-0.0712
2006-07-14,-1.0691
2006-07-15,
2006-07-16,
2006-07-17,-1.0086
2006-07-18,-0.3639
2006-07-19,-0.073
2006-07-20,-0.8041
2006-07-21,-0.4422
2006-07-22,
2006-07-23,
2006-07-24,0.0
2006-07-25,0.8882
2006-07-26,-0.6603
2006-07-27,-0.2954
2006-07-28,-0.1481
2006-07-29,
2006-07-30,
2006-07-31,-1.1869
2006-08-01,-0.3754
2006-08-02,1.8839000000000001
2006-08-03,0.2959
2006-08-04,0.4425
2006-08-05,
2006-08-06,
2006-08-07,1.6886999999999999
2006-08-08,-1.8773
2006-08-09,-2.5018000000000002
2006-08-10,2.0377
2006-08-11,3.8462
2006-08-12,
2006-08-13,
2006-08-14,-1.4957
2006-08-15,2.6029999999999998
2006-08-16,-0.2114
2006-08-17,1.7654999999999998
2006-08-18,-1.1797
2006-08-19,
2006-08-20,
2006-08-21,0.2809
2006-08-22,-0.4202
2006-08-23,-0.8439
2006-08-24,-0.7092
2006-08-25,0.1429
2006-08-26,
2006-08-27,
2006-08-28,0.0
2006-08-29,-0.428
2006-08-30,-1.0029
2006-08-31,1.3748
2006-09-01,0.0714
2006-09-02,
2006-09-03,
2006-09-04,
2006-09-05,-1.9258
2006-09-06,-0.0727
2006-09-07,-1.1645
2006-09-08,0.7364
2006-09-09,
2006-09-10,
2006-09-11,0.2924
2006-09-12,-0.0729
2006-09-13,0.5835
2006-09-14,-2.248
2006-09-15,3.1157
2006-09-16,
2006-09-17,
2006-09-18,0.1439
2006-09-19,-0.2155
2006-09-20,0.576
2006-09-21,0.2147
2006-09-22,-0.3571
2006-09-23,
2006-09-24,
2006-09-25,0.3584
2006-09-26,0.2857
2006-09-27,2.4929
2006-09-28,0.3475
2006-09-29,0.1385
2006-09-30,
2006-10-01,
2006-10-02,-0.0692
2006-10-03,0.1384
2006-10-04,1.1748
2006-10-05,1.6393
2006-10-06,-0.9409
2006-10-07,
2006-10-08,
2006-10-09,0.0
2006-10-10,0.4749
2006-10-11,-1.0804
2006-10-12,0.3413
2006-10-13,1.2925
2006-10-14,
2006-10-15,
2006-10-16,0.0
2006-10-17,-0.6716
2006-10-18,-1.0818
2006-10-19,0.1367
2006-10-20,2.7986
2006-10-21,
2006-10-22,
2006-10-23,-0.5312
2006-10-24,-1.0013
2006-10-25,-0.4046
2006-10-26,1.6926
2006-10-27,-1.2650000000000001
2006-10-28,
2006-10-29,
2006-10-30,0.6069
2006-10-31,-0.5362
2006-11-01,-0.6065
2006-11-02,1.1525
2006-11-03,0.2011
2006-11-04,
2006-11-05,
2006-11-06,-0.7358
2006-11-07,0.7412
2006-11-08,0.8696
2006-11-09,-1.061
2006-11-10,0.7373
2006-11-11,
2006-11-12,
2006-11-13,0.3327
2006-11-14,1.5915
2006-11-15,0.9791
2006-11-16,1.4221
2006-11-17,0.1912
2006-11-18,
2006-11-19,
2006-11-20,-1.5903
2006-11-21,-0.5818
2006-11-22,0.6502
2006-11-23,
2006-11-24,-0.5168
2006-11-25,
2006-11-26,
2006-11-27,-1.1039
2006-11-28,-0.9192
2006-11-29,0.3976
2006-11-30,1.2541
2006-12-01,-1.3038
2006-12-02,
2006-12-03,
2006-12-04,-0.3963
2006-12-05,0.5968
2006-12-06,-0.1978
2006-12-07,0.7926
2006-12-08,4.2595
2006-12-09,
2006-12-10,
2006-12-11,2.7656
2006-12-12,0.2446
2006-12-13,-0.4271
2006-12-14,2.3284000000000002
2006-12-15,-2.6946
2006-12-16,
2006-12-17,
2006-12-18,0.1231
2006-12-19,-1.0449
2006-12-20,0.1242
2006-12-21,-0.1241
2006-12-22,-0.1242
2006-12-23,
2006-12-24,
2006-12-25,
2006-12-26,0.1866
2006-12-27,1.0552
2006-12-28,-1.0442
2006-12-29,-0.1241
2006-12-30,
2006-12-31,
2007-01-01,
2007-01-02,
2007-01-03,2.4859999999999998
2007-01-04,-0.4245
2007-01-05,-0.6699
2007-01-06,
2007-01-07,
2007-01-08,1.9007
2007-01-09,-0.6619
2007-01-10,0.7268
2007-01-11,0.6615
2007-01-12,0.9558
2007-01-13,
2007-01-14,
2007-01-15,
2007-01-16,2.6036
2007-01-17,-1.2687
2007-01-18,0.4089
2007-01-19,-0.1163
2007-01-20,
2007-01-21,
2007-01-22,-0.9319
2007-01-23,-0.1764
2007-01-24,0.6478
2007-01-25,-2.7500999999999998
2007-01-26,-1.1432
2007-01-27,
2007-01-28,
2007-01-29,1.8258999999999999
2007-01-30,-1.315
2007-01-31,0.3634
2007-02-01,0.8449
2007-02-02,-0.778
2007-02-03,
2007-02-04,
2007-02-05,-0.9047
2007-02-06,-1.2781
2007-02-07,-0.5549
2007-02-08,0.186
2007-02-09,-0.6807
2007-02-10,
2007-02-11,
2007-02-12,0.6854
2007-02-13,1.052
2007-02-14,1.1635
2007-02-15,0.5448
2007-02-16,-1.3245
2007-02-17,
2007-02-18,
2007-02-19,
2007-02-20,1.1592
2007-02-21,-0.8444
2007-02-22,-1.0341
2007-02-23,-0.4302
2007-02-24,
2007-02-25,
2007-02-26,0.3704
2007-02-27,-2.2755
2007-02-28,1.0699
2007-03-01,0.7472
2007-03-02,-1.2361
2007-03-03,
2007-03-04,
2007-03-05,-0.1252
2007-03-06,5.2005
2007-03-07,1.3103
2007-03-08,0.823
2007-03-09,0.5248
2007-03-10,
2007-03-11,
2007-03-12,-0.174
2007-03-13,-1.3945
2007-03-14,-0.1179
2007-03-15,0.295
2007-03-16,0.6471
2007-03-17,
2007-03-18,
2007-03-19,1.052
2007-03-20,-1.2146
2007-03-21,4.8009
2007-03-22,-1.1173
2007-03-23,3.6723
2007-03-24,
2007-03-25,
2007-03-26,-0.4905
2007-03-27,0.2191
2007-03-28,0.0546
2007-03-29,6.1169
2007-03-30,-1.544
2007-03-31,
2007-04-01,
2007-04-02,1.15
2007-04-03,2.0672
2007-04-04,1.6709
2007-04-05,-0.4482
2007-04-06,
2007-04-07,
2007-04-08,
2007-04-09,0.9005
2007-04-10,1.9336
2007-04-11,0.0973
2007-04-12,0.826
2007-04-13,0.6747
2007-04-14,
2007-04-15,
2007-04-16,1.1489
2007-04-17,-1.5617999999999999
2007-04-18,1.4423
2007-04-19,-1.1848
2007-04-20,1.5348000000000002
2007-04-21,
2007-04-22,
2007-04-23,-1.1337
2007-04-24,2.0067
2007-04-25,3.0445
2007-04-26,-1.9545
2007-04-27,0.7881
2007-04-28,
2007-04-29,
2007-04-30,0.046
2007-05-01,-0.8736
2007-05-02,-0.4174
2007-05-03,2.6549
2007-05-04,-0.3176
2007-05-05,
2007-05-06,
2007-05-07,3.8689
2007-05-08,0.6573
2007-05-09,-2.4815
2007-05-10,-1.875
2007-05-11,2.0928
2007-05-12,
2007-05-13,
2007-05-14,1.6042999999999998
2007-05-15,-1.1404
2007-05-16,1.5972
2007-05-17,-1.0917
2007-05-18,1.3245
2007-05-19,
2007-05-20,
2007-05-21,3.1373
2007-05-22,-0.5915
2007-05-23,-1.4025
2007-05-24,-1.5516999999999999
2007-05-25,0.2627
2007-05-26,
2007-05-27,
2007-05-28,
2007-05-29,2.0961
2007-05-30,-0.8554
2007-05-31,0.8628
2007-06-01,0.7699
2007-06-02,
2007-06-03,
2007-06-04,1.1036
2007-06-05,-0.4618
2007-06-06,-1.0966
2007-06-07,-1.4925
2007-06-08,1.7316
2007-06-09,
2007-06-10,
2007-06-11,0.1702
2007-06-12,1.7417
2007-06-13,0.501
2007-06-14,0.7478
2007-06-15,-0.0412
2007-06-16,
2007-06-17,
2007-06-18,-1.7327
2007-06-19,0.1679
2007-06-20,-0.964
2007-06-21,-1.0157
2007-06-22,-0.0428
2007-06-23,
2007-06-24,
2007-06-25,-2.2241
2007-06-26,0.175
2007-06-27,-0.3057
2007-06-28,0.3942
2007-06-29,0.3054
2007-06-30,
2007-07-01,
2007-07-02,0.261
2007-07-03,-0.6508
2007-07-04,
2007-07-05,-0.393
2007-07-06,1.9727999999999999
2007-07-07,
2007-07-08,
2007-07-09,0.7739
2007-07-10,0.6826
2007-07-11,-0.2966
2007-07-12,1.19
2007-07-13,0.588
2007-07-14,
2007-07-15,
2007-07-16,6.3048
2007-07-17,1.0212
2007-07-18,0.1555
2007-07-19,0.6988
2007-07-20,-2.8527
2007-07-21,
2007-07-22,
2007-07-23,0.873
2007-07-24,-2.321
2007-07-25,-1.5304
2007-07-26,-2.3722
2007-07-27,0.9217
2007-07-28,
2007-07-29,
2007-07-30,-1.5359
2007-07-31,0.0
2007-08-01,-2.4452
2007-08-02,2.7226
2007-08-03,-0.8835
2007-08-04,
2007-08-05,
2007-08-06,1.4431
2007-08-07,2.0084
2007-08-08,7.219
2007-08-09,-2.6014
2007-08-10,-3.4957
2007-08-11,
2007-08-12,
2007-08-13,-0.7733
2007-08-14,-0.6153
2007-08-15,-2.0223
2007-08-16,-5.3917
2007-08-17,3.1612
2007-08-18,
2007-08-19,
2007-08-20,2.0285
2007-08-21,0.2538
2007-08-22,2.1097
2007-08-23,-3.8017
2007-08-24,-1.8900000000000001
2007-08-25,
2007-08-26,
2007-08-27,7.4869
2007-08-28,-2.6069
2007-08-29,3.5968
2007-08-30,-0.1211
2007-08-31,1.536
2007-09-01,
2007-09-02,
2007-09-03,
2007-09-04,1.2341
2007-09-05,-0.7078
2007-09-06,0.1188
2007-09-07,0.5142
2007-09-08,
2007-09-09,
2007-09-10,1.8497
2007-09-11,1.1978
2007-09-12,1.2982
2007-09-13,0.49
2007-09-14,-1.3128
2007-09-15,
2007-09-16,
2007-09-17,-1.9003999999999999
2007-09-18,-0.0387
2007-09-19,3.2946
2007-09-20,-2.1764
2007-09-21,5.9839
2007-09-22,
2007-09-23,
2007-09-24,-1.2667
2007-09-25,0.4032
2007-09-26,2.2636
2007-09-27,3.5702
2007-09-28,-0.5515
2007-09-29,
2007-09-30,
2007-10-01,0.3813
2007-10-02,-0.2072
2007-10-03,-0.4844
2007-10-04,1.3213
2007-10-05,0.3432
2007-10-06,
2007-10-07,
2007-10-08,-1.026
2007-10-09,0.1382
2007-10-10,0.069
2007-10-11,-1.931
2007-10-12,1.1602999999999999
2007-10-13,
2007-10-14,
2007-10-15,-2.7459
2007-10-16,-0.0715
2007-10-17,1.2876
2007-10-18,-1.1299
2007-10-19,-2.1786
2007-10-20,
2007-10-21,
2007-10-22,2.4096
2007-10-23,0.6774
2007-10-24,-0.1062
2007-10-25,1.3825
2007-10-26,-0.3846
2007-10-27,
2007-10-28,
2007-10-29,-0.7371
2007-10-30,-0.884
2007-10-31,1.7125
2007-11-01,-2.5605
2007-11-02,0.9719
2007-11-03,
2007-11-04,
2007-11-05,-3.2442
2007-11-06,1.2159
2007-11-07,-1.8566
2007-11-08,-3.5608
2007-11-09,-2.4231
2007-11-10,
2007-11-11,
2007-11-12,-7.4497
2007-11-13,1.5758
2007-11-14,-2.5577
2007-11-15,0.3442
2007-11-16,-0.3002
2007-11-17,
2007-11-18,
2007-11-19,-1.8065
2007-11-20,3.8984
2007-11-21,-1.5177
2007-11-22,
2007-11-23,-0.5565
2007-11-24,
2007-11-25,
2007-11-26,-2.669
2007-11-27,1.1942
2007-11-28,4.3269
2007-11-29,1.2149
2007-11-30,1.2417
2007-12-01,
2007-12-02,
2007-12-03,6.7866
2007-12-04,0.3063
2007-12-05,-1.1069
2007-12-06,6.1366
2007-12-07,-0.9455
2007-12-08,
2007-12-09,
2007-12-10,-1.0279
2007-12-11,-0.8902
2007-12-12,2.6198
2007-12-13,-2.6623
2007-12-14,-0.2997
2007-12-15,
2007-12-16,
2007-12-17,-5.0733
2007-12-18,1.2668
2007-12-19,-1.5636999999999999
2007-12-20,1.1914
2007-12-21,1.2166
2007-12-22,
2007-12-23,
2007-12-24,-0.4265
2007-12-25,
2007-12-26,0.1168
2007-12-27,-2.3726
2007-12-28,-0.1594
2007-12-29,
2007-12-30,
2007-12-31,0.3192
2008-01-01,
2008-01-02,-1.3921999999999999
2008-01-03,1.6136
2008-01-04,-2.9774000000000003
2008-01-05,
2008-01-06,
2008-01-07,0.0818
2008-01-08,-1.1038000000000001
2008-01-09,-0.6201
2008-01-10,-0.1664
2008-01-11,0.0833
2008-01-12,
2008-01-13,
2008-01-14,2.831
2008-01-15,-1.6599
2008-01-16,2.9642
2008-01-17,-1.9992
2008-01-18,-4.692
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-1.8836
2008-01-23,1.6143
2008-01-24,2.9626
2008-01-25,-0.7506
2008-01-26,
2008-01-27,
2008-01-28,2.3529
2008-01-29,-1.642
2008-01-30,-2.4207
2008-01-31,-0.6843
2008-02-01,0.6029
2008-02-02,
2008-02-03,
2008-02-04,0.0
2008-02-05,-5.4366
2008-02-06,0.7243
2008-02-07,1.2584
2008-02-08,-1.9973
2008-02-09,
2008-02-10,
2008-02-11,-1.5851
2008-02-12,0.4142
2008-02-13,4.4913
2008-02-14,-0.9211
2008-02-15,0.7083
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,0.1758
2008-02-20,-0.7459
2008-02-21,-3.3156
2008-02-22,4.984
2008-02-23,
2008-02-24,
2008-02-25,1.6551
2008-02-26,-0.2571
2008-02-27,1.1598
2008-02-28,-1.104
2008-02-29,-3.0915
2008-03-01,
2008-03-02,
2008-03-03,1.9052
2008-03-04,-3.6087
2008-03-05,0.0902
2008-03-06,-3.6503
2008-03-07,-2.7128
2008-03-08,
2008-03-09,
2008-03-10,-3.8942
2008-03-11,5.3027
2008-03-12,-0.0475
2008-03-13,0.7129
2008-03-14,-2.5012
2008-03-15,
2008-03-16,
2008-03-17,-2.1297
2008-03-18,2.0772
2008-03-19,-0.7267
2008-03-20,0.8785
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,3.5317
2008-03-25,2.1028000000000002
2008-03-26,-2.4256
2008-03-27,-1.7355
2008-03-28,-3.9141
2008-03-29,
2008-03-30,
2008-03-31,5.4148
2008-04-01,2.5448
2008-04-02,-1.011
2008-04-03,-0.6035
2008-04-04,1.4479
2008-04-05,
2008-04-06,
2008-04-07,2.6703
2008-04-08,-1.3453
2008-04-09,0.0
2008-04-10,0.9091
2008-04-11,-2.3423
2008-04-12,
2008-04-13,
2008-04-14,-0.5535
2008-04-15,-0.1391
2008-04-16,0.7896
2008-04-17,0.9217
2008-04-18,3.9726
2008-04-19,
2008-04-20,
2008-04-21,-0.7027
2008-04-22,-1.7248999999999999
2008-04-23,0.36
2008-04-24,2.0179
2008-04-25,-2.3297
2008-04-26,
2008-04-27,
2008-04-28,0.09
2008-04-29,3.2374
2008-04-30,0.8711
2008-05-01,5.1813
2008-05-02,-0.0411
2008-05-03,
2008-05-04,
2008-05-05,-3.614
2008-05-06,1.7469000000000001
2008-05-07,-1.9682
2008-05-08,9.9957
2008-05-09,3.0291
2008-05-10,
2008-05-11,
2008-05-12,-3.1285
2008-05-13,1.4397
2008-05-14,-0.4987
2008-05-15,2.1588
2008-05-16,-1.8491
2008-05-17,
2008-05-18,
2008-05-19,-0.7689
2008-05-20,-1.2011
2008-05-21,0.7843
2008-05-22,1.2062
2008-05-23,-2.3068
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.771
2008-05-28,-0.2707
2008-05-29,-1.1245
2008-05-30,2.7058999999999997
2008-05-31,
2008-06-01,
2008-06-02,-0.8782
2008-06-03,-0.0385
2008-06-04,1.8497
2008-06-05,-0.1892
2008-06-06,-2.7672
2008-06-07,
2008-06-08,
2008-06-09,0.5458
2008-06-10,-3.2959
2008-06-11,-1.2429999999999999
2008-06-12,1.421
2008-06-13,1.4011
2008-06-14,
2008-06-15,
2008-06-16,1.6976
2008-06-17,1.7081
2008-06-18,-2.8244
2008-06-19,-0.4713
2008-06-20,-3.3938
2008-06-21,
2008-06-22,
2008-06-23,-3.268
2008-06-24,-1.098
2008-06-25,2.0495
2008-06-26,-4.9791
2008-06-27,-1.4971
2008-06-28,
2008-06-29,
2008-06-30,-1.8328
2008-07-01,-2.6867
2008-07-02,-1.8718
2008-07-03,-0.2861
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-2.4868
2008-07-08,0.6376
2008-07-09,0.0487
2008-07-10,0.9742
2008-07-11,-0.4342
2008-07-12,
2008-07-13,
2008-07-14,2.5194
2008-07-15,0.0945
2008-07-16,1.2748
2008-07-17,-1.0723
2008-07-18,0.2828
2008-07-19,
2008-07-20,
2008-07-21,-0.235
2008-07-22,0.2355
2008-07-23,2.0207
2008-07-24,-3.5928
2008-07-25,1.0511
2008-07-26,
2008-07-27,
2008-07-28,-3.4988
2008-07-29,3.2337
2008-07-30,-3.9393000000000002
2008-07-31,-1.7787
2008-08-01,-4.1751
2008-08-02,
2008-08-03,
2008-08-04,-2.8871
2008-08-05,1.4595
2008-08-06,0.1066
2008-08-07,-3.7254
2008-08-08,1.6031
2008-08-09,
2008-08-10,
2008-08-11,6.2024
2008-08-12,-0.4611
2008-08-13,1.5955
2008-08-14,2.9889
2008-08-15,1.033
2008-08-16,
2008-08-17,
2008-08-18,-4.2843
2008-08-19,0.4069
2008-08-20,0.0
2008-08-21,-1.1651
2008-08-22,3.0241
2008-08-23,
2008-08-24,
2008-08-25,-3.4826
2008-08-26,0.5155
2008-08-27,-0.1538
2008-08-28,4.263
2008-08-29,-0.3448
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-1.5324
2008-09-03,1.2048
2008-09-04,-3.621
2008-09-05,0.4632
2008-09-06,
2008-09-07,
2008-09-08,0.9221
2008-09-09,-3.0457
2008-09-10,-2.3037
2008-09-11,1.9293
2008-09-12,2.2082
2008-09-13,
2008-09-14,
2008-09-15,-4.0638
2008-09-16,3.9142
2008-09-17,-5.5728
2008-09-18,-16.8198
2008-09-19,25.1991
2008-09-20,
2008-09-21,
2008-09-22,-3.0654
2008-09-23,-0.1193
2008-09-24,-0.8363
2008-09-25,-2.1084
2008-09-26,-0.3077
2008-09-27,
2008-09-28,
2008-09-29,-9.9383
2008-09-30,-2.3304
2008-10-01,1.9649
2008-10-02,-3.6475999999999997
2008-10-03,-6.5714
2008-10-04,
2008-10-05,
2008-10-06,-3.211
2008-10-07,-4.8183
2008-10-08,-2.9876
2008-10-09,-1.3687
2008-10-10,-3.5559
2008-10-11,
2008-10-12,
2008-10-13,16.9065
2008-10-14,5.3846
2008-10-15,-10.292
2008-10-16,1.7901
2008-10-17,2.8777
2008-10-18,
2008-10-19,
2008-10-20,5.7498000000000005
2008-10-21,-2.2777
2008-10-22,-5.188
2008-10-23,-4.5995
2008-10-24,-14.6301
2008-10-25,
2008-10-26,
2008-10-27,1.3632
2008-10-28,7.877
2008-10-29,11.398
2008-10-30,4.9559999999999995
2008-10-31,3.8842
2008-11-01,
2008-11-02,
2008-11-03,-0.9531
2008-11-04,3.997
2008-11-05,-2.2776
2008-11-06,-11.9446
2008-11-07,16.5426
2008-11-08,
2008-11-09,
2008-11-10,-0.1419
2008-11-11,-3.2694
2008-11-12,-11.6826
2008-11-13,12.6456
2008-11-14,2.8064999999999998
2008-11-15,
2008-11-16,
2008-11-17,-3.6638
2008-11-18,-6.8606
2008-11-19,-1.1209
2008-11-20,-3.5628
2008-11-21,7.8925
2008-11-22,
2008-11-23,
2008-11-24,6.07
2008-11-25,-2.7146
2008-11-26,6.7119
2008-11-27,
2008-11-28,6.0071
2008-11-29,
2008-11-30,
2008-12-01,-11.7333
2008-12-02,3.4743
2008-12-03,1.1679
2008-12-04,-7.5036000000000005
2008-12-05,7.5663
2008-12-06,
2008-12-07,
2008-12-08,8.4844
2008-12-09,-6.2834
2008-12-10,-1.9258
2008-12-11,-5.7455
2008-12-12,0.8488
2008-12-13,
2008-12-14,
2008-12-15,-0.9181
2008-12-16,1.4672
2008-12-17,2.4353
2008-12-18,3.2689
2008-12-19,1.1511
2008-12-20,
2008-12-21,
2008-12-22,-2.8449999999999998
2008-12-23,-0.2928
2008-12-24,0.514
2008-12-25,
2008-12-26,0.0
