date,PRSP UN Equity
2018-05-29,-3.3708
2018-05-30,-0.3876
2018-05-31,-3.1907
2018-06-01,-1.3264
2018-06-02,
2018-06-03,
2018-06-04,-5.0916
2018-06-05,-3.6481
2018-06-06,0.98
2018-06-07,1.9409
2018-06-08,5.3224
2018-06-09,
2018-06-10,
2018-06-11,-1.0704
2018-06-12,-2.4136
2018-06-13,-2.0469
2018-06-14,-1.3061
2018-06-15,-0.4852
2018-06-16,
2018-06-17,
2018-06-18,2.172
2018-06-19,-1.8221
2018-06-20,-1.1047
2018-06-21,-3.3512
2018-06-22,0.4623
2018-06-23,
2018-06-24,
2018-06-25,-2.1169000000000002
2018-06-26,-2.5388
2018-06-27,-3.4732
2018-06-28,0.9995
2018-06-29,1.6823000000000001
2018-06-30,
2018-07-01,
2018-07-02,5.3528
2018-07-03,1.4781
2018-07-04,
2018-07-05,-0.0455
2018-07-06,0.0455
2018-07-07,
2018-07-08,
2018-07-09,-0.0455
2018-07-10,1.3206
2018-07-11,1.3933
2018-07-12,1.1082
2018-07-13,0.263
2018-07-14,
2018-07-15,
2018-07-16,-0.4373
2018-07-17,1.581
2018-07-18,0.4323
2018-07-19,-0.5166
2018-07-20,-0.0433
2018-07-21,
2018-07-22,
2018-07-23,-0.3896
2018-07-24,-1.9990999999999999
2018-07-25,-0.8426
2018-07-26,-1.1181
2018-07-27,-1.2212
2018-07-28,
2018-07-29,
2018-07-30,-0.0916
2018-07-31,-0.55
2018-08-01,1.7972000000000001
2018-08-02,0.8148
2018-08-03,-0.5388
2018-08-04,
2018-08-05,
2018-08-06,-0.7223
2018-08-07,-1.819
2018-08-08,-0.9727
2018-08-09,1.1225
2018-08-10,1.5726
2018-08-11,
2018-08-12,
2018-08-13,0.0
2018-08-14,-1.4117
2018-08-15,9.4688
2018-08-16,-2.1941
2018-08-17,0.5177
2018-08-18,
2018-08-19,
2018-08-20,-0.3433
2018-08-21,0.5599
2018-08-22,-0.7709
2018-08-23,1.3378999999999999
2018-08-24,1.448
2018-08-25,
2018-08-26,
2018-08-27,-1.2175
2018-08-28,-0.8925
2018-08-29,-1.5009000000000001
2018-08-30,-0.0435
2018-08-31,1.3066
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,3.6113
2018-09-05,-0.499
2018-09-06,0.9611
2018-09-07,-0.6209
2018-09-08,
2018-09-09,
2018-09-10,4.1649
2018-09-11,0.08
2018-09-12,-0.1598
2018-09-13,0.8804
2018-09-14,1.5470000000000002
2018-09-15,
2018-09-16,
2018-09-17,-0.625
2018-09-18,0.9827
2018-09-19,-2.4134
2018-09-20,2.9916
2018-09-21,-0.5422
2018-09-22,
2018-09-23,
2018-09-24,-0.662
2018-09-25,-0.392
2018-09-26,-0.5903
2018-09-27,1.3064
2018-09-28,0.508
2018-09-29,
2018-09-30,
2018-10-01,-0.6221
2018-10-02,0.3912
2018-10-03,1.8706
2018-10-04,-1.951
2018-10-05,-0.7413
2018-10-06,
2018-10-07,
2018-10-08,1.2579
2018-10-09,-0.8152
2018-10-10,-1.9178
2018-10-11,-1.5563
2018-10-12,0.3243
2018-10-13,
2018-10-14,
2018-10-15,-0.202
2018-10-16,4.4534
2018-10-17,-0.2326
2018-10-18,-1.3209
2018-10-19,-1.4567
2018-10-20,
2018-10-21,
2018-10-22,2.1574
2018-10-23,-2.151
2018-10-24,-4.2766
2018-10-25,0.5428
2018-10-26,-0.6645
2018-10-27,
2018-10-28,
2018-10-29,-1.2124
2018-10-30,2.8354
2018-10-31,0.7819
2018-11-01,-2.2458
2018-11-02,-3.0493
2018-11-03,
2018-11-04,
2018-11-05,-0.2585
2018-11-06,0.6479
2018-11-07,2.3605
2018-11-08,-0.5031
2018-11-09,-1.4328
2018-11-10,
2018-11-11,
2018-11-12,-2.5224
2018-11-13,-0.9211
2018-11-14,-1.1067
2018-11-15,-1.4772
2018-11-16,-3.0895
2018-11-17,
2018-11-18,
2018-11-19,-4.2194
2018-11-20,0.4895
2018-11-21,0.5845
2018-11-22,
2018-11-23,0.9685
2018-11-24,
2018-11-25,
2018-11-26,-1.295
2018-11-27,-0.9232
2018-11-28,-0.1962
2018-11-29,-0.0983
2018-11-30,3.8367
2018-12-01,
2018-12-02,
2018-12-03,-1.0422
2018-12-04,-1.3881999999999999
2018-12-05,
2018-12-06,-2.1411
2018-12-07,0.7459
2018-12-08,
2018-12-09,
2018-12-10,-0.1481
2018-12-11,-0.2966
2018-12-12,0.8924
2018-12-13,0.4914
2018-12-14,-1.2225
2018-12-15,
2018-12-16,
2018-12-17,-6.6832
2018-12-18,1.5915
2018-12-19,-2.3499
2018-12-20,-3.8503
2018-12-21,-3.1146
2018-12-22,
2018-12-23,
2018-12-24,-4.4202
2018-12-25,
2018-12-26,0.3604
2018-12-27,-3.2914
2018-12-28,1.052
2018-12-29,
2018-12-30,
2018-12-31,5.4501
2019-01-01,
2019-01-02,0.6969
2019-01-03,-0.2307
2019-01-04,4.9133
2019-01-05,
2019-01-06,
2019-01-07,1.5977999999999999
2019-01-08,1.1931
2019-01-09,-0.1608
2019-01-10,1.2882
2019-01-11,0.212
2019-01-12,
2019-01-13,
2019-01-14,-1.0048
2019-01-15,-0.2671
2019-01-16,-0.3749
2019-01-17,3.3871
2019-01-18,0.572
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,0.5171
2019-01-23,0.3601
2019-01-24,0.8201
2019-01-25,1.4743
2019-01-26,
2019-01-27,
2019-01-28,-1.5030000000000001
2019-01-29,0.6612
2019-01-30,0.8085
2019-01-31,0.5013
2019-02-01,0.9476
2019-02-02,
2019-02-03,
2019-02-04,0.1482
2019-02-05,-0.0987
2019-02-06,-0.1481
2019-02-07,-0.5935
2019-02-08,-1.592
2019-02-09,
2019-02-10,
2019-02-11,-0.6572
2019-02-12,0.7634
2019-02-13,2.1212
2019-02-14,2.0772
2019-02-15,2.1802
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,1.4224999999999999
2019-02-20,1.1219999999999999
2019-02-21,-1.3407
2019-02-22,0.7966
2019-02-23,
2019-02-24,
2019-02-25,-0.2789
2019-02-26,-0.4196
2019-02-27,-0.8427
2019-02-28,-0.3777
2019-03-01,0.4265
2019-03-02,
2019-03-03,
2019-03-04,-0.8966
2019-03-05,-2.1905
2019-03-06,-0.8763
2019-03-07,-0.6385
2019-03-08,0.692
2019-03-09,
2019-03-10,
2019-03-11,1.5709
2019-03-12,0.0
2019-03-13,-0.6767
2019-03-14,-0.292
2019-03-15,0.0488
2019-03-16,
2019-03-17,
2019-03-18,1.0732
2019-03-19,-0.2413
2019-03-20,0.8224
2019-03-21,1.7753999999999999
2019-03-22,-1.5558999999999998
2019-03-23,
2019-03-24,
2019-03-25,-0.3352
2019-03-26,0.913
2019-03-27,0.4296
2019-03-28,-1.3308
2019-03-29,-2.6012
