date,QRVO UW Equity
2015-05-15,-0.5716
2015-05-16,
2015-05-17,
2015-05-18,4.9125
2015-05-19,-0.2491
2015-05-20,1.3109
2015-05-21,0.1356
2015-05-22,3.4088
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,-1.8683999999999998
2015-05-27,4.7781
2015-05-28,-4.7454
2015-05-29,-0.1823
2015-05-30,
2015-05-31,
2015-06-01,-1.4729
2015-06-02,-0.0988
2015-06-03,0.8533
2015-06-04,-0.282
2015-06-05,2.9267
2015-06-06,
2015-06-07,
2015-06-08,-4.1338
2015-06-09,-0.2368
2015-06-10,3.0606
2015-06-11,-0.6061
2015-06-12,1.8415
2015-06-13,
2015-06-14,
2015-06-15,-1.5926
2015-06-16,3.1273
2015-06-17,-0.2242
2015-06-18,0.1064
2015-06-19,0.7088
2015-06-20,
2015-06-21,
2015-06-22,3.0029
2015-06-23,-2.8471
2015-06-24,-0.844
2015-06-25,0.461
2015-06-26,-5.3777
2015-06-27,
2015-06-28,
2015-06-29,-1.6789
2015-06-30,1.5305
2015-07-01,0.1121
2015-07-02,1.2444
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,-1.6839
2015-07-07,-0.05
2015-07-08,-6.5916
2015-07-09,-0.067
2015-07-10,2.0501
2015-07-11,
2015-07-12,
2015-07-13,0.5909
2015-07-14,1.7622
2015-07-15,-0.1026
2015-07-16,3.0303
2015-07-17,-1.7198
2015-07-18,
2015-07-19,
2015-07-20,-2.739
2015-07-21,0.9778
2015-07-22,-4.235
2015-07-23,1.4426
2015-07-24,-3.9341
2015-07-25,
2015-07-26,
2015-07-27,-3.2374
2015-07-28,1.1581
2015-07-29,-0.3958
2015-07-30,-14.1691
2015-07-31,-4.1911
2015-08-01,
2015-08-02,
2015-08-03,-0.742
2015-08-04,-4.2768
2015-08-05,-0.4177
2015-08-06,-5.4715
2015-08-07,0.7139
2015-08-08,
2015-08-09,
2015-08-10,4.4636
2015-08-11,-1.2287
2015-08-12,5.7557
2015-08-13,2.3876
2015-08-14,-0.1372
2015-08-15,
2015-08-16,
2015-08-17,0.0687
2015-08-18,-4.0323
2015-08-19,-0.6079
2015-08-20,-5.8104
2015-08-21,-4.5264
2015-08-22,
2015-08-23,
2015-08-24,-2.9806
2015-08-25,2.701
2015-08-26,5.9024
2015-08-27,3.7725
2015-08-28,1.9182000000000001
2015-08-29,
2015-08-30,
2015-08-31,-0.5019
2015-09-01,-3.711
2015-09-02,2.5631
2015-09-03,3.1923
2015-09-04,-1.3788
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,4.3018
2015-09-09,-2.8184
2015-09-10,-4.5447
2015-09-11,-0.8522
2015-09-12,
2015-09-13,
2015-09-14,-0.0561
2015-09-15,-1.4208
2015-09-16,-1.8775
2015-09-17,-0.6765
2015-09-18,-1.2843
2015-09-19,
2015-09-20,
2015-09-21,-1.6360999999999999
2015-09-22,-5.0701
2015-09-23,1.4566
2015-09-24,-2.6841
2015-09-25,1.9457
2015-09-26,
2015-09-27,
2015-09-28,-9.2911
2015-09-29,0.7399
2015-09-30,3.3968
2015-10-01,-3.1521
2015-10-02,3.0484
2015-10-03,
2015-10-04,
2015-10-05,-0.4226
2015-10-06,-1.0945
2015-10-07,2.8681
2015-10-08,-0.6367
2015-10-09,0.8838
2015-10-10,
2015-10-11,
2015-10-12,1.6864
2015-10-13,-4.9322
2015-10-14,5.3466000000000005
2015-10-15,3.8925
2015-10-16,-2.0493
2015-10-17,
2015-10-18,
2015-10-19,-0.9932
2015-10-20,2.8815
2015-10-21,0.6224
2015-10-22,2.1649
2015-10-23,3.9354
2015-10-24,
2015-10-25,
2015-10-26,-9.2039
2015-10-27,-1.8606
2015-10-28,-1.569
2015-10-29,-3.0108
2015-10-30,0.2739
2015-10-31,
2015-11-01,
2015-11-02,3.0503
2015-11-03,0.9719
2015-11-04,1.8814
2015-11-05,-3.1995
2015-11-06,23.2254
2015-11-07,
2015-11-08,
2015-11-09,-2.6283
2015-11-10,-3.3278
2015-11-11,-0.1721
2015-11-12,-2.3563
2015-11-13,0.0589
2015-11-14,
2015-11-15,
2015-11-16,1.6471
2015-11-17,5.5941
2015-11-18,2.9229000000000003
2015-11-19,-1.0117
2015-11-20,-1.7751000000000001
2015-11-21,
2015-11-22,
2015-11-23,0.1278
2015-11-24,1.6408
2015-11-25,2.852
2015-11-26,
2015-11-27,0.2965
2015-11-28,
2015-11-29,
2015-11-30,0.9737
2015-12-01,-0.0517
2015-12-02,0.7581
2015-12-03,-0.6669
2015-12-04,2.4961
2015-12-05,
2015-12-06,
2015-12-07,-3.2079
2015-12-08,-0.6073
2015-12-09,-1.9727999999999999
2015-12-10,2.4043
2015-12-11,-2.2782999999999998
2015-12-12,
2015-12-13,
2015-12-14,-6.6026
2015-12-15,-1.5053
2015-12-16,2.9793
2015-12-17,-0.9017
2015-12-18,-2.1232
2015-12-19,
2015-12-20,
2015-12-21,3.3314
2015-12-22,-1.7619
2015-12-23,3.8161
2015-12-24,-0.3676
2015-12-25,
2015-12-26,
2015-12-27,
2015-12-28,-2.435
2015-12-29,0.1891
2015-12-30,-2.5099
2015-12-31,-1.4712
2016-01-01,
2016-01-02,
2016-01-03,
2016-01-04,-0.3536
2016-01-05,-6.2894
2016-01-06,-6.1224
2016-01-07,2.286
2016-01-08,-2.5197000000000003
2016-01-09,
2016-01-10,
2016-01-11,-0.6069
2016-01-12,1.2664
2016-01-13,-9.8035
2016-01-14,-2.4016
2016-01-15,-7.1537
2016-01-16,
2016-01-17,
2016-01-18,
2016-01-19,-0.847
2016-01-20,2.0942
2016-01-21,2.1323
2016-01-22,8.5095
2016-01-23,
2016-01-24,
2016-01-25,-3.1661
2016-01-26,0.0
2016-01-27,-6.8913
2016-01-28,-0.9454
2016-01-29,7.9902
2016-01-30,
2016-01-31,
2016-02-01,0.9343
2016-02-02,-7.0553
2016-02-03,-0.2423
2016-02-04,4.6411
2016-02-05,-3.9453
2016-02-06,
2016-02-07,
2016-02-08,-2.2282
2016-02-09,-3.5145999999999997
2016-02-10,0.6261
2016-02-11,-2.3473
2016-02-12,8.746
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,8.6019
2016-02-17,1.9863
2016-02-18,-2.8372
2016-02-19,3.5635
2016-02-20,
2016-02-21,
2016-02-22,0.2628
2016-02-23,-1.1201
2016-02-24,1.6389
2016-02-25,1.1857
2016-02-26,1.8514
2016-02-27,
2016-02-28,
2016-02-29,3.7276
2016-03-01,5.0577
2016-03-02,0.6123
2016-03-03,3.064
2016-03-04,1.6086
2016-03-05,
2016-03-06,
2016-03-07,-1.6834
2016-03-08,-4.0155
2016-03-09,2.3147
2016-03-10,-1.6189
2016-03-11,2.616
2016-03-12,
2016-03-13,
2016-03-14,0.185
2016-03-15,1.1081
2016-03-16,-0.5683
2016-03-17,0.4287
2016-03-18,3.0285
2016-03-19,
2016-03-20,
2016-03-21,-0.0986
2016-03-22,2.1919
2016-03-23,-4.3092
2016-03-24,-0.5654
2016-03-25,
2016-03-26,
2016-03-27,
2016-03-28,-0.2843
2016-03-29,3.0143
2016-03-30,1.2851
2016-03-31,-1.6006
2016-04-01,0.8133
2016-04-02,
2016-04-03,
2016-04-04,-0.3935
2016-04-05,-1.5013999999999998
2016-04-06,1.2836
2016-04-07,-3.505
2016-04-08,1.0466
2016-04-09,
2016-04-10,
2016-04-11,-2.5385999999999997
2016-04-12,-0.646
2016-04-13,4.9497
2016-04-14,-0.8193
2016-04-15,-3.8082000000000003
2016-04-16,
2016-04-17,
2016-04-18,-1.2149
2016-04-19,-4.0712
2016-04-20,1.5473
2016-04-21,-1.2843
2016-04-22,0.7718
2016-04-23,
2016-04-24,
2016-04-25,-1.4223
2016-04-26,2.7747
2016-04-27,0.6911
2016-04-28,-1.6945999999999999
2016-04-29,-1.7456
2016-04-30,
2016-05-01,
2016-05-02,-0.7106
2016-05-03,0.7381
2016-05-04,-1.1767
2016-05-05,4.8304
2016-05-06,-1.1787
2016-05-07,
2016-05-08,
2016-05-09,-1.0627
2016-05-10,2.2359
2016-05-11,-1.3937
2016-05-12,-1.7612999999999999
2016-05-13,-0.4205
2016-05-14,
2016-05-15,
2016-05-16,1.2669000000000001
2016-05-17,0.5926
2016-05-18,3.0329
2016-05-19,-0.1059
2016-05-20,4.7276
2016-05-21,
2016-05-22,
2016-05-23,2.0243
2016-05-24,1.1508
2016-05-25,-0.6473
2016-05-26,-0.2369
2016-05-27,0.0
2016-05-28,
2016-05-29,
2016-05-30,
2016-05-31,0.8708
2016-06-01,2.2955
2016-06-02,2.5892
2016-06-03,0.3365
2016-06-04,
2016-06-05,
2016-06-06,2.1241
2016-06-07,1.2406
2016-06-08,0.9912
2016-06-09,0.0535
2016-06-10,-3.6383
2016-06-11,
2016-06-12,
2016-06-13,-0.6293
2016-06-14,1.3783
2016-06-15,0.937
2016-06-16,-0.2366
2016-06-17,-0.5656
2016-06-18,
2016-06-19,
2016-06-20,2.7156000000000002
2016-06-21,0.6252
2016-06-22,-1.2248999999999999
2016-06-23,4.7448
2016-06-24,-5.731
2016-06-25,
2016-06-26,
2016-06-27,-7.7357
2016-06-28,4.0639
2016-06-29,3.6019
2016-06-30,1.1162
2016-07-01,-1.3753
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,-4.9174
2016-07-06,1.4473
2016-07-07,3.424
2016-07-08,3.0348
2016-07-09,
2016-07-10,
2016-07-11,3.0525
2016-07-12,0.4677
2016-07-13,-2.2931
2016-07-14,4.6585
2016-07-15,0.1855
2016-07-16,
2016-07-17,
2016-07-18,2.0868
2016-07-19,-0.4286
2016-07-20,0.6623
2016-07-21,-1.1513
2016-07-22,0.7654
2016-07-23,
2016-07-24,
2016-07-25,0.0991
2016-07-26,-0.3959
2016-07-27,4.3557
2016-07-28,0.1428
2016-07-29,0.206
2016-07-30,
2016-07-31,
2016-08-01,0.3796
2016-08-02,-3.1826
2016-08-03,-10.3011
2016-08-04,-3.1023
2016-08-05,3.0705999999999998
2016-08-06,
2016-08-07,
2016-08-08,-1.3624
2016-08-09,0.3499
2016-08-10,-0.6423
2016-08-11,0.628
2016-08-12,0.2019
2016-08-13,
2016-08-14,
2016-08-15,2.1616
2016-08-16,-0.8786
2016-08-17,-1.3025
2016-08-18,1.173
2016-08-19,1.8659
2016-08-20,
2016-08-21,
2016-08-22,-0.4446
2016-08-23,0.0893
2016-08-24,2.2845
2016-08-25,1.0993
2016-08-26,-0.5523
2016-08-27,
2016-08-28,
2016-08-29,0.4339
2016-08-30,-0.311
2016-08-31,-0.4507
2016-09-01,0.5572
2016-09-02,-0.2597
2016-09-03,
2016-09-04,
2016-09-05,
2016-09-06,-2.7431
2016-09-07,-0.1607
2016-09-08,-0.894
2016-09-09,-5.322
2016-09-10,
2016-09-11,
2016-09-12,2.439
2016-09-13,0.2976
2016-09-14,2.207
2016-09-15,2.5766999999999998
2016-09-16,-1.3620999999999999
2016-09-17,
2016-09-18,
2016-09-19,1.0222
2016-09-20,-2.8049
2016-09-21,2.411
2016-09-22,0.8026
2016-09-23,-2.9193
2016-09-24,
2016-09-25,
2016-09-26,-1.6038000000000001
2016-09-27,1.1298
2016-09-28,0.0366
2016-09-29,-1.721
2016-09-30,3.8376
2016-10-01,
2016-10-02,
2016-10-03,-2.8525
2016-10-04,0.1847
2016-10-05,0.4608
2016-10-06,1.5413000000000001
2016-10-07,2.3491
2016-10-08,
2016-10-09,
2016-10-10,-1.0946
2016-10-11,-0.8925
2016-10-12,-0.5584
2016-10-13,-4.1659
2016-10-14,0.1701
2016-10-15,
2016-10-16,
2016-10-17,-0.6604
2016-10-18,1.7854
2016-10-19,1.4182000000000001
2016-10-20,0.9752
2016-10-21,-0.328
2016-10-22,
2016-10-23,
2016-10-24,4.7349
2016-10-25,-1.6757
2016-10-26,0.5681
2016-10-27,-1.8711
2016-10-28,-2.5364
2016-10-29,
2016-10-30,
2016-10-31,2.7132
2016-11-01,0.6469
2016-11-02,0.0893
2016-11-03,1.213
2016-11-04,-9.9753
2016-11-05,
2016-11-06,
2016-11-07,-1.1942
2016-11-08,0.9709
2016-11-09,1.6091
2016-11-10,-0.4249
2016-11-11,3.8014
2016-11-12,
2016-11-13,
2016-11-14,-1.4574
2016-11-15,2.9579
2016-11-16,0.1842
2016-11-17,2.114
2016-11-18,-0.486
2016-11-19,
2016-11-20,
2016-11-21,-0.597
2016-11-22,0.6369
2016-11-23,-1.2477
2016-11-24,
2016-11-25,0.531
2016-11-26,
2016-11-27,
2016-11-28,-0.0729
2016-11-29,-1.0572
2016-11-30,-1.6028
2016-12-01,-6.3284
2016-12-02,1.0194
2016-12-03,
2016-12-04,
2016-12-05,3.8385
2016-12-06,3.0107
2016-12-07,1.9978
2016-12-08,4.8422
2016-12-09,-2.3006
2016-12-10,
2016-12-11,
2016-12-12,-2.9922
2016-12-13,-0.0183
2016-12-14,-2.1723
2016-12-15,3.9186
2016-12-16,-1.7957
2016-12-17,
2016-12-18,
2016-12-19,1.3897
2016-12-20,-1.2804
2016-12-21,0.4567
2016-12-22,0.2
2016-12-23,0.7804
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,0.018
2016-12-28,-1.5124
2016-12-29,-1.9927000000000001
2016-12-30,-1.6415
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,0.3224
2017-01-04,3.0435
2017-01-05,-2.1097
2017-01-06,0.937
2017-01-07,
2017-01-08,
2017-01-09,0.9469
2017-01-10,3.7337
2017-01-11,0.7092
2017-01-12,0.0704
2017-01-13,3.0436
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-2.2366
2017-01-18,3.3357
2017-01-19,-1.4534
2017-01-20,4.6476
2017-01-21,
2017-01-22,
2017-01-23,1.3602
2017-01-24,1.0509
2017-01-25,2.464
2017-01-26,-1.0931
2017-01-27,0.4894
2017-01-28,
2017-01-29,
2017-01-30,1.0055
2017-01-31,-0.1244
2017-02-01,0.5295
2017-02-02,-1.859
2017-02-03,0.9629
2017-02-04,
2017-02-05,
2017-02-06,0.6254
2017-02-07,0.606
2017-02-08,2.2394
2017-02-09,0.1208
2017-02-10,-0.0151
2017-02-11,
2017-02-12,
2017-02-13,0.3923
2017-02-14,-0.1353
2017-02-15,1.0987
2017-02-16,-0.0298
2017-02-17,-0.0447
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,0.6704
2017-02-22,-0.0296
2017-02-23,-0.5181
2017-02-24,-1.5030000000000001
2017-02-25,
2017-02-26,
2017-02-27,2.1604
2017-02-28,-2.2479
2017-03-01,2.6475
2017-03-02,-2.5645
2017-03-03,0.1513
2017-03-04,
2017-03-05,
2017-03-06,0.3172
2017-03-07,0.7076
2017-03-08,-0.7325
2017-03-09,0.3765
2017-03-10,0.6902
2017-03-11,
2017-03-12,
2017-03-13,0.8494
2017-03-14,0.2512
2017-03-15,1.6212
2017-03-16,-1.0587
2017-03-17,-1.1727
2017-03-18,
2017-03-19,
2017-03-20,0.2373
2017-03-21,-3.0334
2017-03-22,1.526
2017-03-23,0.4509
2017-03-24,1.212
2017-03-25,
2017-03-26,
2017-03-27,1.0792
2017-03-28,-0.1755
2017-03-29,-0.5861
2017-03-30,1.8128
2017-03-31,-0.7528
2017-04-01,
2017-04-02,
2017-04-03,-0.7439
2017-04-04,0.3968
2017-04-05,0.4098
2017-04-06,1.0058
2017-04-07,2.9441
2017-04-08,
2017-04-09,
2017-04-10,-0.9673
2017-04-11,-0.6229
2017-04-12,-2.0513
2017-04-13,-0.4072
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,0.8616
2017-04-18,0.6805
2017-04-19,0.6471
2017-04-20,1.4859
2017-04-21,-1.2248
2017-04-22,
2017-04-23,
2017-04-24,1.1117
2017-04-25,0.5216
2017-04-26,-0.4768
2017-04-27,0.2114
2017-04-28,-4.3448
2017-04-29,
2017-04-30,
2017-05-01,0.8526
2017-05-02,-0.3935
2017-05-03,-0.4243
2017-05-04,-1.5135999999999998
2017-05-05,-0.1791
2017-05-06,
2017-05-07,
2017-05-08,-1.8685
2017-05-09,0.7768
2017-05-10,0.9522
2017-05-11,0.3444
2017-05-12,1.1638
2017-05-13,
2017-05-14,
2017-05-15,5.5161999999999995
2017-05-16,4.6128
2017-05-17,-3.0732
2017-05-18,4.1494
2017-05-19,-0.0529
2017-05-20,
2017-05-21,
2017-05-22,3.3903
2017-05-23,0.6148
2017-05-24,-0.2037
2017-05-25,0.5613
2017-05-26,-1.2559
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,1.0406
2017-05-31,-0.89
2017-06-01,1.424
2017-06-02,-0.1391
2017-06-03,
2017-06-04,
2017-06-05,-2.0899
2017-06-06,0.2587
2017-06-07,0.2194
2017-06-08,0.5279
2017-06-09,-3.5989
2017-06-10,
2017-06-11,
2017-06-12,-0.8503
2017-06-13,0.0268
2017-06-14,-3.3758
2017-06-15,-0.6239
2017-06-16,0.0558
2017-06-17,
2017-06-18,
2017-06-19,1.0318
2017-06-20,-2.2081
2017-06-21,0.4516
2017-06-22,-0.9694
2017-06-23,-0.7803
2017-06-24,
2017-06-25,
2017-06-26,-5.0472
2017-06-27,-2.8911
2017-06-28,2.2639
2017-06-29,-2.5171
2017-06-30,-1.5088
2017-07-01,
2017-07-02,
2017-07-03,-0.5054
2017-07-04,
2017-07-05,3.2063
2017-07-06,-1.5534
2017-07-07,2.8902
2017-07-08,
2017-07-09,
2017-07-10,-1.3058
2017-07-11,1.4308
2017-07-12,2.3358
2017-07-13,-0.1482
2017-07-14,-0.0742
2017-07-15,
2017-07-16,
2017-07-17,-0.4753
2017-07-18,-0.0299
2017-07-19,0.9854
2017-07-20,1.5967
2017-07-21,0.8295
2017-07-22,
2017-07-23,
2017-07-24,-0.1732
2017-07-25,0.1807
2017-07-26,0.3536
2017-07-27,-0.6327
2017-07-28,-0.1447
2017-07-29,
2017-07-30,
2017-07-31,-0.6377
2017-08-01,-0.7147
2017-08-02,-1.7776
2017-08-03,0.0449
2017-08-04,-0.4036
2017-08-05,
2017-08-06,
2017-08-07,3.2723
2017-08-08,0.5233
2017-08-09,-0.1446
2017-08-10,-1.8679000000000001
2017-08-11,1.6674
2017-08-12,
2017-08-13,
2017-08-14,3.6574999999999998
2017-08-15,0.4761
2017-08-16,0.9197
2017-08-17,-1.6984
2017-08-18,-2.1351
2017-08-19,
2017-08-20,
2017-08-21,-0.488
2017-08-22,2.4232
2017-08-23,-0.4788
2017-08-24,-0.5943
2017-08-25,0.968
2017-08-26,
2017-08-27,
2017-08-28,-0.4652
2017-08-29,-0.1983
2017-08-30,3.7752
2017-08-31,0.1368
2017-09-01,0.0546
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,0.1638
2017-09-06,-0.0818
2017-09-07,-0.1364
2017-09-08,-2.1989
2017-09-09,
2017-09-10,
2017-09-11,1.4243999999999999
2017-09-12,0.4406
2017-09-13,0.0822
2017-09-14,0.6437
2017-09-15,2.7354000000000003
2017-09-16,
2017-09-17,
2017-09-18,-1.5101
2017-09-19,-0.0403
2017-09-20,-5.3821
2017-09-21,0.4124
2017-09-22,0.8356
2017-09-23,
2017-09-24,
2017-09-25,-3.5674
2017-09-26,-0.6117
2017-09-27,2.9455
2017-09-28,-0.0712
2017-09-29,0.6838
2017-09-30,
2017-10-01,
2017-10-02,0.863
2017-10-03,0.1403
2017-10-04,1.0786
2017-10-05,-0.6375
2017-10-06,1.3808
2017-10-07,
2017-10-08,
2017-10-09,-0.0413
2017-10-10,-1.1285
2017-10-11,1.5312000000000001
2017-10-12,-0.7952
2017-10-13,0.0415
2017-10-14,
2017-10-15,
2017-10-16,0.1934
2017-10-17,-0.3585
2017-10-18,-0.3459
2017-10-19,-3.2491
2017-10-20,0.3444
2017-10-21,
2017-10-22,
2017-10-23,-0.1716
2017-10-24,2.3496
2017-10-25,0.4759
2017-10-26,-0.3065
2017-10-27,3.0184
2017-10-28,
2017-10-29,
2017-10-30,3.4319
2017-10-31,-0.577
2017-11-01,-1.7808000000000002
2017-11-02,-0.2149
2017-11-03,-0.6191
2017-11-04,
2017-11-05,
2017-11-06,6.2974
2017-11-07,-0.0382
2017-11-08,3.0079
2017-11-09,-1.6703999999999999
2017-11-10,0.1258
2017-11-11,
2017-11-12,
2017-11-13,-0.6158
2017-11-14,-0.8472
2017-11-15,-2.2064
2017-11-16,1.6040999999999999
2017-11-17,-0.7444
2017-11-18,
2017-11-19,
2017-11-20,2.3406000000000002
2017-11-21,1.8322
2017-11-22,-1.216
2017-11-23,
2017-11-24,1.2687
2017-11-25,
2017-11-26,
2017-11-27,-1.0915
2017-11-28,-0.8904
2017-11-29,-2.9609
2017-11-30,-0.1434
2017-12-01,-3.0948
2017-12-02,
2017-12-03,
2017-12-04,-2.439
2017-12-05,-0.8564
2017-12-06,-2.3405
2017-12-07,-1.9686
2017-12-08,-1.2224
2017-12-09,
2017-12-10,
2017-12-11,1.0902
2017-12-12,-1.3553
2017-12-13,-0.5909
2017-12-14,-3.0614
2017-12-15,0.4599
2017-12-16,
2017-12-17,
2017-12-18,2.3195
2017-12-19,-0.3878
2017-12-20,0.4192
2017-12-21,0.6113
2017-12-22,0.3112
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,-2.6444
2017-12-27,2.0637
2017-12-28,0.1487
2017-12-29,-1.1283
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,3.4234
2018-01-03,-0.7114
2018-01-04,0.4825
2018-01-05,-1.0041
2018-01-06,
2018-01-07,
2018-01-08,1.1907
2018-01-09,0.2324
2018-01-10,-1.8260999999999998
2018-01-11,1.6829
2018-01-12,3.1359
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-2.4493
2018-01-17,2.2367
2018-01-18,-0.2117
2018-01-19,-3.2532
2018-01-20,
2018-01-21,
2018-01-22,-3.0117
2018-01-23,1.4772
2018-01-24,-0.6239
2018-01-25,-1.2556
2018-01-26,2.8459
2018-01-27,
2018-01-28,
2018-01-29,0.368
2018-01-30,3.6369
2018-01-31,1.5565
2018-02-01,16.1209
2018-02-02,-3.0838
2018-02-03,
2018-02-04,
2018-02-05,-6.4257
2018-02-06,4.6176
2018-02-07,-1.2394
2018-02-08,-1.5878999999999999
2018-02-09,1.3012000000000001
2018-02-10,
2018-02-11,
2018-02-12,1.6956
2018-02-13,0.2274
2018-02-14,-0.6679
2018-02-15,-0.3299
2018-02-16,-1.5911
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,3.6994
2018-02-21,-0.2744
2018-02-22,-1.8136
2018-02-23,2.0764
2018-02-24,
2018-02-25,
2018-02-26,1.6848
2018-02-27,-0.3314
2018-02-28,-0.6157
2018-03-01,-2.6019
2018-03-02,3.2057
2018-03-03,
2018-03-04,
2018-03-05,2.5391
2018-03-06,0.589
2018-03-07,-0.4302
2018-03-08,1.0922
2018-03-09,1.5196
2018-03-10,
2018-03-11,
2018-03-12,1.0291
2018-03-13,-3.4379
2018-03-14,-1.4385
2018-03-15,-3.9163
2018-03-16,2.2152
2018-03-17,
2018-03-18,
2018-03-19,-2.8853999999999997
2018-03-20,-4.2719
2018-03-21,-1.1856
2018-03-22,-2.0626
2018-03-23,-1.5141
2018-03-24,
2018-03-25,
2018-03-26,2.5017
2018-03-27,-4.2405
2018-03-28,-2.4064
2018-03-29,2.7866999999999997
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.7253
2018-04-03,1.7219
2018-04-04,2.5821
2018-04-05,-0.1398
2018-04-06,-2.3666
2018-04-07,
2018-04-08,
2018-04-09,-0.1865
2018-04-10,2.371
2018-04-11,1.3476
2018-04-12,0.4294
2018-04-13,0.0552
2018-04-14,
2018-04-15,
2018-04-16,-0.3722
2018-04-17,1.6463999999999999
2018-04-18,-0.4764
2018-04-19,-3.4054
2018-04-20,-1.0619
2018-04-21,
2018-04-22,
2018-04-23,-1.7172
2018-04-24,-0.9027
2018-04-25,-0.5877
2018-04-26,1.2119
2018-04-27,-1.6063
2018-04-28,
2018-04-29,
2018-04-30,0.0297
2018-05-01,6.5282
2018-05-02,3.3983
2018-05-03,3.354
2018-05-04,3.597
2018-05-05,
2018-05-06,
2018-05-07,0.1887
2018-05-08,0.3139
2018-05-09,0.4006
2018-05-10,2.2192
2018-05-11,-0.4269
2018-05-12,
2018-05-13,
2018-05-14,0.0367
2018-05-15,-1.9224
2018-05-16,1.186
2018-05-17,-0.5429
2018-05-18,-1.2654
2018-05-19,
2018-05-20,
2018-05-21,1.96
2018-05-22,-0.4559
2018-05-23,0.6437
2018-05-24,-0.0861
2018-05-25,0.3201
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-1.9021
2018-05-30,1.2384
2018-05-31,-0.8402
2018-06-01,1.9439
2018-06-02,
2018-06-03,
2018-06-04,-0.1467
2018-06-05,0.0367
