date,JBGS UN Equity
2017-07-10,-4.329
2017-07-11,5.2187
2017-07-12,-0.9461
2017-07-13,1.042
2017-07-14,5.9868
2017-07-15,
2017-07-16,
2017-07-17,0.6216
2017-07-18,0.0269
2017-07-19,-3.3566
2017-07-20,1.0558
2017-07-21,-0.4949
2017-07-22,
2017-07-23,
2017-07-24,-3.0119
2017-07-25,-0.2849
2017-07-26,0.3143
2017-07-27,-0.4272
2017-07-28,0.8867
2017-07-29,
2017-07-30,
2017-07-31,0.5954
2017-08-01,-0.6764
2017-08-02,0.0568
2017-08-03,-2.1838
2017-08-04,-1.1308
2017-08-05,
2017-08-06,
2017-08-07,-0.4106
2017-08-08,-0.7656
2017-08-09,-0.5341
2017-08-10,-0.5072
2017-08-11,1.6192
2017-08-12,
2017-08-13,
2017-08-14,1.3868
2017-08-15,-1.8917000000000002
2017-08-16,0.9196
2017-08-17,-0.7937
2017-08-18,-1.037
2017-08-19,
2017-08-20,
2017-08-21,1.0778
2017-08-22,-0.7701
2017-08-23,0.5075
2017-08-24,-0.6831
2017-08-25,0.2392
2017-08-26,
2017-08-27,
2017-08-28,0.7458
2017-08-29,-1.6583
2017-08-30,-0.4216
2017-08-31,-1.0281
2017-09-01,-0.1833
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.0407
2017-09-06,-0.3402
2017-09-07,2.2036
2017-09-08,0.6985
2017-09-09,
2017-09-10,
2017-09-11,1.1761
2017-09-12,0.4471
2017-09-13,-0.8012
2017-09-14,0.2094
2017-09-15,-2.3881
2017-09-16,
2017-09-17,
2017-09-18,-1.1009
2017-09-19,0.1546
2017-09-20,-0.4014
2017-09-21,1.2089
2017-09-22,0.7963
2017-09-23,
2017-09-24,
2017-09-25,0.6685
2017-09-26,0.9357
2017-09-27,1.6745999999999999
2017-09-28,0.1471
2017-09-29,0.4699
2017-09-30,
2017-10-01,
2017-10-02,-0.1754
2017-10-03,-0.5857
2017-10-04,-2.1208
2017-10-05,0.3611
2017-10-06,-1.2894
2017-10-07,
2017-10-08,
2017-10-09,-0.7898
2017-10-10,0.6736
2017-10-11,0.0912
2017-10-12,0.0304
2017-10-13,-0.5164
2017-10-14,
2017-10-15,
2017-10-16,-0.4275
2017-10-17,-0.4293
2017-10-18,-0.9547
2017-10-19,-1.2438
2017-10-20,-1.102
2017-10-21,
2017-10-22,
2017-10-23,0.0
2017-10-24,-0.4776
2017-10-25,-0.3519
2017-10-26,-0.1605
2017-10-27,0.4823
2017-10-28,
2017-10-29,
2017-10-30,0.032
2017-10-31,-0.1599
2017-11-01,0.4486
2017-11-02,0.7337
2017-11-03,-0.095
2017-11-04,
2017-11-05,
2017-11-06,0.9192
2017-11-07,1.4761
2017-11-08,0.8976
2017-11-09,-0.1227
2017-11-10,0.3071
2017-11-11,
2017-11-12,
2017-11-13,-0.9186
2017-11-14,1.7305000000000001
2017-11-15,-1.2758
2017-11-16,0.1538
2017-11-17,0.5069
2017-11-18,
2017-11-19,
2017-11-20,0.4309
2017-11-21,0.8888
2017-11-22,0.5164
2017-11-23,
2017-11-24,0.4835
2017-11-25,
2017-11-26,
2017-11-27,0.2707
2017-11-28,0.03
2017-11-29,-0.09
2017-11-30,-0.03
2017-12-01,1.2309
2017-12-02,
2017-12-03,
2017-12-04,0.2372
2017-12-05,-1.1243
2017-12-06,0.5386
2017-12-07,0.5357
2017-12-08,0.7993
2017-12-09,
2017-12-10,
2017-12-11,0.4993
2017-12-12,-0.2922
2017-12-13,0.6155
2017-12-14,0.0291
2017-12-15,1.7471999999999999
2017-12-16,
2017-12-17,
2017-12-18,1.9748
2017-12-19,-1.9927000000000001
2017-12-20,-3.0928
2017-12-21,0.0296
2017-12-22,0.709
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,1.0854
2017-12-27,-0.058
2017-12-28,1.6985999999999999
2017-12-29,-0.2011
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,-0.691
2018-01-03,-0.029
2018-01-04,-2.3492
2018-01-05,0.0297
2018-01-06,
2018-01-07,
2018-01-08,0.2078
2018-01-09,-0.6519
2018-01-10,-0.507
2018-01-11,0.5995
2018-01-12,0.0
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.3576
2018-01-17,-0.5383
2018-01-18,-0.6013
2018-01-19,0.6957
2018-01-20,
2018-01-21,
2018-01-22,0.6008
2018-01-23,1.1048
2018-01-24,0.0886
2018-01-25,-0.177
2018-01-26,-0.9755
2018-01-27,
2018-01-28,
2018-01-29,-0.1194
2018-01-30,-1.4047
2018-01-31,2.3037
2018-02-01,-2.1037
2018-02-02,-0.0303
2018-02-03,
2018-02-04,
2018-02-05,-2.8459
2018-02-06,-0.4674
2018-02-07,-0.407
2018-02-08,-2.4206
2018-02-09,2.6095
2018-02-10,
2018-02-11,
2018-02-12,0.2826
2018-02-13,0.0626
2018-02-14,-0.3129
2018-02-15,1.3497
2018-02-16,1.6414
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,-1.0969
2018-02-21,-0.3389
2018-02-22,1.9474
2018-02-23,-0.7277
2018-02-24,
2018-02-25,
2018-02-26,0.2749
2018-02-27,-2.3454
2018-02-28,1.8403
2018-03-01,1.9908000000000001
2018-03-02,0.0601
2018-03-03,
2018-03-04,
2018-03-05,1.5306
2018-03-06,2.1283
2018-03-07,-0.0868
2018-03-08,-0.927
2018-03-09,0.3509
2018-03-10,
2018-03-11,
2018-03-12,0.2622
2018-03-13,-2.0924
2018-03-14,0.5343
2018-03-15,-0.8562
2018-03-16,-0.0893
2018-03-17,
2018-03-18,
2018-03-19,-0.4173
2018-03-20,1.5265
2018-03-21,-3.4788
2018-03-22,-0.3971
2018-03-23,-2.6372
2018-03-24,
2018-03-25,
2018-03-26,0.9449
2018-03-27,0.3432
2018-03-28,4.0423
2018-03-29,0.7472
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-1.9282
2018-04-03,1.7846
2018-04-04,1.2481
2018-04-05,-0.3229
2018-04-06,-0.3239
2018-04-07,
2018-04-08,
2018-04-09,-0.8863
2018-04-10,1.3115
2018-04-11,0.8238
2018-04-12,-0.7295
2018-04-13,0.5879
2018-04-14,
2018-04-15,
2018-04-16,0.0292
2018-04-17,0.3506
2018-04-18,-0.2911
2018-04-19,0.0
2018-04-20,1.1387
2018-04-21,
2018-04-22,
2018-04-23,0.3753
2018-04-24,2.5022
2018-04-25,0.954
2018-04-26,1.2785
2018-04-27,0.5763
2018-04-28,
2018-04-29,
2018-04-30,0.6003
2018-05-01,-0.7052
2018-05-02,-0.5463
2018-05-03,-0.412
2018-05-04,0.4688
2018-05-05,
2018-05-06,
2018-05-07,1.5646
2018-05-08,-0.7027
2018-05-09,1.3065
2018-05-10,-1.7732
2018-05-11,1.4633
2018-05-12,
2018-05-13,
2018-05-14,-2.3325
2018-05-15,-1.7495
2018-05-16,0.424
2018-05-17,-0.2815
2018-05-18,1.0443
2018-05-19,
2018-05-20,
2018-05-21,1.0894
2018-05-22,1.2158
2018-05-23,0.7098
2018-05-24,-1.1385
2018-05-25,0.2194
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,1.4774
2018-05-30,1.1593
2018-05-31,-1.6791
2018-06-01,-1.003
2018-06-02,
2018-06-03,
2018-06-04,1.862
2018-06-05,1.9624000000000001
2018-06-06,0.2109
2018-06-07,0.4473
2018-06-08,-0.3929
2018-06-09,
2018-06-10,
2018-06-11,-0.2104
2018-06-12,0.3162
2018-06-13,-2.3903
2018-06-14,1.5608
2018-06-15,0.9274
2018-06-16,
2018-06-17,
2018-06-18,1.2077
2018-06-19,-0.4669
2018-06-20,-0.5212
2018-06-21,-1.8601
2018-06-22,-1.6017000000000001
2018-06-23,
2018-06-24,
2018-06-25,0.1356
2018-06-26,-0.0542
2018-06-27,-1.1385
2018-06-28,0.1097
2018-06-29,-0.1096
2018-06-30,
2018-07-01,
2018-07-02,0.1645
2018-07-03,0.0274
2018-07-04,
2018-07-05,1.7241
2018-07-06,0.8878
2018-07-07,
2018-07-08,
2018-07-09,-0.72
2018-07-10,-0.8595
2018-07-11,-0.5148
2018-07-12,-0.1362
2018-07-13,0.8726
2018-07-14,
2018-07-15,
2018-07-16,-0.5407
2018-07-17,-1.0601
2018-07-18,-0.7967
2018-07-19,1.8001
2018-07-20,-0.6801
2018-07-21,
2018-07-22,
2018-07-23,-0.9039
2018-07-24,-0.7739
2018-07-25,-0.2786
2018-07-26,-1.1173
2018-07-27,-0.791
2018-07-28,
2018-07-29,
2018-07-30,0.5695
2018-07-31,3.3409
2018-08-01,0.8493
2018-08-02,-1.63
2018-08-03,1.5742
2018-08-04,
2018-08-05,
2018-08-06,1.5497999999999998
2018-08-07,0.4552
2018-08-08,-1.6524999999999999
2018-08-09,-0.2168
2018-08-10,-0.5703
2018-08-11,
2018-08-12,
2018-08-13,1.0243
2018-08-14,0.9521
2018-08-15,-0.0539
2018-08-16,0.2696
2018-08-17,0.9411
2018-08-18,
2018-08-19,
2018-08-20,-0.3729
2018-08-21,-0.107
2018-08-22,-1.2313
2018-08-23,-0.271
2018-08-24,1.2772000000000001
2018-08-25,
2018-08-26,
2018-08-27,0.7244
2018-08-28,0.7192
2018-08-29,-0.8728
2018-08-30,0.1334
2018-08-31,-0.1865
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-1.228
2018-09-05,-0.0811
2018-09-06,-0.3516
2018-09-07,-2.063
2018-09-08,
2018-09-09,
2018-09-10,1.5244
2018-09-11,0.3822
2018-09-12,-0.2448
2018-09-13,0.6816
2018-09-14,-0.352
2018-09-15,
2018-09-16,
2018-09-17,-0.1359
2018-09-18,1.0612
2018-09-19,0.9155
2018-09-20,0.0
2018-09-21,0.1868
2018-09-22,
2018-09-23,
2018-09-24,-2.3968
2018-09-25,0.7913
2018-09-26,-2.1927
2018-09-27,-0.6919
2018-09-28,2.6477
2018-09-29,
2018-09-30,
2018-10-01,-0.6516
2018-10-02,0.1093
2018-10-03,-0.5187
2018-10-04,-0.0274
2018-10-05,-0.1647
2018-10-06,
2018-10-07,
2018-10-08,1.7322
2018-10-09,0.2973
2018-10-10,-1.024
2018-10-11,-2.6953
2018-10-12,-0.4197
2018-10-13,
2018-10-14,
2018-10-15,1.0677
2018-10-16,1.8627
2018-10-17,-0.4367
2018-10-18,-0.0548
2018-10-19,0.9051
2018-10-20,
2018-10-21,
2018-10-22,0.0272
2018-10-23,1.087
2018-10-24,0.0
2018-10-25,0.5376
2018-10-26,-0.8021
2018-10-27,
2018-10-28,
2018-10-29,0.4043
2018-10-30,0.8859
2018-10-31,-0.2661
2018-11-01,-0.08
2018-11-02,0.0
2018-11-03,
2018-11-04,
2018-11-05,4.2457
2018-11-06,1.6393
2018-11-07,-0.5796
2018-11-08,-0.7858
2018-11-09,0.3194
2018-11-10,
2018-11-11,
2018-11-12,-0.666
2018-11-13,-0.3352
2018-11-14,-0.9056
2018-11-15,0.9138
2018-11-16,2.9754
2018-11-17,
2018-11-18,
2018-11-19,1.8843999999999999
2018-11-20,-1.0851
2018-11-21,-0.4238
2018-11-22,
2018-11-23,-0.1002
2018-11-24,
2018-11-25,
2018-11-26,-1.7292999999999998
2018-11-27,-0.3315
2018-11-28,0.0768
2018-11-29,1.0995
2018-11-30,1.3404
2018-12-01,
2018-12-02,
2018-12-03,0.6489
2018-12-04,-1.6117
2018-12-05,
2018-12-06,1.4365
2018-12-07,-2.1366
2018-12-08,
2018-12-09,
2018-12-10,-2.8941
2018-12-11,-1.0719
2018-12-12,-1.6385
2018-12-13,1.4508
2018-12-14,-0.9004
2018-12-15,
2018-12-16,
2018-12-17,-2.7793
2018-12-18,0.055
2018-12-19,0.2198
2018-12-20,-1.8092000000000001
2018-12-21,-1.6192
2018-12-22,
2018-12-23,
2018-12-24,-4.2281
2018-12-25,
2018-12-26,1.9556
2018-12-27,0.9154
2018-12-28,0.0872
2018-12-29,
2018-12-30,
2018-12-31,1.1037
2019-01-01,
2019-01-02,-1.2065
2019-01-03,0.5525
2019-01-04,1.2724
2019-01-05,
2019-01-06,
2019-01-07,0.4283
2019-01-08,3.2983000000000002
2019-01-09,-0.1376
2019-01-10,1.1852
2019-01-11,-0.3541
2019-01-12,
2019-01-13,
2019-01-14,-1.0662
2019-01-15,1.2711000000000001
2019-01-16,1.528
2019-01-17,0.1881
2019-01-18,1.2876
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-0.5561
2019-01-23,-0.6391
2019-01-24,0.402
2019-01-25,1.4148
2019-01-26,
2019-01-27,
2019-01-28,0.0526
2019-01-29,0.7893
2019-01-30,0.1305
2019-01-31,0.756
2019-02-01,-0.1035
2019-02-02,
2019-02-03,
2019-02-04,0.9583
2019-02-05,0.5131
2019-02-06,-0.6126
2019-02-07,1.9774
2019-02-08,0.0252
2019-02-09,
2019-02-10,
2019-02-11,0.0252
2019-02-12,0.1258
2019-02-13,0.4525
2019-02-14,1.4264000000000001
2019-02-15,1.0856
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,0.2441
2019-02-20,-0.7305
2019-02-21,0.6377
2019-02-22,-0.1462
2019-02-23,
2019-02-24,
2019-02-25,0.0244
2019-02-26,-0.2684
2019-02-27,-1.5659
2019-02-28,0.1491
2019-03-01,0.1986
2019-03-02,
2019-03-03,
2019-03-04,1.7835
2019-03-05,-0.9491
2019-03-06,-0.688
2019-03-07,-0.099
2019-03-08,0.1486
2019-03-09,
2019-03-10,
2019-03-11,0.816
2019-03-12,0.1472
2019-03-13,0.098
2019-03-14,0.416
2019-03-15,1.3402
2019-03-16,
2019-03-17,
2019-03-18,-0.7213
2019-03-19,-1.55
2019-03-20,-0.369
2019-03-21,1.3086
2019-03-22,-1.0968
2019-03-23,
2019-03-24,
2019-03-25,-0.2711
2019-03-26,1.1118999999999999
2019-03-27,-0.3177
2019-03-28,1.5445
2019-03-29,-0.169
2019-03-30,
2019-03-31,
2019-04-01,0.7013
2019-04-02,0.7685
2019-04-03,-0.1668
2019-04-04,0.8833
2019-04-05,0.8045
2019-04-06,
2019-04-07,
2019-04-08,0.2347
2019-04-09,-1.2646
2019-04-10,1.2097
2019-04-11,0.0469
2019-04-12,1.1244
2019-04-13,
2019-04-14,
2019-04-15,-0.7181
2019-04-16,-2.9865
2019-04-17,-0.9861
2019-04-18,1.6274
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.9082
2019-04-23,0.8201
2019-04-24,0.5981
2019-04-25,0.9275
2019-04-26,0.4948
