date,CBOE UW Equity
2010-12-23,1.448
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,0.0446
2010-12-28,2.7196
2010-12-29,-1.5191
2010-12-30,0.1763
2010-12-31,0.5719
2011-01-01,
2011-01-02,
2011-01-03,3.8933
2011-01-04,0.2947
2011-01-05,-0.2939
2011-01-06,-0.6316
2011-01-07,0.8475
2011-01-08,
2011-01-09,
2011-01-10,1.9327999999999999
2011-01-11,-1.1542
2011-01-12,-0.1668
2011-01-13,-1.6707999999999998
2011-01-14,1.1045
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-0.8824
2011-01-19,-1.6532
2011-01-20,-0.8621
2011-01-21,0.8696
2011-01-22,
2011-01-23,
2011-01-24,-0.431
2011-01-25,-0.6926
2011-01-26,1.0898
2011-01-27,-0.1725
2011-01-28,-0.7775
2011-01-29,
2011-01-30,
2011-01-31,0.1741
2011-02-01,-0.2608
2011-02-02,1.3072
2011-02-03,2.2366
2011-02-04,0.8835
2011-02-05,
2011-02-06,
2011-02-07,1.3344
2011-02-08,0.6173
2011-02-09,4.3354
2011-02-10,5.3312
2011-02-11,-2.0469
2011-02-12,
2011-02-13,
2011-02-14,5.7751
2011-02-15,-5.8549
2011-02-16,0.4197
2011-02-17,3.7614
2011-02-18,-0.6225
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-4.311
2011-02-23,1.6173
2011-02-24,4.2819
2011-02-25,6.9404
2011-02-26,
2011-02-27,
2011-02-28,0.5437
2011-03-01,-5.9142
2011-03-02,-0.5388
2011-03-03,1.921
2011-03-04,-0.6757
2011-03-05,
2011-03-06,
2011-03-07,1.6112
2011-03-08,0.2114
2011-03-09,-0.1758
2011-03-10,-5.0722
2011-03-11,3.0427
2011-03-12,
2011-03-13,
2011-03-14,0.6482
2011-03-15,-1.3953
2011-03-16,0.508
2011-03-17,0.4332
2011-03-18,-0.1438
2011-03-19,
2011-03-20,
2011-03-21,1.2959
2011-03-22,2.1677
2011-03-23,0.8348
2011-03-24,0.8969
2011-03-25,-0.547
2011-03-26,
2011-03-27,
2011-03-28,-1.4438
2011-03-29,0.0698
2011-03-30,1.1154
2011-03-31,-0.1379
2011-04-01,-5.0397
2011-04-02,
2011-04-03,
2011-04-04,0.6907
2011-04-05,-0.4693
2011-04-06,-2.1763
2011-04-07,0.1483
2011-04-08,-0.4813
2011-04-09,
2011-04-10,
2011-04-11,0.0372
2011-04-12,-0.4091
2011-04-13,0.2614
2011-04-14,0.6331
2011-04-15,0.5551
2011-04-16,
2011-04-17,
2011-04-18,-0.9201
2011-04-19,-0.9287
2011-04-20,0.6749
2011-04-21,0.9311
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,-1.0332
2011-04-26,0.1491
2011-04-27,1.2286
2011-04-28,0.5885
2011-04-29,-1.9378
2011-04-30,
2011-05-01,
2011-05-02,0.0
2011-05-03,-0.0746
2011-05-04,-1.9403000000000001
2011-05-05,0.1903
2011-05-06,0.0
2011-05-07,
2011-05-08,
2011-05-09,1.861
2011-05-10,0.522
2011-05-11,0.2596
2011-05-12,0.4809
2011-05-13,-0.81
2011-05-14,
2011-05-15,
2011-05-16,2.5984
2011-05-17,1.4472
2011-05-18,-0.6419
2011-05-19,0.682
2011-05-20,0.4278
2011-05-21,
2011-05-22,
2011-05-23,-0.852
2011-05-24,-4.6187000000000005
2011-05-25,-2.7401999999999997
2011-05-26,-0.7719
2011-05-27,0.6223
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,1.7395
2011-06-01,-3.9894
2011-06-02,1.1919
2011-06-03,0.2356
2011-06-04,
2011-06-05,
2011-06-06,-3.7603
2011-06-07,-0.8547
2011-06-08,-2.5041
2011-06-09,2.9895
2011-06-10,-0.8177
2011-06-11,
2011-06-12,
2011-06-13,0.4122
2011-06-14,-0.6568
2011-06-15,-1.7769
2011-06-16,-1.4304000000000001
2011-06-17,1.8779
2011-06-18,
2011-06-19,
2011-06-20,-0.4189
2011-06-21,2.1875999999999998
2011-06-22,0.3294
2011-06-23,-1.0669
2011-06-24,-0.0415
2011-06-25,
2011-06-26,
2011-06-27,-1.5768
2011-06-28,1.6863000000000001
2011-06-29,1.1194
2011-06-30,0.861
2011-07-01,0.4472
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,0.2428
2011-07-06,0.1615
2011-07-07,0.524
2011-07-08,-1.1227
2011-07-09,
2011-07-10,
2011-07-11,-3.528
2011-07-12,0.7566
2011-07-13,-1.0847
2011-07-14,-1.2231
2011-07-15,-1.5798
2011-07-16,
2011-07-17,
2011-07-18,-0.8243
2011-07-19,0.7874
2011-07-20,1.3889
2011-07-21,1.4127
2011-07-22,-2.0684
2011-07-23,
2011-07-24,
2011-07-25,2.5431
2011-07-26,-0.1681
2011-07-27,-2.2737
2011-07-28,-0.6032
2011-07-29,-0.13
2011-07-30,
2011-07-31,
2011-08-01,-0.9115
2011-08-02,-1.3578999999999999
2011-08-03,1.5986
2011-08-04,-4.8077
2011-08-05,4.5914
2011-08-06,
2011-08-07,
2011-08-08,-4.8727
2011-08-09,7.6142
2011-08-10,-4.4597
2011-08-11,7.2711
2011-08-12,-1.2551999999999999
2011-08-13,
2011-08-14,
2011-08-15,2.5
2011-08-16,-0.9508
2011-08-17,-0.7513
2011-08-18,-3.7847
2011-08-19,1.3986
2011-08-20,
2011-08-21,
2011-08-22,-2.5
2011-08-23,1.8568
2011-08-24,3.2986
2011-08-25,-2.0588
2011-08-26,5.148
2011-08-27,
2011-08-28,
2011-08-29,1.9584000000000001
2011-08-30,-0.12
2011-08-31,1.6425999999999998
2011-09-01,-2.0594
2011-09-02,-2.8306
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,0.6658
2011-09-07,6.945
2011-09-08,-1.121
2011-09-09,0.3518
2011-09-10,
2011-09-11,
2011-09-12,2.4542
2011-09-13,1.9771999999999998
2011-09-14,0.0
2011-09-15,-1.7896999999999998
2011-09-16,3.5686999999999998
2011-09-17,
2011-09-18,
2011-09-19,-0.1466
2011-09-20,-0.5507
2011-09-21,-2.6209
2011-09-22,2.2365
2011-09-23,-1.3719000000000001
2011-09-24,
2011-09-25,
2011-09-26,1.5413999999999999
2011-09-27,0.5553
2011-09-28,-2.9823
2011-09-29,-2.3909000000000002
2011-09-30,-4.86
2011-10-01,
2011-10-02,
2011-10-03,-1.7164000000000001
2011-10-04,1.0395
2011-10-05,3.4568
2011-10-06,-1.3126
2011-10-07,-1.3301
2011-10-08,
2011-10-09,
2011-10-10,4.1667
2011-10-11,1.5293999999999999
2011-10-12,1.1587
2011-10-13,-0.84
2011-10-14,-1.0782
2011-10-15,
2011-10-16,
2011-10-17,-0.1557
2011-10-18,0.3119
2011-10-19,-1.0105
2011-10-20,0.7852
2011-10-21,-0.3896
2011-10-22,
2011-10-23,
2011-10-24,1.9554
2011-10-25,-4.1427
2011-10-26,3.0812
2011-10-27,1.514
2011-10-28,0.1912
2011-10-29,
2011-10-30,
2011-10-31,-0.2672
2011-11-01,-3.0616
2011-11-02,-0.5132
2011-11-03,2.7381
2011-11-04,4.944
2011-11-05,
2011-11-06,
2011-11-07,1.9139
2011-11-08,-3.1419
2011-11-09,-1.1931
2011-11-10,1.1320999999999999
2011-11-11,0.8955
2011-11-12,
2011-11-13,
2011-11-14,-1.6272
2011-11-15,1.1278
2011-11-16,-1.0409
2011-11-17,-1.9159000000000002
2011-11-18,0.8809
2011-11-19,
2011-11-20,
2011-11-21,-2.2779
2011-11-22,0.8936
2011-11-23,-2.1563
2011-11-24,
2011-11-25,1.1806
2011-11-26,
2011-11-27,
2011-11-28,2.4504
2011-11-29,0.038
2011-11-30,2.6186
2011-12-01,0.3715
2011-12-02,-1.6654
2011-12-03,
2011-12-04,
2011-12-05,0.1129
2011-12-06,-1.3534
2011-12-07,0.0762
2011-12-08,-0.0762
2011-12-09,1.3719999999999999
2011-12-10,
2011-12-11,
2011-12-12,-1.8045
2011-12-13,-1.876
2011-12-14,-1.2876
2011-12-15,1.3043
2011-12-16,1.3266
2011-12-17,
2011-12-18,
2011-12-19,-0.7701
2011-12-20,1.8626
2011-12-21,0.0
2011-12-22,-3.0857
2011-12-23,3.1053
2011-12-24,
2011-12-25,
2011-12-26,
2011-12-27,-0.2287
2011-12-28,-0.6878
2011-12-29,-0.6541
2011-12-30,0.1549
2011-12-31,
2012-01-01,
2012-01-02,
2012-01-03,0.4254
2012-01-04,-1.5017
2012-01-05,-0.8991
2012-01-06,-1.1045
2012-01-07,
2012-01-08,
2012-01-09,-0.1994
2012-01-10,0.3197
2012-01-11,0.8765
2012-01-12,-0.079
2012-01-13,1.581
2012-01-14,
2012-01-15,
2012-01-16,
2012-01-17,-1.2062
2012-01-18,0.1575
2012-01-19,0.9438
2012-01-20,-0.1558
2012-01-21,
2012-01-22,
2012-01-23,0.5462
2012-01-24,-0.5045
2012-01-25,-0.429
2012-01-26,0.3525
2012-01-27,-0.1561
2012-01-28,
2012-01-29,
2012-01-30,-0.2346
2012-01-31,0.2743
2012-02-01,0.4689
2012-02-02,2.0226
2012-02-03,1.1819
2012-02-04,
2012-02-05,
2012-02-06,0.2261
2012-02-07,0.4887
2012-02-08,-1.6087
2012-02-09,0.6464
2012-02-10,6.0446
2012-02-11,
2012-02-12,
2012-02-13,-0.9619
2012-02-14,-1.6187
2012-02-15,-0.0366
2012-02-16,0.8047
2012-02-17,-0.2177
2012-02-18,
2012-02-19,
2012-02-20,
2012-02-21,-0.8
2012-02-22,0.2933
2012-02-23,1.9737
2012-02-24,-0.8961
2012-02-25,
2012-02-26,
2012-02-27,0.5425
2012-02-28,0.3597
2012-02-29,-0.7527
2012-03-01,1.1244
2012-03-02,-0.9326
2012-03-03,
2012-03-04,
2012-03-05,-0.181
2012-03-06,-1.9224
2012-03-07,0.4808
2012-03-08,0.6993
2012-03-09,0.0365
2012-03-10,
2012-03-11,
2012-03-12,0.8769
2012-03-13,0.1449
2012-03-14,0.9403
2012-03-15,0.3941
2012-03-16,0.0
2012-03-17,
2012-03-18,
2012-03-19,0.9279
2012-03-20,1.1315
2012-03-21,1.4336
2012-03-22,0.0345
2012-03-23,1.6885
2012-03-24,
2012-03-25,
2012-03-26,0.1694
2012-03-27,-2.8417
2012-03-28,0.4526
2012-03-29,-0.9705
2012-03-30,-0.525
2012-03-31,
2012-04-01,
2012-04-02,-1.0204
2012-04-03,0.0355
2012-04-04,-0.6041
2012-04-05,-0.9296
2012-04-06,
2012-04-07,
2012-04-08,
2012-04-09,-1.1548
2012-04-10,-1.4239
2012-04-11,-0.3704
2012-04-12,0.2974
2012-04-13,-1.2973
2012-04-14,
2012-04-15,
2012-04-16,-0.0376
2012-04-17,0.0376
2012-04-18,-0.6759
2012-04-19,-0.2268
2012-04-20,-0.3789
2012-04-21,
2012-04-22,
2012-04-23,-0.7227
2012-04-24,-0.0383
2012-04-25,1.1115
2012-04-26,1.1751
2012-04-27,0.2623
2012-04-28,
2012-04-29,
2012-04-30,-1.1958
2012-05-01,0.7564
2012-05-02,-2.7401999999999997
2012-05-03,0.5017
2012-05-04,-0.6144
2012-05-05,
2012-05-06,
2012-05-07,-1.8547
2012-05-08,-0.2756
2012-05-09,0.5922
2012-05-10,-0.5887
2012-05-11,-0.1184
2012-05-12,
2012-05-13,
2012-05-14,-1.1858
2012-05-15,1.24
2012-05-16,-1.3829
2012-05-17,-1.6026
2012-05-18,1.4658
2012-05-19,
2012-05-20,
2012-05-21,0.1605
2012-05-22,0.4006
2012-05-23,0.5188
2012-05-24,0.794
2012-05-25,-0.5908
2012-05-26,
2012-05-27,
2012-05-28,
2012-05-29,1.5452
2012-05-30,-1.8338
2012-05-31,0.8387
2012-06-01,-0.5941
2012-06-02,
2012-06-03,
2012-06-04,1.3147
2012-06-05,1.7302
2012-06-06,2.7831
2012-06-07,0.0376
2012-06-08,0.3759
2012-06-09,
2012-06-10,
2012-06-11,-0.0375
2012-06-12,0.9367
2012-06-13,-0.0371
2012-06-14,1.4853
2012-06-15,-0.3293
2012-06-16,
2012-06-17,
2012-06-18,2.7166
2012-06-19,-0.8578
2012-06-20,-0.6489
2012-06-21,-1.1974
2012-06-22,-0.9181
2012-06-23,
2012-06-24,
2012-06-25,-0.0741
2012-06-26,0.5193
2012-06-27,0.4428
2012-06-28,1.3226
2012-06-29,0.3626
2012-06-30,
2012-07-01,
2012-07-02,0.7948
2012-07-03,0.0717
2012-07-04,
2012-07-05,0.2507
2012-07-06,-0.8574
2012-07-07,
2012-07-08,
2012-07-09,0.0
2012-07-10,-0.2523
2012-07-11,-0.1806
2012-07-12,0.2895
2012-07-13,1.6961
2012-07-14,
2012-07-15,
2012-07-16,-0.0355
2012-07-17,0.071
2012-07-18,0.7449
2012-07-19,-0.493
2012-07-20,-0.46
2012-07-21,
2012-07-22,
2012-07-23,0.6399
2012-07-24,-0.989
2012-07-25,0.9989
2012-07-26,1.201
2012-07-27,0.0698
2012-07-28,
2012-07-29,
2012-07-30,-0.4534
2012-07-31,-0.1402
2012-08-01,-0.3509
2012-08-02,-1.4788999999999999
2012-08-03,0.7505
2012-08-04,
2012-08-05,
2012-08-06,1.3125
2012-08-07,1.6106
2012-08-08,0.0689
2012-08-09,-0.3788
2012-08-10,0.0
2012-08-11,
2012-08-12,
2012-08-13,0.2765
2012-08-14,0.1034
2012-08-15,-0.2066
2012-08-16,0.0345
2012-08-17,-0.4139
2012-08-18,
2012-08-19,
2012-08-20,-0.1386
2012-08-21,-0.1734
2012-08-22,-0.1737
2012-08-23,-0.0348
2012-08-24,0.2437
2012-08-25,
2012-08-26,
2012-08-27,-0.1389
2012-08-28,0.5217
2012-08-29,-0.0692
2012-08-30,-0.4873
2012-08-31,-0.5247
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,1.7229
2012-09-05,-0.8987
2012-09-06,0.2442
2012-09-07,0.3827
2012-09-08,
2012-09-09,
2012-09-10,-0.6586
2012-09-11,0.1047
2012-09-12,0.3834
2012-09-13,0.6944
2012-09-14,1.0345
2012-09-15,
2012-09-16,
2012-09-17,1.0922
2012-09-18,0.6415
2012-09-19,1.3418
2012-09-20,0.1986
2012-09-21,-0.0991
2012-09-22,
2012-09-23,
2012-09-24,0.0
2012-09-25,-1.7196
2012-09-26,-1.3458999999999999
2012-09-27,1.2278
2012-09-28,-0.876
2012-09-29,
2012-09-30,
2012-10-01,0.4759
2012-10-02,-0.4398
2012-10-03,0.2718
2012-10-04,0.5422
2012-10-05,0.1011
2012-10-06,
2012-10-07,
2012-10-08,-0.3367
2012-10-09,0.0338
2012-10-10,-0.3377
2012-10-11,-0.1694
2012-10-12,-0.5771
2012-10-13,
2012-10-14,
2012-10-15,0.1707
2012-10-16,0.4772
2012-10-17,0.3392
2012-10-18,-0.3719
2012-10-19,-1.6966
2012-10-20,
2012-10-21,
2012-10-22,-0.0345
2012-10-23,-0.7251
2012-10-24,0.6957
2012-10-25,0.3109
2012-10-26,0.3788
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,1.1663999999999999
2012-11-01,3.9674
2012-11-02,-1.5655999999999999
2012-11-03,
2012-11-04,
2012-11-05,0.9278
2012-11-06,0.4924
2012-11-07,-0.7514
2012-11-08,-0.6912
2012-11-09,-0.3977
2012-11-10,
2012-11-11,
2012-11-12,-0.1664
2012-11-13,-1.0333
2012-11-14,-0.9431
2012-11-15,-0.306
2012-11-16,0.9209
2012-11-17,
2012-11-18,
2012-11-19,-0.3717
2012-11-20,-0.2374
2012-11-21,0.204
2012-11-22,
2012-11-23,0.3054
2012-11-24,
2012-11-25,
2012-11-26,-0.2368
2012-11-27,0.1356
2012-11-28,1.1514
2012-11-29,0.1009
2012-11-30,0.7731
2012-12-01,
2012-12-02,
2012-12-03,-0.8339
2012-12-04,0.3364
2012-12-05,0.067
2012-12-06,0.938
2012-12-07,-0.4647
2012-12-08,
2012-12-09,
2012-12-10,-0.2334
2012-12-11,-0.0334
2012-12-12,0.6352
2012-12-13,-0.3987
2012-12-14,-0.3002
2012-12-15,
2012-12-16,
2012-12-17,-0.0335
2012-12-18,0.9705
2012-12-19,0.2983
2012-12-20,3.9648
2012-12-21,-1.7601
2012-12-22,
2012-12-23,
2012-12-24,-0.8626
2012-12-25,
2012-12-26,-1.004
2012-12-27,-0.8452
2012-12-28,0.1364
2012-12-29,
2012-12-30,
2012-12-31,0.3064
2013-01-01,
2013-01-02,2.2743
2013-01-03,1.3276
2013-01-04,2.3583
2013-01-05,
2013-01-06,
2013-01-07,0.288
2013-01-08,-0.351
2013-01-09,1.1848
2013-01-10,0.443
2013-01-11,0.4096
2013-01-12,
2013-01-13,
2013-01-14,0.2824
2013-01-15,0.9074
2013-01-16,0.7442
2013-01-17,0.4309
2013-01-18,1.5017
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,0.3623
2013-01-23,-0.2708
2013-01-24,0.724
2013-01-25,0.0
2013-01-26,
2013-01-27,
2013-01-28,0.2695
2013-01-29,0.2389
2013-01-30,0.0894
2013-01-31,0.8634
2013-02-01,0.3542
2013-02-02,
2013-02-03,
2013-02-04,-0.2059
2013-02-05,0.3537
2013-02-06,0.5286
2013-02-07,0.2045
2013-02-08,0.4665
2013-02-09,
2013-02-10,
2013-02-11,0.9286
2013-02-12,0.5463
2013-02-13,0.0572
2013-02-14,2.0006
2013-02-15,0.7845
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-0.4726
2013-02-20,-1.2011
2013-02-21,0.0283
2013-02-22,0.4522
2013-02-23,
2013-02-24,
2013-02-25,-2.251
2013-02-26,2.6482
2013-02-27,1.0656
2013-02-28,0.0836
2013-03-01,-1.3363
2013-03-02,
2013-03-03,
2013-03-04,1.1569
2013-03-05,0.4742
2013-03-06,-0.4442
2013-03-07,-0.2231
2013-03-08,-0.3354
2013-03-09,
2013-03-10,
2013-03-11,0.645
2013-03-12,-0.3622
2013-03-13,0.3356
2013-03-14,1.3378
2013-03-15,-0.5226
2013-03-16,
2013-03-17,
2013-03-18,-0.1106
2013-03-19,-0.4705
2013-03-20,1.2514
2013-03-21,-0.4944
2013-03-22,0.4416
2013-03-23,
2013-03-24,
2013-03-25,0.5496
2013-03-26,-0.0273
2013-03-27,-0.0547
2013-03-28,1.0394
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-0.6226
2013-04-02,0.4086
2013-04-03,-1.9805000000000001
2013-04-04,0.7196
2013-04-05,0.055
2013-04-06,
2013-04-07,
2013-04-08,0.412
2013-04-09,-1.1214
2013-04-10,2.1024
2013-04-11,0.8941
2013-04-12,-0.7519
2013-04-13,
2013-04-14,
2013-04-15,-2.0833
2013-04-16,1.4645000000000001
2013-04-17,-1.3889
2013-04-18,-0.1105
2013-04-19,1.2165
2013-04-20,
2013-04-21,
2013-04-22,-0.6829
2013-04-23,0.2475
2013-04-24,0.0
2013-04-25,0.439
2013-04-26,-0.2185
2013-04-27,
2013-04-28,
2013-04-29,1.3961000000000001
2013-04-30,1.3229
2013-05-01,-0.6128
2013-05-02,0.563
2013-05-03,3.3058
2013-05-04,
2013-05-05,
2013-05-06,0.4387
2013-05-07,0.5396
2013-05-08,0.2044
2013-05-09,-0.3826
2013-05-10,0.64
2013-05-11,
2013-05-12,
2013-05-13,0.9158
2013-05-14,0.8067
2013-05-15,0.1
2013-05-16,0.5996
2013-05-17,1.192
2013-05-18,
2013-05-19,
2013-05-20,-0.319
2013-05-21,0.4677
2013-05-22,-1.6173
2013-05-23,0.9714
2013-05-24,-0.0493
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,0.5183
2013-05-29,-0.0491
2013-05-30,0.2712
2013-05-31,-1.3032
2013-06-01,
2013-06-02,
2013-06-03,0.6976
2013-06-04,-1.1133
2013-06-05,-0.1001
2013-06-06,1.4275
2013-06-07,1.7530999999999999
2013-06-08,
2013-06-09,
2013-06-10,2.4266
2013-06-11,-0.9476
2013-06-12,-0.7654
2013-06-13,1.8317999999999999
2013-06-14,0.7574
2013-06-15,
2013-06-16,
2013-06-17,1.3155000000000001
2013-06-18,0.5565
2013-06-19,-0.9915
2013-06-20,-0.8384
2013-06-21,0.0705
2013-06-22,
2013-06-23,
2013-06-24,2.7458
2013-06-25,1.1192
2013-06-26,2.5977
2013-06-27,3.1484
2013-06-28,-0.4482
2013-06-29,
2013-06-30,
2013-07-01,1.6080999999999999
2013-07-02,-1.456
2013-07-03,0.5782
2013-07-04,
2013-07-05,0.9793
2013-07-06,
2013-07-07,
2013-07-08,0.4006
2013-07-09,-0.189
2013-07-10,-0.9678
2013-07-11,0.4674
2013-07-12,-0.0846
2013-07-13,
2013-07-14,
2013-07-15,0.7619
2013-07-16,0.9032
2013-07-17,1.2073
2013-07-18,1.0284
2013-07-19,-0.9161
2013-07-20,
2013-07-21,
2013-07-22,1.6848
2013-07-23,-0.9901
2013-07-24,1.3673
2013-07-25,-0.8254
2013-07-26,0.4466
2013-07-27,
2013-07-28,
2013-07-29,-0.0202
2013-07-30,0.5256
2013-07-31,0.744
2013-08-01,1.3972
2013-08-02,0.0787
2013-08-03,
2013-08-04,
2013-08-05,-4.1306
2013-08-06,-2.3388999999999998
2013-08-07,-0.2311
2013-08-08,1.8319999999999999
2013-08-09,0.8478
2013-08-10,
2013-08-11,
2013-08-12,0.7587
2013-08-13,0.8547
2013-08-14,-1.0291
2013-08-15,-2.3242
2013-08-16,-0.1044
2013-08-17,
2013-08-18,
2013-08-19,-0.585
2013-08-20,0.8407
2013-08-21,-0.2709
2013-08-22,2.1734999999999998
2013-08-23,-0.7363
2013-08-24,
2013-08-25,
2013-08-26,0.0824
2013-08-27,-4.3237
2013-08-28,1.5063
2013-08-29,0.3831
2013-08-30,-2.7136
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,-1.874
2013-09-04,0.3553
2013-09-05,0.1992
2013-09-06,-0.1104
2013-09-07,
2013-09-08,
2013-09-09,0.8402
2013-09-10,0.6139
2013-09-11,1.2203
2013-09-12,-0.732
2013-09-13,0.1084
2013-09-14,
2013-09-15,
2013-09-16,-2.0581
2013-09-17,0.2433
2013-09-18,0.2648
2013-09-19,0.5502
2013-09-20,-0.7879
2013-09-21,
2013-09-22,
2013-09-23,-0.4191
2013-09-24,0.0222
2013-09-25,-0.2879
2013-09-26,0.9329
2013-09-27,-0.1761
2013-09-28,
2013-09-29,
2013-09-30,-0.2866
2013-10-01,3.3827
2013-10-02,-2.4166
2013-10-03,0.7013
2013-10-04,0.5223
2013-10-05,
2013-10-06,
2013-10-07,-0.801
2013-10-08,-0.8075
2013-10-09,-0.044
2013-10-10,3.2357
2013-10-11,0.3198
2013-10-12,
2013-10-13,
2013-10-14,1.4453
2013-10-15,-1.0057
2013-10-16,1.3757
2013-10-17,0.4175
2013-10-18,2.8689999999999998
2013-10-19,
2013-10-20,
2013-10-21,0.1819
2013-10-22,1.4121000000000001
2013-10-23,0.8156
2013-10-24,-0.7893
2013-10-25,0.716
2013-10-26,
2013-10-27,
2013-10-28,-2.034
2013-10-29,0.6047
2013-10-30,-1.2422
2013-10-31,-1.6028
2013-11-01,1.0103
2013-11-02,
2013-11-03,
2013-11-04,1.4493
2013-11-05,0.8048
2013-11-06,0.8184
2013-11-07,-2.2372
2013-11-08,3.5237
2013-11-09,
2013-11-10,
2013-11-11,0.5282
2013-11-12,-2.3545
2013-11-13,0.9366
2013-11-14,-0.2172
2013-11-15,2.0578
2013-11-16,
2013-11-17,
2013-11-18,-0.8724
2013-11-19,0.4498
2013-11-20,3.0374
2013-11-21,2.3054
