date,1431816D UW Equity
2012-12-21,-0.4267
2012-12-22,
2012-12-23,
2012-12-24,-0.5714
2012-12-25,
2012-12-26,-1.5805
2012-12-27,0.8759
2012-12-28,0.1447
2012-12-29,
2012-12-30,
2012-12-31,2.3121
2013-01-01,
2013-01-02,6.6384
2013-01-03,-2.7815
2013-01-04,-0.545
2013-01-05,
2013-01-06,
2013-01-07,-1.6438000000000001
2013-01-08,-3.6212
2013-01-09,-0.1445
2013-01-10,2.8944
2013-01-11,0.5626
2013-01-12,
2013-01-13,
2013-01-14,0.8392
2013-01-15,-0.2774
2013-01-16,3.1989
2013-01-17,-0.2695
2013-01-18,-0.9459
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,-0.4093
2013-01-23,2.8767
2013-01-24,-2.9294000000000002
2013-01-25,0.4115
2013-01-26,
2013-01-27,
2013-01-28,0.8197
2013-01-29,-2.3035
2013-01-30,-0.2774
2013-01-31,-2.0862
2013-02-01,4.8295
2013-02-02,
2013-02-03,
2013-02-04,-3.523
2013-02-05,1.4045
2013-02-06,0.9695
2013-02-07,-4.1152
2013-02-08,2.5751
2013-02-09,
2013-02-10,
2013-02-11,-0.4184
2013-02-12,0.7003
2013-02-13,-1.1127
2013-02-14,2.5316
2013-02-15,-2.4691
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,1.5471
2013-02-20,-2.9086
2013-02-21,-0.9986
2013-02-22,2.3055
2013-02-23,
2013-02-24,
2013-02-25,-3.8028
2013-02-26,-0.2928
2013-02-27,3.6711
2013-02-28,-1.4163999999999999
2013-03-01,-1.0057
2013-03-02,
2013-03-03,
2013-03-04,-1.8868
2013-03-05,1.3314
2013-03-06,0.0
2013-03-07,-0.438
2013-03-08,1.4663
2013-03-09,
2013-03-10,
2013-03-11,-0.7225
2013-03-12,1.0189
2013-03-13,0.5764
2013-03-14,1.0029
2013-03-15,-2.695
2013-03-16,
2013-03-17,
2013-03-18,-1.6035
2013-03-19,-0.2963
2013-03-20,1.6345
2013-03-21,-2.193
2013-03-22,-1.1958
2013-03-23,
2013-03-24,
2013-03-25,-0.6051
2013-03-26,2.1309
2013-03-27,0.2981
2013-03-28,0.7429
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-3.3923
2013-04-02,-1.2214
2013-04-03,-4.6368
2013-04-04,2.5932
2013-04-05,1.8957000000000002
2013-04-06,
2013-04-07,
2013-04-08,0.0
2013-04-09,-0.3101
2013-04-10,1.5552000000000001
2013-04-11,-0.1531
2013-04-12,-1.8405
2013-04-13,
2013-04-14,
2013-04-15,-3.125
2013-04-16,3.0645
2013-04-17,-3.2864
2013-04-18,-1.4563
2013-04-19,0.1642
2013-04-20,
2013-04-21,
2013-04-22,0.6557
2013-04-23,0.9772
2013-04-24,2.4194
2013-04-25,1.8898000000000001
2013-04-26,-1.0819
2013-04-27,
2013-04-28,
