date,VSM UN Equity
2016-09-21,-1.0717
2016-09-22,-3.3333
2016-09-23,-0.8621
2016-09-24,
2016-09-25,
2016-09-26,-1.5217
2016-09-27,-1.3245
2016-09-28,0.5369
2016-09-29,2.3587
2016-09-30,-1.3043
2016-10-01,
2016-10-02,
2016-10-03,23.348
2016-10-04,-12.5357
2016-10-05,-3.3075
2016-10-06,-1.0135
2016-10-07,-0.256
2016-10-08,
2016-10-09,
2016-10-10,0.4705
2016-10-11,-0.8089
2016-10-12,0.1717
2016-10-13,-2.1851
2016-10-14,-1.6207
2016-10-15,
2016-10-16,
2016-10-17,0.0445
2016-10-18,8.1442
2016-10-19,-2.2222
2016-10-20,0.6734
2016-10-21,-2.4666
2016-10-22,
2016-10-23,
2016-10-24,-0.1286
2016-10-25,-1.1159
2016-10-26,-0.9983
2016-10-27,2.1043
2016-10-28,-2.3186
2016-10-29,
2016-10-30,
2016-10-31,-0.2198
2016-11-01,-0.7489
2016-11-02,0.6214
2016-11-03,-0.2206
2016-11-04,0.3095
2016-11-05,
2016-11-06,
2016-11-07,1.851
2016-11-08,0.0865
2016-11-09,-0.562
2016-11-10,2.3913
2016-11-11,2.6752000000000002
2016-11-12,
2016-11-13,
2016-11-14,-2.0265
2016-11-15,0.8442
2016-11-16,0.4186
2016-11-17,0.0
2016-11-18,-2.2926
2016-11-19,
2016-11-20,
2016-11-21,4.9061
2016-11-22,1.7893
2016-11-23,1.638
2016-11-24,
2016-11-25,-1.3365
2016-11-26,
2016-11-27,
2016-11-28,-1.4741
2016-11-29,-0.3235
2016-11-30,-0.7708
2016-12-01,0.6541
2016-12-02,-0.6499
2016-12-03,
2016-12-04,
2016-12-05,1.5944
2016-12-06,1.4085
2016-12-07,6.8651
2016-12-08,0.8912
2016-12-09,-0.4049
2016-12-10,
2016-12-11,
2016-12-12,0.9608
2016-12-13,1.7570000000000001
2016-12-14,0.7914
2016-12-15,1.4276
2016-12-16,-2.1816
2016-12-17,
2016-12-18,
2016-12-19,3.1295
2016-12-20,0.1744
2016-12-21,-1.6364999999999998
2016-12-22,-0.7788
2016-12-23,0.6065
2016-12-24,
2016-12-25,
2016-12-26,
2016-12-27,-0.1064
2016-12-28,-0.3195
2016-12-29,-0.5698
2016-12-30,0.5372
2016-12-31,
2017-01-01,
2017-01-02,
2017-01-03,-1.3538000000000001
2017-01-04,1.4445999999999999
2017-01-05,-0.1068
2017-01-06,1.3542
2017-01-07,
2017-01-08,
2017-01-09,-1.7229
2017-01-10,2.7907
2017-01-11,0.2088
2017-01-12,-4.7239
2017-01-13,-0.401
2017-01-14,
2017-01-15,
2017-01-16,
2017-01-17,-0.9517
2017-01-18,1.4043
2017-01-19,-2.4052
2017-01-20,3.9208
2017-01-21,
2017-01-22,
2017-01-23,-1.1858
2017-01-24,2.0
2017-01-25,-0.6061
2017-01-26,0.3587
2017-01-27,1.6082999999999998
2017-01-28,
2017-01-29,
2017-01-30,-1.7939
2017-01-31,0.1074
2017-02-01,-0.1789
2017-02-02,3.19
2017-02-03,0.7642
2017-02-04,
2017-02-05,
2017-02-06,0.6205
2017-02-07,-0.8565
2017-02-08,-0.8639
2017-02-09,-1.0457
2017-02-10,0.8454
2017-02-11,
2017-02-12,
2017-02-13,1.5718
2017-02-14,1.5817999999999999
2017-02-15,-0.914
2017-02-16,2.289
2017-02-17,3.8076
2017-02-18,
2017-02-19,
2017-02-20,
2017-02-21,-0.3861
2017-02-22,-1.9703
2017-02-23,0.5272
2017-02-24,0.9505
2017-02-25,
2017-02-26,
2017-02-27,0.6169
2017-02-28,-2.1943
2017-03-01,2.8373
2017-03-02,-1.0908
2017-03-03,-0.6812
2017-03-04,
2017-03-05,
2017-03-06,-1.5349
2017-03-07,-1.2604
2017-03-08,0.1344
2017-03-09,-1.9121000000000001
2017-03-10,1.026
2017-03-11,
2017-03-12,
2017-03-13,0.9817
2017-03-14,-1.0727
2017-03-15,2.1349
2017-03-16,-0.6304
2017-03-17,-0.3673
2017-03-18,
2017-03-19,
2017-03-20,0.5362
2017-03-21,-1.0333
2017-03-22,0.5052
2017-03-23,0.3351
2017-03-24,-0.2338
2017-03-25,
2017-03-26,
2017-03-27,0.1004
2017-03-28,0.1003
2017-03-29,0.2005
2017-03-30,1.6339000000000001
2017-03-31,0.3937
2017-04-01,
2017-04-02,
2017-04-03,-1.0131000000000001
2017-04-04,-0.5952
2017-04-05,-0.0665
2017-04-06,2.2304
2017-04-07,-0.4559
2017-04-08,
2017-04-09,
2017-04-10,-0.5561
2017-04-11,-0.2303
2017-04-12,-1.7145000000000001
2017-04-13,-3.0191
2017-04-14,
2017-04-15,
2017-04-16,
2017-04-17,2.1792
2017-04-18,0.8463
2017-04-19,1.8798
2017-04-20,2.4382
2017-04-21,0.0643
2017-04-22,
2017-04-23,
2017-04-24,1.0929
2017-04-25,1.6216
2017-04-26,1.6896
2017-04-27,0.6154
2017-04-28,-2.0795
2017-04-29,
2017-04-30,
2017-05-01,-1.2804
2017-05-02,-2.5308
2017-05-03,-0.9737
2017-05-04,0.7539
2017-05-05,-1.0735
2017-05-06,
2017-05-07,
2017-05-08,0.296
2017-05-09,0.0
2017-05-10,1.6393
2017-05-11,-0.4194
2017-05-12,-2.0084
2017-05-13,
2017-05-14,
2017-05-15,0.2645
2017-05-16,0.6264
2017-05-17,-1.7366000000000001
2017-05-18,0.2001
2017-05-19,0.9983
2017-05-20,
2017-05-21,
2017-05-22,4.8105
2017-05-23,-2.8922
2017-05-24,2.428
2017-05-25,-0.5057
2017-05-26,-0.8895
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,-0.3526
2017-05-31,-0.1608
2017-06-01,2.8994999999999997
2017-06-02,1.0332
2017-06-03,
2017-06-04,
2017-06-05,1.5493999999999999
2017-06-06,-1.0681
2017-06-07,-0.2776
2017-06-08,0.3093
2017-06-09,-3.2994
2017-06-10,
2017-06-11,
2017-06-12,-0.7015
2017-06-13,1.3487
2017-06-14,-1.7744
2017-06-15,-0.3548
2017-06-16,1.3273
2017-06-17,
2017-06-18,
2017-06-19,1.9808
2017-06-20,-1.0025
2017-06-21,0.443
2017-06-22,0.5041
2017-06-23,5.4859
2017-06-24,
2017-06-25,
2017-06-26,-2.9123
2017-06-27,-0.551
2017-06-28,1.1388
2017-06-29,-1.1869
2017-06-30,0.0924
2017-07-01,
2017-07-02,
2017-07-03,0.4615
2017-07-04,
2017-07-05,-0.0306
2017-07-06,-3.9522
2017-07-07,1.244
2017-07-08,
2017-07-09,
2017-07-10,1.1027
2017-07-11,0.7167
2017-07-12,2.9394
2017-07-13,-0.0601
2017-07-14,1.3233
2017-07-15,
2017-07-16,
2017-07-17,0.8905
2017-07-18,0.0294
2017-07-19,2.8824
2017-07-20,1.0577
2017-07-21,0.7355
2017-07-22,
2017-07-23,
2017-07-24,0.3651
2017-07-25,1.371
2017-07-26,-2.4565
2017-07-27,-0.7357
2017-07-28,0.8267
2017-07-29,
2017-07-30,
2017-07-31,-0.311
2017-08-01,3.4884
2017-08-02,-0.6029
2017-08-03,-1.1028
2017-08-04,-0.3071
2017-08-05,
2017-08-06,
2017-08-07,1.3442
2017-08-08,-0.2763
2017-08-09,-1.3854
2017-08-10,-1.8826
2017-08-11,0.8877
2017-08-12,
2017-08-13,
2017-08-14,0.1987
2017-08-15,-0.8215
2017-08-16,0.4856
2017-08-17,-1.5065
2017-08-18,1.4719
2017-08-19,
2017-08-20,
2017-08-21,-0.7395
2017-08-22,1.4327
2017-08-23,0.8192
2017-08-24,0.4483
2017-08-25,-0.9205
2017-08-26,
2017-08-27,
2017-08-28,-0.0563
2017-08-29,0.4225
2017-08-30,0.9818
2017-08-31,2.5833
2017-09-01,1.4081000000000001
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,-1.2016
2017-09-06,0.4324
2017-09-07,0.1076
2017-09-08,0.0
2017-09-09,
2017-09-10,
2017-09-11,0.5376
2017-09-12,0.7754
2017-09-13,0.5572
2017-09-14,-0.2111
2017-09-15,0.4231
2017-09-16,
2017-09-17,
2017-09-18,0.8162
2017-09-19,-1.5409000000000002
2017-09-20,0.3714
2017-09-21,-1.0307
2017-09-22,1.0414
2017-09-23,
2017-09-24,
2017-09-25,0.2907
2017-09-26,-1.3175
2017-09-27,1.5754000000000001
2017-09-28,1.2355
2017-09-29,0.805
2017-09-30,
2017-10-01,
2017-10-02,0.8758
2017-10-03,1.0725
2017-10-04,-2.7287
2017-10-05,-0.7013
2017-10-06,1.0201
2017-10-07,
2017-10-08,
2017-10-09,-0.3884
2017-10-10,1.1178
2017-10-11,0.4884
2017-10-12,0.921
2017-10-13,1.9011
2017-10-14,
2017-10-15,
2017-10-16,-1.8904999999999998
2017-10-17,0.0761
2017-10-18,0.3547
2017-10-19,-1.1865999999999999
2017-10-20,1.4052
2017-10-21,
2017-10-22,
2017-10-23,-0.0252
2017-10-24,0.8569
2017-10-25,-0.2749
2017-10-26,2.6309
2017-10-27,0.7324
2017-10-28,
2017-10-29,
2017-10-30,-0.0485
2017-10-31,2.0369
2017-11-01,-2.1625
2017-11-02,-1.1173
2017-11-03,2.0634
2017-11-04,
2017-11-05,
2017-11-06,1.3959
2017-11-07,-0.0712
2017-11-08,0.9501
2017-11-09,-6.6824
2017-11-10,-1.3616
2017-11-11,
2017-11-12,
2017-11-13,0.2815
2017-11-14,-1.7356
2017-11-15,-0.3636
2017-11-16,0.6257
2017-11-17,0.1554
2017-11-18,
2017-11-19,
2017-11-20,0.5432
2017-11-21,3.4217
2017-11-22,-0.9453
2017-11-23,
2017-11-24,0.2762
2017-11-25,
2017-11-26,
2017-11-27,-0.8765
2017-11-28,0.7327
2017-11-29,-3.3108
2017-11-30,-0.3891
2017-12-01,-2.9167
2017-12-02,
2017-12-03,
2017-12-04,-4.0504
2017-12-05,0.5032
2017-12-06,0.3616
2017-12-07,1.9956
2017-12-08,-0.5707
2017-12-09,
2017-12-10,
2017-12-11,1.3392
2017-12-12,-2.2114
2017-12-13,1.2686
2017-12-14,1.0349
2017-12-15,2.1294
2017-12-16,
2017-12-17,
2017-12-18,0.3431
2017-12-19,0.7102
2017-12-20,0.7835
2017-12-21,-0.4405
2017-12-22,-0.3644
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,-1.5413000000000001
2017-12-27,0.8225
2017-12-28,0.1579
