date,VSM UN Equity
2017-12-29,-0.5518
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,3.0911
2018-01-03,-1.2301
2018-01-04,1.1157
2018-01-05,0.4619
2018-01-06,
2018-01-07,
2018-01-08,1.5581
2018-01-09,-0.9306
2018-01-10,-1.2947
2018-01-11,0.18
2018-01-12,0.0513
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,0.0257
2018-01-17,0.667
2018-01-18,-0.2803
2018-01-19,2.0956
2018-01-20,
2018-01-21,
2018-01-22,-0.3004
2018-01-23,0.477
2018-01-24,-2.074
2018-01-25,-3.6999
2018-01-26,1.0599
2018-01-27,
2018-01-28,
2018-01-29,-0.3408
2018-01-30,-1.9731999999999998
2018-01-31,-1.2346
2018-02-01,1.9022000000000001
2018-02-02,-1.0667
2018-02-03,
2018-02-04,
2018-02-05,-3.4501
2018-02-06,0.0558
2018-02-07,-0.558
2018-02-08,-3.4792
2018-02-09,1.8605
2018-02-10,
2018-02-11,
2018-02-12,2.1975
2018-02-13,0.9787
2018-02-14,1.8001
2018-02-15,-0.136
2018-02-16,-0.5993
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,1.0414
2018-02-21,-0.6509
2018-02-22,0.7098
2018-02-23,1.3554
2018-02-24,
2018-02-25,
2018-02-26,1.3639999999999999
2018-02-27,-0.8179
2018-02-28,-1.5164
2018-03-01,0.4862
2018-03-02,1.4785
2018-03-03,
2018-03-04,
2018-03-05,1.5099
2018-03-06,1.2004
2018-03-07,1.1604
2018-03-08,-0.2039
2018-03-09,1.5070000000000001
2018-03-10,
2018-03-11,
2018-03-12,0.5033
2018-03-13,-1.3519999999999999
2018-03-14,-0.1523
2018-03-15,-0.305
2018-03-16,0.8414
2018-03-17,
2018-03-18,
2018-03-19,-0.5057
2018-03-20,-0.7624
2018-03-21,2.0999
2018-03-22,-4.2889
2018-03-23,-1.9392
2018-03-24,
2018-03-25,
2018-03-26,6.0396
2018-03-27,-4.6623
2018-03-28,-1.4539
2018-03-29,0.9388
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-2.8435
2018-04-03,1.3403
2018-04-04,0.108
2018-04-05,-0.027
2018-04-06,-1.4833
2018-04-07,
2018-04-08,
2018-04-09,-0.3832
2018-04-10,2.3083
2018-04-11,0.0537
2018-04-12,1.1812
2018-04-13,-0.3449
2018-04-14,
2018-04-15,
2018-04-16,0.9318
2018-04-17,1.2925
2018-04-18,-1.0417
2018-04-19,-5.2895
2018-04-20,-1.5004
2018-04-21,
2018-04-22,
2018-04-23,-1.9746000000000001
2018-04-24,0.5468
2018-04-25,0.4865
2018-04-26,2.2786
2018-04-27,-1.1417
2018-04-28,
2018-04-29,
2018-04-30,-0.9014
2018-05-01,1.3075999999999999
2018-05-02,1.2907
2018-05-03,-0.9418
2018-05-04,2.6286
2018-05-05,
2018-05-06,
2018-05-07,-0.2997
2018-05-08,1.5305
2018-05-09,3.3109
2018-05-10,2.3449999999999998
2018-05-11,-0.611
2018-05-12,
2018-05-13,
2018-05-14,1.0502
2018-05-15,-1.4217
2018-05-16,1.1589
2018-05-17,0.3819
2018-05-18,-2.6883
2018-05-19,
2018-05-20,
2018-05-21,2.4497999999999998
2018-05-22,-0.8649
2018-05-23,0.0513
2018-05-24,0.1539
2018-05-25,0.3585
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,0.7145
2018-05-30,1.9255
2018-05-31,-0.6463
2018-06-01,1.326
2018-06-02,
2018-06-03,
2018-06-04,0.8889
2018-06-05,0.465
2018-06-06,0.268
2018-06-07,-0.7046
2018-06-08,-0.2691
2018-06-09,
2018-06-10,
2018-06-11,-0.368
2018-06-12,-0.5664
2018-06-13,-0.6934
2018-06-14,0.0249
2018-06-15,-0.4986
2018-06-16,
2018-06-17,
2018-06-18,-1.0273
2018-06-19,0.0
2018-06-20,-1.7468
2018-06-21,0.6184
2018-06-22,-0.128
2018-06-23,
2018-06-24,
2018-06-25,-3.1282
2018-06-26,-0.2118
2018-06-27,-2.3607
2018-06-28,0.6792
2018-06-29,0.2428
2018-06-30,
2018-07-01,
2018-07-02,0.2423
2018-07-03,-1.3963
2018-07-04,
2018-07-05,1.7429000000000001
2018-07-06,0.4283
2018-07-07,
2018-07-08,
2018-07-09,-1.226
2018-07-10,0.3508
2018-07-11,-0.9949
2018-07-12,1.2493
2018-07-13,0.0268
2018-07-14,
2018-07-15,
2018-07-16,-0.9118
2018-07-17,2.5709999999999997
2018-07-18,1.3984
2018-07-19,-0.026
2018-07-20,0.4164
2018-07-21,
2018-07-22,
2018-07-23,-1.3738000000000001
2018-07-24,-0.6833
2018-07-25,0.1323
2018-07-26,1.8763
2018-07-27,-0.6226
2018-07-28,
2018-07-29,
2018-07-30,-0.9919
2018-07-31,1.6346
2018-08-01,-1.4008
2018-08-02,2.7624
2018-08-03,0.3584
2018-08-04,
2018-08-05,
2018-08-06,-0.7398
2018-08-07,-4.6518
2018-08-08,2.7224
2018-08-09,-0.5773
2018-08-10,-1.6627
2018-08-11,
2018-08-12,
2018-08-13,-1.1004
2018-08-14,0.3262
2018-08-15,-0.9212
2018-08-16,2.0509
2018-08-17,0.5359
2018-08-18,
2018-08-19,
2018-08-20,0.3465
2018-08-21,0.4781
2018-08-22,0.5815
2018-08-23,1.2089
2018-08-24,0.2856
2018-08-25,
2018-08-26,
2018-08-27,1.8643
2018-08-28,1.0168
2018-08-29,0.0252
2018-08-30,-0.2264
2018-08-31,0.3278
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-1.0807
2018-09-05,-0.8638
2018-09-06,-3.8698
2018-09-07,0.5332
2018-09-08,
2018-09-09,
2018-09-10,0.7425
2018-09-11,-0.816
2018-09-12,-2.5743
2018-09-13,0.0272
2018-09-14,-0.4902
2018-09-15,
2018-09-16,
2018-09-17,-1.5598999999999998
2018-09-18,-0.973
2018-09-19,0.4211
2018-09-20,2.7956
2018-09-21,-0.2992
2018-09-22,
2018-09-23,
2018-09-24,0.491
2018-09-25,-1.2215
2018-09-26,-1.6488
2018-09-27,0.6985
2018-09-28,-0.0832
2018-09-29,
2018-09-30,
2018-10-01,-0.1111
2018-10-02,0.0
2018-10-03,-0.6394
2018-10-04,-2.2664
2018-10-05,-1.8895
2018-10-06,
2018-10-07,
2018-10-08,-0.7879
2018-10-09,-2.0
2018-10-10,-2.0108
2018-10-11,-3.1547
2018-10-12,-0.7274
2018-10-13,
2018-10-14,
2018-10-15,0.6371
2018-10-16,3.1656
2018-10-17,0.9205
2018-10-18,-3.4661
2018-10-19,-1.2598
2018-10-20,
2018-10-21,
2018-10-22,-1.1482999999999999
2018-10-23,-0.0645
2018-10-24,-6.3286999999999995
2018-10-25,5.5153
2018-10-26,0.49
2018-10-27,
2018-10-28,
2018-10-29,-1.0403
2018-10-30,1.4455
2018-10-31,2.2021
2018-11-01,2.82
2018-11-02,0.4622
2018-11-03,
2018-11-04,
2018-11-05,-0.3681
2018-11-06,1.5394
2018-11-07,7.5804
2018-11-08,-0.2818
2018-11-09,-3.3352
2018-11-10,
2018-11-11,
2018-11-12,-4.0152
2018-11-13,0.7634
2018-11-14,1.7273
2018-11-15,0.0298
2018-11-16,-0.5658
2018-11-17,
2018-11-18,
2018-11-19,-3.5639
2018-11-20,-1.1491
2018-11-21,2.0421
2018-11-22,
2018-11-23,0.7389
2018-11-24,
2018-11-25,
2018-11-26,2.3533
2018-11-27,-0.4778
2018-11-28,3.3303
2018-11-29,-1.2776
2018-11-30,1.8824
2018-12-01,
2018-12-02,
2018-12-03,2.7714
2018-12-04,-4.5786999999999995
2018-12-05,
2018-12-06,-3.8563
2018-12-07,-3.2456
2018-12-08,
2018-12-09,
2018-12-10,-1.2658
2018-12-11,-9.0385
2018-12-12,3.136
2018-12-13,-0.6833
2018-12-14,-4.4032
2018-12-15,
2018-12-16,
2018-12-17,-3.2026
2018-12-18,2.1189999999999998
2018-12-19,-4.4412
2018-12-20,-1.2952
2018-12-21,-1.621
2018-12-22,
2018-12-23,
2018-12-24,-1.6085
2018-12-25,
2018-12-26,6.4992
2018-12-27,1.1606
2018-12-28,0.4441
2018-12-29,
2018-12-30,
2018-12-31,2.1371
2019-01-01,
2019-01-02,1.443
2019-01-03,-6.8634
2019-01-04,6.5292
2019-01-05,
2019-01-06,
2019-01-07,0.3943
2019-01-08,-0.0357
2019-01-09,2.7857
2019-01-10,2.0153
2019-01-11,0.4428
2019-01-12,
2019-01-13,
2019-01-14,0.373
2019-01-15,-2.3986
2019-01-16,1.0384
2019-01-17,2.2268
2019-01-18,1.508
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-1.0895
2019-01-23,-1.1348
2019-01-24,1.8569
2019-01-25,4.9055
2019-01-26,
2019-01-27,
2019-01-28,15.861
2019-01-29,1.5271
2019-01-30,0.7789
2019-01-31,-1.9989
2019-02-01,0.5711
2019-02-02,
2019-02-03,
2019-02-04,0.9465
2019-02-05,-1.3394
2019-02-06,2.7965999999999998
2019-02-07,-2.2715
2019-02-08,0.027
2019-02-09,
2019-02-10,
2019-02-11,0.1081
2019-02-12,1.65
2019-02-13,-0.1863
2019-02-14,1.2530000000000001
2019-02-15,-0.5529
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,0.4236
2019-02-20,3.5592
2019-02-21,0.5601
2019-02-22,2.0506
2019-02-23,
2019-02-24,
2019-02-25,1.935
2019-02-26,0.7544
2019-02-27,18.6715
2019-02-28,-0.2646
2019-03-01,-1.5918
2019-03-02,
2019-03-03,
2019-03-04,0.0
2019-03-05,1.6591
2019-03-06,-0.6528
2019-03-07,-0.308
2019-03-08,0.5149
2019-03-09,
2019-03-10,
2019-03-11,0.123
2019-03-12,0.7982
2019-03-13,-0.4467
2019-03-14,0.7546
2019-03-15,0.7287
2019-03-16,
2019-03-17,
2019-03-18,0.5828
2019-03-19,-0.5994
2019-03-20,-0.804
2019-03-21,1.6616
2019-03-22,-0.4784
2019-03-23,
2019-03-24,
2019-03-25,-0.5207
2019-03-26,0.5235
2019-03-27,-0.3805
2019-03-28,0.5227
2019-03-29,0.62
2019-03-30,
2019-03-31,
2019-04-01,0.1789
2019-04-02,-0.0595
2019-04-03,0.6552
2019-04-04,0.6509
2019-04-05,0.3331
2019-04-06,
2019-04-07,
2019-04-08,1.1328
2019-04-09,0.1159
2019-04-10,0.0
2019-04-11,0.135
2019-04-12,0.1734
2019-04-13,
2019-04-14,
2019-04-15,-0.0577
2019-04-16,-0.1347
2019-04-17,0.1541
2019-04-18,0.0385
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-0.0192
2019-04-23,0.2308
2019-04-24,-0.1151
2019-04-25,-0.0961
2019-04-26,-0.0577
2019-04-27,
2019-04-28,
2019-04-29,0.2501
2019-04-30,0.1536
2019-05-01,-0.0383
2019-05-02,-0.0959
2019-05-03,0.3262
2019-05-04,
2019-05-05,
2019-05-06,-0.4399
2019-05-07,0.0384
2019-05-08,0.0192
2019-05-09,0.0
2019-05-10,-0.3456
2019-05-11,
2019-05-12,
2019-05-13,-0.3276
2019-05-14,0.3291
2019-05-15,-0.2895
2019-05-16,-0.271
2019-05-17,-0.4463
2019-05-18,
2019-05-19,
2019-05-20,-0.1559
2019-05-21,0.2929
2019-05-22,-0.2336
2019-05-23,0.0
2019-05-24,0.1171
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,-0.1754
2019-05-29,-0.2148
2019-05-30,0.0196
2019-05-31,0.4499
2019-06-01,
2019-06-02,
2019-06-03,-0.2726
2019-06-04,0.2734
2019-06-05,0.0779
2019-06-06,0.0195
2019-06-07,-0.0973
2019-06-08,
2019-06-09,
2019-06-10,0.1558
2019-06-11,0.1167
2019-06-12,0.2913
2019-06-13,-0.2905
2019-06-14,-0.1554
2019-06-15,
2019-06-16,
2019-06-17,0.0195
2019-06-18,0.3112
2019-06-19,0.0388
2019-06-20,0.2132
2019-06-21,0.2707
2019-06-22,
2019-06-23,
2019-06-24,-0.6943
2019-06-25,-0.1748
2019-06-26,0.0389
2019-06-27,0.2917
2019-06-28,0.0194
2019-06-29,
2019-06-30,
2019-07-01,0.4265
2019-07-02,-0.0193
2019-07-03,-0.1352
2019-07-04,
2019-07-05,-0.1933
2019-07-06,
2019-07-07,
2019-07-08,0.155
2019-07-09,0.1547
2019-07-10,-0.0193
2019-07-11,0.0193
2019-07-12,0.0
2019-07-13,
2019-07-14,
2019-07-15,-0.0193
2019-07-16,-0.0966
2019-07-17,-0.0193
2019-07-18,0.3481
2019-07-19,-0.0771
2019-07-20,
2019-07-21,
2019-07-22,0.2314
2019-07-23,-0.0577
2019-07-24,0.0578
2019-07-25,0.0385
2019-07-26,-0.0769
2019-07-27,
2019-07-28,
2019-07-29,0.077
2019-07-30,0.0962
2019-07-31,-0.1153
2019-08-01,-0.1924
2019-08-02,0.0578
2019-08-03,
2019-08-04,
2019-08-05,-0.5009
2019-08-06,-0.1549
2019-08-07,0.5623
2019-08-08,0.4049
2019-08-09,-0.2497
2019-08-10,
2019-08-11,
2019-08-12,-0.077
2019-08-13,0.0772
2019-08-14,0.0578
2019-08-15,-0.1349
2019-08-16,0.1544
2019-08-17,
2019-08-18,
2019-08-19,0.2505
2019-08-20,0.0
2019-08-21,0.0384
2019-08-22,-0.1153
2019-08-23,-0.6924
2019-08-24,
2019-08-25,
2019-08-26,0.4648
2019-08-27,0.0578
2019-08-28,-0.0963
2019-08-29,0.3664
2019-08-30,-0.0769
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,0.0769
2019-09-04,0.2882
2019-09-05,-0.1341
2019-09-06,0.0384
2019-09-07,
2019-09-08,
2019-09-09,0.0192
2019-09-10,0.1342
2019-09-11,-0.0383
2019-09-12,0.0383
2019-09-13,-0.0957
2019-09-14,
2019-09-15,
2019-09-16,-0.0958
2019-09-17,0.2686
2019-09-18,0.1722
2019-09-19,-0.1337
2019-09-20,-0.0383
2019-09-21,
2019-09-22,
2019-09-23,0.287
2019-09-24,-0.0191
2019-09-25,-0.0191
2019-09-26,0.1145
2019-09-27,0.0
2019-09-28,
2019-09-29,
2019-09-30,0.9152
2019-10-01,0.0756
2019-10-02,0.0
2019-10-03,0.0189
2019-10-04,0.0189
