date,CME UW Equity
2009-03-22,
2009-03-23,14.994299999999999
2009-03-24,-9.768
2009-03-25,5.0797
2009-03-26,3.0048
2009-03-27,-4.7788
2009-03-28,
2009-03-29,
2009-03-30,-4.1188
2009-03-31,5.1062
2009-04-01,-3.6487
2009-04-02,3.3529999999999998
2009-04-03,3.7007
2009-04-04,
2009-04-05,
2009-04-06,-3.5018000000000002
2009-04-07,-2.1097
2009-04-08,1.3314
2009-04-09,5.892
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,3.0361
2009-04-14,-6.8603
2009-04-15,2.2788
2009-04-16,-3.3657
2009-04-17,-2.9474
2009-04-18,
2009-04-19,
2009-04-20,-6.2508
2009-04-21,2.8754999999999997
2009-04-22,-4.3629999999999995
2009-04-23,9.9415
2009-04-24,-0.3946
2009-04-25,
2009-04-26,
2009-04-27,-3.7615
2009-04-28,-1.7288999999999999
2009-04-29,0.5732
2009-04-30,-2.955
2009-05-01,0.5602
2009-05-02,
2009-05-03,
2009-05-04,5.4809
2009-05-05,5.3111
2009-05-06,2.6045
2009-05-07,-6.9925
2009-05-08,5.2509
2009-05-09,
2009-05-10,
2009-05-11,-2.7461
2009-05-12,7.0178
2009-05-13,6.043
2009-05-14,3.7468
2009-05-15,-2.4862
2009-05-16,
2009-05-17,
2009-05-18,3.8369999999999997
2009-05-19,-2.4345
2009-05-20,-2.5558
2009-05-21,2.316
2009-05-22,4.7021
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,3.843
2009-05-27,-2.0589
2009-05-28,7.0643
2009-05-29,0.7234
2009-05-30,
2009-05-31,
2009-06-01,2.4997
2009-06-02,1.7168
2009-06-03,-2.1799
2009-06-04,2.6461
2009-06-05,-0.5316
2009-06-06,
2009-06-07,
2009-06-08,-0.7166
2009-06-09,0.4889
2009-06-10,-1.5766
2009-06-11,4.3785
2009-06-12,-0.3391
2009-06-13,
2009-06-14,
2009-06-15,-2.7425
2009-06-16,-0.4524
2009-06-17,-1.0846
2009-06-18,0.7841
2009-06-19,-0.4558
2009-06-20,
2009-06-21,
2009-06-22,-7.1163
2009-06-23,-0.2301
2009-06-24,3.4228
2009-06-25,0.516
2009-06-26,0.5989
2009-06-27,
2009-06-28,
2009-06-29,0.2426
2009-06-30,-2.2343
2009-07-01,-0.9129
2009-07-02,-2.2123
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,-1.5192999999999999
2009-07-07,-4.9887
2009-07-08,-6.4383
2009-07-09,1.3073000000000001
2009-07-10,-1.5598
2009-07-11,
2009-07-12,
2009-07-13,3.5261
2009-07-14,-1.3653
2009-07-15,3.4085
2009-07-16,-1.9503
2009-07-17,0.7597
2009-07-18,
2009-07-19,
2009-07-20,1.7046000000000001
2009-07-21,-1.8229
2009-07-22,-0.5253
2009-07-23,1.3128
2009-07-24,-1.9689999999999999
2009-07-25,
2009-07-26,
2009-07-27,-0.2658
2009-07-28,-1.3179
2009-07-29,1.0054
2009-07-30,2.8042
2009-07-31,0.737
2009-08-01,
2009-08-02,
2009-08-03,1.4059
2009-08-04,-1.3475
2009-08-05,0.0359
2009-08-06,-2.118
2009-08-07,4.6974
2009-08-08,
2009-08-09,
2009-08-10,-1.0596
2009-08-11,-2.5625
2009-08-12,2.2998
2009-08-13,1.0921
2009-08-14,-1.4311
2009-08-15,
2009-08-16,
2009-08-17,-4.0531
2009-08-18,-0.2448
2009-08-19,-0.1673
2009-08-20,1.255
2009-08-21,1.5594999999999999
2009-08-22,
2009-08-23,
2009-08-24,-2.9262
2009-08-25,0.1865
2009-08-26,2.871
2009-08-27,0.5936
2009-08-28,2.7672
2009-08-29,
2009-08-30,
2009-08-31,1.9083
2009-09-01,-4.0785
2009-09-02,-0.4442
2009-09-03,-2.3999
2009-09-04,-0.2802
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,1.2126000000000001
2009-09-09,0.5282
2009-09-10,0.5765
2009-09-11,-0.312
2009-09-12,
2009-09-13,
2009-09-14,1.1536
2009-09-15,2.2953
2009-09-16,2.5427
2009-09-17,0.5933
2009-09-18,3.6481
2009-09-19,
2009-09-20,
2009-09-21,0.1974
2009-09-22,2.1898
2009-09-23,-1.6609
2009-09-24,-2.5188
2009-09-25,-1.6488
2009-09-26,
2009-09-27,
2009-09-28,5.3191
2009-09-29,-1.1
2009-09-30,0.8211
2009-10-01,-5.0845
2009-10-02,0.2393
2009-10-03,
2009-10-04,
2009-10-05,-0.0887
2009-10-06,-1.833
2009-10-07,0.4694
2009-10-08,-0.5641
2009-10-09,2.5861
2009-10-10,
2009-10-11,
2009-10-12,1.0348
2009-10-13,1.9611
2009-10-14,1.2054
2009-10-15,0.5239
2009-10-16,1.282
2009-10-17,
2009-10-18,
2009-10-19,1.8378999999999999
2009-10-20,-0.1789
2009-10-21,-0.1887
2009-10-22,0.0252
2009-10-23,0.7685
2009-10-24,
2009-10-25,
2009-10-26,0.3282
2009-10-27,-1.5389
2009-10-28,-2.5469
2009-10-29,1.8668
2009-10-30,-3.5567
2009-10-31,
2009-11-01,
2009-11-02,0.9881
2009-11-03,-1.322
2009-11-04,-1.6183
2009-11-05,3.2122
2009-11-06,0.1339
2009-11-07,
2009-11-08,
2009-11-09,2.3221
2009-11-10,-1.8965
2009-11-11,1.7804
2009-11-12,0.5969
2009-11-13,-0.4379
2009-11-14,
2009-11-15,
2009-11-16,1.5043
2009-11-17,1.1178
2009-11-18,0.6428
2009-11-19,-0.6603
2009-11-20,0.3168
2009-11-21,
2009-11-22,
2009-11-23,0.2167
2009-11-24,-0.451
2009-11-25,2.0048
2009-11-26,
2009-11-27,-1.8376000000000001
2009-11-28,
2009-11-29,
2009-11-30,1.7294
2009-12-01,0.7952
2009-12-02,-0.7496
2009-12-03,0.5025
2009-12-04,0.1879
2009-12-05,
2009-12-06,
2009-12-07,-2.102
2009-12-08,-0.9454
2009-12-09,1.9689
2009-12-10,0.6569
2009-12-11,1.9
2009-12-12,
2009-12-13,
2009-12-14,-0.3292
2009-12-15,-0.6066
2009-12-16,-0.142
2009-12-17,-1.8152
2009-12-18,-0.0924
2009-12-19,
2009-12-20,
2009-12-21,0.0308
2009-12-22,0.9311
2009-12-23,0.1955
2009-12-24,0.9665
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,2.5365
2009-12-29,-0.3475
2009-12-30,-0.0177
2009-12-31,-0.7035
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,1.9229
2010-01-05,-0.0818
2010-01-06,-0.6781
2010-01-07,0.1236
2010-01-08,2.6717
2010-01-09,
2010-01-10,
2010-01-11,-0.02
2010-01-12,-2.0272
2010-01-13,0.3098
2010-01-14,-0.4312
2010-01-15,-1.3197
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,0.2817
2010-01-20,-2.4247
2010-01-21,-5.7487
2010-01-22,0.3569
2010-01-23,
2010-01-24,
2010-01-25,-1.6467
2010-01-26,-6.7722
2010-01-27,2.8407
2010-01-28,-1.2979
2010-01-29,-1.2702
2010-01-30,
2010-01-31,
2010-02-01,1.5341
2010-02-02,0.6833
2010-02-03,-0.3752
2010-02-04,-7.8121
2010-02-05,4.2742
2010-02-06,
2010-02-07,
2010-02-08,-0.1852
2010-02-09,1.0347
2010-02-10,-2.4119
2010-02-11,3.1554
2010-02-12,2.1047
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,2.0888
2010-02-17,-1.3697
2010-02-18,-0.4743
2010-02-19,0.0377
2010-02-20,
2010-02-21,
2010-02-22,-1.6313
2010-02-23,-3.6475999999999997
2010-02-24,5.062
2010-02-25,1.6760000000000002
2010-02-26,2.1155
2010-02-27,
2010-02-28,
2010-03-01,-0.2188
2010-03-02,2.8004
2010-03-03,-1.1633
2010-03-04,0.5427
2010-03-05,0.8487
2010-03-06,
2010-03-07,
2010-03-08,1.3381
2010-03-09,-1.5553
2010-03-10,-0.1168
2010-03-11,1.7473
2010-03-12,0.3639
2010-03-13,
2010-03-14,
2010-03-15,-0.0859
2010-03-16,0.0573
2010-03-17,0.5313
2010-03-18,-1.6171
2010-03-19,0.2412
2010-03-20,
2010-03-21,
2010-03-22,-0.0096
2010-03-23,-0.3273
2010-03-24,2.6756
2010-03-25,0.2979
2010-03-26,-1.2974999999999999
2010-03-27,
2010-03-28,
2010-03-29,-0.019
2010-03-30,0.1616
2010-03-31,-0.0127
2010-04-01,1.1388
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,-0.8101
2010-04-06,-0.0694
2010-04-07,-0.8173
2010-04-08,-0.8081
2010-04-09,0.1058
2010-04-10,
2010-04-11,
2010-04-12,-0.5159
2010-04-13,-0.0934
2010-04-14,2.9884
2010-04-15,0.5165
2010-04-16,-2.7809
2010-04-17,
2010-04-18,
2010-04-19,2.8444000000000003
2010-04-20,-0.2211
2010-04-21,0.668
2010-04-22,4.7969
2010-04-23,-0.9202
2010-04-24,
2010-04-25,
2010-04-26,2.0576
2010-04-27,-2.695
2010-04-28,-0.6706
2010-04-29,0.3603
2010-04-30,-0.9321
2010-05-01,
2010-05-02,
2010-05-03,0.1644
2010-05-04,-2.0672
2010-05-05,0.7822
2010-05-06,-1.0103
2010-05-07,-1.9291
2010-05-08,
2010-05-09,
2010-05-10,5.6506
2010-05-11,-1.1411
2010-05-12,0.0152
2010-05-13,-1.6401
2010-05-14,-2.6061
2010-05-15,
2010-05-16,
2010-05-17,0.2029
2010-05-18,-2.4711
2010-05-19,0.7948
2010-05-20,-2.4977
2010-05-21,5.087
2010-05-22,
2010-05-23,
2010-05-24,1.467
2010-05-25,-3.3157
2010-05-26,-0.8453
2010-05-27,3.0711
2010-05-28,-0.7895
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-1.5853000000000002
2010-06-02,3.6229
2010-06-03,0.1734
2010-06-04,-3.9353
2010-06-05,
2010-06-06,
2010-06-07,-3.601
2010-06-08,-0.1001
2010-06-09,-2.2274
2010-06-10,4.1582
2010-06-11,-0.3755
2010-06-12,
2010-06-13,
2010-06-14,1.5804
2010-06-15,0.8202
2010-06-16,0.2906
2010-06-17,-0.3638
2010-06-18,-0.7689
2010-06-19,
2010-06-20,
2010-06-21,0.0521
2010-06-22,-1.0511
2010-06-23,-1.1511
2010-06-24,-3.4534000000000002
2010-06-25,2.4432
2010-06-26,
2010-06-27,
2010-06-28,-0.1615
2010-06-29,-2.9953
2010-06-30,-2.209
2010-07-01,-1.0833
2010-07-02,-1.307
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,-0.1237
2010-07-07,1.264
2010-07-08,1.3094000000000001
2010-07-09,-1.5765
2010-07-10,
2010-07-11,
2010-07-12,-0.0613
2010-07-13,0.4621
2010-07-14,-1.0097
2010-07-15,0.3122
2010-07-16,-3.662
2010-07-17,
2010-07-18,
2010-07-19,0.4658
2010-07-20,2.9050000000000002
2010-07-21,-0.7593
2010-07-22,3.1375
2010-07-23,1.718
2010-07-24,
2010-07-25,
2010-07-26,-1.0085
2010-07-27,0.067
2010-07-28,-0.1233
2010-07-29,0.8183
2010-07-30,-2.4595000000000002
2010-07-31,
2010-08-01,
2010-08-02,2.6291
2010-08-03,-2.2927
2010-08-04,-0.5043
2010-08-05,-1.19
2010-08-06,-1.2334
2010-08-07,
2010-08-08,
2010-08-09,0.1879
2010-08-10,-2.9636
2010-08-11,-4.4674
2010-08-12,-1.0828
2010-08-13,-1.8325
2010-08-14,
2010-08-15,
2010-08-16,0.6821
2010-08-17,0.5315
2010-08-18,-0.7224
2010-08-19,-2.2032
2010-08-20,-1.2054
2010-08-21,
2010-08-22,
2010-08-23,0.0673
2010-08-24,0.4204
2010-08-25,2.9475
2010-08-26,2.0456
2010-08-27,2.3195
2010-08-28,
2010-08-29,
2010-08-30,-3.0147
2010-08-31,-0.3695
2010-09-01,3.3054
2010-09-02,2.4074999999999998
2010-09-03,1.0135
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-2.5159000000000002
2010-09-08,1.3195000000000001
2010-09-09,0.6329
2010-09-10,0.972
2010-09-11,
2010-09-12,
2010-09-13,2.3141
2010-09-14,-0.6309
2010-09-15,0.8057
2010-09-16,-1.2634
2010-09-17,-1.6040999999999999
2010-09-18,
2010-09-19,
2010-09-20,3.3590999999999998
2010-09-21,-1.3498999999999999
2010-09-22,-0.9668
2010-09-23,-1.9973999999999998
2010-09-24,3.2986
2010-09-25,
2010-09-26,
2010-09-27,-1.2869
2010-09-28,-0.6162
2010-09-29,-1.8789
2010-09-30,0.3468
2010-10-01,-0.1689
2010-10-02,
2010-10-03,
2010-10-04,-0.0423
2010-10-05,2.9741999999999997
2010-10-06,-0.1457
2010-10-07,-1.2610000000000001
2010-10-08,-0.5647
2010-10-09,
2010-10-10,
2010-10-11,-1.071
2010-10-12,1.7722
2010-10-13,-0.1514
2010-10-14,0.4398
2010-10-15,0.9738
2010-10-16,
2010-10-17,
2010-10-18,4.9942
2010-10-19,-0.0356
2010-10-20,0.0036
2010-10-21,0.5235
2010-10-22,0.5102
2010-10-23,
2010-10-24,
2010-10-25,-0.2503
2010-10-26,-0.8658
2010-10-27,0.6844
2010-10-28,2.4606
2010-10-29,0.0864
2010-10-30,
2010-10-31,
2010-11-01,-0.9149
2010-11-02,0.6794
2010-11-03,0.2215
2010-11-04,2.6002
2010-11-05,-0.7034
2010-11-06,
2010-11-07,
2010-11-08,0.2678
2010-11-09,-0.8891
2010-11-10,0.5116
2010-11-11,-0.5158
2010-11-12,-1.3473
2010-11-13,
2010-11-14,
2010-11-15,0.1141
2010-11-16,-1.0016
2010-11-17,1.5873
2010-11-18,1.2191
2010-11-19,0.2443
2010-11-20,
2010-11-21,
2010-11-22,-2.5925000000000002
2010-11-23,-2.2828
2010-11-24,2.7592
2010-11-25,
2010-11-26,0.2872
2010-11-27,
2010-11-28,
2010-11-29,-1.3559999999999999
2010-11-30,0.7555
2010-12-01,4.1589
2010-12-02,4.1528
2010-12-03,-0.4736
2010-12-04,
2010-12-05,
2010-12-06,0.582
2010-12-07,0.3676
2010-12-08,2.6721
2010-12-09,0.1743
2010-12-10,-0.0404
2010-12-11,
2010-12-12,
2010-12-13,0.3327
2010-12-14,0.1642
2010-12-15,-1.5004
2010-12-16,1.1652
2010-12-17,-0.8848
2010-12-18,
2010-12-19,
2010-12-20,0.7423
2010-12-21,1.3836
2010-12-22,0.2821
2010-12-23,-0.8379
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,0.6014
2010-12-28,-0.61
2010-12-29,0.1295
2010-12-30,-0.7947
2010-12-31,-0.0963
2011-01-01,
2011-01-02,
2011-01-03,-1.6503
2011-01-04,0.1738
2011-01-05,-1.7761
2011-01-06,0.7323
2011-01-07,-1.9066
2011-01-08,
2011-01-09,
2011-01-10,2.1615
2011-01-11,-1.104
2011-01-12,1.3158
2011-01-13,-0.4223
2011-01-14,1.0714
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-0.9339
2011-01-19,-2.465
2011-01-20,0.9632
2011-01-21,0.2134
2011-01-22,
2011-01-23,
2011-01-24,-0.1033
2011-01-25,-0.8561
2011-01-26,-0.4301
2011-01-27,1.4072
2011-01-28,-1.6103
2011-01-29,
2011-01-30,
2011-01-31,1.2037
2011-02-01,2.3885
2011-02-02,-0.2501
2011-02-03,-4.5155
2011-02-04,1.0867
2011-02-05,
2011-02-06,
2011-02-07,-0.1644
2011-02-08,-0.8693
2011-02-09,0.4883
2011-02-10,1.7223000000000002
2011-02-11,0.338
2011-02-12,
2011-02-13,
2011-02-14,-2.0048
2011-02-15,-3.7148
2011-02-16,0.8066
2011-02-17,3.0373
2011-02-18,0.0793
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-0.9114
2011-02-23,0.4399
2011-02-24,1.0484
2011-02-25,2.9518
2011-02-26,
2011-02-27,
2011-02-28,-0.724
2011-03-01,-1.5356
2011-03-02,-0.8026
2011-03-03,1.3485
2011-03-04,-1.0839
2011-03-05,
2011-03-06,
2011-03-07,-0.3051
2011-03-08,0.3423
2011-03-09,-1.2026
2011-03-10,-1.3073000000000001
2011-03-11,-0.125
2011-03-12,
2011-03-13,
2011-03-14,-1.4311
2011-03-15,-1.8672
2011-03-16,-1.9622000000000002
2011-03-17,2.4617
2011-03-18,-0.4875
2011-03-19,
2011-03-20,
2011-03-21,1.4556
2011-03-22,0.3345
2011-03-23,2.719
2011-03-24,-0.174
2011-03-25,-0.8213
2011-03-26,
2011-03-27,
2011-03-28,-0.1217
2011-03-29,0.8528
2011-03-30,1.7549000000000001
2011-03-31,-0.5606
2011-04-01,0.902
2011-04-02,
2011-04-03,
2011-04-04,0.2761
2011-04-05,-0.0787
2011-04-06,1.2235
2011-04-07,-0.8652
2011-04-08,-0.1863
2011-04-09,
2011-04-10,
2011-04-11,-0.4454
2011-04-12,-0.7664
2011-04-13,0.9812
2011-04-14,0.2954
2011-04-15,0.4157
2011-04-16,
2011-04-17,
2011-04-18,-0.9452
2011-04-19,-0.6252
2011-04-20,2.6358
2011-04-21,-0.071
2011-04-22,
2011-04-23,
2011-04-24,
2011-04-25,-0.8039
2011-04-26,1.1326
2011-04-27,-0.2703
2011-04-28,-1.8845
2011-04-29,-2.7232
2011-04-30,
2011-05-01,
2011-05-02,0.4632
2011-05-03,-1.8241
2011-05-04,-1.5391
2011-05-05,-0.4178
2011-05-06,1.9439
2011-05-07,
2011-05-08,
2011-05-09,1.1729
2011-05-10,1.2812999999999999
2011-05-11,-0.5857
2011-05-12,0.202
2011-05-13,-1.102
2011-05-14,
2011-05-15,
2011-05-16,1.3827
2011-05-17,-1.0689
2011-05-18,0.6774
2011-05-19,0.7334
2011-05-20,-0.3574
2011-05-21,
2011-05-22,
2011-05-23,-1.0089
2011-05-24,-1.8081
2011-05-25,-1.2793
2011-05-26,-0.7615
2011-05-27,-0.3379
2011-05-28,
2011-05-29,
2011-05-30,
2011-05-31,0.9218
2011-06-01,-2.7926
2011-06-02,0.198
2011-06-03,-2.2491
2011-06-04,
2011-06-05,
2011-06-06,-2.1796
2011-06-07,-0.0601
2011-06-08,-1.4061
2011-06-09,1.5291000000000001
2011-06-10,0.7587
2011-06-11,
2011-06-12,
2011-06-13,1.3755
2011-06-14,0.9818
2011-06-15,-1.2963
2011-06-16,1.9663
2011-06-17,1.0473
2011-06-18,
2011-06-19,
2011-06-20,0.3743
2011-06-21,1.409
2011-06-22,-0.5374
2011-06-23,-0.6967
2011-06-24,0.3007
2011-06-25,
2011-06-26,
2011-06-27,0.2855
2011-06-28,1.0569
2011-06-29,1.4226
2011-06-30,1.2395
2011-07-01,1.7593
2011-07-02,
2011-07-03,
2011-07-04,
2011-07-05,-0.0067
2011-07-06,-0.118
2011-07-07,0.8908
2011-07-08,-1.5017
2011-07-09,
2011-07-10,
2011-07-11,-2.4822
2011-07-12,0.6616
2011-07-13,0.1384
2011-07-14,-0.0691
2011-07-15,1.0923
2011-07-16,
2011-07-17,
2011-07-18,-2.2294
2011-07-19,1.2556
2011-07-20,-1.3885
2011-07-21,0.4168
2011-07-22,-0.3244
2011-07-23,
2011-07-24,
2011-07-25,-0.3394
2011-07-26,0.1089
2011-07-27,-2.3395
2011-07-28,1.9394
2011-07-29,1.8885
2011-07-30,
2011-07-31,
2011-08-01,-0.4737
2011-08-02,-2.6336
2011-08-03,-0.1463
2011-08-04,-5.0817
2011-08-05,1.4344000000000001
2011-08-06,
2011-08-07,
2011-08-08,-8.1694
2011-08-09,7.5341000000000005
2011-08-10,-10.0883
2011-08-11,7.3994
2011-08-12,-0.7629
2011-08-13,
2011-08-14,
2011-08-15,2.2083
2011-08-16,-1.4967
2011-08-17,-0.9974
2011-08-18,-5.3006
2011-08-19,-1.4461
2011-08-20,
2011-08-21,
2011-08-22,0.8644
2011-08-23,4.661
2011-08-24,1.4139
2011-08-25,-2.9892
2011-08-26,1.8675000000000002
2011-08-27,
2011-08-28,
2011-08-29,5.1809
2011-08-30,0.5343
2011-08-31,0.6746
2011-09-01,-0.4268
2011-09-02,-2.737
2011-09-03,
2011-09-04,
2011-09-05,
2011-09-06,-1.4224999999999999
2011-09-07,4.8349
2011-09-08,-2.7824999999999998
2011-09-09,-1.0133
2011-09-10,
2011-09-11,
2011-09-12,1.6841
2011-09-13,1.637
2011-09-14,1.9357
2011-09-15,0.8197
2011-09-16,0.0883
2011-09-17,
2011-09-18,
2011-09-19,-2.3045999999999998
2011-09-20,-0.8051
2011-09-21,-2.0557
2011-09-22,0.2362
2011-09-23,-0.3361
2011-09-24,
2011-09-25,
2011-09-26,2.3606
2011-09-27,-0.6741
2011-09-28,-3.1568
2011-09-29,1.248
2011-09-30,-4.1916
2011-10-01,
2011-10-02,
2011-10-03,0.8523
2011-10-04,1.5533000000000001
2011-10-05,1.6009
2011-10-06,3.9196999999999997
2011-10-07,-4.6913
2011-10-08,
2011-10-09,
2011-10-10,4.7687
2011-10-11,-3.4052
2011-10-12,1.0117
2011-10-13,-1.2711999999999999
2011-10-14,1.3305
2011-10-15,
2011-10-16,
2011-10-17,-2.5066
2011-10-18,2.7093
2011-10-19,-1.0382
2011-10-20,1.5892
2011-10-21,1.1627
2011-10-22,
2011-10-23,
2011-10-24,1.588
2011-10-25,-3.8185000000000002
2011-10-26,1.9348
2011-10-27,5.064
2011-10-28,1.167
2011-10-29,
2011-10-30,
2011-10-31,-1.5857
2011-11-01,-8.5934
2011-11-02,2.9816000000000003
2011-11-03,3.5314
2011-11-04,1.0352
2011-11-05,
2011-11-06,
2011-11-07,1.3895
2011-11-08,1.3959
2011-11-09,-4.7143
2011-11-10,-2.1408
2011-11-11,1.3341
2011-11-12,
2011-11-13,
2011-11-14,-2.1588
2011-11-15,-0.1435
2011-11-16,-6.3415
2011-11-17,-1.2978
2011-11-18,4.5537
2011-11-19,
2011-11-20,
2011-11-21,-2.9571
2011-11-22,-0.3975
2011-11-23,-0.6401
2011-11-24,
2011-11-25,-0.5188
2011-11-26,
2011-11-27,
2011-11-28,3.0868
2011-11-29,-2.2519
2011-11-30,4.0357
2011-12-01,0.2487
2011-12-02,1.3645
2011-12-03,
2011-12-04,
2011-12-05,-1.658
2011-12-06,-0.1084
2011-12-07,1.732
2011-12-08,-3.3853
2011-12-09,1.4228
2011-12-10,
2011-12-11,
2011-12-12,-1.8342
