date,ADNT UN Equity
2017-04-27,3.0338
2017-04-28,1.6865
2017-04-29,
2017-04-30,
2017-05-01,1.2643
2017-05-02,-7.8668
2017-05-03,2.2148
2017-05-04,-0.1283
2017-05-05,1.3132
2017-05-06,
2017-05-07,
2017-05-08,-0.1691
2017-05-09,0.8185
2017-05-10,0.028
2017-05-11,-0.5877
2017-05-12,0.2956
2017-05-13,
2017-05-14,
2017-05-15,1.7123
2017-05-16,0.138
2017-05-17,-6.0218
2017-05-18,0.5865
2017-05-19,1.2391
2017-05-20,
2017-05-21,
2017-05-22,0.0576
2017-05-23,-1.3527
2017-05-24,-0.3501
2017-05-25,-3.3084
2017-05-26,0.8933
2017-05-27,
2017-05-28,
2017-05-29,
2017-05-30,0.4352
2017-05-31,2.3906
2017-06-01,1.9553
2017-06-02,1.6316000000000002
2017-06-03,
2017-06-04,
2017-06-05,-1.5632000000000001
2017-06-06,-1.7024
2017-06-07,0.9897
2017-06-08,-1.4844
2017-06-09,-1.3751
2017-06-10,
2017-06-11,
2017-06-12,-1.0234
2017-06-13,-1.3487
2017-06-14,-2.871
2017-06-15,0.954
2017-06-16,-4.1518
2017-06-17,
2017-06-18,
2017-06-19,-0.2263
2017-06-20,1.0044
2017-06-21,1.9727000000000001
2017-06-22,0.8021
2017-06-23,0.0624
2017-06-24,
2017-06-25,
2017-06-26,1.0915
2017-06-27,-2.5143
2017-06-28,2.3101
2017-06-29,0.1701
2017-06-30,0.9418
2017-07-01,
2017-07-02,
2017-07-03,0.9024
2017-07-04,
2017-07-05,0.1667
2017-07-06,0.1211
2017-07-07,2.2521
2017-07-08,
2017-07-09,
2017-07-10,0.7982
2017-07-11,1.0705
2017-07-12,-0.3337
2017-07-13,1.1064
2017-07-14,-0.8639
2017-07-15,
2017-07-16,
2017-07-17,1.5396
2017-07-18,-0.2003
2017-07-19,0.6593
2017-07-20,0.5268
2017-07-21,-2.6771000000000003
2017-07-22,
2017-07-23,
2017-07-24,-0.735
2017-07-25,0.4711
2017-07-26,1.1722
2017-07-27,-3.9392
2017-07-28,-1.191
2017-07-29,
2017-07-30,
2017-07-31,-0.1068
2017-08-01,-2.2606
2017-08-02,0.4845
2017-08-03,-0.4044
2017-08-04,1.3585
2017-08-05,
2017-08-06,
2017-08-07,0.7703
2017-08-08,0.1223
2017-08-09,-0.3512
2017-08-10,-1.9306999999999999
2017-08-11,2.2344
2017-08-12,
2017-08-13,
2017-08-14,1.4365999999999999
2017-08-15,-0.5424
2017-08-16,0.9696
2017-08-17,-1.6503999999999999
2017-08-18,0.6407
2017-08-19,
2017-08-20,
2017-08-21,2.8952999999999998
2017-08-22,1.6794
2017-08-23,0.2028
2017-08-24,-0.2024
2017-08-25,-1.0432
2017-08-26,
2017-08-27,
2017-08-28,-0.4246
2017-08-29,0.4264
2017-08-30,1.9912
2017-08-31,1.4643
2017-09-01,2.1222
2017-09-02,
2017-09-03,
2017-09-04,
2017-09-05,0.097
2017-09-06,0.4291
2017-09-07,-0.0689
2017-09-08,0.0552
2017-09-09,
2017-09-10,
2017-09-11,1.4059
2017-09-12,0.3942
2017-09-13,2.0715
2017-09-14,1.3397000000000001
2017-09-15,5.0524000000000004
2017-09-16,
2017-09-17,
2017-09-18,0.0
2017-09-19,2.4047
2017-09-20,0.4867
2017-09-21,-0.4238
2017-09-22,0.8633
2017-09-23,
2017-09-24,
2017-09-25,-0.9403
2017-09-26,4.3081
2017-09-27,-1.7968
2017-09-28,-0.0832
2017-09-29,-0.1308
2017-09-30,
2017-10-01,
2017-10-02,1.1668
2017-10-03,0.2471
2017-10-04,-0.1291
2017-10-05,-0.7641
2017-10-06,0.2961
2017-10-07,
2017-10-08,
2017-10-09,-0.874
2017-10-10,0.3336
2017-10-11,0.3325
2017-10-12,-0.2841
2017-10-13,-0.5579
2017-10-14,
2017-10-15,
2017-10-16,1.5396999999999998
2017-10-17,0.4291
2017-10-18,0.3405
2017-10-19,-0.55
2017-10-20,0.1412
2017-10-21,
2017-10-22,
2017-10-23,-0.1175
2017-10-24,1.0941
2017-10-25,-2.665
2017-10-26,-0.012
2017-10-27,0.6816
2017-10-28,
2017-10-29,
2017-10-30,-0.8314
2017-10-31,1.0299
2017-11-01,0.6757
2017-11-02,-4.5331
2017-11-03,-2.9354
2017-11-04,
2017-11-05,
2017-11-06,-0.0762
2017-11-07,-0.6994
2017-11-08,-0.858
2017-11-09,-0.6071
2017-11-10,0.6108
2017-11-11,
2017-11-12,
2017-11-13,-1.55
2017-11-14,-1.5613000000000001
2017-11-15,-1.0129
2017-11-16,0.2289
2017-11-17,2.3509
2017-11-18,
2017-11-19,
2017-11-20,2.4675000000000002
2017-11-21,-0.269
2017-11-22,-0.2697
2017-11-23,
2017-11-24,0.2704
2017-11-25,
2017-11-26,
2017-11-27,-0.2697
2017-11-28,2.5885
2017-11-29,-0.7281
2017-11-30,-1.0369
2017-12-01,0.1789
2017-12-02,
2017-12-03,
2017-12-04,-0.3827
2017-12-05,1.0627
2017-12-06,-0.8489
2017-12-07,1.1245
2017-12-08,-0.3285
2017-12-09,
2017-12-10,
2017-12-11,1.0269
2017-12-12,0.8659
2017-12-13,-1.9035
2017-12-14,-1.2809
2017-12-15,1.3746
2017-12-16,
2017-12-17,
2017-12-18,2.1544
2017-12-19,-0.2729
2017-12-20,0.6468
2017-12-21,-0.7292
2017-12-22,-0.7844
2017-12-23,
2017-12-24,
2017-12-25,
2017-12-26,-1.1419
2017-12-27,0.3046
2017-12-28,0.6581
2017-12-29,-1.0561
2017-12-30,
2017-12-31,
2018-01-01,
2018-01-02,0.7497
2018-01-03,-1.0216
2018-01-04,4.9439
2018-01-05,1.8334000000000001
2018-01-06,
2018-01-07,
2018-01-08,-1.7288999999999999
2018-01-09,0.7522
2018-01-10,-1.6618
2018-01-11,2.3635
2018-01-12,-1.0767
2018-01-13,
2018-01-14,
2018-01-15,
2018-01-16,-0.6168
2018-01-17,-5.8713
2018-01-18,-3.8012
2018-01-19,-2.9804
2018-01-20,
2018-01-21,
2018-01-22,1.112
2018-01-23,0.1512
2018-01-24,0.2608
2018-01-25,-1.4102000000000001
2018-01-26,0.4027
2018-01-27,
2018-01-28,
2018-01-29,-7.6487
2018-01-30,-0.7189
2018-01-31,-2.2477
2018-02-01,-0.1543
2018-02-02,-0.1546
2018-02-03,
2018-02-04,
2018-02-05,-4.1176
2018-02-06,2.5347
2018-02-07,-0.2677
2018-02-08,-4.0417
2018-02-09,-0.1316
2018-02-10,
2018-02-11,
2018-02-12,5.2883
2018-02-13,-2.2845
2018-02-14,1.9696
2018-02-15,-0.3769
2018-02-16,-2.4433
2018-02-17,
2018-02-18,
2018-02-19,
2018-02-20,2.8599
2018-02-21,-0.2985
2018-02-22,-0.1103
2018-02-23,-0.1577
2018-02-24,
2018-02-25,
2018-02-26,0.9479
2018-02-27,-0.5164
2018-02-28,-2.3753
2018-03-01,-3.5611
2018-03-02,1.4703
2018-03-03,
2018-03-04,
2018-03-05,0.7575
2018-03-06,2.0755
2018-03-07,-0.9926
2018-03-08,0.1779
2018-03-09,1.2591
2018-03-10,
2018-03-11,
2018-03-12,-1.7217
2018-03-13,-0.8435
2018-03-14,-1.3578000000000001
2018-03-15,-0.3648
2018-03-16,-0.5326
2018-03-17,
2018-03-18,
2018-03-19,-0.0502
2018-03-20,-0.7534
2018-03-21,1.2989
2018-03-22,-0.2831
2018-03-23,-3.841
2018-03-24,
2018-03-25,
2018-03-26,3.1261
2018-03-27,0.32
2018-03-28,-2.4173
2018-03-29,2.8041
2018-03-30,
2018-03-31,
2018-04-01,
2018-04-02,-0.9538
2018-04-03,3.2438
2018-04-04,3.011
2018-04-05,2.1128
2018-04-06,-0.56
2018-04-07,
2018-04-08,
2018-04-09,-0.5945
2018-04-10,2.0774
2018-04-11,1.2488
2018-04-12,0.7918
2018-04-13,-1.405
2018-04-14,
2018-04-15,
2018-04-16,1.1492
2018-04-17,-1.0377
2018-04-18,-2.9977
2018-04-19,-0.317
2018-04-20,-0.6359
2018-04-21,
2018-04-22,
2018-04-23,0.48
2018-04-24,0.5096
2018-04-25,0.9506
2018-04-26,-1.8519
2018-04-27,-0.7675
2018-04-28,
2018-04-29,
2018-04-30,-1.2407
2018-05-01,-0.8158
2018-05-02,1.9576
2018-05-03,-9.9064
2018-05-04,-1.5222
2018-05-05,
2018-05-06,
2018-05-07,2.1095
2018-05-08,0.837
2018-05-09,-1.7308
2018-05-10,0.8807
2018-05-11,-0.5167
2018-05-12,
2018-05-13,
2018-05-14,-0.1612
2018-05-15,0.6457
2018-05-16,0.802
2018-05-17,1.1315
2018-05-18,-2.0804
2018-05-19,
2018-05-20,
2018-05-21,0.1428
2018-05-22,0.2674
2018-05-23,-2.4538
2018-05-24,-0.7109
2018-05-25,-0.8445
2018-05-26,
2018-05-27,
2018-05-28,
2018-05-29,-1.9811
2018-05-30,0.2456
2018-05-31,0.3203
2018-06-01,1.0894
2018-06-02,
2018-06-03,
2018-06-04,1.0405
2018-06-05,0.5149
2018-06-06,2.5247
2018-06-07,0.9279
2018-06-08,0.7426
2018-06-09,
2018-06-10,
2018-06-11,-15.5844
2018-06-12,4.1788
2018-06-13,-5.1287
2018-06-14,1.1149
2018-06-15,0.0832
2018-06-16,
2018-06-17,
2018-06-18,0.6444
2018-06-19,1.1772
2018-06-20,1.4901
2018-06-21,-0.3017
2018-06-22,1.0087
2018-06-23,
2018-06-24,
2018-06-25,-0.1598
2018-06-26,-0.2801
2018-06-27,-0.8024
2018-06-28,-1.0718
2018-06-29,0.5519
2018-06-30,
2018-07-01,
2018-07-02,0.6099
2018-07-03,-1.9196
2018-07-04,
2018-07-05,2.9666
2018-07-06,0.12
2018-07-07,
2018-07-08,
2018-07-09,-1.0592
2018-07-10,2.444
2018-07-11,-2.4842
2018-07-12,-2.0825
2018-07-13,0.3097
2018-07-14,
2018-07-15,
2018-07-16,0.1647
2018-07-17,1.3461
2018-07-18,1.1419
2018-07-19,-2.2580999999999998
2018-07-20,-4.2285
2018-07-21,
2018-07-22,
2018-07-23,-0.5384
2018-07-24,-1.1477
2018-07-25,-2.4973
2018-07-26,5.7515
2018-07-27,3.1443
2018-07-28,
2018-07-29,
2018-07-30,0.5973
2018-07-31,-2.4775
2018-08-01,-4.8289
2018-08-02,1.081
2018-08-03,2.8372
2018-08-04,
2018-08-05,
2018-08-06,-2.9074999999999998
2018-08-07,-0.7213
2018-08-08,-0.1982
2018-08-09,-1.5663
2018-08-10,-3.4737999999999998
2018-08-11,
2018-08-12,
2018-08-13,-1.4395
2018-08-14,0.4711
2018-08-15,3.8453
2018-08-16,1.6482
2018-08-17,1.4438
2018-08-18,
2018-08-19,
2018-08-20,0.2628
2018-08-21,-0.5023
2018-08-22,-1.4267
2018-08-23,-0.1113
2018-08-24,1.2037
2018-08-25,
2018-08-26,
2018-08-27,1.1233
2018-08-28,1.1109
2018-08-29,-2.542
2018-08-30,-5.5924
2018-08-31,1.358
2018-09-01,
2018-09-02,
2018-09-03,
2018-09-04,-2.1252
2018-09-05,-1.7229
2018-09-06,-2.0893
2018-09-07,-0.3189
2018-09-08,
2018-09-09,
2018-09-10,1.5502
2018-09-11,-1.3811
2018-09-12,-1.1794
2018-09-13,4.9229
2018-09-14,2.0379
2018-09-15,
2018-09-16,
2018-09-17,-1.9275
2018-09-18,-1.9181
2018-09-19,3.0179
2018-09-20,1.992
2018-09-21,1.5165
2018-09-22,
2018-09-23,
2018-09-24,-1.9919
2018-09-25,-5.7737
2018-09-26,-1.1275
2018-09-27,-1.413
2018-09-28,-1.1567
2018-09-29,
2018-09-30,
2018-10-01,-3.0527
2018-10-02,-1.2858
2018-10-03,-1.967
2018-10-04,-3.5792
2018-10-05,-4.1057
2018-10-06,
2018-10-07,
2018-10-08,0.9384
2018-10-09,-2.9924
2018-10-10,-5.3908
2018-10-11,0.4748
2018-10-12,-4.9149
2018-10-13,
2018-10-14,
2018-10-15,4.6388
2018-10-16,0.57
2018-10-17,-3.2116
2018-10-18,-3.3182
2018-10-19,1.5814
2018-10-20,
2018-10-21,
2018-10-22,2.0537
2018-10-23,3.6189999999999998
2018-10-24,-9.8894
2018-10-25,3.4362
2018-10-26,0.5763
2018-10-27,
2018-10-28,
2018-10-29,5.1904
2018-10-30,0.5447
2018-10-31,-3.0593
2018-11-01,6.6732
2018-11-02,-0.6163
2018-11-03,
2018-11-04,
2018-11-05,-6.4496
2018-11-06,-1.7899
2018-11-07,0.7425
2018-11-08,-3.4171
2018-11-09,-25.3555
2018-11-10,
2018-11-11,
2018-11-12,1.5798999999999999
2018-11-13,11.9396
2018-11-14,-1.3077
2018-11-15,-2.029
2018-11-16,1.268
2018-11-17,
2018-11-18,
2018-11-19,0.626
2018-11-20,-4.6039
2018-11-21,5.4348
2018-11-22,
2018-11-23,2.3093
2018-11-24,
2018-11-25,
2018-11-26,0.7255
2018-11-27,-7.0828
2018-11-28,3.0577
2018-11-29,-1.6715
2018-11-30,0.6375
2018-12-01,
2018-12-02,
2018-12-03,4.8986
2018-12-04,-7.3269
2018-12-05,
2018-12-06,-3.9531
2018-12-07,-5.0204
2018-12-08,
2018-12-09,
2018-12-10,-5.1905
2018-12-11,-4.7715
2018-12-12,-1.4768
2018-12-13,-0.9636
2018-12-14,-1.8378
2018-12-15,
2018-12-16,
2018-12-17,-2.2026
2018-12-18,-2.1959
2018-12-19,0.5757
2018-12-20,-1.6600000000000001
2018-12-21,-4.6566
2018-12-22,
2018-12-23,
2018-12-24,-1.221
2018-12-25,
2018-12-26,1.6069
2018-12-27,-3.2847
2018-12-28,-1.6352
2018-12-29,
2018-12-30,
2018-12-31,-3.7084
2019-01-01,
2019-01-02,3.9177
2019-01-03,-2.3003
2019-01-04,-0.7194
2019-01-05,
2019-01-06,
2019-01-07,7.8393
2019-01-08,9.2853
2019-01-09,6.4282
2019-01-10,1.0504
2019-01-11,-6.185
2019-01-12,
2019-01-13,
2019-01-14,1.9391
2019-01-15,-0.4348
2019-01-16,-5.0764
2019-01-17,4.4853
2019-01-18,8.8608
2019-01-19,
2019-01-20,
2019-01-21,
2019-01-22,-5.7128
2019-01-23,-4.2359
2019-01-24,5.7671
2019-01-25,3.7586
2019-01-26,
2019-01-27,
2019-01-28,-1.8367
2019-01-29,-0.052
2019-01-30,0.468
2019-01-31,2.1739
2019-02-01,1.6717
2019-02-02,
2019-02-03,
2019-02-04,-1.7439
2019-02-05,3.0933
2019-02-06,4.9188
2019-02-07,-15.7056
2019-02-08,-0.9455
2019-02-09,
2019-02-10,
2019-02-11,1.909
2019-02-12,4.9587
2019-02-13,3.6745
2019-02-14,-1.3165
2019-02-15,4.5664
2019-02-16,
2019-02-17,
2019-02-18,
2019-02-19,-1.6192
2019-02-20,6.0848
2019-02-21,-4.4193999999999996
2019-02-22,3.7382999999999997
2019-02-23,
2019-02-24,
2019-02-25,0.5216
2019-02-26,-2.7358000000000002
2019-02-27,-2.6673
2019-02-28,-3.1390000000000002
2019-03-01,-0.823
2019-03-02,
2019-03-03,
2019-03-04,-1.1411
2019-03-05,-3.0955
2019-03-06,-9.6914
2019-03-07,-7.3141
2019-03-08,-1.9405000000000001
2019-03-09,
2019-03-10,
2019-03-11,0.066
2019-03-12,-0.857
2019-03-13,-4.3218
2019-03-14,-3.0577
2019-03-15,0.1434
2019-03-16,
2019-03-17,
2019-03-18,2.8632999999999997
2019-03-19,-1.6006
2019-03-20,-7.7086
2019-03-21,3.2184
2019-03-22,-6.6815
2019-03-23,
2019-03-24,
2019-03-25,1.2729
2019-03-26,-0.4713
2019-03-27,1.7364000000000002
2019-03-28,0.931
2019-03-29,-0.3843
2019-03-30,
2019-03-31,
2019-04-01,10.8796
2019-04-02,0.8351
2019-04-03,4.3478
2019-04-04,6.4815
2019-04-05,1.3043
2019-04-06,
2019-04-07,
2019-04-08,3.0656
2019-04-09,-2.0226
2019-04-10,10.2004
2019-04-11,0.4959
2019-04-12,13.651299999999999
2019-04-13,
2019-04-14,
2019-04-15,14.4718
2019-04-16,3.1606
2019-04-17,3.5948
2019-04-18,2.1688
2019-04-19,
2019-04-20,
2019-04-21,
2019-04-22,-1.428
2019-04-23,-3.1323
2019-04-24,-2.5465
2019-04-25,-6.8022
2019-04-26,4.3169
2019-04-27,
2019-04-28,
2019-04-29,2.5597
2019-04-30,-3.9101
2019-05-01,-0.3463
2019-05-02,3.8228
2019-05-03,4.1423
2019-05-04,
2019-05-05,
2019-05-06,-2.1695
2019-05-07,-9.7741
2019-05-08,0.2731
2019-05-09,-3.5406
2019-05-10,0.8941
2019-05-11,
2019-05-12,
2019-05-13,-4.3377
2019-05-14,0.8289
2019-05-15,-1.354
2019-05-16,-11.5686
2019-05-17,-0.388
2019-05-18,
2019-05-19,
2019-05-20,-2.0033
2019-05-21,0.9654
2019-05-22,-5.5118
2019-05-23,2.0833
2019-05-24,1.2245
2019-05-25,
2019-05-26,
2019-05-27,
2019-05-28,4.2051
2019-05-29,-0.1106
2019-05-30,-0.8854
2019-05-31,-3.6292999999999997
2019-06-01,
2019-06-02,
2019-06-03,0.8111
2019-06-04,8.7356
2019-06-05,2.4840999999999998
2019-06-06,1.8566
2019-06-07,3.2405
2019-06-08,
2019-06-09,
2019-06-10,1.9617
2019-06-11,4.4733
2019-06-12,-4.6501
2019-06-13,1.6417000000000002
2019-06-14,-2.9929
2019-06-15,
2019-06-16,
2019-06-17,1.8609
2019-06-18,3.0769
2019-06-19,-0.4664
2019-06-20,3.8894
2019-06-21,0.0451
2019-06-22,
2019-06-23,
2019-06-24,-0.7665
2019-06-25,0.9087
2019-06-26,4.3674
2019-06-27,2.8904
2019-06-28,1.7610000000000001
2019-06-29,
2019-06-30,
2019-07-01,-0.8653
2019-07-02,-1.8288
2019-07-03,0.6351
2019-07-04,
2019-07-05,-0.6731
2019-07-06,
2019-07-07,
2019-07-08,-2.4566
2019-07-09,-2.2145
2019-07-10,1.1545
2019-07-11,-5.2678
2019-07-12,2.3633
2019-07-13,
2019-07-14,
2019-07-15,-0.2716
2019-07-16,-0.4539
2019-07-17,-1.5048
2019-07-18,0.1389
2019-07-19,1.6181
2019-07-20,
2019-07-21,
2019-07-22,-1.2284
2019-07-23,6.9093
2019-07-24,6.9367
2019-07-25,-6.4061
2019-07-26,1.7650000000000001
2019-07-27,
2019-07-28,
2019-07-29,0.2961
2019-07-30,-2.7415000000000003
2019-07-31,2.9922
2019-08-01,-10.2737
2019-08-02,-6.2881
2019-08-03,
2019-08-04,
2019-08-05,-3.355
2019-08-06,31.8653
2019-08-07,-4.2829
2019-08-08,0.3284
2019-08-09,-1.2275
2019-08-10,
2019-08-11,
2019-08-12,-1.8227
2019-08-13,2.0253
2019-08-14,-5.3763
2019-08-15,-6.1626
2019-08-16,5.7289
2019-08-17,
2019-08-18,
2019-08-19,0.3965
2019-08-20,-1.5796000000000001
2019-08-21,2.7196
2019-08-22,-1.1719
2019-08-23,-8.1247
2019-08-24,
2019-08-25,
2019-08-26,-0.4302
2019-08-27,-5.2808
2019-08-28,1.0644
2019-08-29,0.2508
2019-08-30,0.9005
2019-08-31,
2019-09-01,
2019-09-02,
2019-09-03,-6.2469
2019-09-04,11.3168
2019-09-05,15.8195
2019-09-06,-1.8868
2019-09-07,
2019-09-08,
2019-09-09,5.7692
2019-09-10,1.3834
2019-09-11,0.9747
2019-09-12,-2.2008
2019-09-13,-1.0265
2019-09-14,
2019-09-15,
2019-09-16,-1.4759
2019-09-17,-1.9838
2019-09-18,-2.6435
2019-09-19,-0.6364
2019-09-20,-2.8608000000000002
2019-09-21,
2019-09-22,
2019-09-23,0.4835
2019-09-24,-4.6807
2019-09-25,4.4516
2019-09-26,-4.2179
2019-09-27,5.2752
2019-09-28,
2019-09-29,
2019-09-30,0.0436
2019-10-01,-3.1794000000000002
2019-10-02,-5.1282
2019-10-03,0.0
2019-10-04,-7.0175
2019-10-05,
2019-10-06,
2019-10-07,1.5808
2019-10-08,-0.9036
2019-10-09,3.2421
2019-10-10,2.0118
2019-10-11,10.6782
2019-10-12,
2019-10-13,
2019-10-14,1.1299
2019-10-15,3.352
2019-10-16,2.7443
2019-10-17,-1.0117
2019-10-18,-7.0728
2019-10-19,
2019-10-20,
2019-10-21,1.5838
2019-10-22,2.6418
2019-10-23,-3.4177
2019-10-24,-6.0288
2019-10-25,5.3928
2019-10-26,
2019-10-27,
2019-10-28,4.764
2019-10-29,-2.8211
2019-10-30,-2.5563000000000002
2019-10-31,-5.7803
2019-11-01,4.3417
2019-11-02,
2019-11-03,
2019-11-04,6.8747
2019-11-05,1.3542
2019-11-06,-1.8789
2019-11-07,5.7447
2019-11-08,-1.5694
2019-11-09,
2019-11-10,
2019-11-11,-13.1643
2019-11-12,3.5782
2019-11-13,-4.1818
2019-11-14,-3.4156
2019-11-15,1.7682
2019-11-16,
2019-11-17,
2019-11-18,-0.1448
2019-11-19,1.8366
2019-11-20,-5.8377
2019-11-21,1.9153
2019-11-22,6.1325
2019-11-23,
2019-11-24,
2019-11-25,2.7959
2019-11-26,-0.7706
2019-11-27,2.6496
2019-11-28,
2019-11-29,-2.7147
2019-11-30,
2019-12-01,
2019-12-02,2.882
2019-12-03,-8.4927
2019-12-04,1.8465
2019-12-05,1.4313
2019-12-06,8.2314
2019-12-07,
2019-12-08,
2019-12-09,2.9552
2019-12-10,-1.2664
2019-12-11,1.3254000000000001
2019-12-12,3.8397
2019-12-13,-6.9078
2019-12-14,
2019-12-15,
2019-12-16,2.7062
2019-12-17,-0.085
2019-12-18,1.0208
2019-12-19,-2.8632
2019-12-20,-8.9727
2019-12-21,
2019-12-22,
2019-12-23,0.7143
2019-12-24,-0.331
2019-12-25,
2019-12-26,0.9962
2019-12-27,-0.1879
2019-12-28,
2019-12-29,
2019-12-30,-0.2824
2019-12-31,0.2832
2020-01-01,
2020-01-02,4.0
2020-01-03,-6.4253
2020-01-04,
2020-01-05,
2020-01-06,0.4836
2020-01-07,1.9731
2020-01-08,-1.227
2020-01-09,-1.4811
2020-01-10,-0.7274
2020-01-11,
2020-01-12,
2020-01-13,1.9052
2020-01-14,1.9655
2020-01-15,0.5642
2020-01-16,2.5244999999999997
2020-01-17,-0.4104
2020-01-18,
2020-01-19,
2020-01-20,
2020-01-21,-4.7619
2020-01-22,3.7981
2020-01-23,-1.5285
2020-01-24,-4.6566
2020-01-25,
2020-01-26,
2020-01-27,-4.6373999999999995
2020-01-28,-1.9659
2020-01-29,3.3773
2020-01-30,-1.3783
2020-01-31,33.0745
2020-02-01,
2020-02-02,
2020-02-03,1.867
2020-02-04,3.5892
2020-02-05,3.2805
2020-02-06,-0.3212
2020-02-07,-3.6162
2020-02-08,
2020-02-09,
2020-02-10,0.7429
2020-02-11,0.4056
2020-02-12,4.3702
2020-02-13,-2.076
2020-02-14,-0.6468
2020-02-15,
2020-02-16,
2020-02-17,
2020-02-18,0.7595
2020-02-19,-0.4666
2020-02-20,1.8392
2020-02-21,-4.4972
2020-02-22,
2020-02-23,
2020-02-24,-5.2651
2020-02-25,-1.0176
2020-02-26,-0.0791
2020-02-27,-5.0257
2020-02-28,-0.2917
2020-02-29,
2020-03-01,
2020-03-02,-1.6715
2020-03-03,-7.3098
2020-03-04,0.5044
2020-03-05,-8.9872
2020-03-06,1.0526
2020-03-07,
2020-03-08,
2020-03-09,-15.625
2020-03-10,0.5879
2020-03-11,-3.8574
2020-03-12,-19.5137
2020-03-13,5.3625
2020-03-14,
2020-03-15,
2020-03-16,-31.6129
2020-03-17,-10.9015
2020-03-18,-23.1765
