date,DXC UN Equity
2020-08-22,
2020-08-23,
2020-08-24,1.3919000000000001
2020-08-25,1.4256
2020-08-26,1.3014000000000001
2020-08-27,1.5415999999999999
2020-08-28,4.0486
2020-08-29,
2020-08-30,
2020-08-31,-2.8209999999999997
2020-09-01,0.3003
2020-09-02,11.6267
2020-09-03,-4.5597
2020-09-04,-3.2787
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,-3.3414
2020-09-09,0.7014
2020-09-10,-2.5871
2020-09-11,-0.1532
2020-09-12,
2020-09-13,
2020-09-14,3.2737
2020-09-15,-3.1204
2020-09-16,-0.7669
2020-09-17,-2.7821
2020-09-18,-2.1728
2020-09-19,
2020-09-20,
2020-09-21,-6.1754999999999995
2020-09-22,-1.097
2020-09-23,-4.9620999999999995
2020-09-24,-0.6143
2020-09-25,0.8653
2020-09-26,
2020-09-27,
2020-09-28,4.7181
2020-09-29,3.5693
2020-09-30,0.8475
2020-10-01,5.3782
2020-10-02,-2.3923
2020-10-03,
2020-10-04,
2020-10-05,1.9062999999999999
2020-10-06,-4.3827
2020-10-07,3.0743
2020-10-08,8.4056
2020-10-09,0.3002
2020-10-10,
2020-10-11,
2020-10-12,0.6484
2020-10-13,0.1487
2020-10-14,-1.1875
2020-10-15,1.0516
2020-10-16,2.0317
2020-10-17,
2020-10-18,
2020-10-19,-3.3997
2020-10-20,0.6033
2020-10-21,-0.8496
2020-10-22,0.504
2020-10-23,-0.5015
2020-10-24,
2020-10-25,
2020-10-26,-6.0484
2020-10-27,-4.2382
2020-10-28,-1.1764999999999999
2020-10-29,3.458
2020-10-30,0.9315
2020-10-31,
2020-11-01,
2020-11-02,2.9316
2020-11-03,3.0063
2020-11-04,-2.3554
2020-11-05,2.6744
2020-11-06,-7.5077
2020-11-07,
2020-11-08,
2020-11-09,7.8962
2020-11-10,7.7789
2020-11-11,-0.1899
2020-11-12,-3.5205
2020-11-13,1.0848
2020-11-14,
2020-11-15,
2020-11-16,4.878
2020-11-17,2.5581
2020-11-18,1.0431
2020-11-19,-1.1221
2020-11-20,-2.5874
2020-11-21,
2020-11-22,
2020-11-23,3.4017
2020-11-24,6.6697
2020-11-25,-0.4647
2020-11-26,
2020-11-27,-1.1885
2020-11-28,
2020-11-29,
2020-11-30,-5.8849
2020-12-01,1.0497
2020-12-02,0.9033
2020-12-03,6.3563
2020-12-04,5.0084
2020-12-05,
2020-12-06,
2020-12-07,-3.0461
2020-12-08,0.2067
2020-12-09,2.4752
2020-12-10,0.0403
2020-12-11,-3.7022
2020-12-12,
2020-12-13,
2020-12-14,-2.8834
2020-12-15,0.8176
2020-12-16,-1.5792000000000002
2020-12-17,1.431
2020-12-18,-1.2398
2020-12-19,
2020-12-20,
2020-12-21,-0.3896
2020-12-22,-1.3907
2020-12-23,0.8814
2020-12-24,0.0437
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,5.0655
2020-12-29,-1.6625
2020-12-30,2.874
2020-12-31,5.7929
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,0.6602
2021-01-05,3.7037
2021-01-06,-1.5997
2021-01-07,9.3006
2021-01-08,2.3867
2021-01-09,
2021-01-10,
2021-01-11,-4.0878
2021-01-12,-0.317
2021-01-13,-0.1413
2021-01-14,2.5124
2021-01-15,-1.6223999999999998
2021-01-16,
2021-01-17,
2021-01-18,
2021-01-19,-1.0175
2021-01-20,2.1624
2021-01-21,1.6655
2021-01-22,-0.2389
2021-01-23,
2021-01-24,
2021-01-25,-0.2737
2021-01-26,0.6861
