date,TDC UN Equity
2007-09-14,0.7393
2007-09-15,
2007-09-16,
2007-09-17,0.2317
2007-09-18,-2.3121
2007-09-19,-1.7751000000000001
2007-09-20,3.4137
2007-09-21,-0.9709
2007-09-22,
2007-09-23,
2007-09-24,0.5882
2007-09-25,0.5848
2007-09-26,-0.1938
2007-09-27,0.3883
2007-09-28,0.8897
2007-09-29,
2007-09-30,
2007-10-01,7.2853
2007-10-02,-1.5368
2007-10-03,-3.6298
2007-10-04,1.6949
2007-10-05,0.5556
2007-10-06,
2007-10-07,
2007-10-08,0.442
2007-10-09,0.2934
2007-10-10,-1.3894
2007-10-11,-0.5562
2007-10-12,5.8911
2007-10-13,
2007-10-14,
2007-10-15,2.3944
2007-10-16,-0.1719
2007-10-17,-0.6545
2007-10-18,-0.0693
2007-10-19,-4.4761
2007-10-20,
2007-10-21,
2007-10-22,1.0171
2007-10-23,0.2877
2007-10-24,1.3266
2007-10-25,0.6723
2007-10-26,1.5817
2007-10-27,
2007-10-28,
2007-10-29,-3.7024
2007-10-30,1.8326
2007-10-31,0.6704
2007-11-01,-3.0144
2007-11-02,0.9758
2007-11-03,
2007-11-04,
2007-11-05,-1.9327
2007-11-06,-0.5474
2007-11-07,-2.2752
2007-11-08,-1.5396
2007-11-09,-5.5301
2007-11-10,
2007-11-11,
2007-11-12,0.323
2007-11-13,4.4266
2007-11-14,-3.6609
2007-11-15,-2.36
2007-11-16,-2.499
2007-11-17,
2007-11-18,
2007-11-19,-2.8151
2007-11-20,4.2802
2007-11-21,-0.4561
2007-11-22,
2007-11-23,3.4569
2007-11-24,
2007-11-25,
2007-11-26,-2.3349
2007-11-27,1.3603
2007-11-28,6.1407
2007-11-29,1.5326
2007-11-30,-2.0377
2007-12-01,
2007-12-02,
2007-12-03,0.886
2007-12-04,0.9927
2007-12-05,1.2476
2007-12-06,0.3361
2007-12-07,-1.3026
2007-12-08,
2007-12-09,
2007-12-10,0.641
2007-12-11,-4.3087
2007-12-12,2.4276
2007-12-13,1.7966
2007-12-14,1.8399999999999999
2007-12-15,
2007-12-16,
2007-12-17,-1.6593
2007-12-18,0.5999
2007-12-19,-1.4536
2007-12-20,0.7943
2007-12-21,0.8255
2007-12-22,
2007-12-23,
2007-12-24,2.0097
2007-12-25,
2007-12-26,-1.3498999999999999
2007-12-27,-0.8876
2007-12-28,2.6119
2007-12-29,
2007-12-30,
2007-12-31,-0.3273
2008-01-01,
2008-01-02,-2.0795
2008-01-03,0.1863
2008-01-04,-1.0041
2008-01-05,
2008-01-06,
2008-01-07,0.9391
2008-01-08,-0.856
2008-01-09,1.3138
2008-01-10,-0.9633
2008-01-11,-3.6663
2008-01-12,
2008-01-13,
2008-01-14,-0.8932
2008-01-15,-1.6066
2008-01-16,2.2302
2008-01-17,-3.2333
2008-01-18,-2.6973000000000003
2008-01-19,
2008-01-20,
2008-01-21,
2008-01-22,-3.7236000000000002
2008-01-23,-3.6528
2008-01-24,2.1855
2008-01-25,0.4801
2008-01-26,
2008-01-27,
2008-01-28,3.6056
2008-01-29,-1.6352
2008-01-30,-1.5772
2008-01-31,3.1615
2008-02-01,-0.8816
2008-02-02,
2008-02-03,
2008-02-04,2.7954
2008-02-05,-2.8842
2008-02-06,-0.9334
2008-02-07,-0.4283
2008-02-08,-2.5376
2008-02-09,
2008-02-10,
2008-02-11,-0.2648
2008-02-12,-3.7611
2008-02-13,6.5747
2008-02-14,1.3805
2008-02-15,0.9362
2008-02-16,
2008-02-17,
2008-02-18,
2008-02-19,3.3727
2008-02-20,1.7537
2008-02-21,-1.5230000000000001
2008-02-22,1.4652
2008-02-23,
2008-02-24,
2008-02-25,0.7621
2008-02-26,3.6226000000000003
2008-02-27,1.7671999999999999
2008-02-28,-1.661
2008-02-29,-3.1478
2008-03-01,
2008-03-02,
2008-03-03,2.9727
2008-03-04,-1.4627
2008-03-05,3.6328
2008-03-06,-3.0155
2008-03-07,-3.0703
2008-03-08,
2008-03-09,
2008-03-10,-3.0473
2008-03-11,2.4814
2008-03-12,-0.0404
2008-03-13,-0.9689
2008-03-14,-3.3428
2008-03-15,
2008-03-16,
2008-03-17,-4.4707
2008-03-18,4.7682
2008-03-19,-3.1606
2008-03-20,2.1323
2008-03-21,
2008-03-22,
2008-03-23,
2008-03-24,6.1781
2008-03-25,-2.6886
2008-03-26,-4.0825
2008-03-27,-3.2244
2008-03-28,-2.6211
2008-03-29,
2008-03-30,
2008-03-31,0.6387
2008-04-01,-6.1197
2008-04-02,4.1526
2008-04-03,1.9008
2008-04-04,-0.4095
2008-04-05,
2008-04-06,
2008-04-07,0.5482
2008-04-08,0.9995
2008-04-09,0.2699
2008-04-10,-0.5384
2008-04-11,-2.9318999999999997
2008-04-12,
2008-04-13,
2008-04-14,-3.0669
2008-04-15,-1.1985000000000001
2008-04-16,3.2508
2008-04-17,1.5038
2008-04-18,1.8056
2008-04-19,
2008-04-20,
2008-04-21,-0.864
2008-04-22,-2.3853
2008-04-23,1.1748
2008-04-24,0.418
2008-04-25,0.6938
2008-04-26,
2008-04-27,
2008-04-28,2.1589
2008-04-29,-1.9335
2008-04-30,-2.3842
2008-05-01,2.4894
2008-05-02,2.8414
2008-05-03,
2008-05-04,
2008-05-05,0.713
2008-05-06,2.3894
2008-05-07,-0.3025
2008-05-08,1.3437000000000001
2008-05-09,0.3849
2008-05-10,
2008-05-11,
2008-05-12,1.7894999999999999
2008-05-13,0.5442
2008-05-14,0.4996
2008-05-15,3.0655
2008-05-16,1.045
2008-05-17,
2008-05-18,
2008-05-19,0.8751
2008-05-20,0.0394
2008-05-21,-0.3153
2008-05-22,0.6327
2008-05-23,-0.4715
2008-05-24,
2008-05-25,
2008-05-26,
2008-05-27,1.1449
2008-05-28,1.9125999999999999
2008-05-29,0.9192
2008-05-30,2.5047
2008-05-31,
2008-06-01,
2008-06-02,-3.3321
2008-06-03,2.6427
2008-06-04,-2.8358
2008-06-05,0.8065
2008-06-06,-3.8857
2008-06-07,
2008-06-08,
2008-06-09,0.0396
2008-06-10,-1.4659
2008-06-11,-3.4178
2008-06-12,-2.5396
2008-06-13,3.1183
2008-06-14,
2008-06-15,
2008-06-16,-0.7871
2008-06-17,-1.4196
2008-06-18,-0.2118
2008-06-19,0.0424
2008-06-20,-1.8244
2008-06-21,
2008-06-22,
2008-06-23,0.8643
2008-06-24,-2.3565
2008-06-25,2.0623
2008-06-26,-1.8056999999999999
2008-06-27,1.7951000000000001
2008-06-28,
2008-06-29,
2008-06-30,-0.4731
2008-07-01,-1.0804
2008-07-02,-2.0096
2008-07-03,1.6496
2008-07-04,
2008-07-05,
2008-07-06,
2008-07-07,-2.9386
2008-07-08,4.0217
2008-07-09,-0.6082
2008-07-10,-1.6171
2008-07-11,-0.8441
2008-07-12,
2008-07-13,
2008-07-14,0.672
2008-07-15,-1.2906
2008-07-16,1.5329000000000002
2008-07-17,-0.7549
2008-07-18,1.9687000000000001
2008-07-19,
2008-07-20,
2008-07-21,-0.9215
2008-07-22,-0.6643
2008-07-23,0.8025
2008-07-24,-1.4153
2008-07-25,-0.314
2008-07-26,
2008-07-27,
2008-07-28,-0.18
2008-07-29,3.7872
2008-07-30,0.1738
2008-07-31,1.5611000000000002
2008-08-01,-4.398
2008-08-02,
2008-08-03,
2008-08-04,0.134
2008-08-05,0.9367
2008-08-06,1.1489
2008-08-07,6.5968
2008-08-08,3.0738
2008-08-09,
2008-08-10,
2008-08-11,0.1193
2008-08-12,-2.7403
2008-08-13,-0.1225
2008-08-14,1.3491
2008-08-15,0.6454
2008-08-16,
2008-08-17,
2008-08-18,0.2405
2008-08-19,-0.7997
2008-08-20,0.8061
2008-08-21,-2.0392
2008-08-22,0.7755
2008-08-23,
2008-08-24,
2008-08-25,-2.8352
2008-08-26,2.4177
2008-08-27,0.6919
2008-08-28,0.6063
2008-08-29,-1.2857
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,1.7501
2008-09-03,-4.52
2008-09-04,-4.4407
2008-09-05,3.5949
2008-09-06,
2008-09-07,
2008-09-08,0.4655
2008-09-09,-1.4322
2008-09-10,1.3675
2008-09-11,-1.2648
2008-09-12,-1.8359999999999999
2008-09-13,
2008-09-14,
2008-09-15,-3.8712
2008-09-16,6.7421
2008-09-17,-6.0195
2008-09-18,-0.1353
2008-09-19,0.271
2008-09-20,
2008-09-21,
2008-09-22,-3.6936999999999998
2008-09-23,-0.7951
2008-09-24,-0.8487
2008-09-25,-7.7508
2008-09-26,6.2371
2008-09-27,
2008-09-28,
2008-09-29,-10.6744
2008-09-30,5.9207
2008-10-01,-3.3333
2008-10-02,-5.3581
2008-10-03,-4.148
2008-10-04,
2008-10-05,
2008-10-06,-2.5145999999999997
2008-10-07,-3.5993
2008-10-08,4.4804
2008-10-09,-4.6456
2008-10-10,-4.9344
2008-10-11,
2008-10-12,
2008-10-13,8.8699
2008-10-14,-2.7157999999999998
2008-10-15,-0.062
2008-10-16,8.5661
2008-10-17,-3.6021
2008-10-18,
2008-10-19,
2008-10-20,0.2372
2008-10-21,-4.5562000000000005
2008-10-22,-9.6094
2008-10-23,2.1262
2008-10-24,-1.4775
2008-10-25,
2008-10-26,
2008-10-27,-2.9312
2008-10-28,10.3933
2008-10-29,-3.3715
2008-10-30,3.0941
2008-10-31,-1.7241
2008-11-01,
2008-11-02,
2008-11-03,-0.5198
2008-11-04,8.7524
2008-11-05,-6.967
2008-11-06,-6.3267
2008-11-07,-0.2068
2008-11-08,
2008-11-09,
2008-11-10,-1.4503
2008-11-11,-6.5872
2008-11-12,-5.4764
2008-11-13,1.746
2008-11-14,-6.3183
2008-11-15,
2008-11-16,
2008-11-17,3.8301
2008-11-18,-0.4812
2008-11-19,-5.1571
2008-11-20,-2.6338
2008-11-21,5.2356
2008-11-22,
2008-11-23,
2008-11-24,3.5655
2008-11-25,5.6845
2008-11-26,2.3485
2008-11-27,
2008-11-28,-0.5922
2008-11-29,
2008-11-30,
2008-12-01,-4.7655
2008-12-02,7.6622
2008-12-03,0.6536
2008-12-04,-4.9062
2008-12-05,3.4901
2008-12-06,
2008-12-07,
2008-12-08,4.6921
2008-12-09,1.1204
2008-12-10,2.2853
2008-12-11,0.2708
2008-12-12,0.7427
2008-12-13,
2008-12-14,
2008-12-15,-4.8928
2008-12-16,5.8492
2008-12-17,2.9294000000000002
2008-12-18,-3.0401
2008-12-19,0.5337
2008-12-20,
2008-12-21,
2008-12-22,-4.4459
2008-12-23,-1.875
2008-12-24,1.0616
2008-12-25,
2008-12-26,2.2409
2008-12-27,
2008-12-28,
2008-12-29,-1.3014000000000001
2008-12-30,3.1922
2008-12-31,-0.269
2009-01-01,
2009-01-02,7.35
2009-01-03,
2009-01-04,
2009-01-05,-2.6382
2009-01-06,0.0
2009-01-07,0.129
2009-01-08,3.0284
2009-01-09,-3.5647
2009-01-10,
2009-01-11,
2009-01-12,-2.3995
2009-01-13,-1.1296
2009-01-14,-4.7043
2009-01-15,2.6798
2009-01-16,4.6016
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-6.0407
2009-01-21,2.0964
2009-01-22,-2.601
2009-01-23,-2.1082
2009-01-24,
2009-01-25,
2009-01-26,-0.3589
2009-01-27,0.8646
2009-01-28,0.8571
2009-01-29,-2.9745
2009-01-30,-4.1606
2009-01-31,
2009-02-01,
2009-02-02,-0.8378
2009-02-03,1.8433000000000002
2009-02-04,0.9804
2009-02-05,-2.0164
2009-02-06,1.7530000000000001
2009-02-07,
2009-02-08,
2009-02-09,0.824
2009-02-10,-3.0461
2009-02-11,0.8429
2009-02-12,7.4468
2009-02-13,6.9307
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-4.4974
2009-02-18,1.108
2009-02-19,-1.0274
2009-02-20,-0.0692
2009-02-21,
2009-02-22,
2009-02-23,-2.7701000000000002
2009-02-24,4.2735
2009-02-25,1.9809
2009-02-26,3.282
2009-02-27,0.2594
2009-02-28,
2009-03-01,
2009-03-02,-5.1746
2009-03-03,4.7067
2009-03-04,5.9283
2009-03-05,0.369
2009-03-06,-1.8995
2009-03-07,
2009-03-08,
2009-03-09,-2.3111
2009-03-10,-0.8951
2009-03-11,3.8064999999999998
2009-03-12,4.1641
2009-03-13,2.148
2009-03-14,
2009-03-15,
2009-03-16,-5.0818
2009-03-17,2.8923
2009-03-18,0.4187
2009-03-19,0.1787
2009-03-20,-2.3781
2009-03-21,
2009-03-22,
2009-03-23,2.6797
2009-03-24,-0.5931
2009-03-25,-2.3866
2009-03-26,4.1565
2009-03-27,-0.9977
2009-03-28,
2009-03-29,
2009-03-30,-2.786
2009-03-31,-1.0976
2009-04-01,-1.3564
2009-04-02,4.375
2009-04-03,-1.9162
2009-04-04,
2009-04-05,
2009-04-06,-1.7705
2009-04-07,-3.294
2009-04-08,1.4139
2009-04-09,4.2459
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,-6.9301
2009-04-14,-0.196
2009-04-15,1.6360999999999999
2009-04-16,1.8674
2009-04-17,3.6029999999999998
2009-04-18,
2009-04-19,
2009-04-20,-1.1592
2009-04-21,1.6049
2009-04-22,-0.6683
2009-04-23,-0.6116
2009-04-24,1.4154
2009-04-25,
2009-04-26,
2009-04-27,-3.216
2009-04-28,-0.3135
2009-04-29,5.5346
2009-04-30,-0.3576
2009-05-01,2.2727
2009-05-02,
2009-05-03,
2009-05-04,7.076
2009-05-05,2.2392
2009-05-06,0.5876
2009-05-07,8.8688
2009-05-08,2.0
2009-05-09,
2009-05-10,
2009-05-11,2.1043
2009-05-12,-1.6862
2009-05-13,-2.6679
2009-05-14,0.1468
2009-05-15,0.6843
2009-05-16,
2009-05-17,
2009-05-18,0.0485
2009-05-19,0.1456
2009-05-20,1.5019
2009-05-21,-0.1432
2009-05-22,0.717
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,1.9933999999999998
2009-05-27,-2.5128
2009-05-28,2.1002
2009-05-29,0.9818
2009-05-30,
2009-05-31,
2009-06-01,5.0463
2009-06-02,1.1459
2009-06-03,-1.1764999999999999
2009-06-04,1.8519
2009-06-05,4.2857
2009-06-06,
2009-06-07,
2009-06-08,-2.7812
2009-06-09,2.9035
2009-06-10,-0.8714
2009-06-11,0.5023
2009-06-12,-0.0833
2009-06-13,
2009-06-14,
2009-06-15,-3.6265
2009-06-16,-1.9896
2009-06-17,1.5004
2009-06-18,-2.3043
2009-06-19,2.4032
2009-06-20,
2009-06-21,
2009-06-22,-4.3459
2009-06-23,2.2263
2009-06-24,-2.8444000000000003
2009-06-25,4.3458
2009-06-26,1.096
2009-06-27,
2009-06-28,
2009-06-29,0.3903
2009-06-30,1.2095
2009-07-01,1.5365
2009-07-02,-3.4048
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,0.6963
2009-07-07,-4.9697
2009-07-08,-0.7731
2009-07-09,3.5289
2009-07-10,0.0443
2009-07-11,
2009-07-12,
2009-07-13,3.7611
2009-07-14,0.3412
2009-07-15,1.3599999999999999
2009-07-16,3.5220000000000002
2009-07-17,-0.0405
2009-07-18,
2009-07-19,
2009-07-20,0.2836
2009-07-21,0.1212
2009-07-22,-1.4527999999999999
2009-07-23,1.8837000000000002
2009-07-24,-0.8842
2009-07-25,
2009-07-26,
2009-07-27,-1.5004
2009-07-28,-1.6056
2009-07-29,-0.6695
2009-07-30,3.1171
2009-07-31,0.3676
2009-08-01,
2009-08-02,
2009-08-03,2.5641
2009-08-04,1.5873
2009-08-05,-2.6563
2009-08-06,6.9823
2009-08-07,0.8252
2009-08-08,
2009-08-09,
2009-08-10,-1.1161
2009-08-11,-0.4891
2009-08-12,1.966
2009-08-13,2.0393
2009-08-14,-1.5262
2009-08-15,
2009-08-16,
2009-08-17,-3.6162
2009-08-18,0.5743
2009-08-19,-0.1903
2009-08-20,-0.4577
2009-08-21,1.0728
2009-08-22,
2009-08-23,
2009-08-24,-1.5163
2009-08-25,1.9245999999999999
2009-08-26,0.9063
2009-08-27,0.6362
