date,MSCI UN Equity
2008-07-27,
2008-07-28,-3.3939
2008-07-29,0.6471
2008-07-30,-1.4391
2008-07-31,-7.58
2008-08-01,1.916
2008-08-02,
2008-08-03,
2008-08-04,0.2639
2008-08-05,0.0329
2008-08-06,-0.4604
2008-08-07,-2.0813
2008-08-08,1.9906000000000001
2008-08-09,
2008-08-10,
2008-08-11,1.3232
2008-08-12,-1.7955999999999999
2008-08-13,-0.9973
2008-08-14,2.4177
2008-08-15,2.0
2008-08-16,
2008-08-17,
2008-08-18,-0.45
2008-08-19,-1.5499
2008-08-20,1.3775
2008-08-21,-2.6852
2008-08-22,3.3577
2008-08-23,
2008-08-24,
2008-08-25,-4.6317
2008-08-26,0.742
2008-08-27,0.6361
2008-08-28,-0.6986
2008-08-29,0.0
2008-08-30,
2008-08-31,
2008-09-01,
2008-09-02,-0.7705
2008-09-03,-3.1398
2008-09-04,-7.459
2008-09-05,0.791
2008-09-06,
2008-09-07,
2008-09-08,3.1016
2008-09-09,-1.0511
2008-09-10,-4.3956
2008-09-11,-3.0268
2008-09-12,3.872
2008-09-13,
2008-09-14,
2008-09-15,-6.8087
2008-09-16,-5.6735
2008-09-17,-13.3708
2008-09-18,12.1878
2008-09-19,14.7373
2008-09-20,
2008-09-21,
2008-09-22,-3.2984
2008-09-23,-0.1605
2008-09-24,-2.291
2008-09-25,2.2624
2008-09-26,-0.8447
2008-09-27,
2008-09-28,
2008-09-29,-8.1136
2008-09-30,5.9603
2008-10-01,-7.9167
2008-10-02,-0.7692
2008-10-03,2.4624
2008-10-04,
2008-10-05,
2008-10-06,-5.1624
2008-10-07,-12.1539
2008-10-08,4.2201
2008-10-09,-7.7396
2008-10-10,-4.4444
2008-10-11,
2008-10-12,
2008-10-13,13.3721
2008-10-14,1.4872
2008-10-15,-6.5184
2008-10-16,-1.9459
2008-10-17,4.8512
2008-10-18,
2008-10-19,
2008-10-20,0.5258
2008-10-21,-2.7197
2008-10-22,-7.7419
2008-10-23,-4.3124
2008-10-24,-6.8819
2008-10-25,
2008-10-26,
2008-10-27,-6.0824
2008-10-28,1.3231
2008-10-29,10.0344
2008-10-30,6.1836
2008-10-31,1.4118
2008-11-01,
2008-11-02,
2008-11-03,-1.9722
2008-11-04,1.1243
2008-11-05,-3.4523
2008-11-06,-10.0606
2008-11-07,2.0889
2008-11-08,
2008-11-09,
2008-11-10,-2.5743
2008-11-11,-6.5041
2008-11-12,-5.1449
2008-11-13,8.2506
2008-11-14,-1.5526
2008-11-15,
2008-11-16,
2008-11-17,-7.3835
2008-11-18,-3.483
2008-11-19,-2.8869
2008-11-20,-1.8993
2008-11-21,6.0606
2008-11-22,
2008-11-23,
2008-11-24,8.0159
2008-11-25,4.7759
2008-11-26,10.2384
2008-11-27,
2008-11-28,-1.8448
2008-11-29,
2008-11-30,
2008-12-01,-4.7959
2008-12-02,1.1572
2008-12-03,6.393
2008-12-04,-5.5028
2008-12-05,7.2289
2008-12-06,
2008-12-07,
2008-12-08,4.3695
2008-12-09,-3.5286999999999997
2008-12-10,3.9678
2008-12-11,-7.573
2008-12-12,5.871
2008-12-13,
2008-12-14,
2008-12-15,-4.997
2008-12-16,2.6299
2008-12-17,3.125
2008-12-18,1.0303
2008-12-19,-1.0198
2008-12-20,
2008-12-21,
2008-12-22,-4.9091000000000005
2008-12-23,-0.0637
2008-12-24,2.7423
2008-12-25,
2008-12-26,6.1453
2008-12-27,
2008-12-28,
2008-12-29,-0.4094
2008-12-30,-0.411
2008-12-31,4.717
2009-01-01,
2009-01-02,5.0113
2009-01-03,
2009-01-04,
2009-01-05,-10.8847
2009-01-06,5.0542
2009-01-07,0.2291
2009-01-08,5.3143
2009-01-09,-9.8209
2009-01-10,
2009-01-11,
2009-01-12,-6.0168
2009-01-13,3.7772
2009-01-14,-0.1234
2009-01-15,3.3971999999999998
2009-01-16,1.4337
2009-01-17,
2009-01-18,
2009-01-19,
2009-01-20,-3.828
2009-01-21,8.267
2009-01-22,-5.1471
2009-01-23,-0.1193
2009-01-24,
2009-01-25,
2009-01-26,2.8657
2009-01-27,-0.058
2009-01-28,7.0848
2009-01-29,-5.1518
2009-01-30,-0.7433
2009-01-31,
2009-02-01,
2009-02-02,4.7235
2009-02-03,-3.3553
2009-02-04,-1.7644
2009-02-05,5.3882
2009-02-06,-5.9923
2009-02-07,
2009-02-08,
2009-02-09,1.7544
2009-02-10,-2.2989
2009-02-11,1.5882
2009-02-12,2.432
2009-02-13,1.5263
2009-02-14,
2009-02-15,
2009-02-16,
2009-02-17,-7.0713
2009-02-18,-2.5764
2009-02-19,-0.6765
2009-02-20,2.9721
2009-02-21,
2009-02-22,
2009-02-23,-2.4654
2009-02-24,3.8224
2009-02-25,-7.601
2009-02-26,3.5347
2009-02-27,-2.1726
2009-02-28,
2009-03-01,
2009-03-02,-8.0584
2009-03-03,-2.7605
2009-03-04,-2.3421
2009-03-05,-4.0698
2009-03-06,1.6667
2009-03-07,
2009-03-08,
2009-03-09,-1.0432
2009-03-10,7.2289
2009-03-11,3.9326
2009-03-12,0.5405
2009-03-13,0.4704
2009-03-14,
2009-03-15,
2009-03-16,-2.0736
2009-03-17,1.5027
2009-03-18,1.4132
2009-03-19,4.5123
2009-03-20,-1.6508
2009-03-21,
2009-03-22,
2009-03-23,4.3899
2009-03-24,-3.154
2009-03-25,2.4904
2009-03-26,-0.1869
2009-03-27,5.4931
2009-03-28,
2009-03-29,
2009-03-30,-2.9586
2009-03-31,3.1098
2009-04-01,0.5322
2009-04-02,12.7647
2009-04-03,4.121
2009-04-04,
2009-04-05,
2009-04-06,1.5030000000000001
2009-04-07,-1.9743
2009-04-08,0.4532
2009-04-09,4.9123
2009-04-10,
2009-04-11,
2009-04-12,
2009-04-13,-1.0511
2009-04-14,-2.1246
2009-04-15,1.184
2009-04-16,2.2916
2009-04-17,0.572
2009-04-18,
2009-04-19,
2009-04-20,-6.8246
2009-04-21,9.0539
2009-04-22,-0.1399
2009-04-23,-4.624
2009-04-24,-0.0979
2009-04-25,
2009-04-26,
2009-04-27,-1.2745
2009-04-28,-2.8302
2009-04-29,4.8033
2009-04-30,2.3403
2009-05-01,3.859
2009-05-02,
2009-05-03,
2009-05-04,2.2936
2009-05-05,1.0314
2009-05-06,0.9321
2009-05-07,-2.1988
2009-05-08,6.295
2009-05-09,
2009-05-10,
2009-05-11,-0.2115
2009-05-12,-1.3565
2009-05-13,-5.6725
2009-05-14,3.2346
2009-05-15,1.9417
2009-05-16,
2009-05-17,
2009-05-18,1.645
2009-05-19,-8.1346
2009-05-20,-1.2517
2009-05-21,-1.2207
2009-05-22,-1.616
2009-05-23,
2009-05-24,
2009-05-25,
2009-05-26,5.4589
2009-05-27,-6.0467
2009-05-28,0.8289
2009-05-29,2.8529999999999998
2009-05-30,
2009-05-31,
2009-06-01,5.6417
2009-06-02,3.0263
2009-06-03,-1.8575
2009-06-04,4.6215
2009-06-05,-3.4918
2009-06-06,
2009-06-07,
2009-06-08,-1.7437
2009-06-09,3.15
2009-06-10,-0.086
2009-06-11,3.0994
2009-06-12,-0.1253
2009-06-13,
2009-06-14,
2009-06-15,-1.5468
2009-06-16,-3.3121
2009-06-17,2.7668
2009-06-18,2.5641
2009-06-19,-0.7083
2009-06-20,
2009-06-21,
2009-06-22,-4.5741
2009-06-23,2.3307
2009-06-24,3.1371
2009-06-25,3.8333
2009-06-26,-0.2006
2009-06-27,
2009-06-28,
2009-06-29,-1.2867
2009-06-30,-0.4481
2009-07-01,-1.5139
2009-07-02,2.7835
2009-07-03,
2009-07-04,
2009-07-05,
2009-07-06,0.2829
2009-07-07,-2.0556
2009-07-08,-0.4115
2009-07-09,1.6529
2009-07-10,1.748
2009-07-11,
2009-07-12,
2009-07-13,2.7965999999999998
2009-07-14,-0.6218
2009-07-15,2.7767
2009-07-16,0.2664
2009-07-17,1.3662
2009-07-18,
2009-07-19,
2009-07-20,0.4493
2009-07-21,-3.9881
2009-07-22,-1.5528
2009-07-23,4.4953
2009-07-24,-0.0755
2009-07-25,
2009-07-26,
2009-07-27,0.1133
2009-07-28,-0.5281
2009-07-29,0.0758
2009-07-30,3.0693
2009-07-31,2.7574
2009-08-01,
2009-08-02,
2009-08-03,1.932
2009-08-04,-1.5444
2009-08-05,-2.959
2009-08-06,1.6899
2009-08-07,3.7211
2009-08-08,
2009-08-09,
2009-08-10,0.5921
2009-08-11,-2.0083
2009-08-12,1.1661
2009-08-13,0.2096
2009-08-14,-0.6623
2009-08-15,
2009-08-16,
2009-08-17,-2.6316
2009-08-18,4.0721
2009-08-19,0.3116
2009-08-20,1.8295
2009-08-21,0.2712
2009-08-22,
2009-08-23,
2009-08-24,2.1298
2009-08-25,-0.2979
2009-08-26,1.4276
2009-08-27,-1.6694
2009-08-28,-1.2317
2009-08-29,
2009-08-30,
2009-08-31,-0.8426
2009-09-01,-2.8212
2009-09-02,-2.3085
2009-09-03,1.468
2009-09-04,2.1171
2009-09-05,
2009-09-06,
2009-09-07,
2009-09-08,2.6607
2009-09-09,0.5385
2009-09-10,-1.9083
2009-09-11,-0.4437
2009-09-12,
2009-09-13,
2009-09-14,-0.4114
2009-09-15,-3.6489000000000003
2009-09-16,-0.5359
2009-09-17,-1.9397
2009-09-18,-1.1355
2009-09-19,
2009-09-20,
2009-09-21,1.445
2009-09-22,2.8487999999999998
2009-09-23,2.4858000000000002
2009-09-24,-0.4505
2009-09-25,-1.81
2009-09-26,
2009-09-27,
2009-09-28,5.1046
2009-09-29,2.0236
2009-09-30,-2.0826000000000002
2009-10-01,-8.3727
2009-10-02,-0.1105
2009-10-03,
2009-10-04,
2009-10-05,0.3689
2009-10-06,-3.7119
2009-10-07,-0.8397
2009-10-08,1.8860999999999999
2009-10-09,1.7
2009-10-10,
2009-10-11,
2009-10-12,-1.4116
2009-10-13,-0.1507
2009-10-14,4.7547
2009-10-15,2.0533
2009-10-16,-1.0589
2009-10-17,
2009-10-18,
2009-10-19,1.4627
2009-10-20,-2.3558
2009-10-21,0.7202
2009-10-22,1.8591
2009-10-23,-0.0351
2009-10-24,
2009-10-25,
2009-10-26,1.4396
2009-10-27,1.9384000000000001
2009-10-28,-2.1391999999999998
2009-10-29,1.4226
2009-10-30,4.0027
2009-10-31,
2009-11-01,
2009-11-02,-0.7566
2009-11-03,0.8286
2009-11-04,-0.526
2009-11-05,2.1811
2009-11-06,4.2367
2009-11-07,
2009-11-08,
2009-11-09,4.2507
2009-11-10,-3.5714
2009-11-11,0.7716
2009-11-12,-2.0214
2009-11-13,0.7502
2009-11-14,
2009-11-15,
2009-11-16,-0.2172
2009-11-17,-0.1866
2009-11-18,-1.6199
2009-11-19,-1.8366
2009-11-20,-0.4194
2009-11-21,
2009-11-22,
2009-11-23,0.8098
2009-11-24,-0.8033
2009-11-25,-0.2268
2009-11-26,
2009-11-27,-1.9481000000000002
2009-11-28,
2009-11-29,
2009-11-30,0.894
2009-12-01,2.7568
2009-12-02,2.6509
2009-12-03,-0.1556
2009-12-04,0.5921
2009-12-05,
2009-12-06,
2009-12-07,-1.487
2009-12-08,0.8176
2009-12-09,0.5926
2009-12-10,0.8062
2009-12-11,1.4765
2009-12-12,
2009-12-13,
2009-12-14,1.8794
2009-12-15,-1.5472000000000001
2009-12-16,0.816
2009-12-17,-2.0384
2009-12-18,-0.7956
2009-12-19,
2009-12-20,
2009-12-21,-1.6038999999999999
2009-12-22,0.5329
2009-12-23,0.1559
2009-12-24,0.8717
2009-12-25,
2009-12-26,
2009-12-27,
2009-12-28,0.0926
2009-12-29,-0.9559
2009-12-30,0.0934
2009-12-31,-1.0886
2010-01-01,
2010-01-02,
2010-01-03,
2010-01-04,0.566
2010-01-05,0.3752
2010-01-06,-2.7103
2010-01-07,6.8844
2010-01-08,3.3553
2010-01-09,
2010-01-10,
2010-01-11,-0.8406
2010-01-12,-2.8647
2010-01-13,0.3611
2010-01-14,-0.7496
2010-01-15,-2.9003
2010-01-16,
2010-01-17,
2010-01-18,
2010-01-19,1.1201
2010-01-20,-1.2923
2010-01-21,-3.1484
2010-01-22,-1.9955
2010-01-23,
2010-01-24,
2010-01-25,-0.197
2010-01-26,-3.0273
2010-01-27,1.4591
2010-01-28,-0.7023
2010-01-29,-0.4379
2010-01-30,
2010-01-31,
2010-02-01,1.184
2010-02-02,-0.5684
2010-02-03,-0.9751
2010-02-04,-2.9202
2010-02-05,0.6646
2010-02-06,
2010-02-07,
2010-02-08,-3.1272
2010-02-09,1.7217
2010-02-10,0.5994
2010-02-11,2.3484
2010-02-12,-0.1027
2010-02-13,
2010-02-14,
2010-02-15,
2010-02-16,1.4056
2010-02-17,-1.6903000000000001
2010-02-18,-1.3067
2010-02-19,2.0557
2010-02-20,
2010-02-21,
2010-02-22,0.239
2010-02-23,0.3406
2010-02-24,1.6972
2010-02-25,-0.4005
2010-02-26,0.4692
2010-02-27,
2010-02-28,
2010-03-01,-4.6364
2010-03-02,14.0609
2010-03-03,-1.5026000000000002
2010-03-04,2.335
2010-03-05,2.2817
2010-03-06,
2010-03-07,
2010-03-08,1.16
2010-03-09,-1.2643
2010-03-10,0.0
2010-03-11,2.2037
2010-03-12,1.5734
2010-03-13,
2010-03-14,
2010-03-15,-0.8893
2010-03-16,1.0709
2010-03-17,1.2887
2010-03-18,-0.4241
2010-03-19,-0.4259
2010-03-20,
2010-03-21,
2010-03-22,1.8534000000000002
2010-03-23,1.3158
2010-03-24,-0.7184
2010-03-25,-0.2505
2010-03-26,-0.2232
2010-03-27,
2010-03-28,
2010-03-29,0.0839
2010-03-30,1.0059
2010-03-31,-0.1383
2010-04-01,1.0249
2010-04-02,
2010-04-03,
2010-04-04,
2010-04-05,1.3984
2010-04-06,1.0546
2010-04-07,-0.1606
2010-04-08,-3.0019
2010-04-09,1.1882
2010-04-10,
2010-04-11,
2010-04-12,1.3108
2010-04-13,-0.2156
2010-04-14,0.2431
2010-04-15,2.2904999999999998
2010-04-16,-1.8704
2010-04-17,
2010-04-18,
2010-04-19,-2.0403000000000002
2010-04-20,2.4664
2010-04-21,-3.7443
2010-04-22,1.2503
2010-04-23,0.7135
2010-04-24,
2010-04-25,
2010-04-26,0.7084
2010-04-27,-2.7056
2010-04-28,-1.5295
2010-04-29,0.1412
2010-04-30,-2.2843
2010-05-01,
2010-05-02,
2010-05-03,0.3175
2010-05-04,-1.6686
2010-05-05,-0.5559
2010-05-06,-2.9715
2010-05-07,-1.6677
2010-05-08,
2010-05-09,
2010-05-10,4.0703
2010-05-11,-0.1481
2010-05-12,1.6024
2010-05-13,-0.847
2010-05-14,-3.4168
2010-05-15,
2010-05-16,
2010-05-17,-0.244
2010-05-18,-1.1923
2010-05-19,-2.6609
2010-05-20,-5.4355
2010-05-21,1.5126
2010-05-22,
2010-05-23,
2010-05-24,-1.4901
2010-05-25,-2.4202
2010-05-26,-1.1712
2010-05-27,3.4855
2010-05-28,-0.1347
2010-05-29,
2010-05-30,
2010-05-31,
2010-06-01,-0.7757
2010-06-02,2.4473
2010-06-03,-1.9907
2010-06-04,-2.5051
2010-06-05,
2010-06-06,
2010-06-07,-2.2569
2010-06-08,0.4618
2010-06-09,-0.7779
2010-06-10,3.7776
2010-06-11,1.9574
2010-06-12,
2010-06-13,
2010-06-14,-1.482
2010-06-15,0.9915
2010-06-16,1.9634
2010-06-17,-0.7304
2010-06-18,0.2341
2010-06-19,
2010-06-20,
2010-06-21,0.5005
2010-06-22,-0.1992
2010-06-23,-1.8961999999999999
2010-06-24,-2.9162
2010-06-25,1.6067
2010-06-26,
2010-06-27,
2010-06-28,-0.1719
2010-06-29,-6.2328
2010-06-30,0.6243
2010-07-01,-0.219
2010-07-02,1.5728
2010-07-03,
2010-07-04,
2010-07-05,
2010-07-06,2.1246
2010-07-07,4.4781
2010-07-08,1.7887
2010-07-09,1.6578
2010-07-10,
2010-07-11,
2010-07-12,0.0652
2010-07-13,1.1082
2010-07-14,1.5152
2010-07-15,0.127
2010-07-16,-1.6492
2010-07-17,
2010-07-18,
2010-07-19,-0.6772
2010-07-20,1.039
2010-07-21,-1.8638
2010-07-22,3.4381
2010-07-23,4.875
2010-07-24,
2010-07-25,
2010-07-26,-0.2415
2010-07-27,-0.121
2010-07-28,-0.8482
2010-07-29,-2.8414
2010-07-30,1.478
2010-07-31,
2010-08-01,
2010-08-02,3.0369
2010-08-03,-0.1203
2010-08-04,0.542
2010-08-05,-1.3777
2010-08-06,-0.3948
2010-08-07,
2010-08-08,
2010-08-09,1.0671
2010-08-10,-1.3273
2010-08-11,-4.7692
2010-08-12,0.4173
2010-08-13,-0.1598
2010-08-14,
2010-08-15,
2010-08-16,0.8005
2010-08-17,0.0953
2010-08-18,2.1898
2010-08-19,-3.354
2010-08-20,-0.7069
2010-08-21,
2010-08-22,
2010-08-23,-0.8414
2010-08-24,-3.0026
2010-08-25,0.3028
2010-08-26,0.7045
2010-08-27,1.5655999999999999
2010-08-28,
2010-08-29,
2010-08-30,-2.6894
2010-08-31,0.7752
2010-09-01,3.0769
2010-09-02,2.3361
2010-09-03,3.5193
2010-09-04,
2010-09-05,
2010-09-06,
2010-09-07,-0.8576
2010-09-08,1.7917999999999998
2010-09-09,1.1836
2010-09-10,-1.0198
2010-09-11,
2010-09-12,
2010-09-13,4.1818
2010-09-14,0.0291
2010-09-15,-0.8142
2010-09-16,1.1727
2010-09-17,0.6955
2010-09-18,
2010-09-19,
2010-09-20,1.1799
2010-09-21,-0.7964
2010-09-22,-1.3761
2010-09-23,-2.1221
2010-09-24,1.4849999999999999
2010-09-25,
2010-09-26,
2010-09-27,-1.6681
2010-09-28,2.3512
2010-09-29,0.2617
2010-09-30,-3.6833
2010-10-01,3.3725
2010-10-02,
2010-10-03,
2010-10-04,-1.3399
2010-10-05,1.5352999999999999
2010-10-06,-1.1922
2010-10-07,1.8835
2010-10-08,0.8377
2010-10-09,
2010-10-10,
2010-10-11,0.1146
2010-10-12,0.6009
2010-10-13,1.3652
2010-10-14,-0.5331
2010-10-15,1.213
2010-10-16,
2010-10-17,
2010-10-18,2.9821999999999997
2010-10-19,0.5683
2010-10-20,0.1884
2010-10-21,-1.0475
2010-10-22,-0.5157
2010-10-23,
2010-10-24,
2010-10-25,-0.9823
2010-10-26,-1.2676
2010-10-27,-0.2233
2010-10-28,0.0559
2010-10-29,0.2237
2010-10-30,
2010-10-31,
2010-11-01,-0.3347
2010-11-02,0.7837
2010-11-03,-0.2499
2010-11-04,2.4499
2010-11-05,0.7337
2010-11-06,
2010-11-07,
2010-11-08,0.6744
2010-11-09,-1.3934
2010-11-10,1.7391
2010-11-11,-0.9081
2010-11-12,-3.0997
2010-11-13,
2010-11-14,
2010-11-15,-0.1947
2010-11-16,-2.2854
2010-11-17,-0.8842
2010-11-18,1.7842
2010-11-19,-0.311
2010-11-20,
2010-11-21,
2010-11-22,-0.1702
2010-11-23,-2.5568
2010-11-24,2.5073
2010-11-25,
2010-11-26,-0.6826
2010-11-27,
2010-11-28,
2010-11-29,-0.4009
2010-11-30,-2.0702
2010-12-01,3.3764
2010-12-02,3.2945
2010-12-03,0.6324
2010-12-04,
2010-12-05,
2010-12-06,-0.6011
2010-12-07,1.3194
2010-12-08,0.7325
2010-12-09,-1.0504
2010-12-10,-0.4899
2010-12-11,
2010-12-12,
2010-12-13,0.3829
2010-12-14,0.8719
2010-12-15,-0.5943
2010-12-16,0.7337
2010-12-17,1.5107
2010-12-18,
2010-12-19,
2010-12-20,-0.5049
2010-12-21,2.9112999999999998
2010-12-22,3.6334999999999997
2010-12-23,0.1753
2010-12-24,
2010-12-25,
2010-12-26,
2010-12-27,0.05
2010-12-28,-1.2244
2010-12-29,0.6577
2010-12-30,-0.955
2010-12-31,-1.1418
2011-01-01,
2011-01-02,
2011-01-03,1.2577
2011-01-04,-1.6477
2011-01-05,1.3402
2011-01-06,-0.763
2011-01-07,-0.6663
2011-01-08,
2011-01-09,
2011-01-10,-0.3096
2011-01-11,1.1128
2011-01-12,1.6637
2011-01-13,-7.4773
2011-01-14,-0.898
2011-01-15,
2011-01-16,
2011-01-17,
2011-01-18,-0.3569
2011-01-19,-2.8933999999999997
2011-01-20,-0.3405
2011-01-21,1.082
2011-01-22,
2011-01-23,
2011-01-24,0.0
2011-01-25,-0.9859
2011-01-26,-0.7112
2011-01-27,-0.2006
2011-01-28,-2.383
2011-01-29,
2011-01-30,
2011-01-31,0.6765
2011-02-01,1.1978
2011-02-02,0.0866
2011-02-03,-1.6152
2011-02-04,2.0229
2011-02-05,
2011-02-06,
2011-02-07,3.7069
2011-02-08,-0.8035
2011-02-09,0.419
2011-02-10,0.1391
2011-02-11,0.3056
2011-02-12,
2011-02-13,
2011-02-14,0.4431
2011-02-15,-0.7168
2011-02-16,0.5832
2011-02-17,0.4694
2011-02-18,1.4839
2011-02-19,
2011-02-20,
2011-02-21,
2011-02-22,-1.4622
2011-02-23,-1.1816
2011-02-24,0.1112
2011-02-25,0.2778
2011-02-26,
2011-02-27,
2011-02-28,-1.662
2011-03-01,-2.0
2011-03-02,0.6324
2011-03-03,2.0566
2011-03-04,-1.3434
2011-03-05,
2011-03-06,
2011-03-07,-0.8227
2011-03-08,1.4302000000000001
2011-03-09,0.1128
2011-03-10,-2.5634
2011-03-11,1.9081000000000001
2011-03-12,
2011-03-13,
2011-03-14,-0.5957
2011-03-15,-2.2831
2011-03-16,-0.9638
2011-03-17,1.2091
2011-03-18,2.1562
2011-03-19,
2011-03-20,
2011-03-21,1.9681
2011-03-22,-0.5874
2011-03-23,0.3095
2011-03-24,1.0098
2011-03-25,1.5274
2011-03-26,
2011-03-27,
2011-03-28,-0.2735
2011-03-29,0.6583
2011-03-30,-1.1717
2011-03-31,1.5164
2011-04-01,3.6936
2011-04-02,
2011-04-03,
2011-04-04,0.1048
2011-04-05,-1.9885000000000002
2011-04-06,0.347
2011-04-07,-0.4522
2011-04-08,-2.0844
2011-04-09,
2011-04-10,
2011-04-11,-0.5459
2011-04-12,-0.7409
2011-04-13,-1.2165
2011-04-14,-2.183
2011-04-15,-0.3433
2011-04-16,
2011-04-17,
2011-04-18,-2.785
2011-04-19,0.443
2011-04-20,-0.1764
2011-04-21,0.324
2011-04-22,
2011-04-23,
2011-04-24,
