date,VTRS UW Equity
2012-06-01,-3.1841
2012-06-02,
2012-06-03,
2012-06-04,-0.3813
2012-06-05,0.3828
2012-06-06,1.9542000000000002
2012-06-07,0.0
2012-06-08,0.748
2012-06-09,
2012-06-10,
2012-06-11,-2.0418
2012-06-12,-0.4737
2012-06-13,-0.7139
2012-06-14,0.815
2012-06-15,0.8084
2012-06-16,
2012-06-17,
2012-06-18,-0.6132
2012-06-19,1.2814
2012-06-20,0.8903
2012-06-21,-1.9275
2012-06-22,0.5446
2012-06-23,
2012-06-24,
2012-06-25,-2.0725
2012-06-26,-0.6253
2012-06-27,1.4037
2012-06-28,-0.6205
2012-06-29,2.6417
2012-06-30,
2012-07-01,
2012-07-02,1.6846
2012-07-03,1.5647
2012-07-04,
2012-07-05,-1.3593
2012-07-06,-0.8268
2012-07-07,
2012-07-08,
2012-07-09,1.0653
2012-07-10,-1.0541
2012-07-11,0.2779
2012-07-12,-0.3233
2012-07-13,2.2243
2012-07-14,
2012-07-15,
2012-07-16,0.1813
2012-07-17,1.81
2012-07-18,0.2222
2012-07-19,0.3548
2012-07-20,-1.4582
2012-07-21,
2012-07-22,
2012-07-23,-1.3453
2012-07-24,-2.0455
2012-07-25,0.6497
2012-07-26,4.8870000000000005
2012-07-27,2.3297
2012-07-28,
2012-07-29,
2012-07-30,0.2577
2012-07-31,-1.3282
2012-08-01,-0.3474
2012-08-02,-0.915
2012-08-03,1.7149999999999999
2012-08-04,
2012-08-05,
2012-08-06,0.5188
2012-08-07,0.0
2012-08-08,-0.3011
2012-08-09,0.5177
2012-08-10,0.6867
2012-08-11,
2012-08-12,
2012-08-13,0.1279
2012-08-14,-0.4683
2012-08-15,1.0265
2012-08-16,0.4234
2012-08-17,-0.3794
2012-08-18,
2012-08-19,
2012-08-20,1.058
2012-08-21,-0.2513
2012-08-22,-0.2519
2012-08-23,-0.8418
2012-08-24,0.9762
2012-08-25,
2012-08-26,
2012-08-27,-0.8407
2012-08-28,-0.6783
2012-08-29,0.7682
2012-08-30,-0.5506
2012-08-31,0.3833
2012-09-01,
2012-09-02,
2012-09-03,
2012-09-04,0.2546
2012-09-05,0.6771
2012-09-06,1.177
2012-09-07,-0.0415
2012-09-08,
2012-09-09,
2012-09-10,-0.4572
2012-09-11,0.2505
2012-09-12,-0.2082
2012-09-13,1.3356
2012-09-14,0.0824
2012-09-15,
2012-09-16,
2012-09-17,-0.4938
2012-09-18,0.7858
2012-09-19,0.1641
2012-09-20,0.3277
2012-09-21,0.0817
2012-09-22,
2012-09-23,
2012-09-24,-1.3056
2012-09-25,0.0413
2012-09-26,-0.7025
2012-09-27,1.8727
2012-09-28,-0.3268
2012-09-29,
2012-09-30,
2012-10-01,-0.2869
2012-10-02,0.0822
2012-10-03,0.7392
2012-10-04,0.5911
2012-10-05,-0.1824
2012-10-06,
2012-10-07,
2012-10-08,-0.3248
2012-10-09,-1.9552
2012-10-10,-0.5401
2012-10-11,0.0835
2012-10-12,-0.7513
2012-10-13,
2012-10-14,
2012-10-15,0.7569
2012-10-16,0.2504
2012-10-17,1.1241
2012-10-18,-0.6999
2012-10-19,-1.99
2012-10-20,
2012-10-21,
2012-10-22,0.1692
2012-10-23,-1.0135
2012-10-24,2.1330999999999998
2012-10-25,4.4277
2012-10-26,0.88
2012-10-27,
2012-10-28,
2012-10-29,
2012-10-30,
2012-10-31,0.4758
2012-11-01,2.2099
2012-11-02,-0.8494
2012-11-03,
2012-11-04,
2012-11-05,0.6231
2012-11-06,0.6966
2012-11-07,-0.7686
2012-11-08,-0.6584
2012-11-09,0.8577
2012-11-10,
2012-11-11,
2012-11-12,0.7344
2012-11-13,0.3454
2012-11-14,-2.1606
2012-11-15,-0.3713
2012-11-16,0.2746
2012-11-17,
2012-11-18,
2012-11-19,1.6040999999999999
2012-11-20,0.231
2012-11-21,1.7671999999999999
2012-11-22,
2012-11-23,2.3405
2012-11-24,
2012-11-25,
2012-11-26,-0.4426
2012-11-27,0.741
2012-11-28,0.0
2012-11-29,0.3678
2012-11-30,-0.4031
2012-12-01,
2012-12-02,
2012-12-03,0.6623
2012-12-04,0.0731
2012-12-05,-0.4018
2012-12-06,0.1467
2012-12-07,-0.2563
2012-12-08,
2012-12-09,
2012-12-10,2.8634
2012-12-11,-0.6067
2012-12-12,-0.0359
2012-12-13,0.467
2012-12-14,0.0
2012-12-15,
2012-12-16,
2012-12-17,0.8223
2012-12-18,0.461
2012-12-19,-2.1532
2012-12-20,0.2165
2012-12-21,0.108
2012-12-22,
2012-12-23,
2012-12-24,0.5034
2012-12-25,
2012-12-26,-1.7889
2012-12-27,-0.3643
2012-12-28,-1.5722
2012-12-29,
2012-12-30,
2012-12-31,2.0802
2013-01-01,
2013-01-02,0.8006
2013-01-03,-0.2888
2013-01-04,2.0999
2013-01-05,
2013-01-06,
2013-01-07,-0.8865
2013-01-08,-0.6082
2013-01-09,0.8999
2013-01-10,0.7849
2013-01-11,-1.4513
2013-01-12,
2013-01-13,
2013-01-14,-1.0776
2013-01-15,1.5977000000000001
2013-01-16,0.3217
2013-01-17,-0.0713
2013-01-18,-0.1783
2013-01-19,
2013-01-20,
2013-01-21,
2013-01-22,-0.3929
2013-01-23,0.9322
2013-01-24,0.6039
2013-01-25,0.4944
2013-01-26,
2013-01-27,
2013-01-28,-0.7379
2013-01-29,0.1416
2013-01-30,-0.3181
2013-01-31,0.2482
2013-02-01,2.1931
2013-02-02,
2013-02-03,
2013-02-04,-0.8654
2013-02-05,1.1173
2013-02-06,-0.518
2013-02-07,-0.0347
2013-02-08,0.2083
2013-02-09,
2013-02-10,
2013-02-11,-0.0347
2013-02-12,-0.1733
2013-02-13,0.2083
2013-02-14,1.0395
2013-02-15,0.2058
2013-02-16,
2013-02-17,
2013-02-18,
2013-02-19,-0.3765
2013-02-20,-1.3740999999999999
2013-02-21,0.3483
2013-02-22,0.5901
2013-02-23,
2013-02-24,
2013-02-25,-1.5873
2013-02-26,-0.6662
2013-02-27,0.8472
2013-02-28,3.6402
2013-03-01,1.6548
2013-03-02,
2013-03-03,
2013-03-04,2.093
2013-03-05,-0.1302
2013-03-06,0.6843
2013-03-07,-0.356
2013-03-08,-0.1949
2013-03-09,
2013-03-10,
2013-03-11,0.1302
2013-03-12,0.585
2013-03-13,0.0969
2013-03-14,0.1291
2013-03-15,-1.6118999999999999
2013-03-16,
2013-03-17,
2013-03-18,0.5242
2013-03-19,0.2934
2013-03-20,0.0325
2013-03-21,-1.9167999999999998
2013-03-22,-1.2256
2013-03-23,
2013-03-24,
2013-03-25,-1.8444
2013-03-26,-0.8541
2013-03-27,-0.9649
2013-03-28,0.6959
2013-03-29,
2013-03-30,
2013-03-31,
2013-04-01,-0.8293
2013-04-02,-0.3484
2013-04-03,-0.3147
2013-04-04,0.456
2013-04-05,-0.0349
2013-04-06,
2013-04-07,
2013-04-08,-0.9081
2013-04-09,0.846
2013-04-10,-0.2097
2013-04-11,1.4011
2013-04-12,-0.9326
2013-04-13,
2013-04-14,
2013-04-15,-2.0223
2013-04-16,0.7117
2013-04-17,-0.9894
2013-04-18,-0.2141
2013-04-19,1.3591
2013-04-20,
2013-04-21,
2013-04-22,-0.0353
2013-04-23,1.0236
2013-04-24,0.2446
2013-04-25,2.0565
2013-04-26,0.1025
2013-04-27,
2013-04-28,
2013-04-29,-1.0235
2013-04-30,0.3447
2013-05-01,-1.4085
2013-05-02,0.453
2013-05-03,0.2428
2013-05-04,
2013-05-05,
2013-05-06,1.9031
2013-05-07,0.8149
2013-05-08,-1.2125
2013-05-09,-0.2046
2013-05-10,1.2983
2013-05-11,
2013-05-12,
2013-05-13,-1.5177
2013-05-14,3.0822
2013-05-15,1.3289
2013-05-16,0.6557
2013-05-17,2.2801
2013-05-18,
2013-05-19,
2013-05-20,-0.3822
2013-05-21,-0.1598
2013-05-22,1.0247
2013-05-23,0.6339
2013-05-24,-1.7953000000000001
2013-05-25,
2013-05-26,
2013-05-27,
2013-05-28,1.4432
2013-05-29,-1.6440000000000001
2013-05-30,-0.45
2013-05-31,-1.5822
2013-06-01,
2013-06-02,
2013-06-03,-0.2625
2013-06-04,-1.7433999999999998
2013-06-05,0.067
2013-06-06,1.7397
2013-06-07,0.5919
2013-06-08,
2013-06-09,
2013-06-10,0.3923
2013-06-11,0.1954
2013-06-12,0.1625
2013-06-13,1.6872
2013-06-14,1.0849
2013-06-15,
2013-06-16,
2013-06-17,-0.4419
2013-06-18,1.0463
2013-06-19,-1.8826
2013-06-20,-2.9421
2013-06-21,0.9226
2013-06-22,
2013-06-23,
2013-06-24,-1.208
2013-06-25,0.4296
2013-06-26,0.2962
2013-06-27,1.3780000000000001
2013-06-28,0.4207
2013-06-29,
2013-06-30,
2013-07-01,-0.5479
2013-07-02,-1.5878
2013-07-03,0.3293
2013-07-04,
2013-07-05,1.2143
2013-07-06,
2013-07-07,
2013-07-08,0.1946
2013-07-09,0.9061
2013-07-10,0.3207
2013-07-11,0.5115
2013-07-12,2.0674
2013-07-13,
2013-07-14,
2013-07-15,0.1246
2013-07-16,-0.0622
2013-07-17,-0.4049
2013-07-18,1.0006
2013-07-19,1.1146
2013-07-20,
2013-07-21,
2013-07-22,-0.0306
2013-07-23,-1.0107
2013-07-24,0.1856
2013-07-25,0.6485
2013-07-26,2.5775
2013-07-27,
2013-07-28,
2013-07-29,-0.9871
2013-07-30,0.9366
2013-07-31,0.449
2013-08-01,1.2812999999999999
2013-08-02,7.0903
2013-08-03,
2013-08-04,
2013-08-05,1.3187
2013-08-06,-0.1627
2013-08-07,0.7061
2013-08-08,-0.0809
2013-08-09,0.3779
2013-08-10,
2013-08-11,
2013-08-12,0.0
2013-08-13,-0.1076
2013-08-14,-0.8883
2013-08-15,-1.6839
2013-08-16,-0.0276
2013-08-17,
2013-08-18,
2013-08-19,-0.5526
2013-08-20,-0.7224
2013-08-21,-0.8116
2013-08-22,0.395
2013-08-23,0.5902
2013-08-24,
2013-08-25,
2013-08-26,-0.7544
2013-08-27,-2.1396
2013-08-28,0.8631
2013-08-29,0.7986
2013-08-30,0.0
2013-08-31,
2013-09-01,
2013-09-02,
2013-09-03,1.047
2013-09-04,0.6161
2013-09-05,-0.1392
2013-09-06,-1.6444
2013-09-07,
2013-09-08,
2013-09-09,3.4287
2013-09-10,4.7671
2013-09-11,-0.4969
2013-09-12,1.7608000000000001
2013-09-13,0.5165
2013-09-14,
2013-09-15,
2013-09-16,0.0771
2013-09-17,-1.1553
2013-09-18,0.3117
2013-09-19,-0.7509
2013-09-20,0.8609
2013-09-21,
2013-09-22,
2013-09-23,-1.5261
2013-09-24,0.1576
2013-09-25,0.0262
2013-09-26,0.603
2013-09-27,-0.0782
2013-09-28,
2013-09-29,
2013-09-30,-0.4434
2013-10-01,3.3534
2013-10-02,0.1014
2013-10-03,1.2661
2013-10-04,0.6502
2013-10-05,
2013-10-06,
2013-10-07,-0.472
2013-10-08,-3.0205
2013-10-09,0.1802
2013-10-10,2.1326
2013-10-11,0.4025
2013-10-12,
2013-10-13,
2013-10-14,-1.0774
2013-10-15,-0.7345
2013-10-16,1.2758
2013-10-17,0.0504
2013-10-18,-2.896
2013-10-19,
2013-10-20,
2013-10-21,0.0
2013-10-22,1.1411
2013-10-23,-0.9487
2013-10-24,-0.3624
2013-10-25,-0.1559
2013-10-26,
2013-10-27,
2013-10-28,-0.4944
2013-10-29,1.0722
2013-10-30,-0.621
2013-10-31,-1.4059
2013-11-01,0.3697
2013-11-02,
2013-11-03,
2013-11-04,3.6043
2013-11-05,1.2189
2013-11-06,-0.8781
2013-11-07,-1.3161
2013-11-08,3.642
2013-11-09,
2013-11-10,
2013-11-11,1.6085
2013-11-12,0.8524
2013-11-13,0.5071
2013-11-14,0.8409
2013-11-15,0.9292
2013-11-16,
2013-11-17,
2013-11-18,-1.2984
2013-11-19,0.2153
2013-11-20,1.0024
2013-11-21,0.1418
2013-11-22,0.6843
2013-11-23,
2013-11-24,
2013-11-25,3.6325
2013-11-26,0.6332
2013-11-27,-0.809
2013-11-28,
2013-11-29,-0.0227
2013-11-30,
2013-12-01,
2013-12-02,0.4985
2013-12-03,-2.5479000000000003
2013-12-04,-0.5784
2013-12-05,0.8843
2013-12-06,1.8224
2013-12-07,
2013-12-08,
2013-12-09,-0.6343
2013-12-10,-2.8614
2013-12-11,-2.7814
2013-12-12,1.0623
2013-12-13,-0.1911
2013-12-14,
2013-12-15,
2013-12-16,0.2872
2013-12-17,-0.0955
2013-12-18,2.3411
2013-12-19,-0.7236
2013-12-20,-0.047
2013-12-21,
2013-12-22,
2013-12-23,0.494
2013-12-24,-0.3628
2013-12-25,
2013-12-26,0.5991
2013-12-27,-0.0934
2013-12-28,
2013-12-29,
2013-12-30,0.3039
2013-12-31,1.1419
2014-01-01,
2014-01-02,-1.8894
2014-01-03,0.3288
2014-01-04,
2014-01-05,
2014-01-06,-1.0768
2014-01-07,1.7037
2014-01-08,4.0717
2014-01-09,0.8272
2014-01-10,1.929
2014-01-11,
2014-01-12,
2014-01-13,-1.588
2014-01-14,2.1662
2014-01-15,-1.6442999999999999
2014-01-16,-0.11
2014-01-17,0.7487
2014-01-18,
2014-01-19,
2014-01-20,
2014-01-21,1.5301
2014-01-22,-1.1625
2014-01-23,-1.4158
2014-01-24,-2.099
2014-01-25,
2014-01-26,
2014-01-27,-0.677
2014-01-28,1.5678
2014-01-29,-0.4922
2014-01-30,2.4056
2014-01-31,-0.3074
2014-02-01,
2014-02-02,
2014-02-03,-3.8758
2014-02-04,0.0
2014-02-05,-0.4811
2014-02-06,0.1151
2014-02-07,3.656
2014-02-08,
2014-02-09,
2014-02-10,-0.5324
2014-02-11,1.4496
2014-02-12,0.3517
2014-02-13,1.1829
2014-02-14,-0.1948
2014-02-15,
2014-02-16,
2014-02-17,
2014-02-18,4.7722
2014-02-19,5.9006
2014-02-20,2.1701
2014-02-21,-0.6506
2014-02-22,
2014-02-23,
2014-02-24,-1.6757
2014-02-25,0.5485
2014-02-26,0.1753
2014-02-27,9.4321
2014-02-28,-1.244
2014-03-01,
2014-03-02,
2014-03-03,-0.09
2014-03-04,3.0259
2014-03-05,-2.3776
2014-03-06,-2.3281
2014-03-07,0.5867
2014-03-08,
2014-03-09,
2014-03-10,-2.6431
2014-03-11,1.0859
2014-03-12,-1.7225000000000001
2014-03-13,-1.96
2014-03-14,1.1726
2014-03-15,
2014-03-16,
2014-03-17,1.6911
2014-03-18,0.71
2014-03-19,-1.1132
2014-03-20,-1.2946
2014-03-21,-0.8934
2014-03-22,
2014-03-23,
2014-03-24,-4.1619
2014-03-25,1.4809
2014-03-26,-3.0566
2014-03-27,-1.1798
2014-03-28,0.5146
2014-03-29,
2014-03-30,
2014-03-31,0.0
2014-04-01,0.983
2014-04-02,2.9609
2014-04-03,-1.7924
2014-04-04,1.5443
2014-04-05,
2014-04-06,
2014-04-07,-4.4045
2014-04-08,-1.5702
2014-04-09,1.9521
2014-04-10,-3.0883
2014-04-11,-2.8681
2014-04-12,
2014-04-13,
2014-04-14,0.678
2014-04-15,0.4345
2014-04-16,2.1198
2014-04-17,-0.6143
2014-04-18,
2014-04-19,
2014-04-20,
2014-04-21,2.9838
2014-04-22,3.1664
2014-04-23,0.8626
2014-04-24,0.1392
2014-04-25,3.4757
2014-04-26,
2014-04-27,
2014-04-28,-2.7447
2014-04-29,0.4144
2014-04-30,-0.1965
2014-05-01,-2.0481
2014-05-02,0.1608
2014-05-03,
2014-05-04,
2014-05-05,0.1405
2014-05-06,-2.8262
2014-05-07,-0.6807
2014-05-08,-1.7029999999999998
2014-05-09,-2.472
2014-05-10,
2014-05-11,
2014-05-12,3.0546
2014-05-13,0.0
2014-05-14,-0.2312
2014-05-15,1.1799
2014-05-16,-2.2074
2014-05-17,
2014-05-18,
2014-05-19,0.3833
2014-05-20,-2.0153
2014-05-21,0.5845
2014-05-22,2.0448
2014-05-23,1.2866
2014-05-24,
2014-05-25,
2014-05-26,
2014-05-27,0.833
2014-05-28,0.9294
2014-05-29,1.7598
2014-05-30,0.2212
2014-05-31,
2014-06-01,
2014-06-02,0.2809
2014-06-03,-0.1601
2014-06-04,-0.6212
2014-06-05,0.5041
2014-06-06,-0.2207
2014-06-07,
2014-06-08,
2014-06-09,-0.6234
2014-06-10,-0.4047
2014-06-11,0.9346
2014-06-12,-0.0805
2014-06-13,1.1280999999999999
2014-06-14,
2014-06-15,
2014-06-16,0.3984
2014-06-17,0.5952
2014-06-18,-0.1578
2014-06-19,-0.4149
2014-06-20,1.4085
2014-06-21,
2014-06-22,
2014-06-23,-0.6651
2014-06-24,1.5754000000000001
2014-06-25,0.0969
2014-06-26,0.4648
2014-06-27,-0.694
2014-06-28,
2014-06-29,
2014-06-30,0.0971
2014-07-01,0.64
2014-07-02,0.4818
2014-07-03,-0.6713
2014-07-04,
2014-07-05,
2014-07-06,
2014-07-07,-2.375
2014-07-08,-0.5736
2014-07-09,-0.4177
2014-07-10,1.2885
2014-07-11,-0.996
2014-07-12,
2014-07-13,
2014-07-14,2.0717
2014-07-15,1.815
2014-07-16,-1.0351
2014-07-17,-0.3874
2014-07-18,0.9139
2014-07-19,
2014-07-20,
2014-07-21,-0.9827
2014-07-22,1.3038
2014-07-23,0.5378
2014-07-24,-0.8407
2014-07-25,-0.3083
2014-07-26,
2014-07-27,
2014-07-28,-2.3386
2014-07-29,-0.2573
2014-07-30,0.2976
2014-07-31,-2.3343
2014-08-01,-0.3241
2014-08-02,
2014-08-03,
2014-08-04,-0.2235
2014-08-05,-1.2831000000000001
2014-08-06,-1.1554
2014-08-07,-2.9638999999999998
2014-08-08,-1.3766
2014-08-09,
2014-08-10,
2014-08-11,-1.0687
2014-08-12,-0.8598
2014-08-13,0.934
2014-08-14,1.6743999999999999
2014-08-15,0.6717
2014-08-16,
2014-08-17,
2014-08-18,0.043
2014-08-19,1.2048
2014-08-20,3.2951
2014-08-21,-1.7288000000000001
2014-08-22,0.9634
2014-08-23,
2014-08-24,
2014-08-25,0.6223
2014-08-26,-0.4329
2014-08-27,-0.4555
2014-08-28,0.104
2014-08-29,0.9765
2014-08-30,
2014-08-31,
2014-09-01,
2014-09-02,0.1646
2014-09-03,-1.7872
2014-09-04,-1.8197
2014-09-05,0.0852
2014-09-06,
2014-09-07,
2014-09-08,2.086
2014-09-09,-1.0217
2014-09-10,-0.0632
2014-09-11,0.7378
2014-09-12,-1.5274999999999999
2014-09-13,
2014-09-14,
2014-09-15,-0.6587
2014-09-16,2.5882
2014-09-17,0.0834
2014-09-18,0.8958
2014-09-19,-2.2094
2014-09-20,
2014-09-21,
2014-09-22,-1.7525
2014-09-23,0.1719
2014-09-24,-0.3647
2014-09-25,-1.0551
2014-09-26,0.7399
2014-09-27,
2014-09-28,
2014-09-29,-1.0801
2014-09-30,-0.6552
2014-10-01,-0.4836
2014-10-02,2.717
2014-10-03,8.0215
2014-10-04,
2014-10-05,
2014-10-06,1.4931
2014-10-07,-1.6477
2014-10-08,2.1739
2014-10-09,-2.1667
2014-10-10,-1.5363
2014-10-11,
2014-10-12,
2014-10-13,-3.465
2014-10-14,-1.7212
2014-10-15,1.1961
2014-10-16,2.9337
2014-10-17,1.4148
2014-10-18,
2014-10-19,
2014-10-20,1.7186
2014-10-21,3.4486
2014-10-22,-3.2376
2014-10-23,0.139
2014-10-24,1.5665
2014-10-25,
2014-10-26,
2014-10-27,-0.5271
2014-10-28,1.4917
2014-10-29,-1.6631
2014-10-30,2.9892
2014-10-31,2.2532
2014-11-01,
2014-11-02,
2014-11-03,0.0747
2014-11-04,0.2986
2014-11-05,-0.5209
2014-11-06,0.0561
2014-11-07,-0.729
2014-11-08,
2014-11-09,
2014-11-10,1.5816
2014-11-11,-0.8156
2014-11-12,0.542
2014-11-13,1.7286000000000001
2014-11-14,-1.2425
2014-11-15,
2014-11-16,
2014-11-17,1.9981
2014-11-18,2.0134
2014-11-19,-0.9957
2014-11-20,-0.8261
2014-11-21,1.0322
2014-11-22,
2014-11-23,
2014-11-24,0.3047
2014-11-25,0.3753
2014-11-26,4.3618
2014-11-27,
2014-11-28,-0.0171
2014-11-29,
2014-11-30,
2014-12-01,-1.3991
2014-12-02,0.0692
2014-12-03,0.6917
2014-12-04,0.0
2014-12-05,0.3091
2014-12-06,
2014-12-07,
2014-12-08,-2.0202
2014-12-09,-1.1183
2014-12-10,-2.8274
2014-12-11,-0.5092
2014-12-12,-2.5407
2014-12-13,
2014-12-14,
2014-12-15,2.2506
2014-12-16,-1.7608000000000001
2014-12-17,3.1647
2014-12-18,2.8504
2014-12-19,1.1966
2014-12-20,
2014-12-21,
2014-12-22,-0.8868
2014-12-23,-0.7368
2014-12-24,0.6893
2014-12-25,
2014-12-26,1.1058
2014-12-27,
2014-12-28,
2014-12-29,0.191
2014-12-30,-1.3343
2014-12-31,-1.0011
2015-01-01,
2015-01-02,-0.0355
2015-01-03,
2015-01-04,
2015-01-05,-1.1179999999999999
2015-01-06,-2.7638
2015-01-07,3.5622
2015-01-08,0.9624
2015-01-09,-1.4298
2015-01-10,
2015-01-11,
2015-01-12,-1.0208
2015-01-13,0.38
2015-01-14,-1.6042
2015-01-15,-3.3889
2015-01-16,6.1813
2015-01-17,
2015-01-18,
2015-01-19,
2015-01-20,-1.5535999999999999
2015-01-21,-0.9795
2015-01-22,-0.2748
2015-01-23,-0.4225
2015-01-24,
2015-01-25,
2015-01-26,4.7777
2015-01-27,-0.8891
2015-01-28,-1.8740999999999999
2015-01-29,-0.6427
2015-01-30,-3.1612
2015-01-31,
2015-02-01,
2015-02-02,0.0753
2015-02-03,2.6321
2015-02-04,-2.5096
2015-02-05,2.0293
2015-02-06,-0.7551
2015-02-07,
2015-02-08,
2015-02-09,-1.6515
2015-02-10,1.8302
2015-02-11,-0.3984
2015-02-12,1.4045
2015-02-13,2.4583
2015-02-14,
2015-02-15,
2015-02-16,
2015-02-17,1.2175
2015-02-18,0.0354
2015-02-19,1.1848
2015-02-20,1.1360000000000001
2015-02-21,
2015-02-22,
2015-02-23,-0.3802
2015-02-24,-0.7546
2015-02-25,-1.2497
2015-02-26,1.3186
2015-02-27,0.1398
2015-02-28,
2015-03-01,
2015-03-02,0.9856
2015-03-03,-4.2408
2015-03-04,0.3067
2015-03-05,1.9423
2015-03-06,-2.1963
2015-03-07,
2015-03-08,
2015-03-09,0.5411
2015-03-10,-0.7804
2015-03-11,6.6811
2015-03-12,5.5931999999999995
2015-03-13,-4.077
2015-03-14,
2015-03-15,
2015-03-16,2.5268
2015-03-17,2.3666
2015-03-18,3.5714
2015-03-19,-1.5702
2015-03-20,-1.3763
2015-03-21,
2015-03-22,
2015-03-23,0.3489
2015-03-24,-0.3003
2015-03-25,-2.9482
2015-03-26,1.0616
2015-03-27,-0.404
2015-03-28,
2015-03-29,
2015-03-30,-2.6448
2015-03-31,-1.0833
2015-04-01,-2.3757
2015-04-02,0.2675
2015-04-03,
2015-04-04,
2015-04-05,
2015-04-06,0.6627
2015-04-07,1.8639000000000001
2015-04-08,14.755700000000001
2015-04-09,2.5380000000000003
2015-04-10,0.2069
2015-04-11,
2015-04-12,
2015-04-13,-2.3918
2015-04-14,0.0875
2015-04-15,-2.6959999999999997
2015-04-16,0.0973
2015-04-17,4.4587
2015-04-18,
2015-04-19,
2015-04-20,-2.5353
2015-04-21,8.8544
2015-04-22,-2.2546
2015-04-23,1.7818
2015-04-24,3.2162
2015-04-25,
2015-04-26,
2015-04-27,-5.7059999999999995
2015-04-28,1.3804
2015-04-29,2.4618
2015-04-30,-3.0067
2015-05-01,2.2557
2015-05-02,
2015-05-03,
2015-05-04,-1.1368
2015-05-05,-0.219
2015-05-06,-2.5244
2015-05-07,-0.9289
2015-05-08,1.307
2015-05-09,
2015-05-10,
2015-05-11,0.4487
2015-05-12,-1.8149
2015-05-13,0.7394
2015-05-14,0.9598
2015-05-15,-1.2023
2015-05-16,
2015-05-17,
2015-05-18,1.0047
2015-05-19,-0.042
2015-05-20,-1.2614
2015-05-21,-0.7239
2015-05-22,-0.4003
2015-05-23,
2015-05-24,
2015-05-25,
2015-05-26,1.2776
2015-05-27,2.112
2015-05-28,0.8884
2015-05-29,-0.0688
2015-05-30,
2015-05-31,
2015-06-01,0.95
2015-06-02,-1.4184
2015-06-03,0.1522
2015-06-04,2.6178
2015-06-05,-0.1952
2015-06-06,
2015-06-07,
2015-06-08,-0.6609
2015-06-09,0.2037
2015-06-10,0.3523
2015-06-11,0.0675
2015-06-12,-0.5532
2015-06-13,
2015-06-14,
2015-06-15,-0.1493
2015-06-16,-2.0927
2015-06-17,-1.1381000000000001
2015-06-18,1.8601999999999999
2015-06-19,-1.2887
2015-06-20,
2015-06-21,
2015-06-22,-0.2793
2015-06-23,-0.5601
2015-06-24,-0.2253
2015-06-25,-0.7056
2015-06-26,-1.8476
2015-06-27,
2015-06-28,
2015-06-29,-2.0707
2015-06-30,0.3401
2015-07-01,2.7115
2015-07-02,0.6026
2015-07-03,
2015-07-04,
2015-07-05,
2015-07-06,0.8985
2015-07-07,1.0459
2015-07-08,-3.539
2015-07-09,2.0157
2015-07-10,1.2367
2015-07-11,
2015-07-12,
2015-07-13,-0.2247
2015-07-14,0.5066
2015-07-15,-1.9042
2015-07-16,-2.3123
2015-07-17,0.0438
2015-07-18,
2015-07-19,
2015-07-20,-2.1761
2015-07-21,0.3434
2015-07-22,1.0266
2015-07-23,-1.9735
2015-07-24,-0.9315
2015-07-25,
2015-07-26,
2015-07-27,-14.5132
2015-07-28,-0.0355
2015-07-29,1.5794000000000001
2015-07-30,-1.5549
2015-07-31,-0.6389
2015-08-01,
2015-08-02,
2015-08-03,-1.411
2015-08-04,-0.9601
2015-08-05,-0.128
2015-08-06,1.4652
2015-08-07,1.7147999999999999
2015-08-08,
2015-08-09,
2015-08-10,2.0941
2015-08-11,-0.6953
2015-08-12,-3.0982
2015-08-13,-2.0592
2015-08-14,0.2582
2015-08-15,
2015-08-16,
2015-08-17,2.0787
2015-08-18,0.4686
2015-08-19,-1.1839
2015-08-20,-3.7393
2015-08-21,-2.8852
2015-08-22,
2015-08-23,
2015-08-24,-3.2816
2015-08-25,-1.4053
2015-08-26,4.1132
2015-08-27,0.7041
2015-08-28,-2.1752
2015-08-29,
2015-08-30,
2015-08-31,-1.5485
2015-09-01,-2.6215
2015-09-02,0.6834
2015-09-03,-2.4681
2015-09-04,1.3286
2015-09-05,
2015-09-06,
2015-09-07,
2015-09-08,1.3944
2015-09-09,-2.3810000000000002
2015-09-10,0.5046
2015-09-11,1.7782
2015-09-12,
2015-09-13,
2015-09-14,0.8428
2015-09-15,1.0192
2015-09-16,-1.1098
2015-09-17,0.7345
2015-09-18,0.4456
2015-09-19,
2015-09-20,
2015-09-21,-2.8836
2015-09-22,-3.1354
2015-09-23,-2.6581
2015-09-24,0.3303
2015-09-25,-4.2801
2015-09-26,
2015-09-27,
2015-09-28,-6.3059
2015-09-29,-2.5942
2015-09-30,1.1558
2015-10-01,2.8564
2015-10-02,5.4335
2015-10-03,
2015-10-04,
2015-10-05,0.5497
2015-10-06,-2.3918
2015-10-07,-1.4469
2015-10-08,1.0419
2015-10-09,-0.2812
2015-10-10,
2015-10-11,
2015-10-12,0.8226
2015-10-13,-3.4499
2015-10-14,1.9797
2015-10-15,1.16
2015-10-16,1.919
2015-10-17,
2015-10-18,
2015-10-19,0.4363
2015-10-20,-2.7206
2015-10-21,-3.9013
2015-10-22,-4.2309
2015-10-23,4.5965
2015-10-24,
2015-10-25,
2015-10-26,2.1729
2015-10-27,5.3524
2015-10-28,1.8145
2015-10-29,1.9826000000000001
2015-10-30,-3.6916
2015-10-31,
2015-11-01,
2015-11-02,3.9011
2015-11-03,1.659
2015-11-04,0.0215
2015-11-05,-3.8429
2015-11-06,0.3795
2015-11-07,
