date,return_direction,prediction
2005-01-03,0,0.10320156153087721
2005-01-04,0,0.08408390696211818
2005-01-05,0,0.37675272397835685
2005-01-06,1,0.8547258187655861
2005-01-07,0,0.5759320515994731
2005-01-10,1,0.260009314137063
2005-01-11,0,0.9169242406902597
2005-01-12,1,0.13097748307250126
2005-01-13,0,0.6283230584382743
2005-01-14,1,0.015945895612332495
2005-01-18,1,0.9744884128082747
2005-01-19,0,0.7410736942383572
2005-01-20,0,0.12230734592307892
2005-01-21,0,0.22218153150951675
2005-01-24,0,0.876021968121506
2005-01-25,1,0.8528313067883322
2005-01-26,1,0.9530685176950467
2005-01-27,1,0.6721194307988756
2005-01-28,0,0.008239726103214594
2005-01-31,1,0.581077929515156
2005-02-01,1,0.8404911527918445
2005-02-02,1,0.5944107702681245
2005-02-03,0,0.8594854125978856
2005-02-04,1,0.12165533308314322
2005-02-07,0,0.906748915648584
2005-02-08,1,0.7474161537128687
2005-02-09,0,0.7786273832720417
2005-02-10,1,0.11204127937209207
2005-02-11,1,0.7815816216301985
2005-02-14,1,0.10611900381972258
2005-02-15,1,0.37221810958754903
2005-02-16,1,0.9552497781296738
2005-02-17,0,0.2371716551651877
2005-02-18,1,0.29141214129930076
2005-02-22,0,0.5892949210011191
2005-02-23,1,0.8730182358684675
2005-02-24,1,0.13781547490352894
2005-02-25,1,0.766353175285208
2005-02-28,0,0.43029853239800053
2005-03-01,1,0.8246280247989483
2005-03-02,1,0.5756567645287158
2005-03-03,1,0.27709210580805166
2005-03-04,1,0.6906959121978119
2005-03-07,1,0.7002275102670505
2005-03-08,0,0.5428842137853201
2005-03-09,0,0.7758296562856939
2005-03-10,1,0.3206777522287978
2005-03-11,0,0.3425375100372797
2005-03-14,1,0.8797985491578494
2005-03-15,0,0.19404839646917194
2005-03-16,0,0.9981323827317337
2005-03-17,1,0.28795160762661465
2005-03-18,0,0.6413126880180579
2005-03-21,0,0.3224489796758672
2005-03-22,0,0.3113724645988612
2005-03-23,1,0.9811141542521241
2005-03-24,0,0.1434267624181511
2005-03-28,1,0.6663422144322543
2005-03-29,0,0.36851644820209595
2005-03-30,1,0.6757398637805102
2005-03-31,0,0.4858208566558485
2005-04-01,0,0.3936211332638503
2005-04-04,1,0.7196784445511256
2005-04-05,1,0.7699103160137964
2005-04-06,1,0.11312679048526247
2005-04-07,1,0.44614007560793806
2005-04-08,0,0.6924913393110653
2005-04-11,1,0.8604219669102804
2005-04-12,1,0.9910442291764111
2005-04-13,0,0.006766193675059038
2005-04-14,0,0.9975882461894643
2005-04-15,0,0.8706537601732531
2005-04-18,1,0.2513575009454002
2005-04-19,1,0.3649433765657223
2005-04-20,0,0.743834667186719
2005-04-21,1,0.1957561385777129
2005-04-22,0,0.6248404127968805
2005-04-25,1,0.11486835046829341
2005-04-26,0,0.9860248225232223
2005-04-27,1,0.8136209263936476
2005-04-28,0,0.19010117365366397
2005-04-29,1,0.4577204278472324
2005-05-02,1,0.05394994954780117
2005-05-03,0,0.8281832586277587
2005-05-04,1,0.8324600147187413
2005-05-05,0,0.03588295813639307
2005-05-06,0,0.23523776083852307
2005-05-09,1,0.6047760870799789
2005-05-10,0,0.23314384257260182
2005-05-11,1,0.9277714897900909
2005-05-12,0,0.6979243116990739
2005-05-13,0,0.11336757198511203
2005-05-16,1,0.8027854603255801
2005-05-17,1,0.9154393674598122
2005-05-18,1,0.5512554905652223
2005-05-19,1,0.6739218994223827
2005-05-20,0,0.8259238916961896
2005-05-23,1,0.1515399576552977
2005-05-24,1,0.3741248289665057
2005-05-25,0,0.948388465693231
2005-05-26,1,0.41912969808176126
2005-05-27,1,0.746818438130694
2005-05-31,0,0.0845981223136372
2005-06-01,1,0.8533844241551767
2005-06-02,1,0.9771664902385011
2005-06-03,0,0.21785377885613538
2005-06-06,1,0.1890709577787384
2005-06-07,0,0.9754612496571884
2005-06-08,0,0.4368265226506651
2005-06-09,1,0.8038502657931372
2005-06-10,0,0.3035946061140845
2005-06-13,1,0.8791268409827913
2005-06-14,1,0.641770251921315
2005-06-15,1,0.9552738619603349
2005-06-16,1,0.9640577089009508
2005-06-17,1,0.007601036856128862
2005-06-20,0,0.5292697452610349
2005-06-21,0,0.798728202072474
2005-06-22,1,0.9587206726453379
2005-06-23,0,0.20142923195752055
2005-06-24,0,0.3866623226626257
2005-06-27,0,0.8214821241706635
2005-06-28,1,0.12635824494893202
2005-06-29,0,0.2794799446432346
2005-06-30,0,0.4936644666464514
2005-07-01,1,0.2265057763305207
2005-07-05,1,0.34361465046410306
2005-07-06,0,0.12367438055605126
2005-07-07,1,0.44886887641707784
2005-07-08,1,0.915184663367896
2005-07-11,1,0.09831839567734893
2005-07-12,1,0.5328014923280802
2005-07-13,1,0.7256399400011122
2005-07-14,1,0.6291390757528702
2005-07-15,1,0.6466114708810057
2005-07-18,0,0.22424444334131874
2005-07-19,1,0.913261440123666
2005-07-20,1,0.8234035549667132
2005-07-21,0,0.8948354153226656
2005-07-22,1,0.7158989313649782
2005-07-25,0,0.3739042343503292
2005-07-26,1,0.7298592582242382
2005-07-27,1,0.5651231752603708
2005-07-28,1,0.5864815939461346
2005-07-29,0,0.6264720356529083
2005-08-01,1,0.5127979766312584
2005-08-02,1,0.4209543887445272
2005-08-03,1,0.7653380076651378
2005-08-04,0,0.43685846903461545
2005-08-05,0,0.6350314166463648
2005-08-08,0,0.7702586831755895
2005-08-09,1,0.32601806297071156
2005-08-10,0,0.8392579390920674
2005-08-11,1,0.6346983407597048
2005-08-12,0,0.7267140445370782
