date,Home Improvement
2004-01-04,87.0
2004-01-11,80.0
2004-01-18,95.0
2004-01-25,87.0
2004-02-01,67.0
2004-02-08,87.0
2004-02-15,78.0
2004-02-22,67.0
2004-02-29,79.0
2004-03-07,67.0
2004-03-14,90.0
2004-03-21,91.0
2004-03-28,83.0
2004-04-04,88.0
2004-04-11,77.0
2004-04-18,71.0
2004-04-25,98.0
2004-05-02,74.0
2004-05-09,75.0
2004-05-16,89.0
2004-05-23,90.0
2004-05-30,89.0
2004-06-06,80.0
2004-06-13,87.0
2004-06-20,76.0
2004-06-27,82.0
2004-07-04,77.0
2004-07-11,88.0
2004-07-18,94.0
2004-07-25,88.0
2004-08-01,100.0
2004-08-08,88.0
2004-08-15,81.0
2004-08-22,77.0
2004-08-29,81.0
2004-09-05,70.0
2004-09-12,66.0
2004-09-19,71.0
2004-09-26,85.0
2004-10-03,69.0
2004-10-10,74.0
2004-10-17,66.0
2004-10-24,56.0
2004-10-31,63.0
2004-11-07,73.0
2004-11-14,63.0
2004-11-21,75.0
2004-11-28,54.0
2004-12-05,65.0
2004-12-12,64.0
2004-12-19,57.0
2004-12-26,71.0
2005-01-02,70.0
2005-01-09,71.0
2005-01-16,62.0
2005-01-23,72.0
2005-01-30,63.0
2005-02-06,66.0
2005-02-13,67.0
2005-02-20,73.0
2005-02-27,82.0
2005-03-06,72.0
2005-03-13,77.0
2005-03-20,75.0
2005-03-27,82.0
2005-04-03,71.0
2005-04-10,74.0
2005-04-17,77.0
2005-04-24,81.0
2005-05-01,75.0
2005-05-08,75.0
2005-05-15,88.0
2005-05-22,71.0
2005-05-29,100.0
2005-06-05,79.0
2005-06-12,83.0
2005-06-19,82.0
2005-06-26,82.0
2005-07-03,71.0
2005-07-10,72.0
2005-07-17,90.0
2005-07-24,82.0
2005-07-31,77.0
2005-08-07,85.0
2005-08-14,78.0
2005-08-21,61.0
2005-08-28,65.0
2005-09-04,62.0
2005-09-11,58.0
2005-09-18,68.0
2005-09-25,62.0
2005-10-02,55.0
2005-10-09,74.0
2005-10-16,62.0
2005-10-23,54.0
2005-10-30,64.0
2005-11-06,58.0
2005-11-13,57.0
2005-11-20,57.0
2005-11-27,55.0
2005-12-04,52.0
2005-12-11,44.0
2005-12-18,62.0
2005-12-25,77.0
2006-01-01,80.0
2006-01-08,78.0
2006-01-15,88.0
2006-01-22,96.0
2006-01-29,74.0
2006-02-05,78.0
2006-02-12,74.0
2006-02-19,77.0
2006-02-26,71.0
2006-03-05,68.0
2006-03-12,81.0
2006-03-19,87.0
2006-03-26,84.0
2006-04-02,82.0
2006-04-09,76.0
2006-04-16,81.0
2006-04-23,81.0
2006-04-30,78.0
2006-05-07,78.0
2006-05-14,79.0
2006-05-21,89.0
2006-05-28,87.0
2006-06-04,84.0
2006-06-11,78.0
2006-06-18,86.0
2006-06-25,79.0
2006-07-02,83.0
2006-07-09,78.0
2006-07-16,86.0
2006-07-23,100.0
2006-07-30,76.0
2006-08-06,75.0
2006-08-13,72.0
2006-08-20,78.0
2006-08-27,79.0
2006-09-03,83.0
2006-09-10,71.0
2006-09-17,76.0
2006-09-24,79.0
2006-10-01,82.0
2006-10-08,83.0
2006-10-15,85.0
2006-10-22,83.0
2006-10-29,95.0
2006-11-05,86.0
2006-11-12,90.0
2006-11-19,83.0
2006-11-26,89.0
2006-12-03,88.0
2006-12-10,67.0
2006-12-17,60.0
2006-12-24,62.0
2006-12-31,77.0
2007-01-07,73.0
2007-01-14,79.0
2007-01-21,70.0
2007-01-28,74.0
2007-02-04,84.0
2007-02-11,72.0
2007-02-18,78.0
2007-02-25,75.0
2007-03-04,83.0
2007-03-11,92.0
2007-03-18,83.0
2007-03-25,86.0
2007-04-01,83.0
2007-04-08,77.0
2007-04-15,87.0
2007-04-22,91.0
2007-04-29,92.0
2007-05-06,86.0
2007-05-13,83.0
2007-05-20,84.0
2007-05-27,100.0
2007-06-03,89.0
2007-06-10,86.0
2007-06-17,86.0
2007-06-24,89.0
2007-07-01,88.0
2007-07-08,88.0
2007-07-15,92.0
2007-07-22,81.0
2007-07-29,88.0
2007-08-05,87.0
2007-08-12,85.0
2007-08-19,83.0
2007-08-26,81.0
2007-09-02,84.0
2007-09-09,78.0
2007-09-16,80.0
2007-09-23,80.0
2007-09-30,79.0
2007-10-07,78.0
2007-10-14,69.0
2007-10-21,79.0
2007-10-28,70.0
2007-11-04,80.0
2007-11-11,76.0
2007-11-18,81.0
2007-11-25,78.0
2007-12-02,73.0
2007-12-09,71.0
2007-12-16,59.0
2007-12-23,73.0
2007-12-30,66.0
2008-01-06,60.0
2008-01-13,65.0
2008-01-20,69.0
2008-01-27,60.0
2008-02-03,66.0
2008-02-10,67.0
2008-02-17,78.0
2008-02-24,68.0
2008-03-02,73.0
2008-03-09,76.0
2008-03-16,73.0
2008-03-23,73.0
2008-03-30,71.0
2008-04-06,72.0
2008-04-13,72.0
2008-04-20,73.0
2008-04-27,71.0
2008-05-04,74.0
2008-05-11,70.0
2008-05-18,70.0
2008-05-25,72.0
2008-06-01,63.0
2008-06-08,66.0
2008-06-15,60.0
2008-06-22,60.0
2008-06-29,58.0
2008-07-06,66.0
2008-07-13,57.0
2008-07-20,78.0
2008-07-27,100.0
2008-08-03,96.0
2008-08-10,61.0
2008-08-17,55.0
2008-08-24,51.0
2008-08-31,60.0
2008-09-07,54.0
2008-09-14,58.0
2008-09-21,54.0
2008-09-28,53.0
2008-10-05,54.0
2008-10-12,51.0
2008-10-19,55.0
2008-10-26,55.0
2008-11-02,49.0
2008-11-09,54.0
2008-11-16,49.0
2008-11-23,49.0
2008-11-30,51.0
2008-12-07,79.0
2008-12-14,73.0
2008-12-21,80.0
2008-12-28,100.0
2009-01-04,82.0
2009-01-11,81.0
2009-01-18,74.0
2009-01-25,80.0
2009-02-01,92.0
2009-02-08,81.0
2009-02-15,82.0
2009-02-22,80.0
2009-03-01,83.0
2009-03-08,77.0
2009-03-15,79.0
2009-03-22,78.0
2009-03-29,84.0
2009-04-05,79.0
2009-04-12,86.0
2009-04-19,81.0
2009-04-26,79.0
2009-05-03,74.0
2009-05-10,73.0
2009-05-17,73.0
2009-05-24,82.0
2009-05-31,75.0
2009-06-07,76.0
2009-06-14,84.0
2009-06-21,82.0
2009-06-28,90.0
2009-07-05,79.0
2009-07-12,70.0
2009-07-19,78.0
2009-07-26,80.0
2009-08-02,66.0
2009-08-09,70.0
2009-08-16,71.0
2009-08-23,65.0
2009-08-30,72.0
2009-09-06,69.0
2009-09-13,59.0
2009-09-20,64.0
2009-09-27,71.0
2009-10-04,67.0
2009-10-11,68.0
2009-10-18,60.0
2009-10-25,64.0
2009-11-01,56.0
2009-11-08,63.0
2009-11-15,60.0
2009-11-22,61.0
2009-11-29,65.0
2009-12-06,73.0
2009-12-13,65.0
2009-12-20,60.0
2009-12-27,93.0
2010-01-03,81.0
2010-01-10,86.0
2010-01-17,76.0
2010-01-24,76.0
2010-01-31,82.0
2010-02-07,79.0
2010-02-14,80.0
2010-02-21,76.0
2010-02-28,80.0
2010-03-07,80.0
2010-03-14,78.0
2010-03-21,86.0
2010-03-28,78.0
2010-04-04,93.0
2010-04-11,89.0
2010-04-18,83.0
2010-04-25,81.0
2010-05-02,86.0
2010-05-09,74.0
2010-05-16,81.0
2010-05-23,88.0
2010-05-30,81.0
2010-06-06,96.0
2010-06-13,100.0
2010-06-20,84.0
2010-06-27,94.0
2010-07-04,93.0
2010-07-11,82.0
2010-07-18,70.0
2010-07-25,67.0
2010-08-01,71.0
2010-08-08,60.0
2010-08-15,64.0
2010-08-22,65.0
2010-08-29,62.0
2010-09-05,63.0
2010-09-12,55.0
2010-09-19,56.0
2010-09-26,54.0
2010-10-03,58.0
2010-10-10,58.0
2010-10-17,60.0
2010-10-24,57.0
2010-10-31,61.0
2010-11-07,56.0
2010-11-14,57.0
2010-11-21,59.0
2010-11-28,62.0
2010-12-05,62.0
2010-12-12,54.0
2010-12-19,49.0
2010-12-26,62.0
2011-01-02,69.0
2011-01-09,68.0
2011-01-16,69.0
2011-01-23,70.0
2011-01-30,77.0
2011-02-06,72.0
2011-02-13,72.0
2011-02-20,69.0
2011-02-27,68.0
2011-03-06,71.0
2011-03-13,69.0
2011-03-20,85.0
2011-03-27,72.0
2011-04-03,69.0
2011-04-10,81.0
2011-04-17,80.0
2011-04-24,69.0
2011-05-01,80.0
2011-05-08,83.0
2011-05-15,82.0
2011-05-22,75.0
2011-05-29,87.0
2011-06-05,80.0
2011-06-12,83.0
2011-06-19,82.0
2011-06-26,80.0
2011-07-03,81.0
2011-07-10,77.0
2011-07-17,79.0
2011-07-24,74.0
2011-07-31,75.0
2011-08-07,74.0
2011-08-14,75.0
2011-08-21,71.0
2011-08-28,73.0
2011-09-04,100.0
2011-09-11,83.0
2011-09-18,70.0
2011-09-25,74.0
2011-10-02,73.0
2011-10-09,79.0
2011-10-16,75.0
2011-10-23,70.0
2011-10-30,66.0
2011-11-06,62.0
2011-11-13,59.0
2011-11-20,75.5
2011-11-27,80.0
2011-12-04,82.0
2011-12-11,75.0
2011-12-18,83.0
2011-12-25,87.0
2012-01-01,100.0
