date,Export
2004-01-04,82.0
2004-01-11,83.0
2004-01-18,85.0
2004-01-25,83.0
2004-02-01,85.0
2004-02-08,85.0
2004-02-15,91.0
2004-02-22,86.0
2004-02-29,92.0
2004-03-07,86.0
2004-03-14,87.0
2004-03-21,87.0
2004-03-28,95.0
2004-04-04,83.0
2004-04-11,91.0
2004-04-18,80.0
2004-04-25,98.0
2004-05-02,100.0
2004-05-09,90.0
2004-05-16,88.0
2004-05-23,79.0
2004-05-30,79.0
2004-06-06,78.0
2004-06-13,78.0
2004-06-20,77.0
2004-06-27,76.0
2004-07-04,71.0
2004-07-11,76.0
2004-07-18,77.0
2004-07-25,79.0
2004-08-01,85.0
2004-08-08,82.0
2004-08-15,78.0
2004-08-22,79.0
2004-08-29,83.0
2004-09-05,77.0
2004-09-12,76.0
2004-09-19,88.0
2004-09-26,89.0
2004-10-03,79.0
2004-10-10,87.0
2004-10-17,86.0
2004-10-24,85.0
2004-10-31,68.0
2004-11-07,80.0
2004-11-14,78.0
2004-11-21,79.0
2004-11-28,86.0
2004-12-05,79.0
2004-12-12,84.0
2004-12-19,66.0
2004-12-26,73.0
2005-01-02,83.0
2005-01-09,88.0
2005-01-16,88.0
2005-01-23,100.0
2005-01-30,86.0
2005-02-06,97.0
2005-02-13,88.0
2005-02-20,90.0
2005-02-27,87.0
2005-03-06,90.0
2005-03-13,95.0
2005-03-20,88.0
2005-03-27,78.0
2005-04-03,89.0
2005-04-10,91.0
2005-04-17,93.0
2005-04-24,90.0
2005-05-01,91.0
2005-05-08,89.0
2005-05-15,90.0
2005-05-22,88.0
2005-05-29,78.0
2005-06-05,82.0
2005-06-12,83.0
2005-06-19,78.0
2005-06-26,83.0
2005-07-03,75.0
2005-07-10,80.0
2005-07-17,80.0
2005-07-24,80.0
2005-07-31,77.0
2005-08-07,72.0
2005-08-14,77.0
2005-08-21,73.0
2005-08-28,77.0
2005-09-04,78.0
2005-09-11,76.0
2005-09-18,77.0
2005-09-25,82.0
2005-10-02,80.0
2005-10-09,79.0
2005-10-16,81.0
2005-10-23,75.0
2005-10-30,83.0
2005-11-06,77.0
2005-11-13,79.0
2005-11-20,69.0
2005-11-27,79.0
2005-12-04,77.0
2005-12-11,79.0
2005-12-18,71.0
2005-12-25,72.0
2006-01-01,85.0
2006-01-08,86.0
2006-01-15,91.0
2006-01-22,91.0
2006-01-29,99.0
2006-02-05,100.0
2006-02-12,99.0
2006-02-19,92.0
2006-02-26,88.0
2006-03-05,92.0
2006-03-12,89.0
2006-03-19,95.0
2006-03-26,93.0
2006-04-02,88.0
2006-04-09,90.0
2006-04-16,90.0
2006-04-23,95.0
2006-04-30,91.0
2006-05-07,91.0
2006-05-14,94.0
2006-05-21,92.0
2006-05-28,82.0
2006-06-04,83.0
2006-06-11,76.0
2006-06-18,85.0
2006-06-25,78.0
2006-07-02,76.0
2006-07-09,78.0
2006-07-16,78.0
2006-07-23,80.0
2006-07-30,79.0
2006-08-06,81.0
2006-08-13,77.0
2006-08-20,71.0
2006-08-27,76.0
2006-09-03,75.0
2006-09-10,77.0
2006-09-17,80.0
2006-09-24,84.0
2006-10-01,82.0
2006-10-08,82.0
2006-10-15,81.0
2006-10-22,78.0
2006-10-29,83.0
2006-11-05,78.0
2006-11-12,80.0
2006-11-19,70.0
2006-11-26,77.0
2006-12-03,82.0
2006-12-10,75.0
2006-12-17,77.0
2006-12-24,63.0
2006-12-31,75.0
2007-01-07,85.0
2007-01-14,84.0
2007-01-21,78.0
2007-01-28,87.0
2007-02-04,87.0
2007-02-11,86.0
2007-02-18,91.0
2007-02-25,94.0
2007-03-04,94.0
2007-03-11,77.0
2007-03-18,87.0
2007-03-25,86.0
2007-04-01,92.0
2007-04-08,87.0
2007-04-15,85.0
2007-04-22,90.0
2007-04-29,90.0
2007-05-06,99.0
2007-05-13,98.0
2007-05-20,93.0
2007-05-27,77.0
2007-06-03,84.0
2007-06-10,91.0
2007-06-17,87.0
2007-06-24,89.0
2007-07-01,72.0
2007-07-08,81.0
2007-07-15,84.0
2007-07-22,84.0
2007-07-29,90.0
2007-08-05,85.0
2007-08-12,82.0
2007-08-19,85.0
2007-08-26,86.0
2007-09-02,85.0
2007-09-09,88.0
2007-09-16,96.0
2007-09-23,95.0
2007-09-30,89.0
2007-10-07,94.0
2007-10-14,100.0
2007-10-21,95.0
2007-10-28,94.0
2007-11-04,100.0
2007-11-11,95.0
2007-11-18,79.0
2007-11-25,92.0
2007-12-02,99.0
2007-12-09,95.0
2007-12-16,81.0
2007-12-23,56.0
2007-12-30,74.0
2008-01-06,84.0
2008-01-13,90.0
2008-01-20,84.0
2008-01-27,83.0
2008-02-03,87.0
2008-02-10,86.0
2008-02-17,86.0
2008-02-24,89.0
2008-03-02,96.0
2008-03-09,92.0
2008-03-16,89.0
2008-03-23,93.0
2008-03-30,91.0
2008-04-06,91.0
2008-04-13,97.0
2008-04-20,100.0
2008-04-27,88.0
2008-05-04,95.0
2008-05-11,92.0
2008-05-18,96.0
2008-05-25,84.0
2008-06-01,91.0
2008-06-08,83.0
2008-06-15,86.0
2008-06-22,86.0
2008-06-29,74.0
2008-07-06,88.0
2008-07-13,83.0
2008-07-20,83.0
2008-07-27,84.0
2008-08-03,79.0
2008-08-10,81.0
2008-08-17,85.0
2008-08-24,85.0
2008-08-31,77.0
2008-09-07,86.0
2008-09-14,87.0
2008-09-21,86.0
2008-09-28,88.0
2008-10-05,90.0
2008-10-12,85.0
2008-10-19,94.0
2008-10-26,96.0
2008-11-02,82.0
2008-11-09,92.0
2008-11-16,92.0
2008-11-23,77.0
2008-11-30,89.0
2008-12-07,91.0
2008-12-14,81.0
2008-12-21,62.0
2008-12-28,64.0
2009-01-04,86.0
2009-01-11,86.0
2009-01-18,84.0
2009-01-25,86.0
2009-02-01,93.0
2009-02-08,99.0
2009-02-15,87.0
2009-02-22,91.0
2009-03-01,88.0
2009-03-08,95.0
2009-03-15,91.0
2009-03-22,88.0
2009-03-29,93.0
2009-04-05,90.0
2009-04-12,86.0
2009-04-19,96.0
2009-04-26,93.0
2009-05-03,96.0
2009-05-10,100.0
2009-05-17,93.0
2009-05-24,91.0
2009-05-31,93.0
2009-06-07,84.0
2009-06-14,84.0
2009-06-21,81.0
2009-06-28,79.0
2009-07-05,82.0
2009-07-12,80.0
2009-07-19,80.0
2009-07-26,81.0
2009-08-02,81.0
2009-08-09,82.0
2009-08-16,85.0
2009-08-23,79.0
2009-08-30,87.0
2009-09-06,83.0
2009-09-13,93.0
2009-09-20,95.0
2009-09-27,92.0
2009-10-04,94.0
2009-10-11,92.0
2009-10-18,96.0
2009-10-25,92.0
2009-11-01,95.0
2009-11-08,95.0
2009-11-15,93.0
2009-11-22,80.0
2009-11-29,92.0
2009-12-06,85.0
2009-12-13,80.0
2009-12-20,65.0
2009-12-27,64.0
2010-01-03,80.0
2010-01-10,87.0
2010-01-17,80.0
2010-01-24,89.0
2010-01-31,86.0
2010-02-07,86.0
2010-02-14,85.0
2010-02-21,92.0
2010-02-28,90.0
2010-03-07,91.0
2010-03-14,87.0
2010-03-21,86.0
2010-03-28,85.0
2010-04-04,88.0
2010-04-11,96.0
2010-04-18,87.0
2010-04-25,93.0
2010-05-02,89.0
2010-05-09,100.0
2010-05-16,92.0
2010-05-23,90.0
2010-05-30,80.0
2010-06-06,88.0
2010-06-13,86.0
2010-06-20,84.0
2010-06-27,77.0
2010-07-04,67.0
2010-07-11,75.0
2010-07-18,71.0
2010-07-25,72.0
2010-08-01,76.0
2010-08-08,78.0
2010-08-15,77.0
2010-08-22,77.0
2010-08-29,76.0
2010-09-05,73.0
2010-09-12,76.0
2010-09-19,84.0
2010-09-26,78.0
2010-10-03,79.0
