date,Sports
2004-01-04,94.0
2004-01-11,82.0
2004-01-18,83.0
2004-01-25,80.0
2004-02-01,78.0
2004-02-08,81.0
2004-02-15,100.0
2004-02-22,80.0
2004-02-29,90.0
2004-03-07,96.0
2004-03-14,98.0
2004-03-21,97.0
2004-03-28,82.0
2004-04-04,81.0
2004-04-11,77.0
2004-04-18,80.0
2004-04-25,80.0
2004-05-02,79.0
2004-05-09,78.0
2004-05-16,76.0
2004-05-23,74.0
2004-05-30,76.0
2004-06-06,74.0
2004-06-13,79.0
2004-06-20,77.0
2004-06-27,75.0
2004-07-04,72.0
2004-07-11,77.0
2004-07-18,75.0
2004-07-25,73.0
2004-08-01,85.0
2004-08-08,64.0
2004-08-15,81.0
2004-08-22,78.0
2004-08-29,80.0
2004-09-05,84.0
2004-09-12,86.0
2004-09-19,86.0
2004-09-26,87.0
2004-10-03,81.0
2004-10-10,84.0
2004-10-17,93.0
2004-10-24,95.0
2004-10-31,73.0
2004-11-07,89.0
2004-11-14,89.0
2004-11-21,89.0
2004-11-28,88.0
2004-12-05,92.0
2004-12-12,88.0
2004-12-19,86.0
2004-12-26,83.0
2005-01-02,83.0
2005-01-09,83.0
2005-01-16,80.0
2005-01-23,83.0
2005-01-30,87.0
2005-02-06,89.0
2005-02-13,89.0
2005-02-20,82.0
2005-02-27,83.0
2005-03-06,89.0
2005-03-13,100.0
2005-03-20,85.0
2005-03-27,78.0
2005-04-03,82.0
2005-04-10,81.0
2005-04-17,80.0
2005-04-24,81.0
2005-05-01,76.0
2005-05-08,76.0
2005-05-15,78.0
2005-05-22,71.0
2005-05-29,74.0
2005-06-05,82.0
2005-06-12,69.0
2005-06-19,66.0
2005-06-26,67.0
2005-07-03,66.0
2005-07-10,71.0
2005-07-17,71.0
2005-07-24,72.0
2005-07-31,74.0
2005-08-07,72.0
2005-08-14,81.0
2005-08-21,76.0
2005-08-28,87.0
2005-09-04,91.0
2005-09-11,92.0
2005-09-18,89.0
2005-09-25,96.0
2005-10-02,97.0
2005-10-09,96.0
2005-10-16,98.0
2005-10-23,88.0
2005-10-30,86.0
2005-11-06,96.0
2005-11-13,92.0
2005-11-20,94.0
2005-11-27,89.0
2005-12-04,97.0
2005-12-11,98.0
2005-12-18,97.0
2005-12-25,77.0
2006-01-01,87.0
2006-01-08,85.0
2006-01-15,80.0
2006-01-22,81.0
2006-01-29,81.0
2006-02-05,79.0
2006-02-12,83.0
2006-02-19,85.0
2006-02-26,84.0
2006-03-05,83.0
2006-03-12,100.0
2006-03-19,88.0
2006-03-26,84.0
2006-04-02,82.0
2006-04-09,75.0
2006-04-16,76.0
2006-04-23,78.0
2006-04-30,77.0
2006-05-07,72.0
2006-05-14,74.0
2006-05-21,75.0
2006-05-28,75.0
2006-06-04,75.0
2006-06-11,78.0
2006-06-18,75.0
2006-06-25,75.0
2006-07-02,71.0
2006-07-09,72.0
2006-07-16,71.0
2006-07-23,72.0
2006-07-30,73.0
2006-08-06,73.0
2006-08-13,75.0
2006-08-20,78.0
2006-08-27,87.0
2006-09-03,97.0
2006-09-10,92.0
2006-09-17,90.0
2006-09-24,87.0
2006-10-01,89.0
2006-10-08,87.0
2006-10-15,87.0
2006-10-22,89.0
2006-10-29,87.0
2006-11-05,86.0
2006-11-12,88.0
2006-11-19,94.0
2006-11-26,93.0
2006-12-03,94.0
2006-12-10,94.0
2006-12-17,91.0
2006-12-24,86.0
2006-12-31,88.0
2007-01-07,88.0
2007-01-14,77.0
2007-01-21,83.0
2007-01-28,78.0
2007-02-04,77.0
2007-02-11,80.0
2007-02-18,82.0
2007-02-25,81.0
2007-03-04,84.0
2007-03-11,100.0
2007-03-18,83.0
2007-03-25,81.0
2007-04-01,79.0
2007-04-08,73.0
2007-04-15,74.0
2007-04-22,74.0
2007-04-29,82.0
2007-05-06,79.0
2007-05-13,78.0
2007-05-20,76.0
2007-05-27,77.0
2007-06-03,80.0
2007-06-10,74.0
2007-06-17,70.0
2007-06-24,70.0
2007-07-01,71.0
2007-07-08,68.0
2007-07-15,72.0
2007-07-22,71.0
2007-07-29,73.0
2007-08-05,77.0
2007-08-12,77.0
2007-08-19,76.0
2007-08-26,87.0
2007-09-02,95.0
2007-09-09,97.0
2007-09-16,91.0
2007-09-23,91.0
2007-09-30,92.0
2007-10-07,89.0
2007-10-14,92.0
2007-10-21,89.0
2007-10-28,89.0
2007-11-04,87.0
2007-11-11,90.0
2007-11-18,94.0
2007-11-25,91.0
2007-12-02,93.0
2007-12-09,93.0
2007-12-16,96.0
2007-12-23,92.0
2007-12-30,91.0
2008-01-06,86.0
2008-01-13,90.0
2008-01-20,79.0
2008-01-27,78.0
2008-02-03,89.0
2008-02-10,87.0
2008-02-17,85.0
2008-02-24,84.0
2008-03-02,85.0
2008-03-09,86.0
2008-03-16,100.0
2008-03-23,89.0
2008-03-30,86.0
2008-04-06,86.0
2008-04-13,82.0
2008-04-20,87.0
2008-04-27,81.0
2008-05-04,78.0
2008-05-11,80.0
2008-05-18,80.0
2008-05-25,80.0
2008-06-01,81.0
2008-06-08,77.0
2008-06-15,85.0
2008-06-22,71.0
2008-06-29,70.0
2008-07-06,73.0
2008-07-13,71.0
2008-07-20,73.0
2008-07-27,74.0
2008-08-03,81.0
2008-08-10,87.0
2008-08-17,83.0
2008-08-24,89.0
2008-08-31,92.0
2008-09-07,92.0
2008-09-14,88.0
2008-09-21,85.0
2008-09-28,82.0
2008-10-05,82.0
2008-10-12,84.0
2008-10-19,86.0
2008-10-26,81.0
2008-11-02,79.0
2008-11-09,85.0
2008-11-16,84.0
2008-11-23,95.0
2008-11-30,94.0
2008-12-07,89.0
2008-12-14,87.0
2008-12-21,86.0
2008-12-28,91.0
2009-01-04,82.0
2009-01-11,82.0
2009-01-18,74.0
2009-01-25,78.0
2009-02-01,76.0
2009-02-08,79.0
2009-02-15,77.0
2009-02-22,72.0
2009-03-01,76.0
2009-03-08,81.0
2009-03-15,100.0
2009-03-22,80.0
2009-03-29,78.0
2009-04-05,78.0
2009-04-12,70.0
2009-04-19,76.0
2009-04-26,77.0
2009-05-03,73.0
2009-05-10,73.0
2009-05-17,74.0
2009-05-24,74.0
2009-05-31,70.0
2009-06-07,66.0
2009-06-14,70.0
2009-06-21,67.0
2009-06-28,64.0
2009-07-05,64.0
2009-07-12,67.0
2009-07-19,68.0
2009-07-26,74.0
2009-08-02,70.0
2009-08-09,74.0
2009-08-16,78.0
2009-08-23,76.0
2009-08-30,87.0
2009-09-06,92.0
2009-09-13,90.0
2009-09-20,85.0
2009-09-27,86.0
2009-10-04,86.0
2009-10-11,80.0
2009-10-18,83.0
2009-10-25,81.0
2009-11-01,86.0
2009-11-08,81.0
2009-11-15,82.0
2009-11-22,88.0
2009-11-29,85.0
2009-12-06,97.0
2009-12-13,97.0
2009-12-20,99.0
2009-12-27,98.0
2010-01-03,90.0
2010-01-10,88.0
2010-01-17,83.0
2010-01-24,82.0
2010-01-31,78.0
2010-02-07,87.0
2010-02-14,97.0
2010-02-21,90.0
2010-02-28,86.0
2010-03-07,84.0
2010-03-14,100.0
2010-03-21,87.0
2010-03-28,78.0
2010-04-04,84.0
2010-04-11,81.0
2010-04-18,80.0
2010-04-25,84.0
2010-05-02,81.0
2010-05-09,78.0
2010-05-16,77.0
2010-05-23,79.0
2010-05-30,80.0
2010-06-06,86.0
2010-06-13,86.0
2010-06-20,77.0
2010-06-27,77.0
2010-07-04,76.0
2010-07-11,71.0
2010-07-18,69.0
2010-07-25,68.0
2010-08-01,72.0
2010-08-08,71.0
2010-08-15,79.0
2010-08-22,80.0
2010-08-29,87.0
2010-09-05,93.0
2010-09-12,96.0
2010-09-19,93.0
2010-09-26,91.0
2010-10-03,89.0
2010-10-10,85.0
2010-10-17,90.0
2010-10-24,89.0
2010-10-31,91.0
2010-11-07,88.0
2010-11-14,89.0
2010-11-21,95.0
2010-11-28,78.0
2010-12-05,79.0
2010-12-12,82.0
2010-12-19,82.0
2010-12-26,82.0
2011-01-02,86.0
2011-01-09,82.0
2011-01-16,80.0
2011-01-23,79.0
2011-01-30,77.0
2011-02-06,83.0
2011-02-13,85.0
2011-02-20,78.0
2011-02-27,82.0
2011-03-06,77.0
2011-03-13,99.0
2011-03-20,89.0
2011-03-27,83.0
2011-04-03,81.0
2011-04-10,78.0
2011-04-17,75.0
2011-04-24,76.0
2011-05-01,77.0
2011-05-08,73.0
2011-05-15,72.0
2011-05-22,74.0
2011-05-29,78.0
2011-06-05,72.0
2011-06-12,77.0
