ticker,random_state
ATO_UN_Equity,825391
ATVI_UW_Equity,353700
AVB_UN_Equity,612310
AVGO_UW_Equity,728552
AVP_UN_Equity,466169
AVY_UN_Equity,464665
AW_UN_Equity,88831
AWK_UN_Equity,826483
AXP_UN_Equity,525056
AYE_UN_Equity,258121
AYI_UN_Equity,312517
AZO_UN_Equity,430382
BA_UN_Equity,880436
BAC_UN_Equity,29912
BAX_UN_Equity,743762
BBBY_UQ_Equity,957500
BBBY_UW_Equity,136014
BBY_UN_Equity,623552
BC_UN_Equity,905091
BCR_UN_Equity,506754
BCR_US_Equity,323522
BDK_UN_Equity,465128
BDX_UN_Equity,188803
BEN_UN_Equity,479438
BF_B_UN_Equity,657742
BHF_UW_Equity,616092
BHI_UN_Equity,226492
BIG_UN_Equity,505125
BIIB_UQ_Equity,210024
BIIB_UW_Equity,506260
BIO_UN_Equity,208883
BK_UN_Equity,877334
BKNG_UW_Equity,707730
BKR_UN_Equity,153911
INTC_UW_Equity,825391
INTU_UQ_Equity,353700
INTU_UW_Equity,612310
IP_UN_Equity,728552
IPG_UN_Equity,466169
IPGP_UW_Equity,464665
IQV_UN_Equity,88831
IR_UN_Equity,826483
IRM_UN_Equity,525056
ISRG_UW_Equity,258121
IT_UN_Equity,312517
ITT_UN_Equity,430382
ITW_UN_Equity,880436
IVZ_UN_Equity,29912
J_UN_Equity,743762
JAVA_UQ_Equity,957500
JAVA_UW_Equity,136014
JBGS_UN_Equity,623552
JBHT_UW_Equity,905091
JBL_UN_Equity,506754
JCI_UN_Equity,323522
JEF_UN_Equity,465128
JKHY_UW_Equity,188803
JNJ_UN_Equity,479438
JNPR_UN_Equity,657742
JNPR_UQ_Equity,616092
JNPR_UW_Equity,226492
JNS_UN_Equity,505125
JNY_UN_Equity,210024
JOY_UN_Equity,506260
JOY_UW_Equity,208883
JPM_UN_Equity,877334
JWN_UN_Equity,707730
K_UN_Equity,153911
AMD_UW_Equity,825391
AME_UN_Equity,353700
AMG_UN_Equity,612310
AMGN_UQ_Equity,728552
AMGN_UW_Equity,466169
AMP_UN_Equity,464665
AMT_UN_Equity,88831
AMZN_UQ_Equity,826483
AMZN_UW_Equity,525056
AN_UN_Equity,258121
ANDV_UN_Equity,312517
ANDV_US_Equity,430382
ANDW_UQ_Equity,880436
ANDW_UW_Equity,29912
ANET_UN_Equity,743762
ANF_UN_Equity,957500
ANRZQ_UN_Equity,136014
ANSS_UW_Equity,623552
ANTM_UN_Equity,905091
AON_UN_Equity,506754
AOS_UN_Equity,323522
APA_UN_Equity,465128
APC_UN_Equity,188803
APD_UN_Equity,479438
APH_UN_Equity,657742
APOL_UQ_Equity,616092
APOL_UW_Equity,226492
APTV_UN_Equity,505125
ARE_UN_Equity,210024
ARG_UN_Equity,506260
ASH_UN_Equity,208883
ASIX_UN_Equity,877334
ATGE_UN_Equity,707730
ATI_UN_Equity,153911
TSS_US_Equity,825391
TT_UN_Equity,353700
TTWO_UW_Equity,612310
TUP_UN_Equity,728552
TWC_UN_Equity,466169
TWTR_UN_Equity,464665
TWX_UN_Equity,88831
TWX_US_Equity,826483
TXN_UN_Equity,525056
TXN_UW_Equity,258121
TXT_UN_Equity,312517
TXU_US_Equity,430382
TYL_UN_Equity,880436
UA_UN_Equity,29912
UAA_UN_Equity,743762
UAL_UN_Equity,957500
UAL_UW_Equity,136014
UDR_UN_Equity,623552
UHS_UN_Equity,905091
UIS_UN_Equity,506754
UIS_UP_Equity,323522
ULTA_UW_Equity,465128
UNH_UN_Equity,188803
UNM_UN_Equity,479438
UNP_UN_Equity,657742
UPS_UN_Equity,616092
URBN_UW_Equity,226492
URI_UN_Equity,505125
USB_UN_Equity,210024
V_UN_Equity,506260
VALPQ_UN_Equity,208883
VAR_UN_Equity,877334
VFC_UN_Equity,707730
VIAB_UN_Equity,153911
3022239Q_UN_Equity,825391
3026360Q_UN_Equity,353700
3080867Q_UN_Equity,612310
3133754Q_UN_Equity,728552
3286728Q_UN_Equity,466169
3393199Q_UN_Equity,464665
3403545Q_UN_Equity,88831
3414924Q_US_Equity,826483
3423152Q_UN_Equity,525056
3517233Q_UN_Equity,258121
3605818Q_UN_Equity,312517
3692470Q_UN_Equity,430382
4621824Q_UN_Equity,880436
5656565D_UN_Equity,29912
8206908Q_UQ_Equity,743762
8206908Q_UW_Equity,957500
8277831Q_UN_Equity,136014
8394653Q_UN_Equity,623552
929530Q_UN_Equity,905091
9876544D_UN_Equity,506754
9876549D_UN_Equity,323522
9876566D_UN_Equity,465128
