date,college,google,isPartial
2010-01-01,36.0,56.0,False
2010-01-02,37.0,58.0,False
2010-01-03,36.0,55.0,False
2010-01-04,49.0,60.0,False
2010-01-05,49.0,70.0,False
2010-01-06,47.0,71.0,False
2010-01-07,46.0,65.0,False
2010-01-08,46.0,62.0,False
2010-01-09,35.0,61.0,False
2010-01-10,35.0,61.0,False
2010-01-11,50.0,61.0,False
2010-01-12,48.0,63.0,False
2010-01-13,45.0,67.0,False
2010-01-14,43.0,67.0,False
2010-01-15,40.0,64.0,False
2010-01-16,33.0,63.0,False
2010-01-17,33.0,61.0,False
2010-01-18,37.0,58.0,False
2010-01-19,46.0,61.0,False
2010-01-20,46.0,62.0,False
2010-01-21,43.0,63.0,False
2010-01-22,39.0,63.0,False
2010-01-23,34.0,60.0,False
2010-01-24,33.0,58.0,False
2010-01-25,44.0,60.0,False
2010-01-26,44.0,61.0,False
2010-01-27,41.0,63.0,False
2010-01-28,41.0,63.0,False
2010-01-29,38.0,63.0,False
2010-01-30,32.0,60.0,False
2010-01-31,34.0,57.0,False
2010-02-01,43.0,60.0,False
2010-02-02,41.0,61.0,False
2010-02-03,41.0,62.0,False
2010-02-04,40.0,61.0,False
2010-02-05,35.0,63.0,False
2010-02-06,31.0,60.0,False
2010-02-07,31.0,56.0,False
2010-02-08,40.0,63.0,False
2010-02-09,41.0,67.0,False
2010-02-10,41.0,71.0,False
2010-02-11,40.0,68.0,False
2010-02-12,34.0,66.0,False
2010-02-13,28.0,62.0,False
2010-02-14,27.0,59.0,False
2010-02-15,36.0,57.0,False
2010-02-16,39.0,61.0,False
2010-02-17,40.0,62.0,False
2010-02-18,37.0,63.0,False
2010-02-19,34.0,63.0,False
2010-02-20,31.0,61.0,False
2010-02-21,32.0,57.0,False
2010-02-22,40.0,60.0,False
2010-02-23,40.0,64.0,False
2010-02-24,38.0,63.0,False
2010-02-25,38.0,63.0,False
2010-02-26,36.0,61.0,False
2010-02-27,30.0,63.0,False
2010-02-28,32.0,59.0,False
2010-03-01,42.0,61.0,False
2010-03-02,39.0,63.0,False
2010-03-03,38.0,63.0,False
2010-03-04,39.0,67.0,False
2010-03-05,36.0,64.0,False
2010-03-06,30.0,61.0,False
2010-03-07,30.0,58.0,False
2010-03-08,37.0,60.0,False
2010-03-09,38.0,61.0,False
2010-03-10,37.0,64.0,False
2010-03-11,37.0,66.0,False
2010-03-12,35.0,64.0,False
2010-03-13,31.0,60.0,False
2010-03-14,32.0,60.0,False
2010-03-15,41.0,60.0,False
2010-03-16,40.0,62.0,False
2010-03-17,38.0,65.0,False
2010-03-18,39.0,63.0,False
2010-03-19,38.0,64.0,False
2010-03-20,34.0,62.0,False
2010-03-21,35.0,60.0,False
2010-03-22,41.0,62.0,False
2010-03-23,41.0,65.0,False
2010-03-24,40.0,65.0,False
2010-03-25,38.0,64.0,False
2010-03-26,38.0,64.0,False
2010-03-27,34.0,60.0,False
2010-03-28,34.0,58.0,False
2010-03-29,42.0,59.0,False
2010-03-30,40.0,61.0,False
2010-03-31,39.0,63.0,False
2010-04-01,38.0,100.0,False
2010-04-02,34.0,75.0,False
2010-04-03,29.0,62.0,False
2010-04-04,30.0,61.0,False
2010-04-05,41.0,61.0,False
2010-04-06,43.0,63.0,False
2010-04-07,40.0,63.0,False
2010-04-08,39.0,62.0,False
2010-04-09,36.0,62.0,False
2010-04-10,30.0,61.0,False
2010-04-11,33.0,59.0,False
2010-04-12,42.0,61.0,False
2010-04-13,41.0,63.0,False
2010-04-14,40.0,66.0,False
2010-04-15,37.0,64.0,False
2010-04-16,35.0,65.0,False
2010-04-17,30.0,62.0,False
2010-04-18,32.0,59.0,False
2010-04-19,40.0,61.0,False
2010-04-20,40.0,63.0,False
2010-04-21,39.0,63.0,False
2010-04-22,38.0,64.0,False
2010-04-23,35.0,64.0,False
2010-04-24,29.0,62.0,False
2010-04-25,32.0,60.0,False
