date,movie,google,isPartial
2010-01-01,75.0,55.0,False
2010-01-02,79.0,56.0,False
2010-01-03,67.0,55.0,False
2010-01-04,41.0,59.0,False
2010-01-05,37.0,70.0,False
2010-01-06,36.0,71.0,False
2010-01-07,37.0,65.0,False
2010-01-08,45.0,62.0,False
2010-01-09,65.0,61.0,False
2010-01-10,64.0,61.0,False
2010-01-11,39.0,59.0,False
2010-01-12,36.0,63.0,False
2010-01-13,34.0,66.0,False
2010-01-14,34.0,65.0,False
2010-01-15,45.0,65.0,False
2010-01-16,64.0,61.0,False
2010-01-17,65.0,60.0,False
2010-01-18,54.0,58.0,False
2010-01-19,36.0,59.0,False
2010-01-20,33.0,63.0,False
2010-01-21,33.0,62.0,False
2010-01-22,43.0,63.0,False
2010-01-23,64.0,61.0,False
2010-01-24,60.0,58.0,False
2010-01-25,36.0,60.0,False
2010-01-26,33.0,61.0,False
2010-01-27,32.0,62.0,False
2010-01-28,32.0,63.0,False
2010-01-29,41.0,63.0,False
2010-01-30,59.0,58.0,False
2010-01-31,58.0,57.0,False
2010-02-01,35.0,59.0,False
2010-02-02,33.0,62.0,False
2010-02-03,32.0,63.0,False
2010-02-04,33.0,61.0,False
2010-02-05,42.0,63.0,False
2010-02-06,61.0,59.0,False
2010-02-07,54.0,57.0,False
2010-02-08,35.0,62.0,False
2010-02-09,32.0,67.0,False
2010-02-10,34.0,71.0,False
2010-02-11,36.0,68.0,False
2010-02-12,46.0,66.0,False
2010-02-13,65.0,61.0,False
2010-02-14,70.0,60.0,False
2010-02-15,47.0,58.0,False
2010-02-16,33.0,59.0,False
2010-02-17,31.0,63.0,False
2010-02-18,33.0,63.0,False
2010-02-19,39.0,63.0,False
2010-02-20,59.0,60.0,False
2010-02-21,56.0,59.0,False
2010-02-22,35.0,60.0,False
2010-02-23,31.0,63.0,False
2010-02-24,31.0,62.0,False
2010-02-25,32.0,62.0,False
2010-02-26,41.0,62.0,False
2010-02-27,56.0,62.0,False
2010-02-28,54.0,58.0,False
2010-03-01,34.0,60.0,False
2010-03-02,32.0,63.0,False
2010-03-03,32.0,63.0,False
2010-03-04,34.0,67.0,False
2010-03-05,42.0,63.0,False
2010-03-06,63.0,59.0,False
2010-03-07,60.0,58.0,False
2010-03-08,43.0,59.0,False
2010-03-09,34.0,63.0,False
2010-03-10,34.0,64.0,False
2010-03-11,37.0,66.0,False
2010-03-12,43.0,63.0,False
2010-03-13,59.0,60.0,False
2010-03-14,57.0,61.0,False
2010-03-15,36.0,60.0,False
2010-03-16,32.0,62.0,False
2010-03-17,31.0,65.0,False
2010-03-18,31.0,64.0,False
2010-03-19,41.0,64.0,False
2010-03-20,55.0,61.0,False
2010-03-21,53.0,59.0,False
2010-03-22,33.0,62.0,False
2010-03-23,32.0,64.0,False
2010-03-24,30.0,63.0,False
2010-03-25,32.0,64.0,False
2010-03-26,39.0,63.0,False
2010-03-27,55.0,61.0,False
2010-03-28,55.0,58.0,False
2010-03-29,37.0,59.0,False
2010-03-30,33.0,60.0,False
2010-03-31,33.0,60.0,False
2010-04-01,35.0,100.0,False
2010-04-02,48.0,74.0,False
2010-04-03,57.0,63.0,False
2010-04-04,54.0,61.0,False
2010-04-05,35.0,61.0,False
2010-04-06,32.0,62.0,False
2010-04-07,30.0,63.0,False
2010-04-08,31.0,64.0,False
2010-04-09,40.0,62.0,False
2010-04-10,52.0,62.0,False
2010-04-11,49.0,59.0,False
2010-04-12,31.0,61.0,False
2010-04-13,28.0,64.0,False
2010-04-14,28.0,64.0,False
2010-04-15,28.0,64.0,False
2010-04-16,37.0,65.0,False
2010-04-17,55.0,62.0,False
2010-04-18,51.0,59.0,False
2010-04-19,31.0,60.0,False
2010-04-20,30.0,63.0,False
2010-04-21,30.0,62.0,False
2010-04-22,31.0,64.0,False
2010-04-23,38.0,63.0,False
2010-04-24,54.0,62.0,False
2010-04-25,51.0,60.0,False
2010-04-26,31.0,63.0,False
2010-04-27,30.0,63.0,False
2010-04-28,30.0,63.0,False
2010-04-29,31.0,64.0,False
2010-04-30,38.0,65.0,False
2010-05-01,50.0,59.0,False
2010-05-02,50.0,60.0,False
2010-05-03,31.0,63.0,False
2010-05-04,30.0,63.0,False
2010-05-05,29.0,66.0,False
2010-05-06,32.0,68.0,False
2010-05-07,40.0,70.0,False
2010-05-08,58.0,62.0,False
2010-05-09,58.0,61.0,False
2010-05-10,36.0,63.0,False
2010-05-11,32.0,64.0,False
2010-05-12,32.0,65.0,False
2010-05-13,33.0,66.0,False
2010-05-14,39.0,67.0,False
2010-05-15,56.0,62.0,False
2010-05-16,54.0,60.0,False
2010-05-17,33.0,62.0,False
2010-05-18,31.0,65.0,False
2010-05-19,30.0,66.0,False
2010-05-20,31.0,70.0,False
2010-05-21,39.0,90.0,False
2010-05-22,54.0,84.0,False
2010-05-23,52.0,78.0,False
2010-05-24,33.0,71.0,False
2010-05-25,32.0,72.0,False
2010-05-26,31.0,68.0,False
2010-05-27,35.0,72.0,False
2010-05-28,42.0,68.0,False
2010-05-29,55.0,64.0,False
2010-05-30,57.0,62.0,False
2010-05-31,50.0,62.0,False
2010-06-01,34.0,65.0,False
2010-06-02,33.0,63.0,False
2010-06-03,34.0,63.0,False
2010-06-04,40.0,65.0,False
2010-06-05,56.0,65.0,False
2010-06-06,56.0,62.0,False
2010-06-07,46.0,61.0,False
2010-06-08,38.0,63.0,False
2010-06-09,36.0,64.0,False
2010-06-10,35.0,71.0,False
2010-06-11,41.0,63.0,False
2010-06-12,55.0,61.0,False
2010-06-13,55.0,59.0,False
2010-06-14,36.0,60.0,False
2010-06-15,33.0,59.0,False
2010-06-16,33.0,61.0,False
2010-06-17,34.0,61.0,False
2010-06-18,42.0,60.0,False
2010-06-19,55.0,61.0,False
2010-06-20,56.0,59.0,False
2010-06-21,36.0,59.0,False
2010-06-22,35.0,61.0,False
2010-06-23,34.0,61.0,False
2010-06-24,36.0,61.0,False
2010-06-25,42.0,62.0,False
2010-06-26,55.0,61.0,False
2010-06-27,55.0,60.0,False
2010-06-28,38.0,59.0,False
2010-06-29,40.0,60.0,False
2010-06-30,51.0,66.5,False
2010-07-01,56.0,72.0,False
2010-07-02,60.0,72.0,False
2010-07-03,72.0,71.0,False
2010-07-04,68.0,71.0,False
2010-07-05,69.0,69.0,False
2010-07-06,49.0,70.0,False
2010-07-07,46.0,71.0,False
2010-07-08,46.0,72.0,False
2010-07-09,57.0,70.0,False
2010-07-10,74.0,72.0,False
2010-07-11,69.0,69.0,False
2010-07-12,45.0,68.0,False
2010-07-13,44.0,71.0,False
2010-07-14,43.0,71.0,False
2010-07-15,43.0,71.0,False
2010-07-16,52.0,72.0,False
2010-07-17,69.0,71.0,False
2010-07-18,70.0,68.0,False
2010-07-19,48.0,69.0,False
2010-07-20,45.0,70.0,False
2010-07-21,44.0,72.0,False
2010-07-22,42.0,71.0,False
