ticker,random_state
FFIC_US_Equity,321289
FFIN_US_Equity,325959
FFIV_US_Equity,305438
FFNW_US_Equity,26665
FFWC_US_Equity,778905
FFWM_US_Equity,862170
FFZY_US_Equity,17648
FGBI_US_Equity,752406
FGCO_US_Equity,205495
FGEN_US_Equity,482311
FGFH_US_Equity,968115
FGFT_US_Equity,611736
FGPR_US_Equity,537555
FHAI_US_Equity,982892
FHB_US_Equity,245399
FHBC_US_Equity,718088
FHI_US_Equity,838435
FHLB_US_Equity,466393
FHN_US_Equity,465649
FHRT_US_Equity,80794
FI_US_Equity,708735
FIBK_US_Equity,370815
FICO_US_Equity,260229
FIND_US_Equity,932245
FINN_US_Equity,343882
FINV_US_Equity,589785
FIS_US_Equity,874790
FISI_US_Equity,567970
FISV_US_Equity,864684
FIT_US_Equity,939637
FITB_US_Equity,157503
FITX_US_Equity,887347
FIVE_US_Equity,383326
FIVN_US_Equity,789455
FIX_US_Equity,334647
FIXX_US_Equity,924300
FIZZ_US_Equity,101716
FJHL_US_Equity,727632
FKWL_US_Equity,258269
FKYS_US_Equity,116419
FL_US_Equity,343629
FLDM_US_Equity,7880
FLES_US_Equity,831995
FLEX_US_Equity,49321
FLGT_US_Equity,330291
FLIC_US_Equity,332783
FLIR_US_Equity,759109
FLKI_US_Equity,332219
FLL_US_Equity,888275
FLMN_US_Equity,246161
FLMP_US_Equity,16598
FLNT_US_Equity,904724
FLO_US_Equity,501006
FLOW_US_Equity,529439
FLR_US_Equity,290946
FLRE_US_Equity,637538
FLS_US_Equity,434173
FLST_US_Equity,188895
FLT_US_Equity,757934
FLUX_US_Equity,760877
FLWS_US_Equity,836419
FLXI_US_Equity,563532
FLXN_US_Equity,251523
FLXP_US_Equity,774906
FLXS_US_Equity,573509
FLXT_US_Equity,74404
FLY_US_Equity,553704
FMAO_US_Equity,976713
FMBH_US_Equity,428541
FMBI_US_Equity,37452
FMBL_US_Equity,193929
FMBM_US_Equity,675471
FMBV_US_Equity,591589
FMC_US_Equity,627125
FMCB_US_Equity,678928
FMCC_US_Equity,64098
FMFG_US_Equity,87399
FMFN_US_Equity,787935
FMHS_US_Equity,368752
FMNB_US_Equity,472358
FMNJ_US_Equity,87700
FMYR_US_Equity,937942
FN_US_Equity,384341
FNB_US_Equity,694387
FNBCQ_US_Equity,834675
FNCB_US_Equity,316135
FND_US_Equity,468355
FNDM_US_Equity,468924
FNEC_US_Equity,399487
FNF_US_Equity,595794
FNFI_US_Equity,623128
FNGR_US_Equity,378351
FNHC_US_Equity,360221
FNHM_US_Equity,434587
FNKLF_US_Equity,710852
FNKO_US_Equity,321623
FNLC_US_Equity,287578
FNMA_US_Equity,146553
FNRC_US_Equity,481035
FNRG_US_Equity,961935
FNRN_US_Equity,485517
FNWB_US_Equity,4663
FOCS_US_Equity,682741
FOE_US_Equity,221724
FOLD_US_Equity,15620
FONR_US_Equity,815113
FONU_US_Equity,507965
FOR_US_Equity,974062
FORD_US_Equity,608337
FORK_US_Equity,914803
FORM_US_Equity,458977
FORR_US_Equity,731103
FORU_US_Equity,406983
FORW_US_Equity,795870
FOSL_US_Equity,181195
FOXF_US_Equity,244641
FOYJ_US_Equity,639829
FPAY_US_Equity,618769
FPCG_US_Equity,23643
FPFI_US_Equity,115984
FPH_US_Equity,234106
FPI_US_Equity,415705
FPLF_US_Equity,230831
FPMI_US_Equity,550723
FPPP_US_Equity,477483
FPRX_US_Equity,631529
FPSUF_US_Equity,565376
FPVD_US_Equity,773261
FPWM_US_Equity,727927
FQFC_US_Equity,577543
FR_US_Equity,814355
FRAF_US_Equity,575679
FRAN_US_Equity,99393
FRBA_US_Equity,790173
FRBK_US_Equity,791646
FRC_US_Equity,789739
FRCN_US_Equity,619377
FRD_US_Equity,543022
FREEF_US_Equity,327493
FREVS_US_Equity,415881
FRFC_US_Equity,253126
FRG_US_Equity,748837
FRGI_US_Equity,959813
FRGY_US_Equity,145492
FRHC_US_Equity,626787
FRHV_US_Equity,257480
FRLI_US_Equity,174281
FRMA_US_Equity,961230
FRMB_US_Equity,92993
FRMC_US_Equity,968610
FRME_US_Equity,9739
FRMO_US_Equity,121156
FRNV_US_Equity,951527
FRO_US_Equity,591447
FRPH_US_Equity,775238
FRPT_US_Equity,204030
FRSB_US_Equity,773452
FRT_US_Equity,138318
FRTA_US_Equity,204560
FRTD_US_Equity,615372
FRTN_US_Equity,413689
FRXX_US_Equity,689959
FRZT_US_Equity,813080
FSAM_US_Equity,251343
FSBW_US_Equity,186016
FSCR_US_Equity,561284
FSFG_US_Equity,133884
FSI_US_Equity,710541
FSK_US_Equity,890046
FSLR_US_Equity,638758
FSNR_US_Equity,876395
FSP_US_Equity,60653
