ticker,random_state
CELP_US_Equity,772997
CELX_US_Equity,673984
CELZ_US_Equity,811173
CEM_US_Equity,940836
CEMI_US_Equity,909657
CENT_US_Equity,584065
CENX_US_Equity,929723
CEOA_US_Equity,48599
CEOS_US_Equity,93361
CEQP_US_Equity,434749
CEQXF_US_Equity,146394
CERC_US_Equity,595298
CERN_US_Equity,817545
CERPQ_US_Equity,62786
CERS_US_Equity,551274
CESX_US_Equity,468819
CETG_US_Equity,537845
CETX_US_Equity,831109
CETY_US_Equity,125413
CEVA_US_Equity,970785
CEVE_US_Equity,876698
CEXE_US_Equity,835443
CF_US_Equity,427349
CFBI_US_Equity,220458
CFBK_US_Equity,546073
CFFI_US_Equity,327061
CFFN_US_Equity,477998
CFG_US_Equity,262538
CFGX_US_Equity,267782
CFIC_US_Equity,333625
CFIN_US_Equity,737590
CFMS_US_Equity,38590
CFNB_US_Equity,983884
CFOK_US_Equity,186994
CFPI_US_Equity,526874
CFR_US_Equity,960036
CFRI_US_Equity,602698
CFRX_US_Equity,56210
CFST_US_Equity,653283
CFSU_US_Equity,303814
CFTN_US_Equity,605172
CFX_US_Equity,118378
CG_US_Equity,604246
CGA_US_Equity,383915
CGAC_US_Equity,865442
CGBD_US_Equity,538357
CGCO_US_Equity,462423
CGDI_US_Equity,67630
CGEI_US_Equity,335645
CGEN_US_Equity,296115
CGHC_US_Equity,325326
CGIPQ_US_Equity,60214
CGIX_US_Equity,563601
CGLD_US_Equity,36207
CGLO_US_Equity,700693
CGNH_US_Equity,516884
CGNX_US_Equity,128039
CGPI_US_Equity,410586
CGRA_US_Equity,347596
CGRW_US_Equity,220167
CGUD_US_Equity,121601
CGYG_US_Equity,98088
CGYV_US_Equity,267562
CHAG_US_Equity,129045
CHAM_US_Equity,387657
CHBH_US_Equity,884739
CHBU_US_Equity,688703
CHCC_US_Equity,359672
CHCI_US_Equity,558079
CHCO_US_Equity,536084
CHCR_US_Equity,343093
CHCT_US_Equity,622886
CHCX_US_Equity,306530
