ticker,MVO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-01-19,11.85
2007-01-22,3.2633
2007-01-23,4.7619
2007-01-24,-3.719
2007-01-25,2.4893
2007-01-26,0.9213
2007-01-29,-0.6224
2007-01-30,-0.6263
2007-01-31,-0.042
2007-02-01,1.219
2007-02-02,0.9136
2007-02-05,1.6461000000000001
2007-02-06,0.0
2007-02-07,-1.417
2007-02-08,-0.616
2007-02-09,2.0661
2007-02-12,-0.2834
2007-02-13,1.5518
2007-02-14,1.125
2007-02-15,-1.8953
2007-02-16,1.4364
2007-02-20,-1.5816
2007-02-21,-1.5987
2007-02-22,0.2565
2007-02-23,-1.4499
2007-02-26,0.4327
2007-02-27,-1.8096
2007-02-28,-0.3949
2007-03-01,5.2863
2007-03-02,-0.0418
2007-03-05,-1.6324999999999998
2007-03-06,2.7234
2007-03-07,0.4557
2007-03-08,1.4433
2007-03-09,0.0
2007-03-12,-0.4878
2007-03-13,-2.1242
2007-03-14,1.419
2007-03-15,2.4691
2007-03-16,0.3614
2007-03-19,-2.2809
2007-03-20,-1.7199
2007-03-21,-0.5833
2007-03-22,0.3772
2007-03-23,-0.7098
2007-03-26,0.0336
2007-03-27,-1.6311
2007-03-28,0.0
2007-03-29,1.5385
2007-03-30,0.3367
2007-04-02,0.0419
2007-04-03,-0.6289
2007-04-04,0.0844
2007-04-05,1.1804000000000001
2007-04-09,-0.4583
2007-04-10,-0.9627
2007-04-11,1.7751000000000001
2007-04-12,0.7614
2007-04-13,-0.5478
2007-04-16,-0.0847
2007-04-17,-0.212
2007-04-18,0.085
2007-04-19,-0.8917
2007-04-20,0.8569
2007-04-23,0.9771
2007-04-24,-0.0841
2007-04-25,0.6316
2007-04-26,-1.9665
2007-04-27,-0.128
2007-04-30,-1.453
2007-05-01,0.7806
2007-05-02,0.2151
2007-05-03,-1.0305
2007-05-04,-0.3471
2007-05-07,-1.6108
2007-05-08,-1.1947
2007-05-09,-0.1343
2007-05-10,2.6906
2007-05-11,-0.0873
2007-05-14,-2.229
2007-05-15,0.2235
2007-05-16,2.4532
2007-05-17,1.4367
2007-05-18,0.6438
2007-05-21,-1.5777999999999999
2007-05-22,-0.4333
2007-05-23,-1.6971
2007-05-24,-0.7525
2007-05-25,1.6057000000000001
2007-05-29,-0.2195
2007-05-30,-0.7919
2007-05-31,0.6652
2007-06-01,0.9692
2007-06-04,3.185
2007-06-05,0.3383
2007-06-06,0.3371
2007-06-07,-2.352
2007-06-08,-0.4301
