ticker,SSET US Equity
2014-03-19,-7.4627
2014-03-20,-7.7218
2014-03-21,5.4293
2014-03-24,-8.8488
2014-03-25,-1.8074
2014-03-26,10.9285
2014-03-27,-16.5101
2014-03-28,16.0
2014-03-31,-20.6897
2014-04-01,0.0
2014-04-02,0.0
2014-04-03,-13.288
2014-04-04,-14.8073
2014-04-07,2.998
2014-04-08,0.0
2014-04-09,14.2321
2014-04-10,-12.4902
2014-04-11,-13.9335
2014-04-14,16.2308
2014-04-15,14.2857
2014-04-16,-12.5
2014-04-17,-1.4285999999999999
2014-04-21,-20.2899
2014-04-22,9.0909
2014-04-23,-16.6667
2014-04-24,0.0
2014-04-25,-8.0
2014-04-28,-0.0543
2014-04-29,0.0544
2014-04-30,-17.3913
2014-05-01,28.947400000000002
2014-05-02,-22.449
2014-05-05,-15.7895
2014-05-06,0.0
2014-05-07,-37.6953
2014-05-08,-49.8433
2014-05-09,53.3333
2014-05-12,73.913
2014-05-13,98.75
2014-05-14,-24.5283
2014-05-15,-16.6667
2014-05-16,-2.0
2014-05-21,-28.5714
2014-05-22,42.8571
2014-05-29,-20.0
2014-05-30,25.0
2014-06-03,-20.0
2014-06-04,22.5
2014-06-06,-18.3673
2014-06-10,18.75
2014-06-11,-9.473700000000001
2014-06-12,37.2093
2014-06-13,8.4746
2014-06-16,7.8125
2014-06-17,-8.6957
2014-06-18,-4.7619
2014-06-19,5.0
2014-06-20,0.0
2014-06-23,-4.7619
2014-06-24,33.3333
2014-06-25,-3.75
2014-06-26,-22.0779
2014-06-27,3.0
2014-06-30,21.3592
2014-07-01,-4.0
2014-07-02,-5.5556
2014-07-03,1.4706000000000001
2014-07-07,-5.7971
2014-07-08,-12.3077
2014-07-09,12.2807
2014-07-10,-17.1875
2014-07-11,18.8679
2014-07-14,-0.1587
2014-07-16,0.159
2014-07-17,-7.9563
2014-07-18,-32.7441
2014-07-21,-8.7179
2014-07-22,1.1236
2014-07-23,13.8889
2014-07-24,21.9512
2014-07-25,0.0
2014-07-30,-0.4
2014-07-31,0.4016
2014-08-01,-10.0
2014-08-04,-17.75
2014-08-05,-5.4374
2014-08-06,28.5714
2014-08-07,-2.2222
2014-08-08,13.6364
2014-08-11,-10.0
2014-08-12,-6.6667
2014-08-14,37.619
2014-08-15,-29.0657
2014-08-18,-2.3933
2014-08-19,24.9414
2014-08-20,9.6
2014-08-22,-16.0584
2014-08-25,8.6957
2014-08-26,-8.0
2014-08-27,0.0
2014-08-28,-10.4348
2014-09-03,-17.4757
2014-09-08,2.9412000000000003
2014-09-10,-5.7143
2014-09-11,0.0
2014-09-15,-3.0303
2014-09-16,0.0
2014-09-17,-4.6875
2014-09-18,-1.6393
2014-09-19,-6.6667
2014-09-22,1.7856999999999998
2014-09-23,5.2632
2014-09-25,-23.2917
2014-09-26,-8.7452
2014-09-30,-8.9583
2014-10-02,-13.1742
2014-10-08,2.4096
2014-10-09,0.0
2014-10-10,47.0588
2014-10-13,-32.0
2014-10-14,-35.2941
2014-10-24,45.4545
2014-10-27,0.0
2014-10-28,25.0
2014-11-03,-17.5
2014-11-10,0.0
2014-11-11,0.0
2014-11-17,0.0
2014-11-19,0.0
2014-11-20,-39.3939
2014-11-28,10.0
2014-12-01,0.0
2014-12-03,0.0
2014-12-04,0.0
2014-12-05,-9.0909
2014-12-08,10.125
2014-12-09,-45.5165
2014-12-10,-18.5417
2014-12-11,-32.4808
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-23,36.3636
2014-12-24,-8.8889
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-13,4.878
2015-01-14,39.5349
2015-01-15,-18.5417
2015-01-16,2.3018
2015-01-26,-20.0
2015-01-28,6.25
2015-01-30,0.0
2015-02-04,41.1765
2015-02-05,1.6667
2015-02-27,31.1475
2015-03-02,12.5
2015-03-04,6.1111
2015-03-06,0.0
2015-03-11,0.0
2015-03-13,0.0
2015-03-23,25.6545
2015-03-24,-20.4167
2015-03-27,-16.2304
2015-03-30,37.5
2015-03-31,-27.2727
2015-04-24,0.0
2015-04-27,6.25
2015-05-08,-25.2941
2015-05-11,0.0
2015-05-20,73.2283
2015-05-26,0.0
2015-05-27,-27.2727
2015-05-29,37.5
2015-06-03,-31.8182
2015-06-09,-6.6667
2015-06-12,0.0
2015-06-25,2.8571
2015-06-26,-30.5556
2015-07-06,20.0
2015-07-10,-58.3333
2015-07-21,0.0
2015-08-07,60.0
2015-08-14,-17.5
2015-09-18,0.0
2015-09-25,0.0
2015-09-28,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-05,0.0
2015-10-15,0.0
2015-10-19,0.0
2015-10-22,0.0
2015-10-23,203.0303
2015-10-26,-67.0
2015-10-28,0.0
2015-11-06,-9.0909
2015-11-09,-33.3333
2015-11-10,-7.5
2015-11-16,0.0
2015-11-23,0.0
2015-11-30,0.0
2015-12-02,278.3784
2015-12-10,-71.4286
2015-12-14,-17.5
2015-12-18,0.0
2015-12-21,0.0
2015-12-31,0.0
2016-01-05,0.0
2016-01-08,0.0
2016-01-19,0.0
2016-02-01,0.0
2016-02-09,0.0
2016-03-02,0.7576
2016-03-17,-24.812
2016-03-18,-20.0
2016-03-21,-10.0
2016-03-22,0.0
2016-03-30,-22.2222
2016-04-13,-28.5714
2016-04-22,23.75
2016-05-24,0.0
2016-06-10,0.0
2016-06-29,61.6162
2016-07-05,0.0
2016-07-08,1.875
2016-09-13,-16.5644
2016-09-14,-29.4118
2016-10-31,17.7083
2016-12-01,-0.885
2016-12-12,0.0
2016-12-16,0.0
2016-12-27,13.392900000000001
2017-01-06,0.0
2017-01-09,-11.811
2017-01-10,0.0
2017-01-30,0.0
2017-02-01,0.0
2017-02-17,0.0
2017-03-16,0.0
2017-04-17,0.0
2017-06-08,0.0
2017-07-14,-14.2857
2017-08-03,0.0
2017-08-23,0.0
2017-10-17,-15.0
2017-11-06,0.0
2017-12-04,-1.9607999999999999
2017-12-05,0.0
2017-12-12,2.0
2017-12-20,-1.9607999999999999
2017-12-27,0.0
2018-01-08,0.0
2018-01-22,0.0
2018-03-06,0.0
2018-03-13,0.0
2018-06-06,100.0
2018-06-07,-50.0
2018-06-13,100.0
2018-07-16,-50.0
2018-08-03,0.0
2018-08-06,0.0
2018-08-27,0.0
2018-09-18,0.0
2018-09-19,0.0
2018-10-09,0.0
2018-11-02,2.0
2018-11-09,0.0
2018-12-07,0.0
2018-12-19,0.0
2018-12-31,-1.9607999999999999
2019-01-09,40.0
2019-01-30,328.5714
2019-01-31,-33.3333
2019-02-01,-49.0
2019-02-04,0.0
2019-02-05,0.9804
2019-02-08,84.7573
2019-02-20,5.0972
2019-02-25,0.0
2019-02-27,20.0
2019-03-06,0.0
2019-03-14,-36.5417
2019-03-15,87.1307
2019-03-19,-47.0175
2019-03-29,82.9801
2019-04-03,-0.1086
2019-04-04,-27.5362
2019-05-03,-24.5
2019-05-07,0.0
2019-05-21,0.0
2019-06-12,0.0
2019-07-17,133.4437
2019-07-19,-12.0567
2019-07-22,80.4355
2019-07-23,-13.2922
2019-07-24,44.3299
2019-07-25,-7.1429
2019-07-30,-7.6923
2019-07-31,0.0
2019-08-01,50.0
2019-08-02,-22.2222
2019-08-05,-16.4286
2019-08-06,-18.8034
2019-08-08,26.3158
2019-08-20,-8.3333
2019-08-22,-23.6364
2019-08-23,0.0
2019-08-26,-16.6667
2019-08-27,85.7143
2019-08-28,-7.6923
2019-08-29,-21.6667
2019-08-30,0.0
2019-09-03,27.6596
2019-09-05,-50.0
2019-09-06,3.3333
2019-09-20,0.0
2019-09-23,0.0
2019-09-30,77.4194
2019-10-04,-40.0
2019-10-17,-9.0909
2019-10-24,10.0
2019-10-29,-9.0909
2019-10-30,76.6667
2019-10-31,-43.3962
2019-11-01,0.3333
2019-11-04,-0.3322
2019-11-05,-16.6667
2019-11-06,0.0
2019-11-07,0.0
2019-11-14,40.0
2019-12-04,-28.5714
2019-12-05,34.0
2019-12-12,-26.209
2019-12-17,-19.0939
2019-12-19,0.0
2019-12-23,0.0
2019-12-27,-13.5
2019-12-30,-6.9364
2019-12-31,24.2236
2020-01-09,-10.25
2020-01-10,61.5599
2020-01-14,21.0345
2020-01-15,28.2051
2020-01-16,0.0
2020-01-17,-31.1111
2020-01-24,0.0
2020-01-29,-43.5484
2020-02-11,0.5714
2020-02-13,0.0
2020-02-28,82.3864
2020-03-09,10.5919
2020-03-11,-23.9437
2020-03-13,15.7407
2020-03-18,-24.8
2020-03-23,41.0128
2020-03-24,-24.5579
2020-03-25,0.0
2020-03-26,0.0
2020-04-03,0.0
2020-04-17,0.0
2020-05-01,-18.4
2020-06-03,17.451
2020-06-05,9.5576
2020-06-12,-42.8571
2020-06-16,0.0
2020-07-06,33.3333
2020-07-23,195.0
2020-07-27,-49.1525
2020-07-29,0.0
