ticker,MLHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-12-03,-99.0
2009-12-04,0.0
2009-12-09,0.0
2009-12-29,0.0
2009-12-30,2400.0
2009-12-31,-40.0
2010-01-04,-33.3333
2010-01-05,0.0
2010-01-06,-20.0
2010-01-07,12.5
2010-01-08,-11.1111
2010-01-11,0.0
2010-01-12,-12.5
2010-01-13,7.1429
2010-01-14,30.6667
2010-01-15,22.449
2010-01-19,-16.6667
2010-01-20,0.0
2010-01-21,10.0
2010-01-22,4.5455
2010-01-26,0.0
2010-01-29,0.0
2010-02-01,0.0
2010-02-02,4.3478
2010-02-03,66.6667
2010-02-04,-25.0
2010-02-05,-20.0
2010-02-08,0.0
2010-02-09,25.0
2010-02-10,0.0
2010-02-11,0.0
2010-02-16,0.0
2010-02-18,-6.6667
2010-02-22,-20.0
2010-02-23,33.9286
2010-02-24,100.0
2010-02-25,-53.6667
2010-02-26,-6.4748
2010-03-01,0.0
2010-03-02,0.0
2010-03-03,92.3077
2010-03-04,0.0
2010-03-05,-28.0
2010-03-08,-5.5556
2010-03-09,-11.7647
2010-03-11,0.0
2010-03-12,0.0
2010-03-15,-20.0
2010-03-16,0.0
2010-03-17,0.0
2010-03-18,-8.3333
2010-03-19,9.0909
2010-03-22,25.0
2010-03-29,0.0
2010-03-30,-26.6667
2010-04-01,-50.0
2010-04-05,27.2727
2010-04-06,0.0
2010-04-07,-14.2857
2010-04-08,66.6667
2010-04-09,-30.0
2010-04-15,-14.2857
2010-04-16,0.0
2010-04-19,41.6667
2010-04-20,3.5294
2010-04-21,-9.0909
2010-04-23,6.25
2010-04-26,-5.8824
2010-04-27,-12.5
2010-05-03,-12.857099999999999
2010-05-04,-16.1885
2010-05-05,5.6235
2010-05-11,7.4074
2010-05-12,18.9655
2010-05-13,4.3478
2010-05-18,38.8889
2010-05-19,0.0
2010-05-24,-20.0
2010-05-25,-37.5
2010-05-27,20.0
2010-06-03,8.3333
2010-06-04,0.0
2010-06-08,0.0
2010-06-11,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-07-08,15.3846
2010-07-12,6.6667
2010-07-15,6.25
2010-07-19,-17.5
2010-07-21,-14.4385
2010-08-04,0.0
2010-08-05,-8.3333
2010-08-06,45.4545
2010-08-09,-31.25
2010-08-11,0.0
2010-08-13,0.0
2010-08-24,9.0909
2010-08-26,0.0
2010-08-27,8.3333
2010-09-01,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-10-01,0.0
2010-10-04,0.0
