ticker,VSTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-30,-0.6713
2015-02-02,2.8504
2015-02-03,6.1143
2015-02-04,2.5579
2015-02-05,0.21
2015-02-06,-1.1789
2015-02-09,-0.8749
2015-02-10,5.1083
2015-02-11,5.4453
2015-02-12,3.7645
2015-02-13,-4.6047
2015-02-17,5.4608
2015-02-18,4.0222
2015-02-19,-2.4889
2015-02-20,4.0109
2015-02-23,-1.7967
2015-02-24,0.357
2015-02-25,-1.0449
2015-02-26,-0.1348
2015-02-27,-1.7772999999999999
2015-03-02,-1.6720000000000002
2015-03-03,0.1631
2015-03-04,1.1163
2015-03-05,-2.0469
2015-03-06,-3.7098
2015-03-09,-3.5357
2015-03-10,-0.5308
2015-03-11,2.8717
2015-03-12,-0.1482
2015-03-13,-0.668
2015-03-16,4.6077
2015-03-17,-1.2381
2015-03-18,2.2662
2015-03-19,1.6973
2015-03-20,1.9008
2015-03-23,-2.7525
2015-03-24,-0.6082
2015-03-25,-3.2478
2015-03-26,1.9946000000000002
2015-03-27,0.0238
2015-03-30,0.1192
2015-03-31,1.9767000000000001
2015-04-01,1.6581000000000001
2015-04-02,-0.6203
2015-04-06,0.2774
2015-04-07,1.2679
2015-04-08,0.5463
2015-04-09,-0.9735
2015-04-10,0.9831
2015-04-13,0.7698
2015-04-14,-1.4154
2015-04-15,2.0966
2015-04-16,-1.875
2015-04-17,-0.0227
2015-04-20,0.0455
2015-04-21,-0.2047
2015-04-22,1.7548
2015-04-23,1.8813
2015-04-24,-1.341
2015-04-27,-0.8913
2015-04-28,-0.5171
2015-04-29,-0.7006
2015-04-30,-0.4096
2015-05-01,-0.0457
2015-05-04,3.2465
2015-05-05,-2.1701
2015-05-06,0.2716
2015-05-07,0.4515
2015-05-08,1.0787
2015-05-11,-1.2671999999999999
2015-05-12,-0.3828
2015-05-13,-0.6781
2015-05-14,-1.0469
2015-05-15,1.127
2015-05-18,3.275
2015-05-19,-0.7928
2015-05-20,0.444
2015-05-21,1.2597
2015-05-22,1.9205999999999999
2015-05-26,-3.1692
2015-05-27,2.2999
2015-05-28,-0.0216
2015-05-29,-0.3459
2015-06-01,-0.716
2015-06-02,-1.6608
2015-06-03,0.0444
2015-06-04,0.6886
2015-06-05,-0.1103
2015-06-08,-0.6405
2015-06-09,-0.1556
2015-06-10,4.4524
2015-06-11,0.682
2015-06-12,-1.5030000000000001
2015-06-15,-0.6018
2015-06-16,2.4649
2015-06-17,0.0
2015-06-18,0.0633
