ticker,BSSP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-12-10,400.0
2012-12-13,650.0
2012-12-14,32.6667
2012-12-17,13.0653
2012-12-18,0.0
2012-12-19,2.2222
2012-12-20,2.1739
2012-12-21,2.1277
2012-12-24,2.0833
2012-12-26,2.0408
2012-12-27,2.0
2012-12-28,1.9607999999999999
2012-12-31,1.9231
2013-01-02,1.8868
2013-01-03,1.8519
2013-01-04,1.8182
2013-01-07,1.7856999999999998
2013-01-08,1.7544
2013-01-09,1.7241
2013-01-10,1.3559
2013-01-11,2.0067
2013-01-14,0.3279
2013-01-15,0.3268
2013-01-16,0.6515
2013-01-17,0.0
2013-01-18,-0.3236
2013-01-22,0.0
2013-01-23,-0.3247
2013-01-24,0.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-29,0.6515
2013-01-30,0.0
2013-01-31,-0.3236
2013-02-01,-0.3247
2013-02-05,0.9772
2013-02-06,-0.3226
2013-02-07,-2.9126
2013-02-08,3.3333
2013-02-12,0.0
2013-02-19,0.0
2013-02-20,0.0
2013-02-21,0.0
2013-02-22,3.2258
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,-1.5625
2013-02-28,2.2222
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,0.9317
2013-03-07,0.0
2013-03-08,0.0
2013-03-11,0.0
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,0.0
2013-03-15,1.5385
2013-03-18,3.0303
2013-03-19,1.4706000000000001
2013-03-20,0.8696
2013-03-21,0.2874
2013-03-22,0.0
2013-03-25,0.2865
2013-03-26,0.0
2013-03-27,0.2857
2013-03-28,0.0
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,0.2849
2013-04-04,-0.5682
2013-04-05,0.5714
2013-04-08,0.2841
2013-04-09,0.0
2013-04-10,0.0
2013-04-11,0.0
2013-04-12,0.0
2013-04-15,0.2833
2013-04-16,-0.2825
2013-04-17,0.2833
2013-04-18,0.2825
2013-04-19,-1.4085
2013-04-22,1.7143000000000002
2013-04-23,0.8427
2013-04-24,0.2786
2013-04-25,0.2778
2013-04-26,-1.662
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,1.9718
2013-05-02,0.0
2013-05-03,0.0
2013-05-06,0.2762
2013-05-07,0.0
2013-05-08,0.8264
2013-05-09,0.0
2013-05-10,0.2732
2013-05-13,0.2725
2013-05-14,0.5435
2013-05-15,1.3514
2013-05-16,0.0
2013-05-17,0.0
2013-05-20,1.0667
