ticker,VLLX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-02-09,-33.3333
2010-02-11,9.0
2010-07-28,10.0917
2010-07-30,0.0
2010-10-07,4.1667
2010-12-14,0.0
2011-01-11,2.0
2011-01-12,1.9607999999999999
2011-05-17,38.4615
2011-06-07,-13.8889
2011-06-15,-16.129
2011-06-21,-1.9231
2011-06-22,3.9215999999999998
2011-07-18,1.5093999999999999
2011-08-16,-5.2045
2011-08-17,-0.0784
2011-08-18,0.0785
2011-09-29,1.9607999999999999
2011-12-09,0.0
2011-12-12,0.0
2011-12-14,1.9231
2011-12-20,0.0
2012-01-06,-1.8868
2012-01-25,0.0
2012-02-03,3.8462
2012-02-07,0.0
2012-02-10,0.0
2012-02-21,0.0
2012-02-23,0.0
2012-02-29,5.5556
2012-03-28,-1.7544
2012-04-09,-5.3571
2012-04-10,1.8868
2012-04-27,0.0
2012-04-30,3.7037
2012-06-15,5.3571
2012-07-26,-5.0847
2012-07-31,0.0
2012-10-01,3.5714
2012-10-17,0.0
2012-10-19,0.0
2012-10-24,1.7241
2012-12-13,5.0847
2012-12-18,1.6129
2012-12-27,-4.7619
2013-04-22,1.6667
2013-05-23,4.918
2013-06-14,1.875
2013-07-23,0.0
2013-07-24,0.0
2013-07-25,1.227
2013-09-03,-0.0606
2013-09-16,-0.2426
2013-10-09,-2.4316
2013-10-11,0.0
2013-10-14,0.0
2013-11-11,1.2461
2013-11-12,0.0
2013-12-11,-1.4154
2013-12-17,-0.1248
2013-12-31,1.875
2014-01-14,0.0
2014-01-23,0.0
2014-02-18,-1.7178
2014-02-19,-0.1248
2014-02-28,-1.4375
2014-03-04,-2.4731
2014-03-05,3.0559
2014-03-12,2.8391
2014-03-18,-0.0613
2014-03-28,-3.6219
2014-04-01,0.0
2014-04-09,-1.1465
2014-04-14,-0.1289
2014-04-23,3.2258
2014-04-24,1.5625
2014-04-25,-1.5385
2014-05-09,1.25
2014-05-12,0.0
2014-06-19,0.3086
2014-07-02,16.9231
2014-07-03,-14.6842
2014-07-16,4.8735
2014-08-14,-4.4118
2014-09-04,-0.2462
2014-09-05,-1.2338
2014-09-15,0.5621
2014-09-22,-0.559
2014-09-23,-0.0625
2014-10-07,0.0
2014-10-14,-1.5625
2014-10-22,-2.3492
2014-11-19,0.0
2014-11-25,0.7802
2014-12-04,-2.9032
2014-12-16,0.0
2014-12-24,3.3223
2015-01-14,-0.1929
2015-02-19,3.0928
2015-02-23,0.0
2015-02-25,0.0
2015-02-27,0.0
